@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute class {g,h}

@data
3.135459,2.608569,g
0.771159,0.584411,g
-3.164769,-0.567723,g
-1.578765,0.002033,g
1.077997,0.919429,g
1.491229,0.298709,g
2.377394,1.119083,g
0.079023,0.506617,g
-1.049809,0.459903,g
0.432242,1.340151,g
-3.726506,-1.580489,g
2.059959,2.077082,g
2.050786,-0.365894,g
-0.637255,0.718557,g
3.080904,-0.264388,g
0.967911,1.085368,g
0.474745,0.109199,g
-3.196894,-0.008334,g
1.294108,1.61679,g
1.150873,0.80009,g
-1.987033,0.046962,g
-0.761056,0.92275,g
-2.168492,-0.056426,g
-0.626929,0.853095,g
-0.565736,-0.317231,g
-2.967169,-1.121401,g
2.829236,2.433539,g
-2.51309,-0.655824,g
-0.210969,0.345588,g
0.690778,1.234037,g
0.575078,0.944584,g
-2.504238,-1.151577,g
1.865136,1.834524,g
-3.287442,-0.620243,g
-0.097047,0.148805,g
-1.189676,-1.266226,g
-1.520989,-0.223622,g
1.272079,0.423566,g
-1.946137,0.436944,g
0.113011,0.736877,g
1.392699,1.398408,g
1.526168,1.682634,g
0.866848,1.480802,g
-1.264079,0.816634,g
-2.477431,-0.060798,g
1.194024,0.694296,g
2.075418,0.428297,g
0.857302,1.747872,g
-2.678571,-0.834746,g
2.688083,1.976066,g
-2.638743,-1.053655,g
0.606455,0.508267,g
-2.213593,-0.103313,g
1.474321,0.523875,g
-1.208534,0.894514,g
2.574732,0.753595,g
-0.656391,0.738037,g
1.881531,1.866771,g
0.005145,0.600509,g
0.053104,0.236586,g
-3.387937,-0.46743,g
-2.743276,-1.77305,g
-1.145337,0.979451,g
0.20315,1.209959,g
-3.207841,-0.901448,g
0.11972,0.013514,g
3.697903,-0.562766,g
3.421976,0.925055,g
1.31066,-1.081387,g
6.997414,-1.309682,g
0.321153,0.432873,g
-0.678377,0.669376,g
3.067575,0.620844,g
0.59697,0.535838,g
-1.692009,-0.089348,g
-2.665407,-0.38975,g
1.212977,-2.780564,g
0.535186,0.983894,g
1.172238,2.381246,g
-1.787726,0.197322,g
-0.982487,0.65395,g
-2.034385,0.214273,g
-1.397189,0.008849,g
-0.234839,-0.242361,g
0.753806,0.767528,g
-1.247777,0.123222,g
2.076601,-0.171512,g
1.677396,1.541953,g
-0.271048,1.076151,g
0.070134,0.382885,g
2.335965,0.791421,g
-0.802984,0.281116,g
-1.694442,-0.229789,g
-1.018685,0.509739,g
0.427452,0.453531,g
1.488802,1.952134,g
0.73168,1.851974,g
-1.308844,-0.24622,g
2.875454,1.316264,g
-2.241252,0.101402,g
2.073641,1.88035,g
-0.43102,0.545032,g
-0.925429,0.40957,g
0.939792,-0.048919,g
0.276543,-0.122048,g
-1.393359,-0.098391,g
-2.114809,-1.080471,g
-3.304966,-1.024828,g
-0.394428,0.40234,g
-2.246619,-0.035828,g
-0.300679,0.080751,g
0.323624,0.565413,g
-0.389617,0.280543,g
-1.859751,-0.683813,g
0.299703,0.576841,g
-1.808147,0.0786,g
-2.265867,-1.476033,g
-0.610922,0.330578,g
3.122383,1.294557,g
3.196973,1.367288,g
2.081871,2.002917,g
-0.088667,1.133817,g
-0.591702,0.741852,g
0.092842,0.821112,g
0.819489,1.223782,g
1.714948,1.73227,g
-2.34826,-0.432098,g
-0.377241,0.245106,g
0.145458,-0.159127,g
-1.926293,-0.172162,g
0.553694,1.673559,g
-0.134395,0.36051,g
-1.692296,0.690813,g
-1.550672,-0.320439,g
3.410612,1.144484,g
-0.833195,0.703493,g
-0.65686,-0.061031,g
-0.246576,0.150604,g
-0.420054,-0.206299,g
-1.729709,0.502758,g
-2.248408,0.110194,g
1.408437,0.330757,g
-1.62248,-0.512506,g
0.161825,0.764632,g
-0.828791,0.542215,g
-2.411921,-0.637199,g
3.955027,1.35731,g
0.003441,0.745894,g
-0.25998,1.135681,g
0.821685,1.923982,g
2.03053,0.060152,g
-0.006563,1.284091,g
0.720054,0.647696,g
1.45936,1.25033,g
-1.329814,-0.450104,g
-3.629949,-1.703216,g
-1.165397,0.678622,g
-0.665812,0.215028,g
-0.50313,-0.840318,g
3.288877,1.985782,g
0.544952,0.438715,g
-1.68104,-0.845873,g
0.92086,1.587667,g
-2.320574,-0.048341,g
-0.405126,1.241293,g
1.855571,2.13305,g
-0.481198,0.852138,g
-0.57499,0.776713,g
-0.346435,1.267601,g
-0.754801,0.058544,g
1.825204,2.163199,g
0.446953,1.049201,g
0.190193,0.20138,g
-0.015122,0.184145,g
-0.936904,-0.412073,g
-0.132495,1.099849,g
-0.728754,-0.192906,g
-3.763005,-1.597159,g
-1.209953,0.711963,g
3.709705,0.790296,g
0.082262,1.210433,g
1.910344,1.991495,g
-1.23418,0.568473,g
-0.977194,-0.486452,g
-1.309963,0.650328,g
1.451277,1.969786,g
-3.023476,-1.146688,g
-2.609169,-0.876929,g
-0.928826,0.260622,g
1.847175,1.480626,g
-1.562929,-0.184881,g
2.195218,0.909213,g
-0.60398,0.556042,g
0.71657,0.251428,g
-2.162992,-0.475985,g
-0.515178,0.19595,g
2.988959,1.119543,g
-0.247174,0.546735,g
-1.207089,-0.331131,g
-1.912009,-0.485541,g
0.522284,1.261202,g
3.86908,2.413062,g
-1.566097,-0.190163,g
-0.191319,0.542678,g
0.069911,0.853691,g
-2.497846,-0.147835,g
-0.057463,1.000267,g
-1.242313,0.506271,g
-1.703824,-1.373411,g
-0.916785,0.544596,g
1.676544,1.397907,g
-0.520259,0.311027,g
0.345259,1.611178,g
0.369753,0.54987,g
2.284541,0.986739,g
0.565613,0.489897,g
-1.615669,0.481268,g
1.206468,0.5119,g
-2.11981,-1.50857,g
2.253151,-2.454848,g
0.076849,1.20756,g
-3.311629,-0.621348,g
0.299659,0.922993,g
-2.043641,-0.172757,g
-0.748218,-0.117557,g
-0.410065,0.671088,g
-4.044284,-1.158361,g
-1.872274,-0.824823,g
-1.383269,0.53093,g
0.606049,0.385587,g
0.364768,1.190885,g
-1.035046,0.978785,g
0.180322,0.671018,g
-3.651368,-1.29392,g
1.338084,0.885683,g
1.00447,0.251441,g
3.613108,-1.06275,g
-1.668054,0.032524,g
-0.463185,-0.019939,g
-0.564019,-0.363285,g
0.975743,0.335562,g
-1.083391,0.488936,g
-0.552702,1.249235,g
-2.674979,-0.411246,g
1.900393,1.578301,g
-2.380475,-0.32545,g
0.006333,0.208992,g
-1.376715,0.603785,g
1.791891,0.887746,g
-2.097928,-0.695191,g
-0.757528,0.585272,g
2.136342,2.038508,g
-2.074848,0.075204,g
0.37208,0.849473,g
-1.670552,-0.715961,g
0.886522,1.128334,g
0.099333,-0.290934,g
-2.991487,-0.14071,g
-0.616516,0.98369,g
-0.808222,0.145324,g
1.611709,0.265207,g
-2.592917,-0.096843,g
-1.42947,-0.409352,g
-1.903635,-0.141977,g
-1.58181,0.284115,g
-0.208828,0.770472,g
-1.120767,-1.278314,g
-2.819251,-0.796057,g
1.863064,1.301189,g
-2.06842,-0.166902,g
3.847911,0.609971,g
-0.709481,0.487143,g
-3.307682,-0.318076,g
-0.021783,-1.074226,g
-0.937098,0.992469,g
0.680617,0.8746,g
-2.018634,-0.639389,g
-3.998761,-1.215487,g
-0.364291,-0.94713,g
1.043706,-0.836383,g
-1.095736,0.239499,g
-3.570865,-1.569334,g
0.718841,0.792517,g
1.660622,2.178066,g
1.0451,1.637856,g
-1.255533,0.070186,g
4.539643,2.068526,g
0.016598,1.428214,g
2.037459,1.193726,g
1.142996,1.494306,g
-1.496193,0.782927,g
0.98665,1.631021,g
-1.79928,-0.837167,g
-0.771986,0.781446,g
-1.829143,0.460282,g
0.08893,1.094764,g
-0.209342,0.385424,g
0.592387,-0.265847,g
1.722015,-0.361034,g
0.852643,1.265346,g
-0.821857,-0.240776,g
0.192759,0.771213,g
-0.017631,-1.342057,g
-2.089614,-0.325937,g
1.762592,1.496476,g
-1.665799,0.582679,g
-3.181013,-0.584108,g
-2.639008,-0.529479,g
-2.908459,-0.512536,g
0.910396,0.356398,g
3.185982,0.854028,g
-2.418922,-0.50273,g
3.044941,0.93496,g
-2.790801,-0.063012,g
1.18878,1.167493,g
-3.092056,-1.483848,g
2.520573,1.069058,g
0.36759,-0.338215,g
2.212004,1.060816,g
-0.806749,-0.402311,g
0.257664,1.739626,g
-3.221967,-1.463675,g
-0.068341,0.815352,g
1.325033,1.519067,g
2.203718,1.51183,g
-0.249343,1.095028,g
1.316318,0.879756,g
-1.60147,0.641323,g
-0.457709,0.170757,g
-1.410134,0.004527,g
-1.058564,-0.30709,g
-2.67326,-0.922423,g
0.837982,-0.172317,g
-0.563741,0.844409,g
-2.058432,0.081255,g
0.98507,-0.78049,g
1.855551,0.082825,g
0.0967,0.741643,g
0.363048,1.127566,g
-2.133889,0.14257,g
-2.828087,-1.157419,g
-0.469263,0.932064,g
-2.414451,0.463973,g
0.219363,0.94327,g
1.182528,1.926628,g
-3.123404,-0.492471,g
0.585595,1.200785,g
-0.376668,0.74846,g
-2.395419,-0.764146,g
-3.227734,-1.067548,g
2.222379,1.225594,g
1.763465,-0.284726,g
-1.768148,0.020945,g
-0.059212,0.966968,g
-1.468595,-0.103652,g
-3.048437,-1.472215,g
1.364274,1.469003,g
2.564489,1.108431,g
-0.185651,0.819022,g
1.117343,0.40493,g
-0.386995,0.165485,g
0.303072,0.606522,g
-1.365236,0.227172,g
-2.689077,-0.245621,g
-3.150865,-0.878879,g
-2.421388,0.359253,g
0.136421,-0.228775,g
1.593515,0.813822,g
-3.35429,-0.551906,g
3.58028,0.442917,g
-3.414217,-1.183604,g
1.648785,1.986855,g
-3.885718,-1.019684,g
-0.290225,0.306586,g
-0.684465,0.098114,g
0.611166,-0.264121,g
0.964186,-1.07175,g
-1.791063,0.260962,g
-0.094101,0.887172,g
-3.366375,-1.350576,g
0.446374,1.285301,g
-0.667619,-0.375999,g
4.078465,-0.512819,g
-0.948555,0.579617,g
0.404714,1.104733,g
-3.199754,-0.352639,g
-3.491213,-0.232292,g
2.928616,0.781784,g
-2.340647,-0.313445,g
-2.967063,-0.340653,g
-0.047608,-0.003915,g
-1.390499,-0.077855,g
-2.904787,0.116449,g
0.665455,1.341913,g
-1.262641,0.283854,g
0.329335,0.338457,g
-3.036903,-1.32719,g
0.43672,0.324689,g
-1.934628,0.112434,g
-2.399948,-1.33163,g
-0.806228,0.421748,g
0.857423,0.542828,g
-0.669043,0.907221,g
0.896124,1.14894,g
-0.075067,-3.5647,g
0.321717,1.528581,g
-2.648399,-0.410908,g
1.16467,1.003572,g
-1.190274,0.711307,g
-1.673018,0.406077,g
-1.423716,0.483892,g
-0.616264,0.872184,g
-2.0295,-0.23829,g
0.816567,0.544437,g
1.265135,0.749494,g
-0.662929,0.388563,g
0.094936,-0.035048,g
-0.168501,0.792385,g
3.04715,-0.392193,g
1.432402,0.955557,g
-2.518301,-1.756013,g
0.10627,0.855074,g
-2.046905,-0.516805,g
-1.225177,0.381344,g
1.184325,0.601465,g
-0.9117,-0.01369,g
0.356998,0.58394,g
-3.7769,-1.284966,g
-1.651603,-0.264416,g
-1.510781,-0.173089,g
-0.706877,0.195778,g
-1.478649,0.021859,g
-1.029599,0.153424,g
0.319703,1.365737,g
0.512182,1.276364,g
1.694824,0.951635,g
0.301219,0.81434,g
0.104122,-0.007724,g
-3.1808,-0.444742,g
-0.795615,1.00991,g
1.982098,0.701336,g
1.564256,1.40264,g
3.742615,1.913937,g
-1.888236,-0.665805,g
-0.731892,0.414294,g
1.272857,0.057641,g
-0.978005,0.667065,g
1.832568,0.127315,g
-2.093494,-0.26712,g
-1.010177,-1.127908,g
-0.805559,0.117644,g
-0.816614,-0.022884,g
1.030641,1.574766,g
-1.73457,0.025237,g
-0.374424,0.719801,g
-2.590109,0.191244,g
-1.030684,-0.488791,g
2.7613,2.103247,g
-0.973422,0.79587,g
0.703989,0.674995,g
-1.468269,0.296734,g
-2.760423,-0.561706,g
-0.29523,0.695102,g
-2.383668,-1.122538,g
2.136169,2.234163,g
0.547194,0.758916,g
1.825678,0.291016,g
-0.635908,0.790392,g
-0.601908,0.627668,g
-1.190924,-0.393179,g
-0.938668,0.366889,g
-0.116388,0.729297,g
1.389267,1.635079,g
-0.024029,0.658914,g
2.767872,-0.708352,g
0.623076,0.230451,g
0.593166,0.482238,g
-3.768194,-0.354165,g
0.855619,0.455545,g
-0.165173,1.088844,g
1.108813,-1.034774,g
-0.542765,0.646588,g
1.450551,1.398126,g
-0.054661,0.436638,g
-0.775482,0.727978,g
2.98098,1.237419,g
-0.002884,0.493138,g
2.449091,1.328333,g
0.351554,1.139946,g
-3.542206,-0.827358,g
-2.666604,-1.697581,g
-2.235603,0.424657,g
1.254863,0.439224,g
-0.892532,0.385456,g
0.29917,1.061953,g
1.363226,2.14704,g
-1.214687,0.746077,g
-0.432898,-0.320788,g
-1.301285,0.490552,g
1.382767,0.608478,g
0.963511,1.223354,g
3.393989,0.500971,g
-0.386329,0.137461,g
-1.888551,0.378801,g
-1.22405,-0.011818,g
0.378006,1.036314,g
0.787851,0.187039,g
-3.427741,-1.763171,g
-3.340925,-1.116434,g
-0.024039,0.84491,g
2.723762,0.745823,g
-3.672492,-0.698124,g
0.016668,1.100217,g
-2.926842,-0.983851,g
3.249624,2.042287,g
0.339822,1.552717,g
-1.174059,-0.298168,g
-0.361696,0.637723,g
-1.650394,-0.127061,g
0.561979,-0.162892,g
-2.070032,-0.717917,g
1.113529,1.124337,g
-2.355932,-0.2764,g
0.980233,1.126001,g
3.917747,1.805704,g
0.672902,1.535016,g
-2.226819,0.542726,g
0.759904,1.562187,g
-1.566302,-1.293589,g
2.703362,2.114747,g
-0.217326,0.045496,g
2.227968,1.571819,g
3.805268,2.110694,g
-2.795645,-0.79,g
-0.783411,-0.778999,g
3.206753,2.795876,g
0.687807,1.868513,g
-2.854494,-0.328303,g
-0.521954,0.962466,g
2.825471,1.065103,g
-2.396816,0.07546,g
-1.146594,0.061469,g
-1.053155,0.269826,g
-1.710545,-0.244124,g
0.168724,-0.288266,g
-1.867525,0.085773,g
2.408333,0.929247,g
-1.424168,0.633114,g
-0.149851,0.963843,g
1.413474,1.508551,g
0.817506,-0.271365,g
-0.452138,0.55442,g
1.250617,-0.025482,g
-0.521114,0.45748,g
2.791658,2.177786,g
-2.226993,-0.191883,g
-2.119458,-0.092975,g
-1.925437,-0.035253,g
-3.08737,-0.34349,g
-0.14819,0.55041,g
1.11469,1.797655,g
-0.233566,0.690414,g
-0.426416,0.983351,g
0.860377,1.295801,g
-1.605091,-0.659029,g
1.975604,1.592322,g
0.804204,-0.620613,g
2.150001,2.033667,g
1.514798,-1.656117,g
2.767612,2.307877,g
1.659805,1.953142,g
-2.623732,-1.289704,g
-2.656773,-0.884953,g
-1.173148,-0.029743,g
-0.993501,0.862211,g
1.268593,-0.166601,g
2.031712,0.371524,g
0.111003,-0.698807,g
2.716813,0.411878,g
-2.644622,0.169827,g
1.536832,1.248628,g
-0.841209,0.186533,g
-0.101951,0.141462,g
-0.837279,0.76897,g
-1.164305,-0.298696,g
-0.320977,0.200606,g
-0.347305,0.560389,g
-2.71978,0.132343,g
0.288535,1.106409,g
-2.510845,-0.183586,g
-0.723299,-0.108216,g
2.216301,-1.001175,g
-1.56567,-0.46339,g
-3.776235,-1.040895,g
0.136496,0.857164,g
-1.059511,-0.045091,g
2.922682,2.333023,g
3.803273,-0.603442,g
-0.213768,0.959365,g
0.081302,0.215839,g
-1.560166,-0.25614,g
1.305544,1.476116,g
-1.216703,0.327541,g
2.263447,0.619038,g
0.733297,0.827043,g
-0.711675,-1.201267,g
1.90712,1.771771,g
2.947186,0.744944,g
2.675756,1.211013,g
0.872894,-0.537229,g
1.026663,0.362013,g
2.399632,1.138685,g
-0.668277,0.48477,g
1.848813,0.510261,g
-0.013324,0.994758,g
1.143321,0.399979,g
0.767502,0.823819,g
-1.5577,0.107565,g
2.941678,1.209138,g
-2.343026,0.048476,g
3.353901,-0.776996,g
0.226689,-0.822017,g
0.318507,1.156185,g
0.89368,0.426022,g
4.037863,1.44003,g
0.379268,0.814628,g
-0.163007,-0.414012,g
0.60289,0.528361,g
-3.418483,-1.039059,g
-2.210412,-0.778795,g
0.398201,0.358383,g
-1.262077,0.211509,g
-1.288827,0.363723,g
-2.181602,-0.293193,g
2.926189,0.374739,g
-1.395456,0.444905,g
-0.665412,0.094452,g
-2.11638,-1.347033,g
0.420003,0.223989,g
-1.182319,0.573116,g
0.820173,0.704327,g
-2.636546,-0.211545,g
-0.986968,-0.013913,g
-0.583856,0.320731,g
2.445434,-1.731669,g
0.549595,0.393355,g
-2.073074,-0.318703,g
0.075421,0.821619,g
-0.712565,-0.362437,g
0.162515,0.468595,g
-1.175259,0.154009,g
0.327723,0.551891,g
-3.494745,-1.47038,g
1.309896,0.127307,g
-0.940978,0.033215,g
-0.470219,0.174746,g
0.400087,1.26854,g
-0.998037,0.456953,g
-1.387215,0.064887,g
0.499708,1.316478,g
-2.02206,-0.110224,g
0.025289,0.745637,g
-0.040173,1.393076,g
2.644974,0.679515,g
-1.540611,-0.398121,g
-2.142533,-0.274425,g
-2.686316,-0.117922,g
0.21197,-0.380787,g
-2.793866,-0.835557,g
0.004996,0.345105,g
-3.111233,-1.512418,g
1.841031,1.513029,g
0.246571,0.767464,g
-0.41656,0.700036,g
-1.218606,0.369056,g
-0.9893,0.184954,g
0.557866,1.296937,g
0.614622,-0.113531,g
-0.274388,0.709906,g
0.300766,1.553432,g
-0.555974,0.361322,g
0.492909,0.999791,g
-0.259643,0.867735,g
-1.261911,0.3209,g
-0.307997,0.417826,g
-1.428996,-1.426909,g
0.4296,1.835814,g
-2.905629,-1.506396,g
-2.750456,-0.336153,g
1.620307,0.449466,g
-2.002314,-1.32401,g
0.267171,-0.082964,g
1.142619,1.498846,g
1.596201,-0.319463,g
2.233614,2.682011,g
1.669542,1.00272,g
-1.730779,-0.11254,g
-0.297987,0.020022,g
-0.811889,0.793312,g
0.133292,0.8862,g
-0.898031,0.34489,g
-1.785016,-0.6457,g
0.331009,0.664296,g
-0.618719,0.49457,g
-0.654123,0.47764,g
1.321791,-0.433511,g
0.919627,0.307229,g
-2.571112,-0.831457,g
1.262077,0.614326,g
0.989623,-0.001176,g
-0.73952,1.040192,g
-3.147661,-0.501345,g
-1.595222,-0.306835,g
1.595495,1.779635,g
-0.559698,0.008131,g
-1.205457,0.695994,g
0.491804,0.682948,g
2.791161,1.674566,g
1.508427,1.075538,g
6.641281,-0.442982,g
3.618708,-0.019685,g
-1.98307,-0.178894,g
-1.518182,0.641733,g
2.037755,-0.380765,g
0.032168,-0.54027,g
1.806465,1.617636,g
-0.658357,-0.079276,g
-3.11863,-1.328438,g
-2.214266,-0.043728,g
-0.388407,1.199292,g
-1.737584,0.584277,g
0.857501,-0.512106,g
2.545006,2.190909,g
1.199463,1.884539,g
-2.250706,-1.114415,g
-3.495909,-0.503019,g
-0.405865,0.756795,g
0.444706,1.419399,g
2.391299,2.181638,g
-2.253975,-0.849758,g
-0.304646,0.324241,g
0.547432,1.143076,g
0.834379,1.672918,g
-0.316054,-0.522665,g
1.487819,0.155088,g
-0.22937,1.133778,g
-2.709844,-0.111486,g
-3.164985,-1.481254,g
-1.392962,-0.109649,g
-0.054021,0.99815,g
-0.325761,0.849872,g
-2.476536,-0.295456,g
-0.209692,1.179206,g
0.071449,0.662533,g
-0.503369,-0.676714,g
-2.22518,-0.44928,g
0.197709,1.175148,g
-0.69209,0.779336,g
4.182746,0.786168,g
-0.088369,0.877485,g
0.403237,1.114695,g
1.406171,2.143295,g
-1.014168,0.257129,g
0.277228,1.107203,g
3.519253,2.555094,g
-1.40884,0.35759,g
0.050995,0.40318,g
3.63468,0.570319,g
0.726718,0.623567,g
1.451824,1.217243,g
-1.448118,-0.199999,g
0.310627,1.461485,g
2.21179,1.416964,g
1.618793,1.783711,g
-3.487838,-0.687175,g
0.484627,0.415065,g
0.56222,1.390154,g
1.312258,0.275516,g
0.394528,1.606572,g
-2.002829,-0.024002,g
2.805076,-0.041905,g
1.544028,1.762361,g
-0.245014,1.199155,g
-1.846598,-0.593049,g
0.45299,1.14311,g
0.98447,-0.38094,g
2.862033,2.113458,g
2.518854,-1.019891,g
-2.300143,-0.386478,g
1.303062,1.932365,g
-1.651255,-0.421385,g
-1.808267,-0.864335,g
0.4137,0.492184,g
-0.434048,0.686191,g
3.242323,-0.313304,g
0.542875,1.24018,g
1.006692,1.661374,g
-1.417042,0.031096,g
0.045805,0.910192,g
2.005819,0.320936,g
-0.327413,1.006783,g
2.40387,1.609771,g
1.564105,0.986341,g
0.479726,0.413951,g
-0.042833,1.422004,g
-2.565498,0.289403,g
-0.20553,0.010963,g
-0.234973,1.266846,g
0.446731,1.18353,g
-2.87119,-0.599971,g
-0.945342,0.398131,g
0.03724,1.06234,g
-1.763452,-0.23627,g
-0.955171,-0.431593,g
-1.489467,0.5955,g
-3.12192,-0.282371,g
-0.146984,0.245147,g
1.322036,1.457302,g
-1.86735,-0.103185,g
1.612868,0.800194,g
-2.230643,-0.115262,g
-2.01636,-0.033626,g
3.558956,2.01957,g
-2.401053,-0.575906,g
-1.188824,0.156673,g
-2.194688,-0.347009,g
-2.563909,-1.163522,g
-2.614333,-0.199415,g
-0.056093,1.085486,g
-2.496867,-0.759137,g
-0.462236,0.873317,g
0.907649,1.047172,g
-1.584742,-0.547186,g
-1.947797,-0.670961,g
1.897573,0.868863,g
2.565557,1.912313,g
-0.486768,-0.002571,g
1.856654,1.960504,g
4.305562,0.162591,g
-0.668944,1.619263,g
-1.906811,-0.521632,g
1.596661,-0.52203,g
-1.188176,-0.742458,g
-0.488869,0.0754,g
-2.743945,-0.247927,g
0.186758,0.09886,g
1.646802,0.914667,g
-0.18388,0.872496,g
1.858015,1.405078,g
1.166822,1.820432,g
-2.662574,-0.670439,g
0.525284,1.221343,g
-0.60776,0.620272,g
-1.547535,-0.047636,g
1.271674,1.477794,g
-2.370906,-0.991564,g
0.530976,0.582191,g
-1.923747,0.417416,g
-2.87494,-0.151402,g
0.272076,1.290084,g
-1.080151,0.254153,g
0.408241,0.834055,g
1.436454,2.156478,g
1.237211,0.080673,g
-3.280905,-1.635888,g
-0.462825,-0.575185,g
0.770864,1.86314,g
-3.60026,-0.072364,g
0.524169,0.626826,g
1.0499,1.636631,g
0.747875,1.745658,g
-1.366178,0.183167,g
3.711651,2.103843,g
0.635029,0.606574,g
-0.450962,0.679929,g
-2.031429,-0.681157,g
0.37766,0.87381,g
-2.662077,-0.75901,g
-1.542465,-0.305208,g
-1.284705,0.740209,g
-1.796262,-0.160654,g
0.424234,0.315484,g
-0.668306,-0.729273,g
-1.150705,0.692758,g
1.65602,1.623874,g
0.051088,0.562514,g
0.052347,-0.800894,g
-0.337725,1.035958,g
-1.686275,0.305697,g
3.36598,0.73669,g
1.350668,1.155996,g
1.000108,1.214504,g
-1.456251,-0.086466,g
2.91296,-0.801687,g
0.956038,1.474613,g
1.710389,2.141856,g
-3.677618,-0.962414,g
-2.814205,-0.665577,g
0.908589,1.399392,g
-2.27206,0.137744,g
-0.455864,0.139115,g
0.742785,1.740565,g
2.511166,0.398441,g
-0.296275,1.161994,g
-0.997121,-0.401743,g
1.748018,1.150569,g
-0.501088,0.408485,g
1.380505,0.354805,g
2.016738,0.723229,g
1.074129,1.304645,g
2.278498,1.546047,g
-2.422953,0.427394,g
-0.969733,-0.823888,g
-0.910289,-0.028878,g
-1.394801,0.368955,g
1.701504,1.059016,g
2.5343,-1.014241,g
4.371588,1.836914,g
-1.527683,0.617996,g
1.948693,0.115077,g
1.200568,0.332293,g
0.193489,1.189106,g
-0.402882,0.79053,g
-1.342677,-0.623465,g
1.605741,1.899116,g
-1.852427,-0.533222,g
0.013488,0.163128,g
-1.334036,0.927543,g
3.061221,0.990541,g
1.350442,0.864841,g
-0.13252,-0.679874,g
0.38648,0.090307,g
-1.938784,-0.388299,g
0.245391,0.544777,g
-3.438549,-1.20295,g
1.200978,1.282576,g
-3.298023,-1.341223,g
0.338698,0.46124,g
1.183792,0.340208,g
0.618701,0.362061,g
1.911485,1.825573,g
-2.807633,-0.25906,g
-0.608056,0.765023,g
-0.1003,0.661078,g
0.999975,1.077157,g
-0.011712,0.154881,g
-0.162834,0.143919,g
-2.632095,-1.043408,g
-1.258456,-0.719483,g
-2.698299,-0.453144,g
0.236469,1.21743,g
-0.311497,0.921194,g
0.455699,0.564419,g
1.733718,0.875924,g
2.351966,1.099407,g
0.825325,1.763623,g
-1.254504,-0.412406,g
-0.950155,0.946464,g
0.44613,0.844784,g
1.196385,1.260374,g
0.151939,0.699731,g
1.831351,1.693772,g
4.177404,1.949621,g
-1.290633,0.20225,g
-2.363594,0.451242,g
-3.27677,-0.845215,g
-1.289992,0.003877,g
-1.063514,-0.19992,g
1.582115,0.112618,g
-3.346885,-0.523716,g
-0.732853,0.427616,g
-1.548377,0.026934,g
-2.872159,-1.272698,g
1.891868,2.443682,g
-2.125969,0.212653,g
-0.310155,-0.03371,g
0.276578,0.461299,g
-2.230242,0.45829,g
1.255138,-0.201568,g
-0.599581,0.228739,g
0.136937,0.521039,g
-0.719537,0.937634,g
-0.163068,-0.00517,g
1.824931,-0.499618,g
-2.518817,-0.586404,g
0.819546,1.421082,g
0.227686,0.884415,g
-1.428948,0.12866,g
-2.895765,-0.459607,g
-0.335294,0.745002,g
-3.119774,-0.026892,g
0.968875,1.379999,g
-2.063214,-0.027651,g
1.429757,0.793386,g
-0.147091,0.052093,g
-1.365409,0.097023,g
1.062972,1.237037,g
-1.467382,-0.007946,g
-3.070287,-0.284267,g
-3.508781,-1.27242,g
-2.113408,-0.945843,g
2.777067,1.205635,g
-0.662262,0.081487,g
-2.315122,-0.343018,g
-0.879562,-0.54694,g
0.878578,0.755451,g
-2.146659,-0.805435,g
-2.638724,-0.803232,g
-1.141269,0.460516,g
-0.883245,0.321366,g
1.912081,1.207829,g
-2.170229,-0.839968,g
0.589918,0.320934,g
0.795797,-0.595158,g
-1.559562,-0.30899,g
-1.332609,0.377393,g
-1.571659,-0.08323,g
-1.302693,0.509904,g
1.122233,0.326622,g
2.037091,0.481513,g
0.628602,0.828334,g
-2.783476,-0.500493,g
-1.824687,-0.653914,g
-0.288483,0.671309,g
1.721102,2.001862,g
-2.905146,-0.232976,g
-1.781681,-0.552567,g
1.073883,1.482746,g
2.187164,1.053386,g
0.049304,0.526413,g
1.586099,0.979661,g
-1.225891,-0.333465,g
0.736826,0.015413,g
1.130254,1.579782,g
0.529323,-0.768287,g
1.626317,-0.363291,g
-2.315114,-0.354292,g
0.413857,0.905065,g
0.010801,0.175188,g
-1.069932,0.286948,g
-1.643844,-0.140817,g
-0.067739,-0.351206,g
-3.629838,-0.32734,g
-0.178848,1.101906,g
-2.848776,-1.371943,g
2.069947,-0.441951,g
2.494471,0.845115,g
2.755507,0.327787,g
-2.818403,-0.34496,g
-2.165177,-0.354613,g
-2.005185,-0.242533,g
-0.971718,0.091109,g
-3.146244,-0.16613,g
-0.395902,1.157771,g
-1.896091,-0.113235,g
-0.688961,0.814604,g
0.177762,-0.286412,g
-1.851152,0.237408,g
1.067627,1.941823,g
-3.141234,-0.903361,g
-3.021495,-0.506933,g
-1.864751,0.555841,g
0.843891,-0.301808,g
1.170697,1.27625,g
-1.193852,-0.133561,g
-1.766115,-0.36702,g
