@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P75.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute class {g,h}

@data
-7.422877,8.811808,311.48353,-316.267281,348.460563,-12.949851,75.511007,g
-14.136306,-41.517431,207.059573,-210.757674,234.127889,-19.192162,53.186604,g
-42.331841,-61.256921,405.854838,-413.092386,497.33085,-49.735666,10.647263,g
-15.164105,-7.734992,245.02093,-249.406656,280.477742,-20.221347,4.157961,g
33.677823,25.691336,368.766781,-374.065817,414.016781,27.967944,12.376542,g
20.747024,64.248693,463.383174,-468.951024,511.540941,14.744775,-40.972701,g
22.984487,-7.233737,389.646307,-393.360863,418.290963,18.015926,33.373155,g
-5.315318,-9.395336,310.959758,-314.692847,338.838675,-10.02944,23.296949,g
-3.943706,11.169996,145.464382,-149.754845,177.068247,-8.898065,-3.36728,g
19.370044,-43.039211,309.21541,-313.795645,348.189844,14.318518,174.88032,g
-18.494146,-34.090397,607.632175,-613.438702,670.163886,-24.683802,188.654628,g
-5.751275,-7.326921,169.234527,-174.372483,220.238574,-11.372126,17.216931,g
29.147644,1.403481,375.156316,-380.147047,423.329499,23.731348,138.369729,g
-8.802629,-9.240491,225.333055,-229.836214,258.139483,-14.045546,3.578244,g
-5.962238,73.84997,234.718692,-238.735491,263.945491,-10.710136,6.011948,g
20.317129,-24.590099,342.748953,-347.193048,373.577725,15.129464,75.193868,g
31.752995,113.269021,396.764516,-402.126772,439.966886,25.968465,-79.119042,g
48.855957,129.510981,340.241809,-346.143426,407.906279,42.707523,-92.577769,g
11.060184,49.430478,312.971535,-316.97569,338.153649,5.999824,-24.716711,g
-38.581605,63.946969,344.536602,-349.302686,414.261173,-43.685266,-55.464424,g
30.435077,56.747873,301.038398,-306.302793,355.051363,24.768846,94.27795,g
-8.757595,-59.914928,375.643369,-380.373946,411.791789,-14.060615,171.159356,g
27.654443,171.732838,459.641944,-466.417034,523.152436,20.630284,-135.918011,g
-12.600843,38.099748,376.138735,-381.312717,420.219082,-18.206452,-17.12877,g
40.656429,46.236923,43.468586,-47.82504,81.928948,35.189383,46.884883,g
22.714807,35.291574,199.733864,-204.044245,227.999028,17.611493,69.341788,g
22.916071,86.557507,352.978271,-359.118218,425.677467,16.596338,-44.74199,g
-9.369702,95.101021,380.284399,-385.866279,440.167457,-15.253479,-83.874041,g
-12.886804,94.309993,523.062197,-528.956192,578.027617,-19.083563,-80.288003,g
20.427634,45.878215,204.262137,-209.273307,250.858461,14.878316,55.98785,g
29.583428,53.746749,258.778956,-262.7625,296.532468,24.705626,-25.032638,g
-4.391442,-57.129791,176.786962,-181.518925,211.096983,-9.816918,229.380858,g
-6.772145,35.786768,352.359063,-357.623458,391.917891,-12.558581,-36.227575,g
22.055415,115.071567,417.353577,-422.98586,469.786565,16.056457,-75.645414,g
-27.016355,-136.167772,480.418413,-485.431488,522.096232,-32.544195,310.309373,g
-7.343722,10.542647,298.837654,-304.047663,356.280426,-12.890442,-0.529315,g
-7.24309,35.926371,317.832882,-321.851413,343.361232,-12.347271,4.941714,g
-11.740014,41.810667,343.756833,-348.535388,375.328135,-17.285001,-51.059472,g
26.19952,78.596655,425.257964,-431.277187,478.13938,19.899012,-34.155869,g
36.132312,32.665612,339.077871,-343.827674,389.588976,30.92161,267.629216,g
18.82133,28.014883,234.41593,-239.248178,275.797914,13.407459,-3.088939,g
-13.957558,-41.004744,389.16497,-392.985008,416.23727,-19.148168,54.700589,g
-8.722261,6.899971,119.309895,-123.278197,158.592634,-13.550007,38.064934,g
32.505571,15.870955,347.80325,-352.553746,394.591138,27.294696,45.61148,g
-7.184547,48.990191,368.883867,-374.045032,412.115336,-12.915556,-53.721807,g
18.672547,31.127897,383.859698,-388.102357,415.616157,13.500816,-10.831553,g
-9.959292,-11.584649,286.618382,-291.289377,329.186475,-15.382343,-4.43405,g
-24.734032,64.390894,270.463891,-275.11029,313.149763,-29.783306,79.482946,g
-25.335573,26.690903,183.164546,-187.42695,223.527392,-30.281271,-47.037823,g
20.125045,86.10804,110.942184,-115.182072,142.222502,15.267681,-49.894495,g
-6.369963,-219.995741,484.245206,-489.399616,531.228123,-11.853983,238.335214,g
-8.046415,-65.732541,385.345278,-389.713164,417.078874,-13.060183,122.562167,g
19.173283,-4.345889,346.226045,-350.849408,382.834844,13.804445,87.607823,g
28.436464,179.223611,357.662256,-364.298782,428.368034,21.629504,-88.75496,g
-8.039833,-18.520473,256.755921,-260.962899,288.01632,-13.304748,15.08443,g
21.431357,-7.92777,60.858376,-66.964202,122.645478,14.910533,124.324009,g
16.553383,56.299965,227.399565,-231.12486,247.748737,11.579626,-21.668648,g
17.837872,72.75133,334.766796,-339.355519,376.453102,12.713253,15.224727,g
30.990546,91.846497,381.703814,-386.66995,423.433422,25.582217,-19.532857,g
-5.047716,24.89009,165.401499,-169.162994,185.864467,-10.162115,-26.661804,g
-33.892943,-20.555286,585.697311,-591.831369,655.573783,-40.415847,37.278237,g
-11.391698,-13.815876,271.703346,-275.924354,303.07425,-16.556327,42.872588,g
-21.825572,38.830674,347.378898,-352.231584,391.312886,-27.353586,-42.445291,g
-6.295312,-21.687874,365.530444,-369.494935,391.878574,-10.990036,90.286786,g
25.794913,-34.651235,345.484034,-350.263975,379.481074,20.466778,87.706203,g
-14.996789,72.760683,295.61067,-301.648772,348.946577,-21.422351,-94.494803,g
28.550779,43.269747,422.326295,-426.666468,460.815062,23.454046,-0.620421,g
-11.936775,-34.280057,77.885648,-82.556643,121.963397,-17.185755,30.539866,g
-3.668137,-48.218389,315.468459,-319.232552,342.483256,-8.43197,86.637874,g
-9.454226,17.698268,80.003773,-84.701441,115.583388,-14.964919,26.692635,g
-20.265514,17.140202,133.89792,-138.695181,178.496842,-25.616165,-28.654529,g
18.253391,-45.541678,259.99832,-264.108303,288.313194,12.983799,161.643815,g
19.805135,16.624397,277.015546,-281.494629,309.19653,14.400444,40.229998,g
-14.194503,-55.86574,218.486778,-223.687434,260.109344,-19.73949,95.649388,g
30.041902,59.866951,116.699348,-121.661327,163.753279,24.370474,-29.663449,g
28.75187,44.118279,443.937786,-447.974157,479.221912,24.051777,2.588377,g
-7.910276,89.433924,421.765457,-427.385269,468.021259,-13.87823,-67.075919,g
18.034286,34.376359,331.270132,-335.898345,360.919898,12.521688,-3.075429,g
8.722954,42.48686,149.961652,-153.829321,176.700013,3.842382,-26.66752,g
23.788852,22.669427,178.573399,-183.356631,231.422599,18.504711,72.95017,g
-0.79172,20.002935,426.059557,-431.057217,462.628865,-6.292367,-18.823928,g
35.656171,79.531616,436.58956,-442.403881,505.231773,29.62032,7.369876,g
38.642227,72.558033,302.920271,-307.84605,351.51313,33.113521,-31.301795,g
34.224978,-24.178736,568.240144,-574.323799,634.935878,27.794739,92.82424,g
-13.836141,10.296003,350.897732,-355.891408,395.192333,-19.441924,-13.598851,g
22.731781,151.086272,309.744551,-314.817555,352.019754,17.281364,-97.477395,g
-10.023898,-17.373336,217.746846,-222.294865,258.876471,-15.182811,20.139074,g
-7.825406,56.865133,291.640983,-297.517831,348.001916,-13.990294,-20.867748,g
33.594338,77.55448,268.261242,-273.610334,316.943474,27.801494,-32.815608,g
12.777685,45.699814,236.030201,-240.037993,263.1678,7.710397,-26.566022,g
-20.328388,-166.530969,321.708346,-326.424027,374.685025,-25.552599,673.481803,g
-19.202901,-19.332458,130.509682,-135.994394,200.239449,-24.933045,255.913278,g
23.299201,7.060532,263.311733,-267.655543,293.251617,18.234684,93.045596,g
-6.179611,36.92334,269.867892,-274.09704,296.450542,-11.379747,-42.866006,g
52.027342,33.004055,609.988111,-615.915535,687.735022,45.759916,37.848255,g
-21.130154,24.011767,477.562261,-481.889444,521.85132,-26.205063,20.981544,g
29.547748,118.797208,454.271547,-460.13835,505.768189,23.349257,-84.607391,g
24.331157,38.565843,302.983491,-308.744985,350.578515,18.162804,-8.353508,g
-15.113009,-22.699911,188.188013,-192.28362,217.309849,-20.128855,21.859001,g
17.808946,102.123794,359.423925,-364.475451,408.269663,12.291325,-51.553107,g
-30.608629,-23.469288,282.543732,-288.154365,337.588827,-36.61261,11.605606,g
-14.353505,-24.853024,395.798031,-402.629067,467.730275,-21.3645,10.147739,g
-17.500641,-80.14736,353.1468,-358.962334,401.080094,-23.61582,220.327775,g
-8.695241,65.152304,341.874094,-346.876083,382.887671,-14.127646,-60.515084,g
21.943352,36.871378,236.671926,-241.453079,274.398764,16.428502,61.572155,g
21.854324,37.126336,277.740929,-282.28098,315.14751,16.700954,0.283364,g
19.44331,95.565557,362.013688,-367.127221,409.164268,13.898669,-58.04899,g
-23.137428,-99.333287,514.704359,-520.065575,562.972631,-28.867225,92.416862,g
25.948026,132.876529,294.278377,-298.955433,332.433897,20.555979,-51.753505,g
-19.61357,-14.276602,187.248029,-192.456825,237.740601,-25.324834,75.208937,g
20.422265,-60.929737,333.019504,-337.635592,374.109638,15.191991,103.586857,g
-37.119061,-11.01948,369.990648,-375.830777,455.335199,-43.202024,-28.532939,g
-16.325272,-91.85585,496.904246,-503.408443,571.394728,-23.138294,117.274735,g
21.620151,70.940644,432.351578,-437.200801,491.023414,16.367187,-19.900225,g
27.149377,40.674615,324.145514,-328.194183,357.30199,22.248539,0.640166,g
-26.345705,84.405261,380.399234,-386.259454,438.607053,-32.50176,-106.241745,g
23.358264,83.838534,239.364572,-244.094456,286.023769,18.158301,-23.807558,g
-22.653839,85.389066,288.450372,-293.573952,332.723842,-28.214242,30.343798,g
18.061133,-2.765912,159.744275,-163.902063,187.242487,12.918501,85.102584,g
51.575623,-128.53549,511.808543,-518.473821,581.377749,44.674786,206.674365,g
22.442702,62.369937,215.482363,-219.930615,258.579251,17.320335,-4.421406,g
-1.092924,36.915199,251.961604,-255.82044,286.530567,-5.904908,-24.293225,g
-15.159255,-45.054972,148.040288,-151.841273,176.774664,-20.232952,39.598665,g
-14.008654,-40.736623,356.804891,-360.803504,383.795093,-19.403126,56.461565,g
-18.139595,-18.724508,119.6279,-123.898098,154.798057,-23.115604,89.094788,g
-23.555718,-178.323811,537.333602,-543.870882,604.041461,-30.385367,183.432321,g
-16.462797,-189.548539,416.644822,-422.057481,465.125097,-22.16644,186.329349,g
-11.42911,46.180112,374.272624,-378.951932,406.231386,-16.742003,-69.0922,g
21.537359,22.135783,413.892073,-419.090478,456.703693,15.864027,93.415389,g
-15.453357,6.546459,395.575636,-399.357223,422.72865,-20.609153,-8.416208,g
12.023724,47.026045,287.042215,-290.859828,313.923643,7.18853,-26.593562,g
19.454568,46.811618,361.185075,-365.514682,400.267415,14.357662,-8.628211,g
17.412307,-15.14817,300.63483,-304.591527,331.679589,12.672896,73.056344,g
5.08253,5.470682,274.330001,-278.150039,283.241229,-0.000173,56.675127,g
-14.552691,-201.543337,439.613374,-445.400329,507.400127,-20.612097,377.465832,g
-31.88515,-59.218817,563.679654,-569.335493,617.978234,-37.977119,282.724559,g
21.640243,-175.002949,432.590081,-437.822607,481.284438,16.067716,232.949402,g
-16.1971,33.162191,229.349681,-233.674439,263.85144,-21.38234,-40.484263,g
-9.094826,-0.819433,367.391359,-372.108599,404.541424,-14.466954,-1.320862,g
-1.758724,-30.647773,268.68213,-272.843036,300.393382,-6.811463,68.033224,g
14.068409,69.319098,263.111681,-268.086824,303.515404,8.58439,-41.037653,g
20.094041,16.913303,76.678582,-80.965235,107.649383,14.942749,51.115244,g
-11.09188,73.287919,451.414356,-456.218719,491.49176,-16.46193,-67.045262,g
-21.769281,-48.753766,179.36841,-183.616438,225.409612,-26.670984,102.780068,g
-10.090408,-18.016966,249.151871,-253.428478,279.90426,-15.278593,19.968987,g
37.576669,-84.290772,504.272736,-510.097623,564.006838,31.40797,164.739163,g
19.974183,78.289909,160.408516,-164.636279,198.205502,15.049789,32.813703,g
-11.508265,5.614789,307.53584,-312.259316,340.764022,-16.98501,2.885077,g
-24.50696,-6.845758,381.532861,-387.430321,436.528765,-30.712552,18.157608,g
14.549227,5.825753,193.523249,-197.39317,215.375495,9.245168,42.392983,g
-15.031776,3.649431,309.400393,-313.546229,338.563625,-20.129375,-2.734389,g
-16.329082,18.126431,308.981063,-315.011544,363.659829,-22.699565,-8.262229,g
-5.873904,18.693158,228.673315,-233.004135,260.081978,-11.217107,-21.477257,g
16.393168,-30.350726,145.683313,-149.364787,166.040972,11.479167,95.943144,g
-4.845066,-5.228369,318.176001,-322.256713,346.658191,-9.925344,37.673837,g
-21.0051,-26.063208,336.882843,-341.652218,377.356886,-26.486175,58.160361,g
-36.69263,-124.099015,499.613173,-505.265201,557.749458,-42.700941,89.694078,g
-4.036544,-31.41715,336.274027,-340.289094,358.66165,-9.050831,50.348985,g
-15.688916,-10.595821,320.546313,-325.840326,361.845332,-21.436034,13.658779,g
-7.782104,16.970287,250.729943,-254.606273,275.924354,-12.639641,41.126161,g
-13.084605,55.230424,355.193218,-359.892445,386.662503,-18.400788,-45.111263,g
22.049873,58.052801,310.805432,-315.255764,345.384614,17.02069,-21.70277,g
-5.297131,12.140464,154.647888,-158.399164,181.302072,-10.384337,-11.140204,g
32.744247,107.030174,498.596806,-504.006,547.241626,26.939799,-92.372175,g
-3.098466,-5.600067,286.132022,-290.076941,317.271351,-7.838569,51.987851,g
-16.419668,53.397914,91.369317,-96.411664,138.566836,-21.963617,-67.175859,g
-7.389275,7.046329,303.197053,-307.276206,334.408955,-12.271407,0.206634,g
-23.898491,-40.031505,346.546128,-351.246047,382.762617,-29.395673,35.960319,g
-40.525486,101.146225,367.348404,-374.263271,461.637786,-47.563328,-121.819117,g
-14.722259,-90.59613,365.931067,-370.965446,407.05463,-20.248367,214.705538,g
-11.945781,-1.022603,249.13992,-254.58722,294.881996,-17.865584,-1.252273,g
-18.252525,11.832852,392.547492,-397.3619,432.712711,-23.602137,-8.446865,g
-25.77638,-137.023059,480.263568,-485.975351,534.666937,-31.789194,118.531165,g
19.084948,23.117163,263.045863,-267.352434,296.26833,13.868531,52.721721,g
-33.123913,84.065086,532.576525,-537.59393,583.270361,-38.600484,-107.853938,g
21.796993,42.757406,336.668588,-342.701841,392.014366,15.449027,-37.024145,g
17.826267,37.584636,97.945395,-102.149602,129.518776,12.754476,-12.848873,g
18.574859,18.527055,272.046812,-275.957263,307.336654,13.525585,-1.565601,g
30.351246,-25.102959,330.805423,-335.491313,373.637481,25.071435,82.279515,g
-20.020948,33.857263,395.237193,-401.304048,450.794282,-26.380693,-8.563952,g
38.244721,25.440882,320.362715,-325.441954,368.081928,32.691939,16.721738,g
21.771186,39.875274,170.796144,-174.552616,197.554597,16.652629,-11.606299,g
26.402516,3.832162,114.690342,-119.139634,154.862316,21.214505,73.189885,g
20.981024,15.838392,212.91044,-217.341199,241.989495,15.472237,49.403285,g
-16.413953,59.99772,350.720716,-355.674901,392.375672,-21.881864,-82.802421,g
-21.676269,155.564663,517.976895,-525.107575,597.88021,-28.954693,-152.087224,g
-51.673138,257.45896,405.712983,-411.090135,487.660117,-57.371585,-94.893175,g
-11.611495,70.006203,260.811345,-265.506068,298.647994,-16.889747,-70.668712,g
33.921003,89.580455,326.069303,-332.455028,389.482628,27.290193,-42.477853,g
-15.114741,6.490514,112.583995,-116.276554,140.251602,-20.136649,2.942754,g
38.095418,42.78841,429.986636,-434.826159,477.196452,32.760702,73.409336,g
-15.740878,-15.80046,360.21911,-366.292373,418.831882,-22.178391,-10.791543,g
-4.553042,8.792929,232.805122,-236.932426,259.565134,-9.555378,-9.432229,g
26.426765,141.072421,375.088939,-380.789638,427.825729,20.381561,-99.465096,g
-8.437859,-20.45067,395.532335,-399.561605,423.86349,-13.610975,22.071523,g
-6.958687,15.083911,289.057283,-292.744299,317.321754,-11.894859,9.907331,g
22.42261,54.550767,322.183274,-326.219645,350.61714,17.398797,-34.243684,g
-11.659473,12.345539,384.317133,-387.849477,413.001626,-16.409796,9.207236,g
-10.718277,-51.702756,235.939095,-240.403456,269.458262,-15.975397,54.990708,g
19.546886,17.680428,374.778556,-379.3555,409.266459,14.125567,49.547045,g
15.765473,-3.35862,341.703313,-346.590295,375.459598,10.285437,150.867341,g
27.922218,27.083386,236.983522,-241.870503,279.017277,22.580746,11.94353,g
25.412996,68.173693,316.821018,-322.513057,367.663811,19.282922,-55.53665,g
15.275476,51.780352,360.638439,-364.608819,387.394987,10.235901,-26.254253,g
31.285861,8.803841,126.741259,-130.816948,165.851139,26.442007,93.81861,g
-24.80366,-1.761669,359.956877,-365.460988,410.015744,-30.616076,11.248804,g
-25.624479,-114.452012,577.887667,-583.191899,641.112544,-31.318769,257.179061,g
-6.874163,16.568452,426.391245,-430.825122,464.787347,-11.923611,36.087105,g
-10.021819,33.954258,282.393044,-286.784312,317.902337,-15.256423,-21.299202,g
17.426856,-30.241607,338.108788,-342.071374,368.394043,12.40183,111.93846,g
21.080964,-138.800663,429.748652,-434.632169,463.095653,15.670037,189.890099,g
33.148508,83.31684,461.601066,-467.070017,513.935848,27.224028,-43.463217,g
25.972621,-112.629548,491.23074,-495.742386,521.318887,20.557365,273.784925,g
-28.864627,-35.024319,565.997484,-572.607337,643.090546,-35.741042,44.895969,g
-4.710139,-11.446777,128.525791,-132.39346,155.504388,-9.580493,19.90698,g
-14.860476,-44.932342,177.671347,-181.269509,206.644746,-19.676097,37.38216,g
24.618158,47.487117,388.493107,-392.011595,416.843834,19.842894,5.277905,g
46.25944,-112.396068,467.962369,-474.322114,540.5689,39.662924,170.678538,g
-14.620068,-62.63598,228.059649,-232.598835,269.411323,-19.706928,79.353215,g
6.416209,-49.966721,569.978603,-574.135006,581.566889,1.07976,324.561033,g
-17.512246,-30.895629,246.783465,-251.970091,291.110802,-23.170683,110.887798,g
-12.193638,-30.959889,271.782674,-276.125272,307.901129,-17.468252,16.055938,g
21.243776,41.653224,150.024872,-154.338891,181.464019,16.123834,-10.267944,g
4.826013,48.870853,303.851941,-307.456339,312.282525,-0.000173,-28.856313,g
25.67367,-90.681,476.504324,-481.104825,508.634213,20.109629,146.686517,g
31.298678,-170.866293,489.498343,-494.694495,546.75007,25.724938,486.079101,g
-11.302844,9.681298,281.422922,-285.199486,309.4624,-16.371344,8.322851,g
-11.291759,59.953207,248.112814,-253.206776,281.369056,-16.973059,-63.840448,g
13.856233,39.125642,251.961951,-255.872402,279.677535,8.893215,-22.698353,g
-28.042249,-11.410924,165.746177,-170.254013,215.762089,-33.103648,78.992602,g
15.244299,0.409457,300.231609,-304.643488,336.028422,10.247679,81.355639,g
-12.976525,-219.2132,366.20092,-371.055512,406.069959,-18.365801,286.804924,g
19.662587,-10.571399,366.247339,-369.832685,394.65713,14.838999,32.029776,g
22.114132,87.718328,220.849988,-225.710469,257.369586,16.742176,-49.817938,g
-27.665355,-10.847834,308.4805,-314.599316,378.383646,-34.102175,-10.174586,g
-1.766519,23.869565,431.57025,-436.457751,469.810121,-7.236162,-28.368567,g
16.517703,46.714796,303.333538,-307.262349,323.432429,11.27236,-26.926635,g
52.837076,-39.582037,480.22806,-487.220696,565.61245,45.629839,212.524886,g
21.903168,45.989067,112.876712,-117.061,147.993176,17.080619,38.075153,g
38.018342,100.967477,378.890098,-383.881349,423.840627,32.549392,-49.636939,g
24.872076,-4.920583,211.24542,-214.843582,239.89839,20.027357,39.15526,g
12.73092,-92.379449,485.800934,-490.776596,530.931596,7.344242,129.530727,g
20.235723,-74.558205,472.528921,-478.640116,529.85478,13.804272,118.539998,g
-24.122618,-179.509572,306.503884,-311.19064,360.266395,-29.26958,145.478238,g
-7.980771,-10.820641,161.654727,-165.680532,192.091536,-13.188701,17.373682,g
47.052892,74.263237,127.803179,-132.894196,185.41396,41.45196,80.975107,g
26.908275,43.75195,294.932053,-299.059357,332.430606,21.877361,-20.237801,g
22.313318,1.964319,182.417513,-186.54014,211.59235,17.570097,102.243132,g
-28.057664,103.517749,318.435463,-324.411384,384.204203,-34.344316,-115.410702,g
-4.450678,-8.266039,152.39501,-156.210371,161.198505,-9.438811,40.784254,g
44.616763,15.208619,542.957918,-548.026072,601.00431,38.821667,203.954352,g
-29.902645,1.667792,395.518825,-401.459932,455.84321,-36.178384,-19.714722,g
-11.47882,-106.960026,317.61551,-322.516521,361.967961,-16.841423,133.423511,g
-20.19017,-154.299053,494.004966,-498.543112,534.190277,-25.401218,164.800477,g
-18.360258,63.301954,494.216276,-500.455296,558.489217,-24.919708,-79.117136,g
26.492064,-123.443088,424.989669,-430.470051,481.126302,20.666137,190.913049,g
-14.852855,-18.910184,452.496541,-457.027586,494.848994,-20.126257,66.102853,g
31.059828,44.074631,240.530588,-245.544183,284.363945,25.507566,-13.03628,g
24.012286,-44.387612,83.42007,-87.742403,113.439455,18.970633,156.153214,g
53.555704,65.061371,298.514973,-303.5471,357.938692,47.941954,4.3038,g
29.182458,25.671071,367.4887,-371.000087,375.747465,24.43508,41.149717,g
-5.39707,33.704323,307.669208,-311.686007,339.81226,-10.219619,-26.466429,g
32.706142,70.288873,274.377286,-279.637871,319.568917,26.893899,-32.542463,g
-2.607602,-42.24368,376.363555,-380.98536,409.739482,-7.838916,227.717569,g
9.465138,-84.637529,350.40098,-354.758646,382.246812,4.336536,101.84961,g
32.68657,-5.509307,391.327782,-396.146,428.14027,27.244293,177.412579,g
-19.025019,43.917187,423.39012,-428.147371,458.666799,-24.477515,-62.657977,g
-11.458555,8.604482,110.226155,-113.918714,137.679333,-16.467646,6.226203,g
-5.183335,38.114471,318.365488,-322.994567,349.559896,-10.357317,-28.931484,g
-18.154837,61.931382,265.488748,-269.734004,298.785693,-22.99488,-62.52357,g
-14.789982,7.31116,287.832896,-291.443529,315.786291,-19.697921,5.761667,g
4.913309,2.972892,287.349481,-290.972411,295.890396,0.000173,49.429266,g
26.288201,10.56118,606.996859,-611.209553,633.502433,21.018956,46.77282,g
-18.944306,-36.369603,322.310753,-327.151489,365.794408,-24.47128,91.914221,g
-13.546023,-61.807713,87.8271,-91.774098,113.615258,-18.459331,113.157304,g
-14.921098,-46.040162,295.174367,-299.734856,338.360629,-19.997739,131.756932,g
-0.142721,-25.172068,239.351581,-243.500363,263.507801,-5.343896,85.027587,g
14.428503,40.38848,154.625718,-158.917394,190.082011,9.116649,-32.558918,g
13.62639,8.911055,294.311286,-298.165618,321.898005,8.833806,22.016271,g
12.98328,43.836127,256.721799,-261.860101,302.26417,7.392393,-23.90819,g
26.544371,20.787381,226.243248,-230.865052,269.61865,21.339039,86.074092,g
-22.601011,-87.932236,593.790665,-600.559173,676.906413,-29.631406,137.898957,g
11.459768,10.496748,189.502986,-193.27955,211.29513,6.368404,40.519943,g
11.78955,56.788403,401.565761,-406.526181,434.532403,6.222566,-57.375049,g
-12.409624,-1.943707,296.308687,-300.327218,324.040725,-17.480723,48.427101,g
25.50185,-15.238237,165.414316,-169.756914,202.520387,20.512678,97.301418,g
-32.082084,3.887588,662.418501,-668.268503,744.928032,-38.314869,53.068824,g
44.80902,10.756555,340.318366,-345.646327,402.554588,39.069697,155.515646,g
17.674366,-41.839419,106.997092,-111.404642,144.939051,12.56014,83.87023,g
-34.224112,58.178894,409.711076,-416.29668,475.817047,-41.08667,-104.430713,g
-4.02009,-7.1842,243.938225,-248.1769,274.383348,-9.378362,29.255204,g
-16.853201,93.620291,347.743148,-353.901281,415.581689,-23.269756,-93.743786,g
15.857964,38.03393,386.632192,-392.468857,442.263932,9.645791,-17.990119,g
-8.579714,132.526309,430.086402,-436.275886,489.88026,-14.999906,-130.813657,g
31.393767,24.254947,620.183828,-626.150223,689.338208,24.973748,35.830242,g
18.943093,-7.699485,263.325763,-268.888764,311.917236,13.005623,57.491789,g
-20.98622,45.474821,385.415946,-390.05611,426.807803,-26.174059,-38.062856,g
32.297032,2.073611,439.658754,-443.744489,476.35762,27.324487,49.201501,g
37.901948,97.361347,420.265674,-426.990361,487.38143,30.908793,-66.219766,g
-11.971935,-16.316438,88.179919,-92.361263,118.289717,-17.061047,16.744948,g
34.236929,-133.907619,422.578828,-427.859851,469.506146,28.584554,206.509127,g
-10.581964,41.105203,375.912183,-381.32311,412.900301,-16.326138,-19.124612,g
23.358957,56.908954,432.183223,-437.046648,473.640552,18.012982,-24.056454,g
-9.489733,-71.394961,278.036763,-282.326014,313.63162,-14.380352,90.216464,g
18.299463,4.798993,348.134938,-353.904745,398.638941,12.217886,67.554138,g
24.885067,163.731456,600.299019,-607.13577,696.940525,17.808254,-98.171947,g
-32.448586,-47.106066,625.69608,-630.236131,681.321757,-38.206789,20.067714,g
-15.122882,-44.936846,172.950469,-176.887421,199.485141,-20.482367,52.286977,g
11.292971,6.327008,311.472099,-315.312921,340.424021,6.402353,20.952792,g
63.446926,-111.187443,508.931433,-516.352059,607.537779,55.894665,216.500808,g
-6.443749,-82.140604,162.067128,-166.744185,193.529658,-11.797691,144.752682,g
0.416731,-5.661381,406.61746,-410.897877,431.620479,-4.671168,94.198969,g
14.705631,56.138365,381.259197,-385.580491,411.544625,9.447644,-24.459848,g
-6.835192,-112.883294,465.864856,-470.877065,501.71086,-12.530868,253.915704,g
-2.289252,19.841335,335.527167,-339.59281,361.475886,-7.133278,-11.039226,g
-16.182724,-82.911367,249.20314,-253.858027,285.079455,-21.531124,99.939851,g
-3.980599,-31.347175,332.832442,-337.218168,362.40617,-9.154755,39.945595,g
-20.599973,-106.854544,499.932737,-504.527348,551.977919,-25.660852,103.056503,g
-9.314623,10.252009,261.242279,-265.334595,292.444655,-14.233474,-12.345885,g
42.787371,106.72568,241.413761,-246.333998,292.449677,37.372287,-53.676947,g
50.878126,-4.78964,514.802739,-520.264761,572.63505,44.933208,80.073921,g
30.209564,43.772734,68.884353,-74.427262,125.575935,24.149984,70.873441,g
35.498555,86.183038,410.475776,-416.11135,462.619339,29.48626,-29.34146,g
-5.389622,-11.171555,326.932731,-330.686604,354.685381,-10.121412,20.429193,g
42.869816,107.120934,352.35941,-359.050668,428.985337,35.982316,-45.184875,g
-4.793624,-14.485141,263.659875,-268.454019,297.221997,-10.134576,103.846665,g
42.643957,-76.97459,446.091418,-451.786401,506.331625,36.611744,170.211058,g
18.286646,39.070216,237.769699,-241.380333,265.378589,13.393083,8.789119,g
41.341974,52.142524,631.956924,-638.634846,710.595148,34.387964,35.123566,g
-4.95124,-113.933263,459.370012,-464.762925,506.983569,-10.81354,143.093551,g
-4.158654,-17.722517,124.200514,-128.901126,160.206905,-9.481766,47.481228,g
-24.583517,-15.12548,385.028832,-390.031861,429.881847,-30.126253,95.41764,g
25.814139,112.491157,275.019877,-280.124577,316.95837,20.328041,-39.753511,g
-14.822891,7.993241,348.772506,-352.470607,377.644753,-19.764432,5.204293,g
16.429888,9.491465,383.549315,-388.00363,421.651834,11.228019,15.86801,g
-11.309772,-37.802702,375.731357,-380.412051,406.890431,-16.722431,35.787461,g
19.030042,1.669177,323.426887,-327.622606,362.661648,14.035501,13.122883,g
-93.331731,30.28231,384.403562,-390.20853,466.625226,-99.489864,-107.781365,g
20.57278,-37.655651,435.940041,-441.226087,481.01164,14.871735,76.860274,g
16.603093,21.093434,225.026136,-230.402595,274.782413,10.789118,55.852923,g
28.524452,130.848644,371.715077,-377.957735,423.409866,21.964309,-92.702823,g
15.703292,-6.430239,265.965581,-270.745522,304.571089,10.411184,161.08315,g
-10.163501,-59.294335,150.362795,-154.900075,188.930543,-15.249668,119.094601,g
-15.333326,46.831709,401.875278,-406.238661,440.070116,-20.299462,-8.038275,g
-4.929243,95.021173,552.726338,-558.948384,616.500449,-11.453359,-69.002306,g
24.959199,18.72191,280.073482,-284.650426,317.236883,19.782618,23.860039,g
-2.513206,11.183679,400.731778,-404.771613,422.113253,-7.600412,0.974452,g
