@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute -0.603fM3Trans-0.47fAlpha+0.454fDist-0.377fAsym-0.153fWidth+0.139fConc1+0.129fConc-0.071fSize-0.058fM3Long-0.001fLength numeric
@attribute -0.795fM3Trans+0.386fAlpha-0.364fDist+0.214fAsym-0.116fConc1-0.109fConc+0.095fWidth+0.057fSize+0.054fM3Long+0.025fLength numeric
@attribute class {g,h}

@data
-1.40884,0.35759,0.364496,-0.152081,g
0.050995,0.40318,0.723506,0.094067,g
3.63468,0.570319,1.76989,-0.315155,g
0.726718,0.623567,0.416543,0.122852,g
1.451824,1.217243,-0.290092,-0.527055,g
-1.448118,-0.199999,-1.193301,-0.034395,g
0.310627,1.461485,-1.080806,-0.208137,g
2.21179,1.416964,0.589226,-1.147505,g
1.618793,1.783711,-0.555247,-0.294889,g
-3.487838,-0.687175,0.146386,-0.640768,g
0.484627,0.415065,-0.667669,-0.775511,g
0.56222,1.390154,0.343925,-0.042293,g
1.312258,0.275516,0.782949,-1.244921,g
0.394528,1.606572,0.850745,-0.219713,g
-2.002829,-0.024002,0.686133,-0.860782,g
2.805076,-0.041905,1.553073,-0.386344,g
1.544028,1.762361,0.558693,0.814632,g
-0.245014,1.199155,0.058201,-0.582008,g
-1.846598,-0.593049,0.306791,0.177448,g
0.45299,1.14311,-0.066555,-1.172369,g
0.98447,-0.38094,2.328441,-1.109068,g
2.862033,2.113458,-0.455203,-0.531211,g
2.518854,-1.019891,0.551734,-1.251646,g
-2.300143,-0.386478,-0.094428,0.464142,g
1.303062,1.932365,0.117889,0.517117,g
-1.651255,-0.421385,0.845816,-0.359068,g
-1.808267,-0.864335,-0.346697,-0.330126,g
0.4137,0.492184,0.865346,-0.037322,g
-0.434048,0.686191,0.382506,0.338245,g
3.242323,-0.313304,1.004767,-1.82002,g
0.542875,1.24018,0.384004,0.503364,g
1.006692,1.661374,-0.505181,-0.481884,g
-1.417042,0.031096,-0.323935,0.821066,g
0.045805,0.910192,-0.355451,-0.376537,g
2.005819,0.320936,1.217306,-0.420024,g
-0.327413,1.006783,0.253452,0.172821,g
2.40387,1.609771,-0.335308,-1.19505,g
1.564105,0.986341,1.572626,-0.358229,g
0.479726,0.413951,0.288473,-0.781961,g
-0.042833,1.422004,0.310014,0.401859,g
-2.565498,0.289403,0.113714,-0.567039,g
-0.20553,0.010963,-0.238371,1.019638,g
-0.234973,1.266846,-0.021684,-0.560547,g
0.446731,1.18353,-0.372468,-0.30592,g
-2.87119,-0.599971,0.118759,-0.809593,g
-0.945342,0.398131,-0.838172,0.220605,g
0.03724,1.06234,-0.156483,-0.348404,g
-1.763452,-0.23627,0.111146,0.408655,g
-0.955171,-0.431593,0.5073,0.067361,g
-1.489467,0.5955,0.45823,-0.944738,g
-3.12192,-0.282371,0.675319,-1.185191,g
-0.146984,0.245147,0.478868,-1.174103,g
1.322036,1.457302,0.107939,1.222209,g
-1.86735,-0.103185,-0.420393,0.953014,g
1.612868,0.800194,1.478717,0.027441,g
-2.230643,-0.115262,0.948836,-0.360419,g
-2.01636,-0.033626,0.783593,-1.039404,g
3.558956,2.01957,-1.271803,-0.420804,g
-2.401053,-0.575906,0.066422,-0.597433,g
-1.188824,0.156673,0.100652,-0.513688,g
-2.194688,-0.347009,1.11954,-0.40434,g
-2.563909,-1.163522,-0.468569,0.795737,g
-2.614333,-0.199415,0.219086,-0.676707,g
-0.056093,1.085486,0.022904,0.601352,g
-2.496867,-0.759137,0.543212,0.080786,g
-0.462236,0.873317,0.372377,0.379471,g
0.907649,1.047172,0.674467,0.277092,g
-1.584742,-0.547186,-0.299431,-0.020447,g
-1.947797,-0.670961,0.137124,0.237727,g
1.897573,0.868863,1.459182,-0.148072,g
2.565557,1.912313,-0.718892,-0.510847,g
-0.486768,-0.002571,0.385076,-1.004532,g
1.856654,1.960504,-1.192823,-0.029947,g
4.305562,0.162591,2.107038,-0.119515,g
-0.668944,1.619263,0.482653,0.192243,g
-1.906811,-0.521632,0.860268,-0.119134,g
1.596661,-0.52203,0.347067,-1.529826,g
-1.188176,-0.742458,-1.181325,1.794361,g
-0.488869,0.0754,0.575766,-0.206907,g
-2.743945,-0.247927,0.144899,-0.721285,g
0.186758,0.09886,1.559365,-0.411588,g
1.646802,0.914667,1.207878,-0.098582,g
-0.18388,0.872496,0.178529,-0.460896,g
1.858015,1.405078,-0.375544,1.605243,g
1.166822,1.820432,-0.478973,-0.435954,g
-2.662574,-0.670439,0.936593,-0.333013,g
0.525284,1.221343,1.12829,0.248967,g
-0.60776,0.620272,0.875448,-0.073393,g
-1.547535,-0.047636,0.004557,-0.633578,g
1.271674,1.477794,0.791772,0.036748,g
-2.370906,-0.991564,-0.344439,-0.172622,g
0.530976,0.582191,-1.318028,0.38361,g
-1.923747,0.417416,0.570303,-0.103271,g
-2.87494,-0.151402,1.149221,-0.275486,g
0.272076,1.290084,0.276778,0.539406,g
-1.080151,0.254153,0.615648,0.313778,g
0.408241,0.834055,0.958111,0.097868,g
1.436454,2.156478,-0.576254,-0.118976,g
1.237211,0.080673,0.477899,-0.508989,g
-3.280905,-1.635888,-1.121183,0.205363,g
-0.462825,-0.575185,0.301902,-1.011358,g
0.770864,1.86314,-0.203973,0.712315,g
-3.60026,-0.072364,0.612766,-0.150131,g
0.524169,0.626826,1.674837,-0.280735,g
1.0499,1.636631,-0.720319,-0.304132,g
0.747875,1.745658,-0.147659,-0.347737,g
-1.366178,0.183167,-0.669078,0.134723,g
3.711651,2.103843,0.391552,1.297973,g
0.635029,0.606574,0.490331,0.556769,g
-0.450962,0.679929,0.018886,0.626965,g
-2.031429,-0.681157,-0.721407,0.013411,g
0.37766,0.87381,0.189083,0.408484,g
-2.662077,-0.75901,1.20387,-0.917929,g
-1.542465,-0.305208,0.328866,0.071547,g
-1.284705,0.740209,-0.288411,-0.520288,g
-1.796262,-0.160654,-0.092073,-0.588078,g
0.424234,0.315484,-0.039031,-0.896275,g
-0.668306,-0.729273,-0.094712,0.978835,g
-1.150705,0.692758,0.422763,-0.573894,g
1.65602,1.623874,-0.729285,-0.322104,g
0.051088,0.562514,0.683148,0.172427,g
0.052347,-0.800894,-0.998264,-0.034735,g
-0.337725,1.035958,-0.023286,0.312938,g
-1.686275,0.305697,0.334775,0.185855,g
3.36598,0.73669,0.250081,-1.346389,g
1.350668,1.155996,-0.207933,-1.04295,g
1.000108,1.214504,-0.221,0.897136,g
-1.456251,-0.086466,1.431275,-0.480293,g
2.91296,-0.801687,2.241438,-0.424576,g
0.956038,1.474613,-0.41558,-0.675094,g
1.710389,2.141856,-0.117178,1.391406,g
-3.677618,-0.962414,-0.989174,0.081079,g
-2.814205,-0.665577,0.645995,-1.174093,g
0.908589,1.399392,0.056514,-0.650738,g
-2.27206,0.137744,0.660101,0.120095,g
-0.455864,0.139115,-0.107736,0.913734,g
0.742785,1.740565,-0.6867,-0.156221,g
2.511166,0.398441,0.854636,-1.867826,g
-0.296275,1.161994,-0.115799,-0.611724,g
-0.997121,-0.401743,-1.13973,1.354883,g
1.748018,1.150569,0.151312,0.333509,g
-0.501088,0.408485,-0.627082,-0.128522,g
1.380505,0.354805,2.310939,-0.419278,g
2.016738,0.723229,0.146235,-0.834432,g
1.074129,1.304645,-0.308265,-0.667808,g
2.278498,1.546047,0.573615,-1.168185,g
-2.422953,0.427394,-0.109232,-0.250211,g
-0.969733,-0.823888,-0.720479,1.168278,g
-0.910289,-0.028878,0.851121,-0.41601,g
-1.394801,0.368955,-0.339678,0.807981,g
1.701504,1.059016,-0.031208,0.620063,g
2.5343,-1.014241,1.315268,0.127109,g
4.371588,1.836914,0.584249,1.518512,g
-1.527683,0.617996,0.187623,0.219636,g
1.948693,0.115077,2.234469,0.119501,g
1.200568,0.332293,0.707113,-1.622232,g
0.193489,1.189106,-1.561721,2.212321,g
-0.402882,0.79053,0.509433,-1.040206,g
-1.342677,-0.623465,-0.174284,0.752961,g
1.605741,1.899116,-0.829524,-0.277723,g
-1.852427,-0.533222,0.043418,0.605825,g
0.013488,0.163128,0.826168,0.10006,g
-1.334036,0.927543,-0.687404,-0.05726,g
3.061221,0.990541,1.293007,0.409528,g
1.350442,0.864841,-0.537242,-0.394941,g
-0.13252,-0.679874,-1.401382,0.644135,g
0.38648,0.090307,0.846853,-1.425439,g
-1.938784,-0.388299,0.151384,-0.506858,g
0.245391,0.544777,0.346027,0.530537,g
-3.438549,-1.20295,-0.609007,0.127191,g
1.200978,1.282576,-0.574631,-0.347318,g
-3.298023,-1.341223,-0.634815,-0.016765,g
0.338698,0.46124,0.767323,-1.93743,g
1.183792,0.340208,1.362188,-0.441397,g
0.618701,0.362061,0.048918,-1.280438,g
1.911485,1.825573,0.16718,0.753,g
-2.807633,-0.25906,-0.880712,-0.033926,g
-0.608056,0.765023,0.950959,-0.256965,g
-0.1003,0.661078,0.51127,-0.081108,g
0.999975,1.077157,-0.218141,-0.520601,g
-0.011712,0.154881,0.164592,0.497153,g
-0.162834,0.143919,0.351685,0.477161,g
-2.632095,-1.043408,0.612975,-0.067304,g
-1.258456,-0.719483,-1.361511,2.036459,g
-2.698299,-0.453144,-1.149852,0.332008,g
0.236469,1.21743,0.613826,0.125995,g
-0.311497,0.921194,0.243958,0.388456,g
0.455699,0.564419,-0.296554,1.344304,g
1.733718,0.875924,1.524094,0.153039,g
2.351966,1.099407,0.053418,-1.58238,g
0.825325,1.763623,-0.582388,-0.382295,g
-1.254504,-0.412406,-1.235938,2.029151,g
-0.950155,0.946464,0.273112,0.432231,g
0.44613,0.844784,-0.187163,-0.414453,g
1.196385,1.260374,0.257594,-0.639599,g
0.151939,0.699731,0.826152,-0.199358,g
1.831351,1.693772,0.87024,0.338125,g
4.177404,1.949621,0.625961,1.383141,g
-1.290633,0.20225,0.970762,-0.187189,g
-2.363594,0.451242,0.434213,0.010875,g
-3.27677,-0.845215,0.006208,0.091123,g
-1.289992,0.003877,-0.034265,-0.883394,g
-1.063514,-0.19992,-0.122259,0.385815,g
1.582115,0.112618,0.971022,-1.057303,g
-3.346885,-0.523716,0.283958,0.430005,g
-0.732853,0.427616,-0.794791,0.270938,g
-1.548377,0.026934,0.172028,-0.480881,g
-2.872159,-1.272698,-0.742389,1.010346,g
1.891868,2.443682,0.312161,0.418838,g
-2.125969,0.212653,-0.150282,-0.70125,g
-0.310155,-0.03371,-0.203045,0.597612,g
0.276578,0.461299,-0.424509,-0.820591,g
-2.230242,0.45829,0.863162,-0.512043,g
1.255138,-0.201568,1.586388,-0.401182,g
-0.599581,0.228739,-0.250479,-0.652225,g
0.136937,0.521039,1.222924,-0.411568,g
-0.719537,0.937634,0.354333,0.263104,g
-0.163068,-0.00517,1.164125,-0.023315,g
1.824931,-0.499618,1.242519,-1.531892,g
-2.518817,-0.586404,0.270189,-0.974529,g
0.819546,1.421082,-0.38751,-0.176321,g
0.227686,0.884415,0.133503,-0.572954,g
-1.428948,0.12866,-0.665143,1.225833,g
-2.895765,-0.459607,0.853367,-0.919613,g
-0.335294,0.745002,-0.10955,0.747894,g
-3.119774,-0.026892,0.7737,-0.285807,g
0.968875,1.379999,-0.372717,-0.786594,g
-2.063214,-0.027651,0.345604,-0.912803,g
1.429757,0.793386,1.560081,-0.124504,g
-0.147091,0.052093,0.770023,0.106212,g
-1.365409,0.097023,0.387935,-0.637805,g
1.062972,1.237037,0.279028,-0.931692,g
-1.467382,-0.007946,1.235785,-0.324047,g
-3.070287,-0.284267,0.632801,-1.231564,g
-3.508781,-1.27242,-0.059224,0.639959,g
-2.113408,-0.945843,-1.51094,0.632506,g
2.777067,1.205635,0.516965,-1.418424,g
-0.662262,0.081487,-0.544909,-0.088665,g
-2.315122,-0.343018,0.32474,0.379464,g
-0.879562,-0.54694,-1.129321,1.842103,g
0.878578,0.755451,0.656056,-1.616606,g
-2.146659,-0.805435,0.329764,-0.007322,g
-2.638724,-0.803232,0.489071,-0.197705,g
-1.141269,0.460516,-0.01133,-0.458404,g
-0.883245,0.321366,0.317981,-0.541178,g
1.912081,1.207829,0.46921,-1.889846,g
-2.170229,-0.839968,-1.081243,0.358137,g
0.589918,0.320934,-0.025089,-0.609233,g
0.795797,-0.595158,1.078316,-1.593935,g
-1.559562,-0.30899,0.22071,-0.640507,g
-1.332609,0.377393,0.11076,0.901508,g
-1.571659,-0.08323,-0.33511,0.301206,g
-1.302693,0.509904,0.37436,0.147162,g
1.122233,0.326622,0.134374,-1.138659,g
2.037091,0.481513,1.368477,-0.290573,g
0.628602,0.828334,-1.42958,-0.322489,g
-2.783476,-0.500493,1.127074,-0.6203,g
-1.824687,-0.653914,-1.684005,0.361142,g
-0.288483,0.671309,0.615305,0.296468,g
1.721102,2.001862,-0.534278,-0.22216,g
-2.905146,-0.232976,0.345246,-0.878603,g
-1.781681,-0.552567,-0.509219,-0.040235,g
1.073883,1.482746,-0.248169,-0.520099,g
2.187164,1.053386,1.379322,0.282003,g
0.049304,0.526413,-0.1695,1.445064,g
1.586099,0.979661,-0.368765,1.079905,g
-1.225891,-0.333465,1.049519,-0.491737,g
0.736826,0.015413,0.039814,-0.497677,g
1.130254,1.579782,0.198931,1.400309,g
0.529323,-0.768287,2.082487,-0.864278,g
1.626317,-0.363291,0.683565,-1.127802,g
-2.315114,-0.354292,0.012662,-0.587683,g
0.413857,0.905065,-0.1867,-0.912212,g
0.010801,0.175188,0.929427,0.081471,g
-1.069932,0.286948,0.440402,0.360809,g
-1.643844,-0.140817,0.461402,0.132468,g
-0.067739,-0.351206,-0.067559,1.268264,g
-3.629838,-0.32734,0.273078,-0.215076,g
-0.178848,1.101906,-0.168895,0.783186,g
-2.848776,-1.371943,-0.30767,0.589839,g
2.069947,-0.441951,1.434717,-0.210482,g
2.494471,0.845115,0.575685,-0.761085,g
2.755507,0.327787,1.440015,-0.231632,g
-2.818403,-0.34496,1.140288,-0.611762,g
-2.165177,-0.354613,-0.539163,0.731885,g
-2.005185,-0.242533,-0.05661,-0.557495,g
-0.971718,0.091109,-0.236714,-0.750706,g
-3.146244,-0.16613,0.473286,-0.038616,g
-0.395902,1.157771,0.446741,0.383552,g
-1.896091,-0.113235,0.816283,-0.511953,g
-0.688961,0.814604,0.099284,0.40368,g
0.177762,-0.286412,1.645625,-0.693305,g
-1.851152,0.237408,0.403769,-0.973767,g
1.067627,1.941823,0.354592,0.318495,g
-3.141234,-0.903361,0.49333,-0.400119,g
-3.021495,-0.506933,0.998344,-0.129349,g
-1.864751,0.555841,0.173415,0.10035,g
0.843891,-0.301808,-0.432618,-0.414745,g
1.170697,1.27625,0.417842,0.3878,g
-1.193852,-0.133561,-0.06553,-0.567484,g
-1.766115,-0.36702,-0.530969,1.103712,g
-2.621367,-0.676601,-0.95722,0.347856,g
2.729276,-0.851598,2.637652,-0.618686,g
-1.754566,-0.05015,0.977383,-0.870818,g
-1.749286,-0.219412,-1.044315,0.224803,g
1.82934,1.97344,0.187585,0.530984,g
-0.796035,-0.135415,-0.02543,-0.36375,g
-1.925039,0.516133,0.715832,0.018863,g
-1.498851,-0.060326,0.694209,0.360785,g
0.14597,0.851965,0.427693,0.881732,g
0.827985,1.531174,0.002359,0.316217,g
2.745692,0.900775,1.098131,-0.132173,g
-0.233024,0.731398,0.042193,0.779558,g
-0.863726,0.740746,-0.015743,-0.36623,g
-2.983456,-0.963908,0.944663,-0.364548,g
-1.271188,0.247402,-0.560093,-0.488448,g
-1.4466,0.480626,0.882153,-0.169653,g
-2.36955,-0.518026,-0.189397,0.477347,g
-0.68416,0.548471,0.009473,-0.690457,g
-0.161847,0.51679,-1.224287,0.374438,g
-0.117758,0.421149,0.456527,0.305339,g
-0.767665,0.73599,-0.739092,-0.038289,g
2.341095,2.040402,0.267705,0.80883,g
-0.522072,-0.832389,-1.482862,0.811761,g
-1.725392,-1.251961,-0.678737,0.860237,g
-0.169389,1.311515,0.42072,0.325932,g
2.393882,1.098166,0.41821,-1.10397,g
0.157204,0.889524,-0.371566,0.802753,g
-0.245445,-0.103743,0.028949,0.622378,g
-0.147555,1.071196,-0.016728,-0.113781,g
-0.922318,0.305084,-0.253029,-0.413905,g
-1.534473,0.12695,0.453343,0.393073,g
-0.633686,0.870889,-0.622817,-0.257193,g
-1.658202,0.520259,0.661148,-0.885689,g
-0.391868,0.400223,1.269415,-0.059775,g
-1.313181,-0.292282,0.228978,0.328275,g
1.871554,1.92776,-0.071376,0.725628,g
1.964514,1.990122,0.200851,0.933509,g
-3.649486,-1.432183,0.128485,0.160432,g
1.483639,0.428953,1.211756,0.054145,g
2.2164,0.64331,1.479124,0.258843,g
-0.25817,-0.155595,0.654708,-1.10719,g
-0.682486,1.056516,0.225991,0.440839,g
2.384627,1.940213,0.062058,0.65187,g
-2.015693,0.183945,0.420085,-0.697716,g
0.784319,0.974315,-0.980802,-0.288215,g
-0.557775,0.777919,0.10097,-0.478053,g
-1.97802,-0.3995,0.498147,-0.038709,g
-0.69019,0.268943,-1.373903,0.051113,g
-1.027267,-0.911907,-0.000306,0.458103,g
0.318586,0.948118,0.1706,0.477183,g
1.801327,1.569141,0.893339,0.079297,g
-1.411491,-1.07908,-0.883226,0.351168,g
0.482669,0.822731,-0.49214,-0.644137,g
1.430332,0.544203,1.619647,-0.102005,g
0.282095,0.757713,-0.115048,-0.914389,g
1.757199,1.172769,0.03424,-0.994323,g
0.425647,0.811354,0.12855,-0.347094,g
0.722431,1.783039,-0.631364,-0.848139,g
-1.161007,-0.109268,0.030648,0.399263,g
-3.326489,-0.558614,0.223341,-0.166669,g
0.242671,0.692456,-0.076519,0.825192,g
-3.075976,-0.591381,0.787211,-0.961168,g
-0.505109,-0.150391,1.805271,-0.641447,g
-0.763199,1.155331,0.348139,0.085286,g
4.359797,1.27868,1.432618,1.23703,g
-2.099261,-0.218099,1.075352,-0.230089,g
-1.234998,0.262689,-0.17912,0.859547,g
-2.723599,-1.243007,-0.076893,-0.604139,g
1.966208,1.848248,-0.44075,-0.291356,g
-1.771611,-1.068542,-0.902229,0.252749,g
-0.696238,-0.34341,-0.608951,-0.143058,g
1.778422,0.710796,1.10055,-1.380809,g
-1.816692,0.198879,0.198838,-0.6284,g
-1.377696,0.273906,0.301759,0.642739,g
-0.28652,-0.122655,0.847622,-1.078238,g
1.354467,1.436438,0.172659,0.357574,g
-3.006625,-1.716701,-0.17252,0.585581,g
-1.89647,0.572165,-0.030876,0.551869,g
-0.727008,-0.851148,-1.216108,1.464075,g
-2.752787,-0.854624,-1.153654,0.803608,g
-1.178037,0.645412,0.212341,0.192122,g
1.018063,0.409507,1.606899,-0.430832,g
-0.68165,-0.068401,-0.984769,1.380411,g
4.421636,1.216904,1.351004,0.75092,g
-0.165379,1.174426,-0.157632,-0.893741,g
-1.500761,-0.310178,-1.307805,0.704416,g
-0.454209,0.285515,0.032169,-0.486092,g
-0.4381,0.653644,0.510102,0.435232,g
-1.366323,0.025099,-0.142509,-0.191383,g
-1.365174,-0.665747,-0.855343,-0.110803,g
0.824213,1.311021,-0.04051,0.997938,g
1.695516,0.655129,0.746967,-1.048272,g
-1.605423,-0.372385,0.689077,0.074452,g
-4.007579,-2.015894,-0.688139,1.201393,g
-2.678879,-0.987225,-0.469363,-0.225103,g
2.131148,1.950057,-0.974904,-0.209156,g
-1.931314,-0.829396,-0.995108,0.382579,g
-1.023623,-0.464405,-0.21135,-0.546931,g
-1.104944,0.467797,0.367464,-0.807211,g
2.512415,1.071387,0.521661,-1.22306,g
0.244895,-0.551081,0.958825,-1.823954,g
1.04491,-0.167585,1.66897,-0.235879,g
0.072821,0.724087,0.106648,-0.849128,g
0.556263,0.196897,0.583228,0.102187,g
-1.802671,0.034967,-0.981193,0.579667,g
-0.418211,0.95268,-0.254286,1.060258,g
-0.629209,-0.026718,0.80142,-1.25961,g
3.600226,2.228875,-0.801101,-0.585196,g
1.280397,1.600125,0.37545,0.541205,g
-1.393883,0.08765,0.141473,-0.756116,g
-0.005834,1.252275,-0.028942,-0.461556,g
1.06509,1.795532,-0.573607,-0.810399,g
3.143296,2.184873,0.494586,0.646879,g
0.758749,0.412132,0.964218,-0.095638,g
-1.743775,-0.538323,-0.037459,-0.14997,g
-1.925903,0.483406,0.086041,-0.556442,g
2.086257,1.969427,0.236158,0.255575,g
0.486368,0.296527,0.220941,-0.775629,g
-0.879123,0.087986,-0.394222,-0.251385,g
2.218732,1.800611,0.27286,0.692559,g
-0.266482,0.602416,-0.655221,-0.106299,g
0.494627,0.683687,0.300829,0.631533,g
0.413327,1.378972,0.361959,0.190046,g
3.070608,0.483694,1.419384,-0.381946,g
-3.465983,-0.967254,-0.262488,0.435145,g
-1.392161,-0.178861,-0.351945,-0.078979,g
-3.335393,-0.428272,0.176102,0.227342,g
0.95419,0.320132,0.441084,0.486006,g
-0.668452,-0.937101,-0.50209,-0.20081,g
2.715119,1.895285,-2.198769,0.302225,g
-2.731243,-0.160125,0.561647,-1.163527,g
0.17926,1.332914,-0.646549,-0.589847,g
-0.343526,0.413413,-0.958699,-0.079947,g
-0.384568,-0.843211,-1.726985,2.08014,g
2.684475,1.748129,0.667326,0.489718,g
0.612566,-0.080463,1.529687,-0.365534,g
-0.3743,0.966375,0.107294,-0.941723,g
0.142928,1.062885,0.080254,-0.639895,g
-0.516627,0.575005,0.390184,-0.688737,g
-0.834902,1.15888,0.155935,0.292913,g
-1.353054,-1.047002,-1.015769,1.418417,g
-2.491554,-0.751371,-2.060727,1.017392,g
-0.861775,0.851781,-0.311274,-0.134875,g
-0.057594,0.47324,-0.464266,-0.268061,g
-1.926086,-0.141508,0.338005,-0.662141,g
-2.454799,-0.849206,-1.25594,0.683823,g
2.314307,1.712997,-0.633271,-0.375496,g
-0.410224,0.41732,0.41542,0.292519,g
-3.537573,-0.826636,-0.150502,-0.088102,g
0.506695,1.084974,0.344392,0.374471,g
-1.667485,-0.60107,0.326342,0.280143,g
-2.975682,-1.189235,0.224959,0.535507,g
-2.730128,-1.175726,0.866482,-0.284779,g
-0.142218,-0.134399,0.447762,0.197535,g
-1.058289,0.788982,0.772858,-0.25427,g
2.447,0.453538,0.996919,-1.579164,g
0.976684,0.855012,0.603832,-0.159599,g
-0.090509,-0.404924,0.931292,-1.786131,g
0.154633,-0.148527,1.36925,-1.336893,g
-0.701063,0.700935,0.646601,0.301619,g
1.5948,0.882561,1.373741,-0.434198,g
0.858787,-2.869071,-0.07664,1.259969,g
-1.983313,0.505187,-0.332557,-0.395752,g
-1.472972,0.277915,0.484321,-0.047311,g
-1.88147,-0.522919,0.177398,0.152958,g
1.649023,2.41345,0.120768,0.609288,g
-2.537861,-0.064338,-0.376172,-0.081633,g
-3.056046,-0.082393,-0.047616,-0.391308,g
1.950582,0.66025,0.172209,-1.803451,g
-3.221405,-1.317487,0.549399,0.135195,g
-0.756906,0.213919,1.162366,-0.262408,g
-0.162339,0.634383,0.707855,0.204491,g
-0.91177,0.556916,0.568936,-0.693004,g
-2.622034,-0.418757,0.459757,0.196986,g
-0.104755,0.330053,-0.397386,-0.153149,g
2.396185,0.657185,1.458314,-0.017094,g
-3.349316,-0.217631,0.379884,0.024438,g
-3.194236,-1.475141,-1.291257,0.621464,g
-3.293289,-1.426283,-0.602668,0.845646,g
-0.598237,0.898257,-0.207603,0.858403,g
-3.078215,-0.354045,1.087869,-0.415908,g
0.292589,0.437083,0.589843,0.018614,g
-1.15177,0.702279,0.548716,-1.007067,g
-0.664687,0.734251,-1.039307,0.086548,g
-2.993385,-1.0061,-0.157066,0.143183,g
-2.35533,-0.99927,0.090378,-0.762957,g
-3.395106,-0.712354,-0.138379,-0.172958,g
2.590106,2.39493,0.777069,0.991136,g
0.106138,1.269292,-0.396066,-0.497602,g
2.860336,1.668506,1.042713,1.27669,g
2.160664,0.529027,0.65283,-0.804644,g
-1.804049,-0.422636,0.277669,-0.081749,g
-0.592964,0.89661,0.849287,-0.241301,g
-1.374364,0.106889,0.184199,-0.627252,g
-0.355095,1.069879,0.239082,0.243936,g
1.790583,2.41181,-0.369267,-0.541319,g
-1.609951,-0.669783,-0.842252,1.274573,g
1.847109,1.697266,0.649985,0.683234,g
-1.472164,-0.929442,-0.193948,0.847047,g
-2.677714,-0.069991,0.225301,-0.04421,g
2.805036,-0.191862,2.116384,-0.374273,g
-1.430793,-0.082441,-1.424422,0.842762,g
3.102088,2.203327,0.302104,0.289031,g
2.813745,1.423522,0.445873,-0.967868,g
2.429215,2.325115,-1.312938,-0.910958,g
0.986561,1.747851,0.629073,0.550775,g
-2.995179,-0.090593,0.975163,-1.244739,g
-3.757836,-1.507427,-0.927261,0.054292,g
-1.630888,-0.988943,-0.055112,0.697867,g
-2.761541,-1.385297,-1.62425,1.156787,g
-0.697781,0.880939,-0.8551,0.4224,g
2.513934,1.147914,1.458797,-0.108704,g
1.943313,0.125521,1.519969,0.201103,g
1.014655,0.728656,0.546175,0.736306,g
1.862171,1.845532,-0.308861,-0.499907,g
0.610563,1.120676,-0.493583,-0.276481,g
-1.838366,-0.214842,0.8032,0.010996,g
-3.368773,-0.889239,0.706519,0.247137,g
-3.338677,0.182688,0.184253,-0.576928,g
-3.436253,-1.311513,-0.307814,0.665056,g
-0.96079,0.356478,0.32956,0.000389,g
-1.696974,0.495914,0.739939,-0.29928,g
2.176832,2.032768,0.675089,0.594502,g
-3.672521,-0.53643,0.451867,-0.011239,g
1.249317,2.017031,-2.224514,0.742888,g
-1.348604,-0.614249,-0.901227,0.227578,g
-3.005798,-1.041082,-0.018899,0.702283,g
0.111233,0.85074,0.018738,0.690448,g
2.24198,1.69017,-0.015195,1.285849,g
1.914765,0.493637,0.257159,-1.440072,g
-1.415985,0.074698,0.573033,-0.258871,g
-0.189881,1.010182,0.291116,0.316727,g
1.360281,-0.532197,0.777956,-1.453176,g
4.180484,0.385848,2.067045,0.579968,g
0.224326,0.857766,0.311818,0.208715,g
-1.371237,-0.696976,-0.37842,-0.00011,g
-0.315785,0.895302,-0.673582,-0.120637,g
-2.869503,-1.005707,-0.753364,1.056956,g
-1.648258,-0.588854,0.335885,0.251385,g
0.412262,1.412541,0.874571,-0.072136,g
-2.916257,-0.689647,0.220876,0.190319,g
-1.280336,0.050563,-0.067332,0.457563,g
0.78765,0.591961,-0.94899,-0.451332,g
-0.679566,-0.725111,1.661513,-1.855493,g
1.918184,2.007111,0.250437,0.584302,g
-0.432793,0.737825,0.171553,0.394178,g
2.010039,1.065371,1.365389,0.010089,g
-2.731102,-0.613465,0.743079,-0.171132,g
-1.478851,0.352801,-1.404717,0.504084,g
1.304069,0.161938,1.214974,-1.878448,g
-0.561515,0.406219,0.397425,-0.833999,g
-1.978624,-0.417735,0.173932,0.268201,g
2.035874,0.834688,1.796755,0.115368,g
3.610247,1.078786,1.225791,0.557819,g
1.808396,0.901599,1.329323,-0.007852,g
-0.857633,-0.379593,-0.270036,-0.328686,g
-0.407003,-0.466236,-1.646612,1.895979,g
-0.885317,0.45329,0.311627,0.271389,g
-1.268184,0.495218,0.833404,0.071476,g
-1.510389,0.250172,-0.071568,0.340757,g
-0.274363,0.54974,0.879554,0.213614,g
-0.305407,-0.003957,0.627117,-0.146105,g
0.033306,0.324115,-0.220039,-0.550699,g
-3.645494,-0.571896,-0.287594,0.585871,g
-2.847789,-0.368902,0.653783,-1.234818,g
2.519179,0.948728,0.412231,-0.916936,g
-2.708687,-1.304622,0.085268,-0.415031,g
