@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P50.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute class {g,h}

@data
-14.759671,28.757066,390.025453,-394.446859,432.075143,g
35.618932,-83.177237,507.44516,-512.984952,556.201871,g
-3.309949,30.243686,245.519068,-249.616234,272.831777,g
-8.379835,27.03229,276.526242,-281.021779,308.540083,g
19.371776,60.446148,330.371717,-334.318715,355.16308,g
32.956943,47.728392,428.98118,-434.197425,482.466909,g
-17.404339,72.887989,363.610638,-370.300338,433.743108,g
-11.539096,7.512944,393.408494,-399.407452,450.979611,g
21.358958,-8.231918,245.400942,-249.023873,273.622805,g
19.439672,122.344102,361.667451,-366.030833,407.012887,g
22.886107,115.529694,319.787501,-324.752598,357.169315,g
24.178044,55.620308,272.551358,-276.608514,300.769584,g
-11.650813,9.015324,259.554569,-263.353129,290.209789,g
24.20489,65.023093,267.422756,-272.351133,308.337433,g
23.295217,7.174847,313.87861,-318.186394,353.583796,g
21.555892,45.294687,331.614291,-335.832527,361.976968,g
24.064941,32.941701,299.741958,-304.541297,334.566571,g
16.347096,33.788847,292.490727,-296.544419,314.794519,g
-9.10695,4.606216,427.933983,-433.896048,476.400055,g
-13.259715,-26.175791,255.220285,-259.047251,280.666016,g
18.948636,-25.141757,393.502891,-397.736023,429.989407,g
25.295736,44.645688,220.473094,-224.601956,255.715824,g
-41.224888,-243.849544,626.178975,-632.860188,706.77078,g
43.592948,-35.748836,547.127484,-552.607346,601.089007,g
-19.883597,41.870077,323.255413,-327.41476,359.385647,g
-5.065383,-50.341017,311.799283,-316.047311,339.43935,g
53.445892,-262.939689,620.846164,-627.593022,701.462737,g
44.192064,180.653072,364.074135,-369.914091,425.292951,g
26.56048,71.7386,378.691778,-383.657914,423.786067,g
-4.350912,93.040573,249.875522,-254.909381,288.589629,g
13.418717,-30.792226,406.471795,-410.534147,439.550674,g
-19.096899,21.001289,300.266942,-305.355361,342.921811,g
-13.592442,5.115958,340.954721,-346.174603,386.466608,g
-12.895465,-64.528072,271.423966,-275.340653,301.498257,g
-6.594091,-51.834911,318.525702,-322.715706,359.330221,g
28.205755,28.027527,590.156129,-595.834138,648.798,g
-36.285079,55.911466,289.492894,-294.831421,350.682784,g
-17.268027,-292.346274,519.756404,-524.802734,574.687703,g
22.250617,71.862961,101.270066,-105.106212,126.321063,g
19.373161,89.697196,476.152372,-481.738755,520.732935,g
-7.49493,-60.923675,208.337826,-212.758193,240.197169,g
12.925083,42.492229,355.758733,-359.852608,381.842725,g
-11.540655,-28.362852,336.128881,-341.198421,385.86472,g
27.902819,3.144711,420.67565,-426.281952,463.496276,g
-8.137868,10.547843,122.191162,-126.423081,159.57107,g
-20.863591,73.94835,409.482792,-414.630447,454.034083,g
18.920577,-38.937888,368.314196,-372.813544,405.078533,g
23.800457,9.166532,210.118028,-214.088408,235.646032,g
-10.518052,-62.683265,236.443122,-240.386135,276.691306,g
33.358259,89.02083,459.689922,-465.100675,504.491321,g
18.274348,-18.572954,378.462108,-382.866367,409.038347,g
32.079313,104.294054,414.05402,-418.718087,455.54166,g
-30.531726,-43.5131,100.701607,-106.926078,168.877205,g
-7.422877,8.811808,311.48353,-316.267281,348.460563,g
-14.136306,-41.517431,207.059573,-210.757674,234.127889,g
-42.331841,-61.256921,405.854838,-413.092386,497.33085,g
-15.164105,-7.734992,245.02093,-249.406656,280.477742,g
33.677823,25.691336,368.766781,-374.065817,414.016781,g
20.747024,64.248693,463.383174,-468.951024,511.540941,g
22.984487,-7.233737,389.646307,-393.360863,418.290963,g
-5.315318,-9.395336,310.959758,-314.692847,338.838675,g
-3.943706,11.169996,145.464382,-149.754845,177.068247,g
19.370044,-43.039211,309.21541,-313.795645,348.189844,g
-18.494146,-34.090397,607.632175,-613.438702,670.163886,g
-5.751275,-7.326921,169.234527,-174.372483,220.238574,g
29.147644,1.403481,375.156316,-380.147047,423.329499,g
-8.802629,-9.240491,225.333055,-229.836214,258.139483,g
-5.962238,73.84997,234.718692,-238.735491,263.945491,g
20.317129,-24.590099,342.748953,-347.193048,373.577725,g
31.752995,113.269021,396.764516,-402.126772,439.966886,g
48.855957,129.510981,340.241809,-346.143426,407.906279,g
11.060184,49.430478,312.971535,-316.97569,338.153649,g
-38.581605,63.946969,344.536602,-349.302686,414.261173,g
30.435077,56.747873,301.038398,-306.302793,355.051363,g
-8.757595,-59.914928,375.643369,-380.373946,411.791789,g
27.654443,171.732838,459.641944,-466.417034,523.152436,g
-12.600843,38.099748,376.138735,-381.312717,420.219082,g
40.656429,46.236923,43.468586,-47.82504,81.928948,g
22.714807,35.291574,199.733864,-204.044245,227.999028,g
22.916071,86.557507,352.978271,-359.118218,425.677467,g
-9.369702,95.101021,380.284399,-385.866279,440.167457,g
-12.886804,94.309993,523.062197,-528.956192,578.027617,g
20.427634,45.878215,204.262137,-209.273307,250.858461,g
29.583428,53.746749,258.778956,-262.7625,296.532468,g
-4.391442,-57.129791,176.786962,-181.518925,211.096983,g
-6.772145,35.786768,352.359063,-357.623458,391.917891,g
22.055415,115.071567,417.353577,-422.98586,469.786565,g
-27.016355,-136.167772,480.418413,-485.431488,522.096232,g
-7.343722,10.542647,298.837654,-304.047663,356.280426,g
-7.24309,35.926371,317.832882,-321.851413,343.361232,g
-11.740014,41.810667,343.756833,-348.535388,375.328135,g
26.19952,78.596655,425.257964,-431.277187,478.13938,g
36.132312,32.665612,339.077871,-343.827674,389.588976,g
18.82133,28.014883,234.41593,-239.248178,275.797914,g
-13.957558,-41.004744,389.16497,-392.985008,416.23727,g
-8.722261,6.899971,119.309895,-123.278197,158.592634,g
32.505571,15.870955,347.80325,-352.553746,394.591138,g
-7.184547,48.990191,368.883867,-374.045032,412.115336,g
18.672547,31.127897,383.859698,-388.102357,415.616157,g
-9.959292,-11.584649,286.618382,-291.289377,329.186475,g
-24.734032,64.390894,270.463891,-275.11029,313.149763,g
-25.335573,26.690903,183.164546,-187.42695,223.527392,g
20.125045,86.10804,110.942184,-115.182072,142.222502,g
-6.369963,-219.995741,484.245206,-489.399616,531.228123,g
-8.046415,-65.732541,385.345278,-389.713164,417.078874,g
19.173283,-4.345889,346.226045,-350.849408,382.834844,g
28.436464,179.223611,357.662256,-364.298782,428.368034,g
-8.039833,-18.520473,256.755921,-260.962899,288.01632,g
21.431357,-7.92777,60.858376,-66.964202,122.645478,g
16.553383,56.299965,227.399565,-231.12486,247.748737,g
17.837872,72.75133,334.766796,-339.355519,376.453102,g
30.990546,91.846497,381.703814,-386.66995,423.433422,g
-5.047716,24.89009,165.401499,-169.162994,185.864467,g
-33.892943,-20.555286,585.697311,-591.831369,655.573783,g
-11.391698,-13.815876,271.703346,-275.924354,303.07425,g
-21.825572,38.830674,347.378898,-352.231584,391.312886,g
-6.295312,-21.687874,365.530444,-369.494935,391.878574,g
25.794913,-34.651235,345.484034,-350.263975,379.481074,g
-14.996789,72.760683,295.61067,-301.648772,348.946577,g
28.550779,43.269747,422.326295,-426.666468,460.815062,g
-11.936775,-34.280057,77.885648,-82.556643,121.963397,g
-3.668137,-48.218389,315.468459,-319.232552,342.483256,g
-9.454226,17.698268,80.003773,-84.701441,115.583388,g
-20.265514,17.140202,133.89792,-138.695181,178.496842,g
18.253391,-45.541678,259.99832,-264.108303,288.313194,g
19.805135,16.624397,277.015546,-281.494629,309.19653,g
-14.194503,-55.86574,218.486778,-223.687434,260.109344,g
30.041902,59.866951,116.699348,-121.661327,163.753279,g
28.75187,44.118279,443.937786,-447.974157,479.221912,g
-7.910276,89.433924,421.765457,-427.385269,468.021259,g
18.034286,34.376359,331.270132,-335.898345,360.919898,g
8.722954,42.48686,149.961652,-153.829321,176.700013,g
23.788852,22.669427,178.573399,-183.356631,231.422599,g
-0.79172,20.002935,426.059557,-431.057217,462.628865,g
35.656171,79.531616,436.58956,-442.403881,505.231773,g
38.642227,72.558033,302.920271,-307.84605,351.51313,g
34.224978,-24.178736,568.240144,-574.323799,634.935878,g
-13.836141,10.296003,350.897732,-355.891408,395.192333,g
22.731781,151.086272,309.744551,-314.817555,352.019754,g
-10.023898,-17.373336,217.746846,-222.294865,258.876471,g
-7.825406,56.865133,291.640983,-297.517831,348.001916,g
33.594338,77.55448,268.261242,-273.610334,316.943474,g
12.777685,45.699814,236.030201,-240.037993,263.1678,g
-20.328388,-166.530969,321.708346,-326.424027,374.685025,g
-19.202901,-19.332458,130.509682,-135.994394,200.239449,g
23.299201,7.060532,263.311733,-267.655543,293.251617,g
-6.179611,36.92334,269.867892,-274.09704,296.450542,g
52.027342,33.004055,609.988111,-615.915535,687.735022,g
-21.130154,24.011767,477.562261,-481.889444,521.85132,g
29.547748,118.797208,454.271547,-460.13835,505.768189,g
24.331157,38.565843,302.983491,-308.744985,350.578515,g
-15.113009,-22.699911,188.188013,-192.28362,217.309849,g
17.808946,102.123794,359.423925,-364.475451,408.269663,g
-30.608629,-23.469288,282.543732,-288.154365,337.588827,g
-14.353505,-24.853024,395.798031,-402.629067,467.730275,g
-17.500641,-80.14736,353.1468,-358.962334,401.080094,g
-8.695241,65.152304,341.874094,-346.876083,382.887671,g
21.943352,36.871378,236.671926,-241.453079,274.398764,g
21.854324,37.126336,277.740929,-282.28098,315.14751,g
19.44331,95.565557,362.013688,-367.127221,409.164268,g
-23.137428,-99.333287,514.704359,-520.065575,562.972631,g
25.948026,132.876529,294.278377,-298.955433,332.433897,g
-19.61357,-14.276602,187.248029,-192.456825,237.740601,g
20.422265,-60.929737,333.019504,-337.635592,374.109638,g
-37.119061,-11.01948,369.990648,-375.830777,455.335199,g
-16.325272,-91.85585,496.904246,-503.408443,571.394728,g
21.620151,70.940644,432.351578,-437.200801,491.023414,g
27.149377,40.674615,324.145514,-328.194183,357.30199,g
-26.345705,84.405261,380.399234,-386.259454,438.607053,g
23.358264,83.838534,239.364572,-244.094456,286.023769,g
-22.653839,85.389066,288.450372,-293.573952,332.723842,g
18.061133,-2.765912,159.744275,-163.902063,187.242487,g
51.575623,-128.53549,511.808543,-518.473821,581.377749,g
22.442702,62.369937,215.482363,-219.930615,258.579251,g
-1.092924,36.915199,251.961604,-255.82044,286.530567,g
-15.159255,-45.054972,148.040288,-151.841273,176.774664,g
-14.008654,-40.736623,356.804891,-360.803504,383.795093,g
-18.139595,-18.724508,119.6279,-123.898098,154.798057,g
-23.555718,-178.323811,537.333602,-543.870882,604.041461,g
-16.462797,-189.548539,416.644822,-422.057481,465.125097,g
-11.42911,46.180112,374.272624,-378.951932,406.231386,g
21.537359,22.135783,413.892073,-419.090478,456.703693,g
-15.453357,6.546459,395.575636,-399.357223,422.72865,g
12.023724,47.026045,287.042215,-290.859828,313.923643,g
19.454568,46.811618,361.185075,-365.514682,400.267415,g
17.412307,-15.14817,300.63483,-304.591527,331.679589,g
5.08253,5.470682,274.330001,-278.150039,283.241229,g
-14.552691,-201.543337,439.613374,-445.400329,507.400127,g
-31.88515,-59.218817,563.679654,-569.335493,617.978234,g
21.640243,-175.002949,432.590081,-437.822607,481.284438,g
-16.1971,33.162191,229.349681,-233.674439,263.85144,g
-9.094826,-0.819433,367.391359,-372.108599,404.541424,g
-1.758724,-30.647773,268.68213,-272.843036,300.393382,g
14.068409,69.319098,263.111681,-268.086824,303.515404,g
20.094041,16.913303,76.678582,-80.965235,107.649383,g
-11.09188,73.287919,451.414356,-456.218719,491.49176,g
-21.769281,-48.753766,179.36841,-183.616438,225.409612,g
-10.090408,-18.016966,249.151871,-253.428478,279.90426,g
37.576669,-84.290772,504.272736,-510.097623,564.006838,g
19.974183,78.289909,160.408516,-164.636279,198.205502,g
-11.508265,5.614789,307.53584,-312.259316,340.764022,g
-24.50696,-6.845758,381.532861,-387.430321,436.528765,g
14.549227,5.825753,193.523249,-197.39317,215.375495,g
-15.031776,3.649431,309.400393,-313.546229,338.563625,g
-16.329082,18.126431,308.981063,-315.011544,363.659829,g
-5.873904,18.693158,228.673315,-233.004135,260.081978,g
16.393168,-30.350726,145.683313,-149.364787,166.040972,g
-4.845066,-5.228369,318.176001,-322.256713,346.658191,g
-21.0051,-26.063208,336.882843,-341.652218,377.356886,g
-36.69263,-124.099015,499.613173,-505.265201,557.749458,g
-4.036544,-31.41715,336.274027,-340.289094,358.66165,g
-15.688916,-10.595821,320.546313,-325.840326,361.845332,g
-7.782104,16.970287,250.729943,-254.606273,275.924354,g
-13.084605,55.230424,355.193218,-359.892445,386.662503,g
22.049873,58.052801,310.805432,-315.255764,345.384614,g
-5.297131,12.140464,154.647888,-158.399164,181.302072,g
32.744247,107.030174,498.596806,-504.006,547.241626,g
-3.098466,-5.600067,286.132022,-290.076941,317.271351,g
-16.419668,53.397914,91.369317,-96.411664,138.566836,g
-7.389275,7.046329,303.197053,-307.276206,334.408955,g
-23.898491,-40.031505,346.546128,-351.246047,382.762617,g
-40.525486,101.146225,367.348404,-374.263271,461.637786,g
-14.722259,-90.59613,365.931067,-370.965446,407.05463,g
-11.945781,-1.022603,249.13992,-254.58722,294.881996,g
-18.252525,11.832852,392.547492,-397.3619,432.712711,g
-25.77638,-137.023059,480.263568,-485.975351,534.666937,g
19.084948,23.117163,263.045863,-267.352434,296.26833,g
-33.123913,84.065086,532.576525,-537.59393,583.270361,g
21.796993,42.757406,336.668588,-342.701841,392.014366,g
17.826267,37.584636,97.945395,-102.149602,129.518776,g
18.574859,18.527055,272.046812,-275.957263,307.336654,g
30.351246,-25.102959,330.805423,-335.491313,373.637481,g
-20.020948,33.857263,395.237193,-401.304048,450.794282,g
38.244721,25.440882,320.362715,-325.441954,368.081928,g
21.771186,39.875274,170.796144,-174.552616,197.554597,g
26.402516,3.832162,114.690342,-119.139634,154.862316,g
20.981024,15.838392,212.91044,-217.341199,241.989495,g
-16.413953,59.99772,350.720716,-355.674901,392.375672,g
-21.676269,155.564663,517.976895,-525.107575,597.88021,g
-51.673138,257.45896,405.712983,-411.090135,487.660117,g
-11.611495,70.006203,260.811345,-265.506068,298.647994,g
33.921003,89.580455,326.069303,-332.455028,389.482628,g
-15.114741,6.490514,112.583995,-116.276554,140.251602,g
38.095418,42.78841,429.986636,-434.826159,477.196452,g
-15.740878,-15.80046,360.21911,-366.292373,418.831882,g
-4.553042,8.792929,232.805122,-236.932426,259.565134,g
26.426765,141.072421,375.088939,-380.789638,427.825729,g
-8.437859,-20.45067,395.532335,-399.561605,423.86349,g
-6.958687,15.083911,289.057283,-292.744299,317.321754,g
22.42261,54.550767,322.183274,-326.219645,350.61714,g
-11.659473,12.345539,384.317133,-387.849477,413.001626,g
-10.718277,-51.702756,235.939095,-240.403456,269.458262,g
19.546886,17.680428,374.778556,-379.3555,409.266459,g
15.765473,-3.35862,341.703313,-346.590295,375.459598,g
27.922218,27.083386,236.983522,-241.870503,279.017277,g
25.412996,68.173693,316.821018,-322.513057,367.663811,g
15.275476,51.780352,360.638439,-364.608819,387.394987,g
31.285861,8.803841,126.741259,-130.816948,165.851139,g
-24.80366,-1.761669,359.956877,-365.460988,410.015744,g
-25.624479,-114.452012,577.887667,-583.191899,641.112544,g
-6.874163,16.568452,426.391245,-430.825122,464.787347,g
-10.021819,33.954258,282.393044,-286.784312,317.902337,g
17.426856,-30.241607,338.108788,-342.071374,368.394043,g
21.080964,-138.800663,429.748652,-434.632169,463.095653,g
33.148508,83.31684,461.601066,-467.070017,513.935848,g
25.972621,-112.629548,491.23074,-495.742386,521.318887,g
-28.864627,-35.024319,565.997484,-572.607337,643.090546,g
-4.710139,-11.446777,128.525791,-132.39346,155.504388,g
-14.860476,-44.932342,177.671347,-181.269509,206.644746,g
24.618158,47.487117,388.493107,-392.011595,416.843834,g
46.25944,-112.396068,467.962369,-474.322114,540.5689,g
-14.620068,-62.63598,228.059649,-232.598835,269.411323,g
6.416209,-49.966721,569.978603,-574.135006,581.566889,g
-17.512246,-30.895629,246.783465,-251.970091,291.110802,g
-12.193638,-30.959889,271.782674,-276.125272,307.901129,g
21.243776,41.653224,150.024872,-154.338891,181.464019,g
4.826013,48.870853,303.851941,-307.456339,312.282525,g
25.67367,-90.681,476.504324,-481.104825,508.634213,g
31.298678,-170.866293,489.498343,-494.694495,546.75007,g
-11.302844,9.681298,281.422922,-285.199486,309.4624,g
-11.291759,59.953207,248.112814,-253.206776,281.369056,g
13.856233,39.125642,251.961951,-255.872402,279.677535,g
-28.042249,-11.410924,165.746177,-170.254013,215.762089,g
15.244299,0.409457,300.231609,-304.643488,336.028422,g
-12.976525,-219.2132,366.20092,-371.055512,406.069959,g
19.662587,-10.571399,366.247339,-369.832685,394.65713,g
22.114132,87.718328,220.849988,-225.710469,257.369586,g
-27.665355,-10.847834,308.4805,-314.599316,378.383646,g
-1.766519,23.869565,431.57025,-436.457751,469.810121,g
16.517703,46.714796,303.333538,-307.262349,323.432429,g
52.837076,-39.582037,480.22806,-487.220696,565.61245,g
21.903168,45.989067,112.876712,-117.061,147.993176,g
38.018342,100.967477,378.890098,-383.881349,423.840627,g
24.872076,-4.920583,211.24542,-214.843582,239.89839,g
12.73092,-92.379449,485.800934,-490.776596,530.931596,g
20.235723,-74.558205,472.528921,-478.640116,529.85478,g
-24.122618,-179.509572,306.503884,-311.19064,360.266395,g
-7.980771,-10.820641,161.654727,-165.680532,192.091536,g
47.052892,74.263237,127.803179,-132.894196,185.41396,g
26.908275,43.75195,294.932053,-299.059357,332.430606,g
22.313318,1.964319,182.417513,-186.54014,211.59235,g
-28.057664,103.517749,318.435463,-324.411384,384.204203,g
-4.450678,-8.266039,152.39501,-156.210371,161.198505,g
44.616763,15.208619,542.957918,-548.026072,601.00431,g
-29.902645,1.667792,395.518825,-401.459932,455.84321,g
-11.47882,-106.960026,317.61551,-322.516521,361.967961,g
-20.19017,-154.299053,494.004966,-498.543112,534.190277,g
-18.360258,63.301954,494.216276,-500.455296,558.489217,g
26.492064,-123.443088,424.989669,-430.470051,481.126302,g
-14.852855,-18.910184,452.496541,-457.027586,494.848994,g
31.059828,44.074631,240.530588,-245.544183,284.363945,g
24.012286,-44.387612,83.42007,-87.742403,113.439455,g
53.555704,65.061371,298.514973,-303.5471,357.938692,g
29.182458,25.671071,367.4887,-371.000087,375.747465,g
-5.39707,33.704323,307.669208,-311.686007,339.81226,g
32.706142,70.288873,274.377286,-279.637871,319.568917,g
-2.607602,-42.24368,376.363555,-380.98536,409.739482,g
9.465138,-84.637529,350.40098,-354.758646,382.246812,g
32.68657,-5.509307,391.327782,-396.146,428.14027,g
-19.025019,43.917187,423.39012,-428.147371,458.666799,g
-11.458555,8.604482,110.226155,-113.918714,137.679333,g
-5.183335,38.114471,318.365488,-322.994567,349.559896,g
-18.154837,61.931382,265.488748,-269.734004,298.785693,g
-14.789982,7.31116,287.832896,-291.443529,315.786291,g
4.913309,2.972892,287.349481,-290.972411,295.890396,g
26.288201,10.56118,606.996859,-611.209553,633.502433,g
-18.944306,-36.369603,322.310753,-327.151489,365.794408,g
-13.546023,-61.807713,87.8271,-91.774098,113.615258,g
-14.921098,-46.040162,295.174367,-299.734856,338.360629,g
-0.142721,-25.172068,239.351581,-243.500363,263.507801,g
14.428503,40.38848,154.625718,-158.917394,190.082011,g
13.62639,8.911055,294.311286,-298.165618,321.898005,g
12.98328,43.836127,256.721799,-261.860101,302.26417,g
26.544371,20.787381,226.243248,-230.865052,269.61865,g
-22.601011,-87.932236,593.790665,-600.559173,676.906413,g
11.459768,10.496748,189.502986,-193.27955,211.29513,g
11.78955,56.788403,401.565761,-406.526181,434.532403,g
-12.409624,-1.943707,296.308687,-300.327218,324.040725,g
25.50185,-15.238237,165.414316,-169.756914,202.520387,g
-32.082084,3.887588,662.418501,-668.268503,744.928032,g
44.80902,10.756555,340.318366,-345.646327,402.554588,g
17.674366,-41.839419,106.997092,-111.404642,144.939051,g
-34.224112,58.178894,409.711076,-416.29668,475.817047,g
-4.02009,-7.1842,243.938225,-248.1769,274.383348,g
-16.853201,93.620291,347.743148,-353.901281,415.581689,g
15.857964,38.03393,386.632192,-392.468857,442.263932,g
-8.579714,132.526309,430.086402,-436.275886,489.88026,g
31.393767,24.254947,620.183828,-626.150223,689.338208,g
18.943093,-7.699485,263.325763,-268.888764,311.917236,g
-20.98622,45.474821,385.415946,-390.05611,426.807803,g
32.297032,2.073611,439.658754,-443.744489,476.35762,g
37.901948,97.361347,420.265674,-426.990361,487.38143,g
-11.971935,-16.316438,88.179919,-92.361263,118.289717,g
34.236929,-133.907619,422.578828,-427.859851,469.506146,g
-10.581964,41.105203,375.912183,-381.32311,412.900301,g
23.358957,56.908954,432.183223,-437.046648,473.640552,g
-9.489733,-71.394961,278.036763,-282.326014,313.63162,g
18.299463,4.798993,348.134938,-353.904745,398.638941,g
24.885067,163.731456,600.299019,-607.13577,696.940525,g
-32.448586,-47.106066,625.69608,-630.236131,681.321757,g
-15.122882,-44.936846,172.950469,-176.887421,199.485141,g
11.292971,6.327008,311.472099,-315.312921,340.424021,g
63.446926,-111.187443,508.931433,-516.352059,607.537779,g
-6.443749,-82.140604,162.067128,-166.744185,193.529658,g
0.416731,-5.661381,406.61746,-410.897877,431.620479,g
14.705631,56.138365,381.259197,-385.580491,411.544625,g
-6.835192,-112.883294,465.864856,-470.877065,501.71086,g
-2.289252,19.841335,335.527167,-339.59281,361.475886,g
-16.182724,-82.911367,249.20314,-253.858027,285.079455,g
-3.980599,-31.347175,332.832442,-337.218168,362.40617,g
-20.599973,-106.854544,499.932737,-504.527348,551.977919,g
-9.314623,10.252009,261.242279,-265.334595,292.444655,g
42.787371,106.72568,241.413761,-246.333998,292.449677,g
50.878126,-4.78964,514.802739,-520.264761,572.63505,g
30.209564,43.772734,68.884353,-74.427262,125.575935,g
35.498555,86.183038,410.475776,-416.11135,462.619339,g
-5.389622,-11.171555,326.932731,-330.686604,354.685381,g
42.869816,107.120934,352.35941,-359.050668,428.985337,g
-4.793624,-14.485141,263.659875,-268.454019,297.221997,g
42.643957,-76.97459,446.091418,-451.786401,506.331625,g
18.286646,39.070216,237.769699,-241.380333,265.378589,g
41.341974,52.142524,631.956924,-638.634846,710.595148,g
-4.95124,-113.933263,459.370012,-464.762925,506.983569,g
-4.158654,-17.722517,124.200514,-128.901126,160.206905,g
-24.583517,-15.12548,385.028832,-390.031861,429.881847,g
25.814139,112.491157,275.019877,-280.124577,316.95837,g
-14.822891,7.993241,348.772506,-352.470607,377.644753,g
16.429888,9.491465,383.549315,-388.00363,421.651834,g
-11.309772,-37.802702,375.731357,-380.412051,406.890431,g
19.030042,1.669177,323.426887,-327.622606,362.661648,g
-93.331731,30.28231,384.403562,-390.20853,466.625226,g
20.57278,-37.655651,435.940041,-441.226087,481.01164,g
16.603093,21.093434,225.026136,-230.402595,274.782413,g
28.524452,130.848644,371.715077,-377.957735,423.409866,g
15.703292,-6.430239,265.965581,-270.745522,304.571089,g
-10.163501,-59.294335,150.362795,-154.900075,188.930543,g
-15.333326,46.831709,401.875278,-406.238661,440.070116,g
-4.929243,95.021173,552.726338,-558.948384,616.500449,g
24.959199,18.72191,280.073482,-284.650426,317.236883,g
-2.513206,11.183679,400.731778,-404.771613,422.113253,g
21.315483,-27.991673,264.126663,-268.121465,294.933438,g
19.345622,175.874691,415.743982,-422.102514,480.758241,g
30.896149,24.832239,183.434573,-189.094915,239.082421,g
-16.08902,-54.688985,153.433721,-158.025041,191.920929,g
-13.095517,143.416578,289.082051,-294.549096,354.081415,g
-10.488434,-58.837073,365.226295,-370.01455,403.585159,g
-4.986228,30.081912,261.088126,-265.682737,298.196795,g
-5.30683,13.563863,120.605123,-124.827516,156.375609,g
15.997048,75.951121,375.227503,-379.36416,404.783218,g
24.014018,63.110216,219.314005,-223.690898,248.911636,g
30.285428,50.351237,206.934345,-211.514581,251.808491,g
-13.681643,-202.014801,439.488493,-444.525644,482.512116,g
17.098286,-6.240233,267.41271,-271.550926,296.981762,g
-14.283184,4.477871,156.768092,-160.886043,182.608731,g
8.552174,51.887566,224.539949,-230.193016,280.106564,g
-13.343027,50.377044,430.414452,-435.463554,472.078069,g
-3.944399,11.901094,222.995653,-227.480625,257.7205,g
14.26084,66.022313,277.926605,-282.672424,317.298891,g
18.385719,38.533454,227.888003,-232.171018,261.512306,g
26.430056,121.979851,385.441926,-390.187746,433.335729,g
23.932612,18.685364,362.280943,-367.203431,408.587668,g
30.911045,19.779674,347.981998,-353.175552,398.794999,g
-14.232781,1.793019,354.485156,-358.468699,391.589841,g
20.660248,5.666231,433.759909,-437.995812,470.2802,g
-10.350736,-4.853553,295.166746,-299.222169,325.000281,g
24.456557,69.444325,272.603493,-277.562874,322.627718,g
32.310715,-45.11975,547.671867,-552.056554,589.406324,g
22.917111,42.451526,408.060432,-412.993659,445.895003,g
-8.10288,-44.891986,274.094269,-279.204858,315.810886,g
-13.535977,-64.691405,264.271809,-269.202265,311.404375,g
-39.923251,-21.422178,393.257286,-399.942656,460.481988,g
-15.014109,9.702256,299.406979,-303.476086,332.739777,g
23.797512,-25.149205,274.517236,-278.579588,304.235764,g
-21.914426,-3.468951,203.517702,-208.596075,255.596313,g
-4.975836,-124.364712,452.906691,-459.409156,515.0984,g
-3.773099,-11.597639,334.592032,-338.221025,355.880669,g
-3.042174,10.196756,200.523333,-205.260145,249.663519,g
-15.637301,69.547556,475.822416,-480.434521,512.192192,g
-7.027969,84.202438,272.88703,-277.003422,304.197485,g
-7.793189,23.992021,180.709884,-185.076557,217.184276,g
-28.127985,66.626625,487.28253,-491.609713,532.839277,g
35.842367,116.546581,172.257822,-177.881618,228.621354,g
-18.679822,-68.291299,563.313325,-567.894426,611.172314,g
35.137076,-3.400362,545.660783,-550.781765,596.345786,g
-15.389445,-117.37658,486.419103,-491.678995,533.406177,g
22.982409,101.321508,234.116285,-238.834218,273.062833,g
-13.048405,11.579972,77.546513,-81.452807,108.018483,g
-41.114383,-4.647266,115.889787,-121.377271,186.357235,g
-10.051437,-20.794829,380.582485,-385.261793,412.983959,g
28.981887,138.801702,338.987804,-344.924062,402.20073,g
25.295043,27.659812,275.610506,-280.133237,319.651882,g
27.852763,-27.529562,386.16142,-391.135177,425.95702,g
-29.844794,-152.516946,501.941049,-507.975861,569.865847,g
0.284403,167.508539,423.718344,-429.725269,481.604868,g
61.032101,-55.713146,510.36713,-516.315685,579.678607,g
2.229669,-1.64285,232.048216,-236.315816,267.792375,g
-8.095259,-24.442008,326.046787,-330.009372,353.875647,g
25.063295,77.32914,401.468073,-406.581607,444.668884,g
-9.159258,-31.767717,287.595778,-291.880006,313.326259,g
-19.456993,-38.885926,428.205914,-432.988453,471.714858,g
32.230694,-47.377825,193.532429,-198.188182,233.867043,g
19.98752,44.346736,332.348853,-336.48551,362.906387,g
17.932615,-269.089681,200.837527,-204.809812,226.07853,g
-9.214857,-346.439606,456.596652,-461.894649,501.109492,g
-13.197881,-68.066306,462.877415,-467.821727,502.503793,g
-22.365452,-171.381751,580.858654,-587.632877,662.203727,g
22.327001,11.545851,176.229068,-180.027629,201.99038,g
-17.036105,-285.970422,401.395327,-406.534841,444.972859,g
15.915988,9.685801,214.950969,-218.835959,243.617623,g
16.723297,86.572749,303.967296,-309.226495,347.167587,g
36.13439,62.714096,357.170527,-362.03326,409.138806,g
-11.877019,33.309935,270.23526,-274.194035,294.497828,g
23.434994,43.628281,207.613482,-211.317127,234.984389,g
-21.359304,-142.608923,570.636783,-575.343977,611.825124,g
-12.720354,38.998683,340.101686,-344.92233,373.419069,g
-18.26309,-30.162279,348.349712,-353.476929,395.919621,g
15.02173,51.265413,291.485964,-295.306002,312.821886,g
24.71394,82.785966,275.600634,-279.954836,312.464564,g
22.632188,228.197867,360.100984,-366.739242,438.119654,g
