@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute -0.603fM3Trans-0.47fAlpha+0.454fDist-0.377fAsym-0.153fWidth+0.139fConc1+0.129fConc-0.071fSize-0.058fM3Long-0.001fLength numeric
@attribute -0.795fM3Trans+0.386fAlpha-0.364fDist+0.214fAsym-0.116fConc1-0.109fConc+0.095fWidth+0.057fSize+0.054fM3Long+0.025fLength numeric
@attribute 0.599fM3Long+0.526fAlpha+0.521fDist+0.206fConc1+0.181fConc+0.119fLength+0.058fWidth-0.023fAsym+0.016fSize+0.008fM3Trans numeric
@attribute 0.722fAsym-0.46fM3Long+0.459fDist+0.169fWidth+0.116fConc1+0.104fConc-0.057fM3Trans+0.028fSize+0.015fLength-0.003fAlpha numeric
@attribute 0.495fWidth+0.437fLength+0.389fConc1-0.365fAlpha+0.331fConc-0.319fDist+0.234fM3Long+0.114fAsym-0.014fM3Trans+0.001fSize numeric
@attribute class {g,h}

@data
1.520815,1.940241,-0.112691,-0.599578,0.346156,0.376828,-0.017534,g
-0.466844,-0.282156,-0.232394,-0.136683,-0.478129,-1.432581,-0.529462,g
-0.541505,0.786503,0.523148,0.00782,-0.073738,0.456563,-0.539861,g
1.142434,1.27731,0.413402,0.586636,-0.732447,0.138839,-0.047822,g
-3.192893,-0.282671,0.527381,-0.111403,-0.953664,-0.177837,1.187568,g
-2.082315,0.075623,0.317623,0.08811,0.583611,0.508084,0.050795,g
0.316371,-0.099968,-2.488621,1.042187,0.585229,-0.410611,-1.152702,g
-1.43456,0.097087,0.225464,-0.428075,-0.185649,-0.259794,-0.043323,g
-1.145403,0.397922,-0.097673,-0.54741,-0.092999,0.197768,0.084342,g
-0.810003,-0.258703,-0.091244,-0.46654,-0.938997,-0.400634,-0.416247,g
-1.062374,-0.114153,0.164265,0.404153,0.064507,-0.168798,-0.585692,g
2.427586,0.650883,0.086599,-1.401036,0.329664,-1.199308,-0.322026,g
0.277827,-0.090163,-0.571333,-0.429509,-1.309837,-0.470793,-0.483153,g
1.87125,-0.645552,0.386655,-1.538129,-0.558746,-0.169508,-0.082147,g
-1.991562,-1.111425,-0.440998,0.574676,0.370896,-0.417923,-0.724919,g
-0.601884,-0.020916,0.669243,-1.183369,0.247826,-0.072757,-0.484928,g
0.559241,0.232214,-1.214255,-0.123385,-0.935866,0.804712,-0.672293,g
1.738325,0.922593,0.917538,-0.886433,0.678477,-0.816818,-0.020288,g
4.026392,1.860279,-0.850654,-1.030207,0.806324,0.098977,0.527318,g
1.638893,1.93338,0.221577,0.289516,0.752156,-0.144483,0.285844,g
-4.192644,-1.963944,-0.993355,0.450411,0.166278,-0.653519,1.004178,g
0.219716,1.226338,-0.769567,-0.361111,-0.423755,-0.328956,0.206115,g
3.053763,1.979937,0.494069,1.158729,0.268917,0.02698,0.224853,g
-1.259646,0.127891,-0.063733,-0.525482,-0.8024,-0.071564,-0.198843,g
4.458891,0.519895,1.164543,1.303798,0.093925,-1.954537,0.569271,g
1.167649,2.045918,-1.346819,-0.584497,-0.085376,0.348598,0.998685,g
1.504534,0.575746,1.557063,-0.437947,0.303229,-0.365698,-0.37877,g
2.22243,1.696962,-0.135022,-0.081905,0.163,-0.325614,0.12743,g
1.829849,1.959233,-0.352193,1.277927,-0.874382,-0.120653,0.251982,g
-0.700382,-0.62791,-2.34235,0.610323,0.656463,-0.59338,-0.777219,g
-0.330483,-0.251079,-0.314193,-0.151631,-0.393534,0.211825,-0.744856,g
3.128309,1.032298,0.944513,-0.11867,0.549959,-1.030265,-0.041117,g
-0.338901,-0.326752,0.899025,-0.094835,-1.430304,0.501919,0.070424,g
0.819467,1.642586,-0.009206,-0.336251,-0.074399,0.201713,-0.046656,g
-0.067639,1.042465,-0.376085,-0.26999,-0.634163,-0.104382,0.082764,g
-2.595766,-0.334505,0.848787,-1.047274,-0.551954,-0.145929,0.733419,g
-1.687946,-0.185151,0.159902,0.333254,-0.552816,0.37095,-0.041758,g
-1.905779,-0.531389,-1.34882,0.265424,0.373494,-0.175594,0.016755,g
-1.232947,0.133335,0.828788,-0.338619,-1.031896,-0.024436,-0.158504,g
0.568838,0.886781,0.299712,0.353389,-1.208588,0.892706,-0.154148,g
-0.015726,-0.045937,0.505719,0.068734,-0.968904,-0.31371,-0.578289,g
-1.137423,0.794966,0.530172,-0.03201,0.308298,0.485656,0.022275,g
0.836588,1.338903,-0.014549,-0.663749,-0.107446,0.042937,-0.348869,g
2.984708,1.120396,1.214869,0.562382,0.846339,0.017918,0.080726,g
-3.442701,-1.023537,-0.704403,0.922902,0.790618,-0.067408,0.343667,g
-1.450835,0.004014,0.320136,-0.936056,-0.570677,-0.645973,0.537754,g
-0.125778,0.302447,-0.71589,-0.420004,-0.958878,0.100172,-0.462148,g
-1.608158,0.476864,0.973695,-0.148283,-0.054866,-0.070688,0.447842,g
-0.044554,0.640951,-0.056631,0.616953,-0.925785,-0.503921,-0.285529,g
-1.714691,-0.211444,-0.748006,1.173332,-0.254483,-0.458267,-0.008217,g
-0.594261,0.553038,-0.055805,-0.933367,-0.343622,0.194067,-0.13413,g
1.244897,1.492791,0.382833,-0.663237,0.256471,0.359542,-0.222962,g
-1.461651,0.166027,0.159356,0.490117,-0.151993,0.308884,0.116766,g
2.268511,1.226733,1.426783,0.197997,0.670225,-0.145755,-0.059765,g
-0.622939,0.798042,0.28905,-0.831488,-0.042513,0.520653,-0.305849,g
-1.853182,-0.869259,-0.241939,0.36837,0.714179,0.267718,-0.76356,g
0.344064,0.278641,0.1788,-1.02988,-0.8979,-0.053862,-0.599742,g
1.897938,0.304428,0.535632,-1.295727,0.451468,-0.461947,-0.514883,g
-2.434908,-0.261646,0.405545,-0.850658,-0.203053,0.115761,0.749315,g
-1.717219,-1.013336,-1.261884,-0.045412,1.141295,0.559499,-0.752399,g
0.609055,0.254736,0.705558,0.496371,-1.247314,-0.634134,-0.35832,g
-2.23801,-0.352765,0.772784,0.204477,-0.415803,0.300918,0.830805,g
-1.508262,-0.048577,0.461822,-0.094595,-1.33368,-0.501271,0.348242,g
2.013259,0.268861,0.549815,-0.818308,-0.297818,-2.109619,-0.223647,g
-0.203418,1.673718,0.175165,0.323914,-0.244999,0.104459,0.630821,g
1.62487,-0.320619,-0.959804,-0.803389,-1.373818,-0.442803,-0.632327,g
3.311452,0.634666,1.79185,0.181419,0.669209,-0.978568,-0.109075,g
-0.580247,0.878407,0.601728,-0.852341,-0.018999,0.245107,0.176944,g
-3.434202,-1.259482,0.345383,0.125554,0.041561,-0.192473,0.867535,g
0.081546,0.518231,-0.696268,1.455006,-0.9795,-0.754442,-0.094526,g
0.236048,-0.052622,-0.335801,-0.039247,-1.617041,-0.525863,-0.356277,g
-1.336812,0.563861,0.121646,0.373137,-0.998646,-0.389144,0.777506,g
1.473822,1.080714,-1.285711,-0.427189,-0.881168,-0.672595,0.179994,g
1.697341,0.661532,-0.309486,0.610265,-1.692165,0.230472,-0.427385,g
-1.16298,0.506221,0.446478,0.426865,-0.423223,0.010576,0.282684,g
-0.290363,-0.689398,1.541376,-1.800092,0.382462,0.801344,-0.057804,g
-2.25444,-0.65894,-0.322881,-0.100084,0.105285,0.051711,-0.054718,g
2.014134,-0.332556,0.758481,-0.848105,-1.096259,-1.058833,-0.841978,g
0.261127,0.361237,0.134952,-0.572357,-0.850707,0.326998,-0.693344,g
-3.377755,-0.281113,0.774048,-0.332684,0.482852,0.421756,1.109677,g
-0.230797,0.932458,-0.585746,-0.378003,-0.383236,-0.340764,0.012448,g
2.184809,1.249258,-2.50835,-0.385244,-0.967635,-0.470933,0.631023,g
0.155668,1.163561,-0.647139,-0.904105,0.377107,0.61213,-0.197638,g
2.371614,0.937626,0.544046,-1.540591,0.892917,0.242882,0.029842,g
0.930411,1.367904,-0.143836,-0.583405,-0.278757,-0.336515,-0.191625,g
3.17908,1.541862,1.414464,0.095367,1.022441,0.36676,-0.119792,g
-0.659656,0.631657,-0.107009,-0.381677,-0.796654,-0.285063,0.504389,g
0.244288,1.431803,-0.671632,-0.293463,-0.741737,0.041661,-0.070828,g
-2.654149,-1.017386,0.426701,0.036081,1.428804,0.545033,-0.423342,g
0.804535,1.456092,-0.525517,-0.700583,0.250946,-0.203924,0.245497,g
1.339747,1.305643,0.246122,0.452969,-0.719247,-0.116936,-0.07307,g
-0.629213,-0.118366,0.87755,-0.063539,-0.959116,-0.608145,-0.137936,g
-0.202159,-0.354822,0.059034,-0.251773,0.195484,0.149189,-0.96154,g
0.203478,0.166518,1.527307,-0.383866,0.315426,-1.547695,-0.12931,g
-1.866365,0.127196,0.418657,0.082257,0.150642,0.430548,0.278413,g
-0.604591,0.149368,-0.364464,-0.159042,0.15074,-0.213602,-0.177186,g
-1.161258,-0.017323,-0.038773,0.412891,0.187645,0.007227,-0.353855,g
-1.293228,0.308829,0.613673,0.07034,0.356467,0.471222,-0.119741,g
1.265777,0.961306,0.092047,0.81034,-0.846123,-0.948546,0.063369,g
0.981618,0.899745,-0.334786,-0.544597,-0.217733,-0.390181,-0.429177,g
0.73896,1.494569,0.248478,0.524089,-0.5165,0.24839,-0.106357,g
-0.008547,0.447866,-0.368437,-0.456338,-1.502612,-0.158542,-0.095098,g
0.527329,-1.051351,-1.167325,0.299652,0.360535,0.35718,-1.487934,g
-1.056953,0.096099,-0.067376,0.695149,-0.059838,-0.347395,-0.103349,g
0.251532,1.384652,0.88313,-0.264007,0.339594,0.902607,-0.023286,g
2.15023,-0.288891,1.075735,-1.430585,-0.098547,1.424452,-0.473651,g
-1.146757,-0.147794,0.025676,0.39096,-0.051932,0.651686,-0.296097,g
0.938638,1.272502,0.306681,0.407986,-0.601685,-0.120933,-0.05406,g
2.923187,0.226956,1.834757,0.581208,-0.098862,2.110705,-0.347318,g
0.627269,1.43183,-0.578893,0.034789,-0.924412,-0.465088,0.240895,g
-2.074991,-0.581899,0.4602,-0.095402,0.835868,0.416756,-0.246891,g
-2.853047,-0.741573,-0.066274,0.570483,0.914378,0.110799,0.468974,g
0.266813,0.893662,-0.583243,-0.340236,-0.272312,-0.397741,-0.341639,g
3.610405,1.822057,-1.401952,-0.443767,-0.024365,-0.689115,0.803801,g
1.88276,0.866486,0.995019,0.07972,-0.354825,0.027391,-0.667075,g
-1.153183,0.331079,0.110632,0.636518,-1.143063,-0.777331,0.350159,g
-2.909631,-0.363969,0.611444,-0.841897,-0.232344,0.231812,0.783994,g
-0.984062,-0.646628,-0.653036,0.857844,1.30095,0.066096,-1.324025,g
0.98095,2.054218,-0.876179,-0.019443,0.599841,-0.491597,0.909926,g
0.338945,0.991003,-0.252092,-0.336929,-0.83296,-0.103786,-0.241961,g
0.651378,0.740417,-0.007472,0.843476,-1.604234,0.296697,-0.207487,g
0.425519,0.345998,0.105074,-0.702304,-1.27126,0.026385,-0.453717,g
-0.060517,-0.874913,-1.592125,0.91962,-0.2866,-0.390196,-1.071764,g
1.377501,1.971894,0.843836,0.321043,0.646335,0.636825,0.211406,g
1.794579,0.816522,0.856863,-0.984516,0.569091,-0.527795,-0.151275,g
1.31329,1.562364,0.784402,0.241772,0.269324,0.930527,-0.15086,g
-1.761068,0.386994,-0.340635,0.002976,-1.180292,-0.455925,0.539941,g
0.48831,1.371875,0.456942,-0.709778,0.307076,0.049752,-0.046199,g
1.259973,-0.644844,1.988363,-0.866542,-0.270999,1.476423,-0.495176,g
0.971493,1.495425,0.57747,0.065514,-0.068693,0.206351,-0.006174,g
-0.364884,0.905008,-0.670914,-0.191834,-0.665638,-0.559093,0.155709,g
-0.418025,0.09022,-0.855951,-0.403696,0.513763,0.158371,-0.500132,g
1.956103,0.48801,1.298162,0.444326,0.490084,-0.600696,-0.771132,g
2.344992,-0.632714,1.660527,-0.397888,-0.569967,-0.288637,-0.926037,g
-0.653531,0.783627,0.944792,-0.353397,-0.331361,0.265213,-0.164646,g
0.556052,0.2763,0.738488,0.257224,-1.029422,-0.092553,-0.581365,g
0.948883,0.993147,-0.46325,1.240185,-0.632583,-0.141421,-0.295264,g
1.198495,-1.220752,1.054705,0.049549,-1.844839,0.463168,-0.605247,g
0.360089,0.188343,0.356597,-0.758761,-0.794238,0.334779,-0.630729,g
-2.183027,0.377023,0.933014,-0.313115,-0.077829,0.272468,0.755374,g
-0.368626,0.313738,-0.322643,-0.580607,-1.343678,-0.118433,-0.40162,g
-2.332198,-0.364247,-0.190496,-0.478806,-0.697377,-0.104466,0.561235,g
-1.595229,0.430216,0.491387,0.075475,0.187182,0.318696,0.110259,g
0.047605,1.394647,-0.24576,-0.523382,0.508911,-0.212203,0.635315,g
2.133083,-0.159628,0.281064,-1.404837,0.346727,-2.762984,0.215793,g
-0.23765,0.291646,0.735739,-0.059351,-0.890649,0.16532,-0.427812,g
-0.443193,0.685667,0.848774,-1.082336,0.027148,0.299636,-0.339439,g
1.103266,0.46932,-0.113498,-1.314909,-0.330015,0.003687,-0.574796,g
1.185408,1.5454,-0.500585,-0.742919,0.029421,0.826827,-0.236404,g
0.108497,0.936253,-0.523851,-0.449116,-0.422926,0.337307,-0.485849,g
0.245436,1.408879,0.463216,0.329071,-0.632765,0.587977,-0.214497,g
-0.360836,0.684349,-0.306594,-0.647874,-0.802958,0.735768,-0.216605,g
-0.671752,0.598624,0.167219,0.586969,0.804777,0.387329,-0.036087,g
-0.781056,0.74953,-0.62159,-0.167454,-0.720467,-0.192469,-0.108005,g
1.054519,1.266564,0.415334,0.368918,-0.672834,-0.089804,-0.24656,g
-2.64213,-1.483668,-1.366923,0.63623,0.449624,-0.144128,-0.438861,g
0.435841,0.257564,1.825943,-0.485275,0.323704,0.385368,-0.129405,g
-2.956191,-0.329007,1.14089,-0.325044,0.264165,0.313538,0.366399,g
1.033677,1.44346,-0.148164,-0.569203,0.002932,-0.024323,0.02642,g
-1.238926,-0.015208,0.966117,-0.03772,-0.623608,0.229581,0.34567,g
-3.852234,-1.75848,-0.77778,0.522609,1.350355,-0.120864,0.434322,g
-0.718964,0.755392,0.282049,0.220524,-0.224446,0.414432,-0.058381,g
1.529095,1.663262,-0.268425,-0.753986,0.049419,0.487481,-0.133877,g
-2.301121,-1.022946,0.233545,0.111968,0.359958,-0.032212,-0.188138,g
1.23302,0.904233,-0.721118,-0.019922,-0.597478,-0.630599,-0.376068,g
-1.154807,-0.135651,-0.191337,-0.437351,0.826362,0.191674,-0.524412,g
-0.251743,-0.055532,-0.017999,0.98828,-0.003383,-0.29675,-0.364839,g
-0.026284,1.270162,0.217584,-0.644627,-0.267047,0.504858,-0.38402,g
-2.355161,-1.199563,0.469942,0.56912,0.955627,0.596067,-0.156047,g
-2.446255,-1.338749,-0.932047,0.545441,0.198124,-0.596537,-0.318388,g
-1.618844,-0.309571,0.267799,0.339263,-0.26142,0.177038,-0.219293,g
2.656002,1.135791,0.489083,-0.969448,0.660147,0.132649,-0.119408,g
-1.501644,-0.321382,-0.331261,-0.286256,0.436722,-0.015294,-0.380604,g
-1.514979,-0.128158,0.353235,-0.735656,-0.678443,0.087024,0.059477,g
2.467364,1.189279,1.699308,0.382751,0.705747,0.796454,-0.056785,g
0.904592,1.018006,-0.540357,-0.479815,-0.67799,-0.746359,-0.056894,g
-2.402385,-0.210141,1.010855,-0.261541,0.064508,0.720314,0.62727,g
-0.106809,-0.192352,0.75622,-0.253064,-1.162152,0.470629,-0.393319,g
1.022561,-0.049892,0.685926,-0.543415,1.099733,-2.092513,-0.312708,g
-1.522539,-0.320713,-0.258427,-0.106355,1.143746,0.38829,-0.689531,g
-2.754791,-1.550405,-0.486634,-0.153071,1.701351,0.632884,-0.344085,g
1.561473,0.631786,1.517496,0.087506,0.232797,-0.52051,-0.217914,g
-1.965749,0.163178,0.611645,0.053079,-0.660576,0.544665,0.339933,g
-0.690466,0.986804,0.144318,0.39971,-0.699245,-0.39498,-0.053581,g
-1.737016,0.023751,-0.209584,-0.149612,-0.43501,0.319251,0.045473,g
-2.04959,0.080062,0.314509,-0.877018,-0.04083,-0.128668,0.402003,g
0.179498,0.076228,-0.219424,-0.500028,-0.684995,-0.448966,-0.727464,g
-1.046786,0.317352,0.32953,0.454928,-0.20664,-0.087703,0.572773,g
0.819426,1.360376,-0.410267,-0.577984,0.064508,0.06206,-0.078883,g
1.122854,1.049886,0.309594,-0.714677,0.208844,-0.327225,-0.332206,g
-3.345406,-1.146353,-0.016686,-0.695328,0.490404,0.01223,0.764667,g
-1.462983,-0.788913,-0.827766,1.560857,-0.826256,-0.554933,-0.069427,g
-0.389881,0.312022,-0.735551,1.068236,-0.350809,-0.397974,-0.316957,g
-1.402509,0.275234,0.378586,-1.144823,0.262154,0.440101,0.071977,g
-3.278451,-0.343475,1.448473,-0.956534,0.392592,0.501312,1.269146,g
1.108679,0.135207,0.153626,-0.518483,-1.088605,0.132333,-0.834578,g
0.383331,1.41398,0.249548,-0.526429,0.281471,-0.20669,-0.001091,g
-2.051148,-0.177695,-0.767961,0.097405,-0.130494,-0.319692,0.154459,g
-2.812919,-0.076564,1.069702,-1.193197,0.141311,0.335231,0.829559,g
1.659758,1.467378,0.468986,0.384738,-0.236437,-0.46401,-0.089302,g
-2.481159,-1.186041,-0.618869,0.045397,0.902346,0.191305,-0.279523,g
-0.188463,0.612885,-0.478022,1.366677,-0.178328,-0.316096,-0.41466,g
1.808733,1.28022,0.893823,-0.178295,1.315047,-1.012024,0.231759,g
2.461185,-0.372691,1.891889,-0.729612,0.118342,1.774171,-0.63716,g
1.676703,1.881836,-0.36362,1.668494,-0.612789,0.381386,0.227198,g
2.66268,2.378648,-1.469555,-0.339665,0.161402,0.608626,0.805102,g
-1.428971,0.391318,-0.110993,0.380092,-0.762853,-0.443646,0.654891,g
-2.439913,-0.123644,1.210417,-0.658033,0.066642,0.118702,0.76204,g
1.533773,1.625254,0.525685,0.721133,-0.320783,0.346965,-0.207145,g
2.575946,1.399305,1.466821,-0.0183,0.98432,0.105343,-0.259474,g
0.021378,1.553138,0.64889,0.077999,0.423412,0.910993,0.407965,g
1.523564,0.898959,0.724476,0.311799,-0.14758,0.039254,-0.524649,g
-3.251214,-1.641257,-0.783657,-0.080634,1.074057,-0.11711,0.125108,g
-2.61524,-0.971622,0.109698,0.401378,0.637443,0.333092,0.082943,g
0.996734,0.909386,-0.563633,-0.535837,-1.072279,-0.432876,-0.051033,g
-1.082874,0.197684,0.904744,-0.298136,-0.269096,-0.439832,-0.058575,g
-0.207359,0.192376,-0.225426,-0.675371,-1.475536,-0.518661,-0.23203,g
1.100104,1.055871,0.321643,0.17635,-0.535134,-0.076951,-0.482552,g
2.448319,0.897966,0.059769,-1.595197,0.646292,-0.310731,-0.107145,g
-1.196349,0.831995,0.618755,-0.21161,-0.153733,0.032315,0.619801,g
1.062922,1.593274,0.802277,0.281539,0.440155,0.176799,-0.206635,g
0.125938,0.899371,0.191546,-0.809844,0.379003,0.272339,-0.094361,g
-0.090246,-0.113512,1.192417,-0.167937,-0.479037,-0.017723,-0.571856,g
-1.169171,0.439771,0.193593,-0.841989,0.035718,0.033426,0.045761,g
-1.751552,-0.69522,-1.215093,0.567525,0.992876,0.027366,-0.54407,g
-1.234231,0.024473,1.235653,-0.302737,-0.298705,0.648569,0.00515,g
0.811484,1.002859,0.671406,-0.048188,-0.634091,-0.182817,-0.507081,g
0.72084,1.374107,-0.297213,0.933491,-0.6021,0.076968,-0.12053,g
2.51745,1.124811,1.673193,0.216022,1.010525,0.008908,0.034066,g
1.94772,1.690272,-1.098123,-0.573892,0.132431,0.484917,0.109732,g
0.662266,0.420053,0.835184,0.69042,-0.823791,0.682547,-0.492926,g
-0.967755,0.851296,-0.562977,-0.366374,-0.578268,0.024915,0.485266,g
1.455401,-0.059479,1.520813,-0.178802,0.23064,1.990985,-0.012267,g
-3.462007,-1.312711,0.104748,0.28733,2.111983,0.75977,0.106462,g
-2.750534,-0.397226,-0.203821,-0.298706,-0.612886,-0.346823,0.952198,g
2.565904,0.08514,1.177977,0.552534,-0.172322,-1.479267,-0.222246,g
-1.57461,-0.501619,-0.018721,0.41093,0.762089,-0.085957,-0.293563,g
-0.161404,0.816687,0.719237,0.077323,-0.105178,0.432572,-0.354996,g
0.676606,1.100337,-0.310091,-0.422306,-0.503694,-0.072754,-0.045942,g
-0.815952,-0.025746,0.103004,-0.638169,-0.217324,0.361833,-0.338088,g
0.690434,0.612957,-2.147924,0.450691,-0.794303,-0.932545,-0.271388,g
-0.768523,-0.150177,-1.663739,0.319207,0.263051,-0.478626,-0.450116,g
1.932103,0.66853,1.52592,0.192288,-0.141674,-0.777572,-0.485814,g
0.555732,-0.043923,-0.122341,0.962421,-2.099261,0.412607,-0.170282,g
-2.577917,-0.482371,1.009814,-0.269164,0.702452,0.575052,0.566252,g
0.138502,1.102583,-0.785084,0.991492,-1.081317,-0.445916,-0.052561,g
3.390223,1.1543,0.175067,-0.927739,0.559095,-0.418383,0.063789,g
-1.391096,0.08869,0.156339,0.444463,-0.878667,0.196187,0.157586,g
1.092494,0.620812,0.721876,-1.591452,0.50013,0.084953,-0.192182,g
-0.289096,1.521544,0.170696,-0.280664,0.090945,-0.053069,0.593506,g
-1.62191,-0.073962,-0.12708,-0.143678,0.585521,0.090959,-0.341662,g
-3.086102,-0.933654,-0.064347,0.413992,0.69831,-0.144939,0.251684,g
1.540993,0.835004,0.319318,-2.034836,0.882205,0.765035,0.096483,g
-1.079385,0.330678,0.110528,0.306106,-0.413694,-0.252488,0.015528,g
-0.839627,-0.216087,0.19943,-0.696584,-1.059468,-0.407063,-0.36884,g
1.172036,0.260863,1.498676,-0.394724,0.059786,-0.996487,-0.180915,g
0.554259,1.362999,0.044367,0.749499,-1.098551,0.190517,-0.068032,g
-2.029319,0.295132,-0.385168,-0.119171,0.256311,0.020688,0.707054,g
4.419364,-0.248685,1.831111,0.543132,0.357793,-0.90645,0.331717,g
0.485955,0.879993,0.231941,-0.795465,-0.359845,-0.046793,-0.333811,g
-2.696079,-0.973188,0.870394,-0.990712,0.599162,0.545174,0.503707,g
-1.492017,0.464035,-0.72273,-0.246969,-0.930673,-0.479687,0.669466,g
-0.838321,-0.523576,-1.099225,0.164604,0.382466,-0.665554,-0.849074,g
0.519631,1.220596,-0.491312,-0.57975,-0.789639,0.202259,-0.114393,g
-3.440479,-1.695127,-1.017439,0.162547,1.34962,0.389855,-0.069535,g
-0.827318,0.664262,0.022707,-0.640429,-0.621312,-0.179261,0.144199,g
0.010584,0.919356,0.101769,0.61953,-0.271553,-0.061143,-0.332238,g
-2.885572,-1.44479,-0.659128,0.093766,1.32706,-0.131404,-0.202388,g
0.546187,-0.763862,0.71237,-1.631478,-0.061675,0.493937,-0.297182,g
0.89787,1.599056,-1.122492,0.192069,-0.980538,-0.329664,0.259507,g
-1.197606,0.752455,0.188522,-0.62474,-0.050133,0.391181,-0.17962,g
4.317029,2.032395,1.05793,1.792188,0.869133,1.38778,0.622841,g
4.086722,0.724704,-0.065796,-0.930171,0.514117,-2.097151,0.657281,g
-2.218602,-0.632244,-0.300788,-0.127496,0.565191,-0.028546,-0.17006,g
-1.851875,-0.328752,0.319991,-0.763077,0.952492,0.328524,-0.330632,g
2.650512,0.666269,0.388851,-1.652311,0.773786,-0.791197,-0.170103,g
0.919731,1.409436,0.436892,-0.106224,-0.318843,0.135088,-0.315882,g
-2.298183,0.017872,0.119234,-0.484481,-0.993568,-0.271692,0.655328,g
-1.896222,-0.082224,1.41554,-0.527294,-0.107014,0.781228,0.063076,g
-0.374576,0.790356,-0.586251,-0.080692,-0.924762,-0.249096,0.21675,g
2.07543,0.015842,1.240285,-1.709749,0.867176,-1.896353,-0.320557,g
-1.047029,-0.107843,0.361514,0.0501,-1.373074,-0.154154,0.076449,g
-0.766395,1.277539,0.522922,0.164142,-0.435714,0.16676,0.245813,g
-2.972653,-0.134668,0.895827,-0.161516,-0.19474,-0.094596,1.259604,g
0.44352,1.355563,-0.554899,0.826389,-1.207962,-0.396698,0.265017,g
0.051285,0.854448,0.048341,-0.327622,-1.10055,0.935827,-0.384336,g
2.96787,1.201644,0.497301,-1.073471,0.742803,0.443309,-0.048438,g
3.486365,1.272714,0.32451,-1.140181,0.708962,-1.096192,-0.186983,g
2.141973,1.936979,0.441789,0.577401,0.247615,0.106092,-0.030838,g
2.019646,0.996801,0.506491,-1.208136,0.436069,-0.786244,-0.457112,g
-0.341188,0.850043,0.227581,-0.868484,-0.450874,0.146825,-0.024723,g
1.693026,0.504339,0.734527,-1.379304,0.336493,-0.292726,-0.487546,g
-1.327521,0.29398,-0.413084,-0.483648,-1.075794,-0.749113,0.381685,g
1.075599,1.471185,-0.276405,0.744308,-0.944183,-0.00124,-0.043503,g
-2.51106,-0.508688,0.044723,0.569043,-0.722595,-0.133569,0.461511,g
-2.898493,-0.043418,0.895577,-0.418217,-0.492515,-0.04429,1.164367,g
-0.018142,-0.162624,0.141892,0.933603,-0.943577,-0.56159,-0.586762,g
2.789569,1.181379,1.562904,0.191067,0.808259,-0.076885,-0.234925,g
1.594213,1.963,-0.192028,0.449285,-0.314733,-0.133316,0.255224,g
-0.543644,-0.422077,-1.196835,0.214981,-0.351624,-0.052252,-0.755608,g
-3.468795,-1.046793,0.085352,-0.642742,1.267187,0.623294,0.758504,g
-0.79832,-0.105533,-0.350065,0.959178,-1.420473,-0.658639,0.333712,g
1.57413,1.678896,-0.567755,-0.230863,-0.188182,-0.656863,0.297879,g
-1.02538,0.23409,0.42072,0.568303,0.264381,0.087298,-0.242275,g
-1.20407,0.368217,-0.080746,-0.376398,-1.175068,0.162558,0.385047,g
2.137115,0.387811,-0.146382,-1.827748,0.596486,0.726052,0.428047,g
2.777366,1.44229,1.406929,0.249769,0.808373,0.003234,-0.183479,g
0.642113,1.65414,0.265103,-0.709612,1.101392,0.502222,0.352659,g
-2.911578,-0.413952,0.487959,0.1776,-0.294767,-0.475883,0.788576,g
-1.925621,-0.239988,-0.155625,-0.462076,-0.068852,0.697873,-0.210259,g
-1.013205,0.030087,0.621623,0.226017,-0.813116,-0.257999,-0.101569,g
1.162669,1.292861,0.23739,0.532706,-0.202831,0.41795,-0.324959,g
-2.538055,-0.306774,0.856984,-0.313121,0.417561,0.27821,0.246481,g
-2.633987,-1.018155,-0.368839,0.715974,0.500404,-0.130384,0.19415,g
-1.554859,-0.364532,-1.020672,1.292506,0.122276,-0.338082,-0.317281,g
-3.668749,-1.377652,0.29524,-0.601296,0.321172,0.064475,0.964653,g
-0.574378,0.964243,-0.148113,-0.264063,-0.918543,-0.091004,0.19198,g
-0.717916,1.0007,0.50545,0.244835,-0.828915,-0.118988,0.081017,g
2.374768,-0.616503,0.426585,-1.54394,-0.988251,0.028555,-0.608987,g
-2.435676,-0.910549,0.029009,-0.46316,1.054665,0.451294,-0.119047,g
0.3929,0.583515,-0.937732,0.027924,-1.654127,0.030748,-0.269186,g
-3.364843,-1.153155,-0.41475,1.031621,0.109951,-0.731442,0.698553,g
0.466181,1.353692,0.264225,0.272932,-0.385284,0.239447,-0.073672,g
2.063616,1.981037,-0.150658,0.869293,-0.296055,-0.202604,0.37915,g
-1.189432,0.181915,-0.366369,-0.064181,-1.407461,-0.435385,0.08327,g
-1.779304,-0.150603,1.07985,-0.971178,-0.327907,0.175213,0.209156,g
-0.289309,0.979356,0.214901,-0.54371,-0.282782,0.708115,-0.061128,g
-0.180335,1.061236,0.429679,0.431965,-0.385712,0.006271,-0.127343,g
