@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute class {g,h}

@data
45.802178,6.058194,g
35.636772,149.648324,g
28.5319,91.861913,g
-16.660077,69.066219,g
28.132835,108.631455,g
-16.513892,50.037216,g
22.652107,66.46745,g
-14.241615,3.157702,g
17.893124,23.883595,g
-20.628898,-83.678839,g
-11.690477,-15.325359,g
25.241176,60.242286,g
-15.799421,-32.862373,g
8.257379,0.346583,g
-8.950199,50.011928,g
31.994269,104.507096,g
-2.633064,-44.284036,g
22.908277,9.645098,g
21.650289,23.900916,g
-21.582912,-40.484436,g
16.956431,85.070888,g
-21.872684,-27.83319,g
11.779678,-31.015834,g
-10.877452,-7.450417,g
24.214243,-3.060361,g
20.894422,14.160208,g
17.932442,1.063999,g
-43.096715,-37.694275,g
32.053852,8.888365,g
-11.20429,11.333328,g
-4.236077,-19.413172,g
12.037233,-204.632623,g
13.650466,36.540383,g
20.537446,23.443654,g
-28.246111,-137.153656,g
-11.927075,38.411344,g
-9.997917,16.978255,g
12.606905,58.227218,g
22.594256,8.69784,g
25.837695,-31.148855,g
-15.129637,-4.570016,g
30.648985,79.916997,g
19.958248,-7.086686,g
25.60127,-3.746946,g
-20.054031,-27.478466,g
-8.685715,17.407111,g
28.008128,43.695831,g
-1.091019,-10.201086,g
17.7097,-21.290195,g
14.907068,35.226969,g
19.093782,38.341716,g
13.948552,7.336448,g
-14.237977,-27.072474,g
17.854499,15.626216,g
-23.323103,19.940755,g
-6.39248,-86.868064,g
-15.516924,-48.572767,g
-35.98145,102.055378,g
45.865571,218.919271,g
-3.260586,9.648909,g
-3.581535,-34.932694,g
-27.540647,33.966556,g
-24.654011,-64.372015,g
-13.95063,104.729318,g
-18.279545,-37.245328,g
25.891561,-3.90231,g
-8.904473,-4.628386,g
33.299716,24.676181,g
-5.970552,-68.850405,g
29.884978,-15.001292,g
-6.691085,-8.474751,g
52.42606,-23.10244,g
-3.568891,26.840206,g
-20.924213,23.360342,g
23.868007,45.789534,g
-15.653756,-90.872738,g
24.519258,27.887577,g
16.20628,45.223673,g
-14.458987,-11.528357,g
-7.709531,-28.266723,g
-15.587591,64.582286,g
-35.582213,-96.759286,g
44.807288,158.975764,g
-33.838037,-13.116648,g
26.928887,92.995193,g
-25.070396,17.292449,g
-6.004154,24.186877,g
17.799247,11.413522,g
-30.887316,-227.565495,g
-5.167054,-25.824185,g
-13.824364,15.875112,g
24.14219,50.846776,g
20.608287,24.931659,g
41.393589,66.122598,g
33.75767,54.263939,g
-30.500895,-161.920597,g
-19.770494,26.725371,g
-10.51095,-11.244647,g
-6.228281,53.490579,g
31.341459,-42.134734,g
-11.540655,22.217189,g
36.181329,-24.252695,g
8.366671,75.516376,g
11.658954,25.858999,g
-5.030395,-13.481417,g
56.479752,59.03418,g
-5.975748,-3.66502,g
21.427027,-42.43663,g
-12.962149,-170.521614,g
-18.733688,58.366475,g
16.013503,74.428475,g
-44.259787,-263.430725,g
23.231997,16.339994,g
13.980075,-21.113699,g
27.396367,55.528856,g
26.770924,-14.443572,g
31.0794,91.47809,g
22.732647,44.563762,g
22.333236,28.017307,g
-15.16168,20.686922,g
18.034459,-13.562997,g
37.425115,-52.141831,g
24.485829,103.467866,g
16.956604,69.1187,g
-70.088822,46.839157,g
40.80781,-168.992733,g
15.546195,7.885854,g
19.372295,8.155881,g
48.021975,-81.988011,g
-1.49476,29.335918,g
15.33679,13.046673,g
-13.000081,-7.512251,g
19.874244,53.098442,g
33.100011,-239.023704,g
-4.139601,-20.906719,g
-12.757247,53.73168,g
-10.987438,-17.88481,g
-6.647438,53.328632,g
11.124443,103.480509,g
26.615212,15.182465,g
35.956336,-93.041786,g
-20.189997,33.619972,g
32.107372,-75.6009,g
24.257198,38.586628,g
30.847998,-73.509276,g
28.212856,5.803063,g
-10.442534,59.656333,g
-12.655576,-4.116912,g
-3.800985,-8.001555,g
-23.285518,-76.489962,g
-32.041381,-94.79999,g
-3.303021,67.907823,g
25.796645,39.604035,g
20.614176,37.879605,g
-13.286215,-32.555973,g
25.614433,43.933296,g
-20.800718,-9.200134,g
16.115867,51.996165,g
60.248348,63.250165,g
-30.708568,-68.199327,g
18.183243,104.129336,g
-11.078024,-42.972873,g
19.870953,73.227817,g
-14.744256,-46.305859,g
-15.928805,51.616846,g
-5.752834,-10.959378,g
-6.456393,-13.025195,g
-8.784615,20.628898,g
15.796823,-19.781233,g
14.675666,54.134902,g
-14.170427,16.969075,g
43.524012,-87.521567,g
17.373855,11.635051,g
24.569314,76.861833,g
-14.173545,-44.255284,g
-9.091361,52.672358,g
-15.757852,54.379987,g
14.658519,13.079408,g
8.510432,-33.996693,g
14.049011,89.095135,g
-17.378359,17.859003,g
-21.79301,135.208216,g
21.478989,-158.013783,g
14.917634,12.090061,g
31.923775,-94.850566,g
21.350817,49.219861,g
-3.122541,112.060223,g
-6.053344,57.187641,g
-15.942662,-86.939771,g
-17.985269,-6.772665,g
22.218228,56.701628,g
-10.780284,9.731701,g
5.754912,26.517351,g
-2.170433,101.384035,g
-1.753009,35.194926,g
19.871819,36.655564,g
-11.01082,2.545768,g
-3.060187,73.916827,g
-31.441399,87.570757,g
29.460452,-6.002249,g
18.477172,40.171454,g
-17.046671,3.284488,g
-5.530958,15.877363,g
-14.806263,10.225162,g
13.241528,7.871132,g
25.952183,8.297563,g
30.411002,130.206573,g
47.363795,139.123517,g
16.689176,-20.726586,g
24.582997,-8.184979,g
28.978769,-30.546448,g
64.299615,72.315373,g
-12.728495,-22.872597,g
-16.286127,-1.554516,g
-10.565337,11.904558,g
34.500027,56.616757,g
-15.104003,5.74885,g
-6.263096,16.664234,g
-6.006752,34.362849,g
-13.560745,-25.61426,g
-23.467903,30.842282,g
-10.522555,49.767189,g
47.143652,84.098688,g
23.122012,13.567327,g
-15.434824,75.767523,g
-15.452838,14.029785,g
22.099409,59.775498,g
-6.12176,-9.025024,g
19.327955,69.512741,g
19.074036,-43.89623,g
-11.140551,14.693853,g
-16.666312,-20.225677,g
-11.04702,24.784954,g
14.722259,35.218482,g
16.346922,20.163843,g
57.965678,198.789896,g
29.603866,-34.444082,g
14.364071,38.704234,g
-19.234078,-16.445649,g
29.281358,185.795531,g
20.112054,95.189702,g
15.887756,-52.496901,g
32.421566,131.04835,g
49.471874,54.048992,g
-38.779752,-12.350908,g
-44.865312,-56.588525,g
-28.128332,-14.188267,g
-9.162029,8.493111,g
21.010296,-33.384933,g
-6.380009,-6.512511,g
-26.514407,15.102444,g
33.076281,75.843041,g
-15.880481,1.257122,g
-14.12574,-8.374812,g
23.60716,46.233979,g
-0.358881,-29.284303,g
-24.301539,-93.58513,g
-11.662244,-24.232776,g
23.801323,-8.352815,g
-5.356194,-8.245774,g
-13.440714,-0.129904,g
27.022417,88.794797,g
16.53485,45.180372,g
31.388225,9.65601,g
-6.155882,4.09197,g
31.290883,137.887352,g
-0.072053,-42.404068,g
24.11517,26.958158,g
87.751236,109.416767,g
-7.331425,-70.835335,g
11.82194,51.694096,g
27.77915,7.930021,g
24.28647,86.48147,g
-9.70087,-16.546628,g
40.046054,-29.81968,g
23.785561,-83.707591,g
-12.695413,-59.315292,g
-9.349437,33.996174,g
-6.457432,0.072746,g
20.487736,13.553124,g
-12.161941,10.188789,g
-13.544637,29.526963,g
32.583167,-37.746583,g
19.749883,-0.262059,g
-7.97644,63.54548,g
20.542123,79.663772,g
34.293047,28.196402,g
-18.108072,50.934072,g
28.695232,-197.73629,g
-20.07291,-13.656355,g
25.339903,47.65045,g
-11.642326,-45.102083,g
-42.426931,92.413917,g
22.661806,-7.176579,g
-22.115518,75.844773,g
-15.308211,-4.963365,g
-44.777151,151.425235,g
-14.382777,79.822254,g
-14.432833,4.205766,g
16.725895,-39.436372,g
30.401649,33.531984,g
24.033244,18.129203,g
21.171723,79.25189,g
-36.946895,-51.610784,g
-19.035931,-185.541266,g
-1.610461,29.202723,g
24.938587,-4.621285,g
-16.961627,22.801063,g
-5.811377,15.274956,g
48.397483,138.952564,g
-3.457693,-157.019066,g
-19.905247,33.522458,g
-8.347272,20.202121,g
12.713946,-54.953988,g
26.969763,121.874716,g
16.009865,-34.78391,g
32.462096,111.944176,g
-8.763311,-16.08469,g
24.274346,79.844598,g
-13.241875,-25.43482,g
-10.162462,-163.330832,g
-11.054814,-39.842884,g
44.208692,-120.772439,g
39.231124,30.90429,g
19.290889,-16.214767,g
-5.282582,56.719641,g
-3.043213,12.403562,g
25.53857,-3.864898,g
-11.499259,47.900731,g
-7.220054,-16.793445,g
-8.261882,8.260324,g
9.609591,-20.604303,g
-11.837701,-10.33099,g
34.271397,94.896985,g
15.832676,27.519862,g
-11.130158,20.991417,g
29.088581,84.968524,g
52.202626,-110.231004,g
27.127207,47.352364,g
6.61782,-26.657994,g
32.309503,43.055492,g
-5.602492,54.566355,g
14.975484,13.000947,g
-15.163412,5.900924,g
-15.154059,-44.189466,g
-12.820986,12.2986,g
21.687181,64.30152,g
-6.961632,7.988911,g
19.369351,84.101286,g
-20.106165,-24.080529,g
25.198222,6.457432,g
-9.564904,-22.093867,g
42.074112,-3.253484,g
23.10296,-41.311837,g
22.219441,167.146367,g
-30.007434,-10.73196,g
-8.551481,4.779248,g
-5.122021,73.792293,g
0.483935,16.339128,g
-10.283705,118.746286,g
16.270366,52.78165,g
-9.225942,-100.757379,g
-15.640072,43.40554,g
20.894422,-26.05143,g
24.999729,44.597191,g
29.525404,37.195964,g
-40.897703,-125.607459,g
29.927933,-114.489424,g
42.824783,-106.390355,g
14.818907,9.909409,g
31.465301,116.84588,g
26.304309,-34.357653,g
34.81145,67.559681,g
43.811706,133.835393,g
28.156911,125.05199,g
16.209571,77.959607,g
-13.714378,10.393171,g
0.174937,15.9896,g
-43.833183,-341.159796,g
21.796993,50.198989,g
-14.146352,55.078003,g
0.236252,-9.111973,g
-19.595037,-8.302759,g
38.574677,72.300477,g
12.749453,30.25633,g
9.09396,20.222386,g
-34.184101,40.339637,g
-15.197533,7.604223,g
-11.964487,28.078795,g
-5.630724,8.906032,g
27.263346,65.344215,g
0.751883,-44.278493,g
-11.188702,-93.421798,g
-21.375066,51.228174,g
-16.801932,24.314702,g
-20.279544,7.146442,g
34.041207,85.071407,g
-31.600401,-95.622541,g
24.116729,47.390123,g
39.79508,-81.933451,g
39.229738,47.031588,g
-14.533985,-33.842021,g
-5.408155,-45.465641,g
-21.088585,-126.827515,g
-14.944134,-44.20696,g
-55.924283,90.006886,g
-9.986832,-21.534068,g
-16.74616,80.679793,g
-24.538483,76.286619,g
-25.859519,26.368568,g
-3.78176,-16.695411,g
21.809118,55.2448,g
-12.417592,0.425218,g
28.36545,43.098967,g
24.050565,44.389171,g
44.821491,25.940405,g
-8.527059,8.572612,g
19.606469,-5.333677,g
-8.231398,-4.386592,g
40.148765,85.467874,g
-7.949594,23.702422,g
-20.538485,-13.510862,g
34.968893,75.967748,g
-18.467819,-59.893624,g
23.828169,71.462857,g
77.241152,193.920062,g
27.629848,-11.859698,g
-7.88187,32.406324,g
20.428327,52.109095,g
-6.472327,-88.58418,g
-2.438381,-7.468949,g
10.468169,8.708059,g
15.542212,-9.605434,g
15.862987,-184.471552,g
18.786689,113.448981,g
14.906895,-98.800855,g
-31.117505,12.792754,g
36.656604,-111.727843,g
31.276681,114.222689,g
10.118294,46.982917,g
11.703641,22.759494,g
15.103829,52.300313,g
31.290364,62.526515,g
34.051772,-120.041167,g
10.39421,-15.995662,g
-16.806782,69.060849,g
-29.489897,61.659796,g
33.448326,48.978067,g
43.796117,-8.039141,g
-21.502545,-87.883392,g
-19.635221,-53.496294,g
-22.964569,-162.525255,g
23.297815,29.641451,g
-7.438292,35.827644,g
10.394557,-7.373687,g
-9.310639,19.122014,g
21.290715,-14.751877,g
-14.183418,11.965353,g
13.073346,-45.305599,g
23.733426,42.981014,g
23.958073,-19.521425,g
-4.040009,-5.710918,g
25.493363,-3.541005,g
13.899361,50.338766,g
22.262915,9.503416,g
18.801412,31.849297,g
-14.634097,-21.727885,g
18.716021,15.614265,g
15.214854,14.43751,g
12.71689,-8.012121,g
20.451883,19.011509,g
-27.916675,-79.720929,g
44.826168,94.493417,g
45.004569,161.4209,g
18.864458,23.597114,g
-9.957733,15.155098,g
17.119071,131.132874,g
15.860562,-16.980853,g
-19.162891,-227.889562,g
29.03177,-33.086847,g
-11.002506,36.566191,g
-34.905847,-170.040278,g
-4.379664,108.753565,g
24.705453,40.453779,g
18.516836,75.358759,g
-14.13925,9.99428,g
-18.677743,-58.340841,g
-8.175453,-48.79291,g
66.064748,159.984337,g
38.320065,-169.111725,g
20.015752,-86.693127,g
-26.016962,-227.107022,g
5.343204,-46.247835,g
21.632102,-119.783784,g
48.119836,-39.489892,g
36.381208,157.662523,g
19.492846,-1.50775,g
11.971242,97.509957,g
33.255722,168.936788,g
-17.031082,-99.012684,g
26.478554,90.133499,g
21.349258,57.960482,g
-1.884644,49.199942,g
19.498389,25.18194,g
11.273053,13.157351,g
-6.084002,-192.342337,g
52.526692,210.467036,g
44.959362,101.127865,g
-12.4337,-39.326214,g
24.229659,9.497874,g
-16.939284,-19.415943,g
-13.879616,-37.024318,g
-31.555887,-97.162854,g
-18.119676,-7.576337,g
-23.263001,-11.173806,g
-3.828872,53.615806,g
25.632447,-2.954013,g
-1.441759,25.356185,g
-21.250705,-166.051538,g
8.043644,53.098096,g
-46.27728,-352.990742,g
17.424778,110.804313,g
14.207147,-10.361821,g
-15.491462,6.860134,g
-20.839862,42.247144,g
-22.823233,-88.97926,g
-17.158388,-9.033511,g
-14.787557,32.709953,g
-0.016281,-44.834828,g
23.66501,44.997121,g
19.13691,-49.300228,g
-4.562568,-9.052217,g
-25.617378,91.399628,g
15.822457,-31.988554,g
17.075076,-3.458213,g
-12.183419,37.515008,g
-17.045458,-0.502641,g
23.353761,6.535201,g
15.540479,79.40968,g
4.950721,4.564647,g
34.606029,71.015988,g
-19.06503,-49.773251,g
20.927504,33.826433,g
33.206532,42.112564,g
21.007871,59.092377,g
21.350817,63.013394,g
29.421481,62.359198,g
38.486515,68.261508,g
33.378698,103.933268,g
12.422961,69.983686,g
-14.547668,-44.982052,g
15.328476,-19.475699,g
-26.860817,-212.333841,g
17.813103,140.07372,g
-13.340602,10.584909,g
-32.450491,8.553213,g
-4.227763,-32.054025,g
12.409105,25.791276,g
-4.47943,12.207494,g
-17.258154,-116.834968,g
-10.396115,63.672786,g
-12.905164,-175.282676,g
-15.239622,16.573821,g
-31.93053,78.307922,g
-10.010561,-68.415487,g
-14.896503,11.544119,g
21.698093,41.097409,g
27.747108,-8.33203,g
-5.325537,74.691747,g
-21.524888,23.580313,g
-14.163326,-41.485908,g
23.456644,-47.298324,g
-30.098886,-170.873221,g
59.536648,4.7983,g
26.239877,-95.62462,g
168.172607,323.022972,g
-10.679652,-106.148387,g
25.937288,44.695225,g
-41.716963,-210.387015,g
29.917021,-68.386908,g
-4.310382,-29.100705,g
-3.4932,29.126166,g
41.732898,16.869136,g
31.628633,-15.882386,g
-20.935645,194.468083,g
-3.843767,-33.225584,g
20.67549,51.613382,g
9.887412,5.219708,g
22.377404,14.664928,g
-16.504539,-82.828402,g
23.739662,32.730564,g
-30.634436,-2.72746,g
-46.227397,12.637736,g
-17.901784,-1.856585,g
21.2753,62.071505,g
-16.292882,-11.971242,g
21.018263,-98.46882,g
-20.761747,-13.070402,g
15.220743,31.067449,g
20.301021,48.598055,g
-8.843505,-10.961803,g
16.407024,124.585029,g
-13.295395,108.338392,g
-5.814668,-52.479407,g
30.360079,-64.614502,g
-12.691775,-23.400526,g
-35.169465,22.184973,g
-12.122277,15.432573,g
-20.314011,-14.807129,g
27.474483,28.871209,g
-21.022074,-77.461989,g
-3.056723,-34.123306,g
-0.778557,-46.624902,g
23.956341,-2.636701,g
15.255557,-13.077676,g
-11.881522,39.964994,g
-13.745036,-49.335389,g
27.233035,61.632084,g
30.274862,-4.017665,g
16.890093,-12.970116,g
-23.424082,-86.038411,g
25.999641,32.248881,g
16.804184,18.814229,g
-6.731789,-1.244479,g
-32.432478,-14.861862,g
47.813609,32.219609,g
-23.851206,47.887221,g
21.241698,99.799382,g
25.066932,115.469419,g
28.470932,118.542423,g
-10.959205,25.656522,g
-29.44573,66.542448,g
-8.283706,-24.222904,g
17.060008,20.915206,g
25.377835,-21.606295,g
15.838739,24.633573,g
-5.997399,104.798773,g
27.477254,60.367686,g
12.344846,63.184521,g
9.3723,3.770848,g
-44.02596,-124.817297,g
-7.379402,0.538321,g
-9.663285,-1.894864,g
-40.194664,-62.503998,g
-18.605517,-39.462526,g
19.642842,37.470148,g
15.365889,7.599546,g
-25.707098,-194.233736,g
-6.502465,29.06745,g
22.94084,18.534156,g
-14.205761,-48.138368,g
-9.279116,-14.128685,g
-23.924818,-78.155848,g
-0.930458,141.872801,g
30.461751,97.143802,g
13.379053,105.71676,g
33.274948,35.492839,g
23.551041,95.113492,g
26.640847,67.400159,g
34.732295,36.208003,g
-17.919451,31.988554,g
-12.23486,-36.344661,g
-9.556937,4.426083,g
-11.733259,-34.590613,g
27.389266,-1.913397,g
40.492577,81.473938,g
-9.227674,-5.49649,g
34.365274,51.06207,g
21.779153,138.695527,g
-5.758723,28.688304,g
21.925858,81.370015,g
41.017734,172.795797,g
-8.566896,30.501415,g
23.543074,38.565324,g
18.041214,99.127693,g
-10.0478,-42.052288,g
-9.788685,87.003857,g
28.934255,85.25639,g
-10.729882,-0.413787,g
-6.260151,-159.572628,g
-6.143584,-50.053151,g
21.166007,70.845208,g
8.720356,-41.135341,g
-3.315145,-8.853204,g
-15.324839,4.251492,g
-35.256067,-188.173117,g
22.326655,86.805364,g
-14.981547,79.486583,g
-10.888537,19.552602,g
23.125823,35.564719,g
-4.037757,19.197878,g
-16.265862,75.144331,g
-6.611931,-50.842793,g
3.147483,-2.736813,g
-12.954701,4.235211,g
-15.187141,-17.930017,g
31.217271,-0.87815,g
31.288805,-1.355503,g
-17.771188,40.298933,g
-17.162718,-46.260999,g
21.950973,-28.088148,g
27.334879,71.379199,g
15.344238,-109.022379,g
-7.318434,-18.069274,g
17.138816,-26.116728,g
-4.846625,25.92447,g
-6.272968,7.100023,g
27.93313,164.258692,g
15.847399,4.403566,g
28.252,70.670098,g
-15.884984,10.711868,g
-10.449982,14.893905,g
25.291233,117.247196,g
12.525845,31.607676,g
-15.251054,-39.602129,g
-8.348658,35.066754,g
-17.969508,-40.67756,g
24.429711,17.02935,g
-20.055763,105.18554,g
32.695403,27.827821,g
57.388559,63.038509,g
-10.67411,-18.434736,g
24.389873,73.453157,g
-15.938505,22.401306,g
19.272183,-25.781749,g
-18.82133,-629.045866,g
-11.052216,55.327592,g
-12.562218,-38.833099,g
18.656785,40.423295,g
11.446258,-12.35645,g
-12.192425,-78.575871,g
-6.232958,-30.411002,g
14.61643,1.9806,g
30.163492,-13.884292,g
-5.755778,17.003196,g
15.262139,-160.213141,g
40.200033,89.039536,g
15.864546,70.060416,g
42.389345,36.555452,g
9.469815,2.018359,g
30.167649,34.066495,g
-19.756638,-17.338348,g
-29.20688,-130.794604,g
-4.821856,-1.644063,g
10.82653,-3.227157,g
12.219445,-52.999542,g
35.265247,-14.371172,g
19.612358,75.96082,g
18.284394,89.21863,g
14.658866,14.809381,g
-31.931396,14.684154,g
-3.283449,48.629232,g
23.865062,-12.733864,g
18.681034,43.895017,g
40.784774,16.555461,g
13.052042,22.054203,g
14.777684,23.864023,g
44.318504,167.041751,g
-7.255041,15.735335,g
-22.118808,-29.701207,g
19.593478,7.512944,g
31.896582,26.647428,g
-26.199347,12.634618,g
-5.162377,-11.047366,g
25.0917,66.539676,g
-8.004153,-21.222299,g
-15.106601,-182.714733,g
-11.540828,11.664843,g
-12.947773,8.501079,g
-11.073174,18.293574,g
12.545417,56.490491,g
37.957201,89.571102,g
25.476043,-8.589067,g
23.84497,-6.498828,g
16.059575,-2.8539,g
19.083736,-10.658867,g
50.587315,-148.881198,g
16.373942,-4.431452,g
12.223083,6.875376,g
15.417157,-56.47802,g
-10.721394,54.561679,g
25.213464,5.801331,g
18.883338,5.408848,g
13.470852,11.291066,g
-9.69221,-56.229644,g
35.569049,-80.663338,g
-2.622845,-62.72137,g
25.246199,47.468758,g
-11.953922,-60.906008,g
-13.124615,110.105431,g
-1.309777,77.503038,g
24.66042,27.183845,g
-48.837771,57.661357,g
-24.698525,52.347252,g
29.295907,-9.507746,g
32.958675,66.152736,g
18.54299,53.439137,g
-31.467899,140.589871,g
21.85952,-27.264558,g
-4.728325,30.731604,g
-2.749111,25.80392,g
-8.885767,46.933208,g
-3.545508,-41.124602,g
16.603093,-86.304108,g
47.581341,-13.5145,g
-23.226975,4.378971,g
-8.207496,-87.872653,g
24.856488,41.192845,g
15.023809,-178.930894,g
-5.459078,-9.926903,g
-12.208707,73.428562,g
-11.787818,4.925779,g
-2.798994,-2.388498,g
18.18203,10.266558,g
-4.603098,-14.19433,g
-15.060355,-29.724763,g
-31.180205,-185.057851,g
-9.871824,-23.485397,g
59.483128,24.162802,g
23.422523,46.663527,g
45.400862,52.904799,g
-14.473017,-44.559605,g
-34.497256,-122.597501,g
-9.471027,-67.459222,g
-27.145393,-35.439318,g
27.669685,15.31947,g
-19.548618,117.252565,g
-6.53624,-51.072982,g
14.94985,69.694953,g
46.831017,140.887091,g
42.070475,22.532769,g
-18.761921,4.591493,g
-13.098981,57.35565,g
21.204286,40.378434,g
21.492326,23.210866,g
-16.113961,-36.421911,g
-15.635742,-47.657032,g
-13.820033,-44.586105,g
-25.296429,-2.133021,g
-2.372563,73.401196,g
15.053254,35.516914,g
31.231474,-118.153924,g
55.514134,-110.895246,g
30.622312,101.84147,g
22.029608,69.991134,g
-8.845237,-21.234423,g
-15.13518,7.387716,g
14.201777,44.673228,g
7.928463,43.158722,g
34.124865,39.198215,g
-18.563947,66.6701,g
15.520041,51.290355,g
-11.747288,19.144358,g
27.383723,63.266966,g
-1.563176,-44.767278,g
14.58508,5.847577,g
32.507822,-81.400845,g
-12.063041,-39.910088,g
12.585774,-0.803672,g
18.458985,73.924275,g
23.392905,5.918418,g
14.296521,17.381476,g
-26.762263,12.773702,g
42.410303,-4.598422,g
-15.005622,62.794116,g
-10.547323,-160.12879,g
-13.041303,-29.347696,g
-11.955827,-23.620843,g
32.05212,32.662321,g
-4.692299,14.120891,g
-11.873555,-42.559086,g
23.522289,58.413933,g
36.523236,53.778965,g
-18.427115,-93.933099,g
-1.312375,-5.835799,g
79.213958,-109.385071,g
-1.329176,-3.503419,g
-27.123742,87.661516,g
15.552604,7.724947,g
24.33566,28.994184,g
-7.483672,-13.984578,g
-17.072652,-72.528415,g
-36.527739,-59.392022,g
20.930275,15.699482,g
31.045105,48.044145,g
25.908189,47.61858,g
14.600669,63.006466,g
-8.778207,-105.850128,g
66.240551,-30.9708,g
-1.730492,53.266451,g
-26.334447,16.52619,g
24.946555,-4.869314,g
12.387108,38.186697,g
-23.31375,-174.982685,g
11.955827,-28.930271,g
-4.957129,30.60222,g
23.177957,41.752297,g
-8.079151,-22.443568,g
13.637475,45.624124,g
-12.076205,47.961873,g
-13.712993,-10.328565,g
24.354886,12.354545,g
19.685797,15.919279,g
-23.893987,-10.346925,g
32.914854,80.676848,g
23.595209,34.59962,g
-17.401395,-43.12997,g
24.753431,-106.548491,g
-4.592186,43.964472,g
24.765209,20.202987,g
-8.698359,-83.158011,g
-14.369267,34.874497,g
21.377144,3.957216,g
40.797071,31.325698,g
20.335662,43.603513,g
20.177872,79.064828,g
17.782446,22.426421,g
-11.094998,39.482618,g
14.555635,-5.883257,g
23.770492,-51.321185,g
16.246463,35.763385,g
-11.939373,34.355574,g
21.921874,-121.993015,g
-13.435345,-11.289507,g
30.141148,-71.172393,g
46.786503,51.866261,g
12.488606,-49.843572,g
-17.492328,19.284134,g
-25.565936,-76.282808,g
-2.256169,-58.932856,g
23.236328,-107.831768,g
29.365536,38.376011,g
-20.295825,45.420954,g
4.045031,5.011169,g
-27.382857,8.276778,g
-1.173638,-45.487118,g
19.112661,6.435088,g
28.472317,5.898326,g
-12.763829,0.752403,g
-13.38858,82.58245,g
28.697657,61.603851,g
-20.142365,-123.684189,g
-5.716807,3.934007,g
36.342583,51.748828,g
-1.113016,-8.285611,g
17.291063,67.185904,g
44.286634,-93.49108,g
26.309505,80.04413,g
182.488527,311.264426,g
-13.99116,-14.790848,g
-3.347015,-37.300407,g
-13.284483,-25.292618,g
-16.122449,27.367962,g
-23.234769,-278.313025,g
-1.518662,-51.629836,g
-6.10011,192.587422,g
21.907671,-9.966047,g
1.779163,-19.444002,g
-8.171643,46.186867,g
21.315656,43.028126,g
-29.878569,65.590686,g
-2.944486,27.599017,g
12.605866,2.047977,g
-18.194155,65.071763,g
-4.747032,40.058178,g
27.92828,31.659464,g
-7.84186,24.673237,g
-14.810766,-44.911385,g
17.031429,41.118193,g
-4.789987,-34.665958,g
-18.264303,94.092274,g
16.563775,1.405386,g
48.01037,-95.658568,g
-15.597118,2.53832,g
-7.001469,28.224461,g
-14.496053,-14.907242,g
16.004842,34.461922,g
-8.176319,-12.209053,g
25.735677,138.124297,g
-13.037493,-45.087534,g
-16.503846,-109.090449,g
-20.24906,-122.345487,g
-9.208795,-164.842913,g
-5.502206,22.524801,g
36.137854,42.153094,g
-15.480031,56.713579,g
49.110222,47.035225,g
17.816048,72.039977,g
37.827816,123.730608,g
34.102695,25.582217,g
-9.704507,22.551302,g
-8.473885,-87.826234,g
19.14124,-62.640483,g
-27.320677,-86.889022,g
26.827908,143.529161,g
22.333583,40.528776,g
-8.961804,-42.75169,g
19.234944,34.665611,g
24.566023,-7.447299,g
-14.078282,-1.317225,g
-9.657396,-14.464876,g
-28.444431,100.321422,g
-10.901355,33.479156,g
-5.7802,52.648802,g
-12.906377,-7.817785,g
32.332019,-79.885301,g
36.217009,93.638304,g
40.302051,-210.410918,g
-8.493284,-18.222214,g
24.912433,66.750986,g
25.734811,43.563503,g
-0.785831,9.07023,g
24.484617,-151.96217,g
12.90222,10.186537,g
-13.403995,-40.23554,g
23.949413,73.181398,g
50.62594,-70.214395,g
-13.812586,3.739324,g
-14.159342,21.878227,g
-2.24595,1.60769,g
-43.721639,12.093006,g
-2.261539,61.936232,g
-9.52576,-18.02476,g
-6.368924,-38.819069,g
-7.068153,-17.954265,g
38.61053,-12.612967,g
-17.546021,-69.02898,g
36.123132,93.834372,g
28.827561,38.513362,g
16.332373,34.468331,g
-14.156398,-16.797082,g
-16.036366,87.13376,g
-13.650292,28.328557,g
-16.890613,51.915105,g
13.183505,3.436735,g
-8.219274,77.419034,g
15.306999,34.182023,g
-29.365709,6.877627,g
-32.108411,50.234323,g
16.302582,-30.255637,g
17.036625,9.216416,g
31.724069,226.89779,g
1.023122,157.019066,g
-4.837791,-8.478908,g
16.652802,46.341366,g
-30.790494,-154.90631,g
-13.31618,-29.105035,g
-4.130768,74.688282,g
-6.449811,35.406409,g
-17.956344,-38.041725,g
35.804954,-117.839557,g
18.958335,19.034719,g
-37.471014,-150.910642,g
-15.349781,1.729106,g
-17.862467,9.817264,g
24.326307,87.528148,g
-13.109027,-88.041875,g
19.741222,4.417769,g
-23.434474,28.007781,g
-18.206798,42.835695,g
-17.267854,80.400586,g
17.685798,5.145577,g
2.713084,15.722864,g
20.84731,31.790407,g
-4.707887,15.065032,g
-21.36069,-35.487643,g
-12.927161,91.912835,g
-12.961802,34.192069,g
20.110322,99.597078,g
-22.015925,41.827468,g
23.936249,-2.152246,g
43.966031,75.374348,g
-24.425554,-115.025841,g
-7.939548,77.331565,g
65.538204,-24.684495,g
35.333317,140.996384,g
-29.282397,89.690787,g
