@relation 'magic04-weka.filters.unsupervised.attribute.Remove-R3-5,10'

@attribute fLength numeric
@attribute fWidth numeric
@attribute fAsym numeric
@attribute fM3Long numeric
@attribute fM3Trans numeric
@attribute fAlpha numeric
@attribute class {g,h}

@data
38.5646,19.5065,63.6538,12.5302,-6.9413,8.2142,g
17.6485,10.9792,-0.9245,6.1119,-4.3932,23.7151,g
76.1034,19.6985,52.5659,68.9885,10.5081,1.341,g
44.3036,11.9267,-66.2649,17.0472,7.2818,31.877,g
29.2823,12.9176,28.5025,16.1177,-7.5543,16.868,g
38.5289,26.4492,22.5007,23.0993,-15.6061,0.804,g
20.2358,7.1978,3.9409,-11.5931,-5.4469,7.1029,g
28.6793,7.9675,33.1281,18.8419,-6.2511,36.4032,g
35.904,26.8518,31.3797,33.4534,15.2017,87.6718,g
26.8903,9.4561,-10.2855,12.064,4.3473,20.7532,g
19.1106,16.0598,18.4076,15.3466,9.5807,19.125,g
29.3913,13.5035,-26.9031,-20.9468,9.4631,19.9136,g
24.848,12.0353,-8.3562,7.9139,-8.3771,39.8891,g
73.7512,28.5164,-82.325,60.4878,24.0679,6.3353,g
44.5834,21.4692,-22.7255,-23.874,15.0791,16.8631,g
113.44,27.2173,-66.7016,-27.8434,22.1385,3.685,g
18.2939,10.6387,-25.1535,-6.4843,-2.8062,68.712,g
35.989,11.6932,-35.6725,9.7044,11.5262,16.9615,g
49.1229,24.2545,55.8012,-33.3052,16.6326,30.43,g
88.3871,21.003,-57.0802,73.1872,4.4624,1.8504,g
114.331,44.5018,25.9534,92.939,27.7561,2.109,g
77.7029,24.7773,32.0315,98.5072,-7.858,8.624,g
20.9469,6.4102,-18.3706,-17.1937,6.1023,71.9164,g
48.5562,19.8516,30.2529,46.7231,15.4155,10.529,g
83.4719,36.2252,29.332,80.8385,-25.6948,3.994,g
20.547,12.7599,1.5328,-9.9032,9.2539,15.1457,g
97.4259,56.9767,-127.487,81.796,-33.3058,4.934,g
95.5597,27.2877,95.3006,75.8873,25.3293,0.669,g
51.8528,27.1569,-63.5061,37.7307,-11.6498,0.728,g
75.6241,28.467,13.2103,75.1243,3.1833,4.0898,g
67.5796,28.5328,58.0019,53.0782,-17.3229,2.7859,g
26.8174,21.0559,9.5747,24.1857,20.7562,88.2338,g
32.2964,17.2756,0.5956,-21.3147,6.6299,35.1875,g
97.7222,29.3071,-69.7415,76.7612,-8.0848,3.3807,g
60.5182,13.3571,-4.2781,-58.6154,-9.9993,0.565,g
51.9672,18.3654,40.672,51.5228,4.8777,2.3446,g
35.3852,18.0039,26.9396,26.6055,8.6959,7.802,g
21.2653,7.0229,-24.4647,-9.8968,6.3205,2.5515,g
28.541,9.6103,23.2336,-21.3279,-8.0494,28.3824,g
19.8471,16.338,20.0845,13.9887,12.8509,62.9714,g
26.074,10.1859,-12.0534,-19.2808,-5.1066,2.4234,g
57.7781,19.0184,55.8033,-22.215,-10.893,0.5243,g
30.1299,18.6517,-33.6601,-19.1441,-6.9749,14.4261,g
35.6234,9.6289,38.612,31.4401,-7.1594,18.2432,g
42.6868,19.2865,17.4673,41.7046,10.7413,4.8021,g
95.7802,39.2607,-18.6879,70.0037,-24.2292,8.2692,g
21.1235,6.9854,23.0213,12.2823,-6.2098,74.254,g
27.3842,14.24,-35.5826,11.8423,11.7636,4.756,g
29.5252,20.0901,17.5364,-14.5803,15.7103,19.7036,g
28.0756,10.0967,-0.4728,27.2486,-10.3309,7.463,g
23.8573,21.8826,-1.6833,14.7515,-9.3657,16.4046,g
26.1194,11.9517,16.7088,11.3334,-9.5501,52.28,g
22.985,17.2814,11.631,9.7216,15.4976,9.987,g
55.7695,24.5232,24.4674,52.0204,5.3759,0.554,g
23.9948,16.2368,28.7889,7.0294,-10.8641,28.7838,g
77.9107,28.337,-26.8744,66.8088,-20.8642,1.762,g
27.8575,12.7818,27.2821,15.8826,9.1153,9.754,g
17.4309,11.0903,1.4738,-7.0305,-2.7501,66.1157,g
32.5241,17.8766,-23.1878,-16.3538,14.9415,3.952,g
65.1314,26.0843,-66.5168,32.9514,15.9757,10.7786,g
15.4038,11.6905,-3.3332,-2.0741,8.3079,13.4796,g
18.7081,16.3803,24.4093,-3.8482,16.7391,81.6908,g
35.92,21.2075,-42.8118,-9.3284,-16.3204,5.5489,g
19.5128,16.7005,5.8685,-12.3289,-13.9717,16.367,g
23.1363,13.5366,-22.423,-16.104,-4.1679,3.438,g
71.9841,28.9406,-128.872,55.7758,9.6029,1.9438,g
60.8494,14.083,59.1058,58.7475,-8.632,0.294,g
47.5381,33.4546,-41.9545,-36.2772,26.514,17.858,g
107.572,30.9831,-95.35,65.5541,-23.4075,2.376,g
43.072,12.2106,15.0457,29.089,5.78,0.7536,g
21.1295,6.6819,-20.3231,-15.5071,-6.1868,41.1662,g
27.6075,26.4077,8.1399,20.4556,-14.8525,31.557,g
42.7816,16.8095,-23.6508,-32.4638,5.703,12.88,g
21.5372,15.7724,11.7702,14.5723,-8.1782,5.69,g
48.0175,32.658,6.1968,37.0195,23.5773,8.7025,g
58.8813,27.5643,23.5287,-29.2176,-6.3803,6.402,g
22.1436,17.8129,16.2603,17.3968,-13.3663,14.469,g
55.6748,22.1855,-44.8512,-24.9746,10.1152,4.6566,g
16.5737,11.4093,2.8231,-7.2764,5.7233,45.9059,g
67.7017,22.1684,-108.554,-22.7384,6.8237,1.7861,g
42.6022,16.2177,5.828,-20.4591,7.5307,9.8372,g
20.2427,6.8375,19.657,15.0587,-5.3686,22.9125,g
37.2558,17.8501,18.8022,37.3022,13.4788,14.8817,g
61.2538,48.2495,43.2478,45.3327,37.8267,14.4978,g
46.5503,21.7313,56.6296,42.9528,21.9683,18.7204,g
90.4566,31.4576,-19.5713,55.2011,18.8074,0.3742,g
56.4198,16.7197,9.1619,47.8684,11.5413,3.093,g
87.5301,36.5059,-6.5876,75.0056,-19.5678,0.0204,g
28.4409,20.246,6.2512,17.6182,7.2573,3.397,g
42.1493,15.5688,49.308,30.3502,12.5711,5.9184,g
20.7835,7.1998,-0.2625,4.9374,-6.0148,64.912,g
70.6423,20.3857,29.5091,70.0259,18.0326,8.94,g
46.2076,23.1547,13.6893,28.5121,-10.8417,1.516,g
35.2888,13.8337,-48.2752,-11.1339,-9.2587,7.108,g
25.235,18.4194,-20.4038,-8.6552,3.845,40.5095,g
60.8563,13.4122,-105.335,56.3916,-10.6983,7.8933,g
22.231,11.8873,26.0955,10.6926,-7.5324,25.929,g
28.2159,21.5931,-1.6912,25.4457,7.3605,33.437,g
23.7486,14.3036,7.857,13.3769,-6.3338,41.11,g
18.8496,16.1203,19.557,18.7867,-9.781,25.809,g
49.0913,32.9026,-21.5165,42.5905,-13.9013,7.0683,g
41.3581,22.8099,-8.2096,35.6078,13.5722,13.988,g
42.2236,19.9761,42.4658,33.2289,-12.7014,4.262,g
30.3122,20.5216,3.5422,-18.4012,11.988,2.2899,g
30.2441,25.8384,-9.0967,-32.5838,10.7054,75.1662,g
24.5528,14.5928,0.1998,20.031,-10.3742,37.199,g
55.1999,17.4642,50.9644,39.6746,-8.2674,1.676,g
74.9208,32.2449,-17.9397,-48.9905,9.5949,1.408,g
20.532,18.6601,29.2223,-12.2598,-7.5688,37.6012,g
48.1898,20.6604,16.2778,32.2888,-10.8913,2.971,g
90.3339,41.3571,29.7285,-43.3006,-34.2388,2.816,g
46.2936,24.4211,27.1226,43.1121,6.4114,1.192,g
15.8344,11.8559,-1.4905,4.782,-4.4923,46.6386,g
18.5095,11.5116,12.2497,18.7466,-8.7502,58.5288,g
44.6257,17.3928,10.046,36.8161,13.2095,19.3827,g
91.3695,49.0157,13.0407,92.4796,25.3998,1.9148,g
66.6014,23.7963,-18.5514,16.4082,-13.546,2.4355,g
21.295,16.3565,-11.1212,10.2831,-11.6914,12.4043,g
20.1456,7.3238,1.5817,-8.3371,5.4492,12.621,g
25.7066,14.1612,3.4381,19.4335,-5.115,84.4922,g
106.671,17.5314,59.4518,114.134,11.3232,11.7482,g
38.6408,16.3194,17.1576,14.2359,8.4875,5.6601,g
34.9412,24.3793,32.5757,-23.1328,-14.5903,5.6692,g
37.3728,17.1148,-10.6577,-26.2855,10.301,1.006,g
25.3484,23.7798,-9.2368,-21.3467,6.1731,73.19,g
82.4094,21.5765,57.958,76.3281,-17.1337,0.617,g
78.9104,21.9894,-51.3045,57.268,6.5612,2.556,g
53.2494,30.1739,51.8209,44.1646,-15.4511,2.9517,g
19.7891,12.9889,14.568,5.0107,3.8875,10.139,g
68.619,13.7645,18.6779,57.7698,5.6543,1.9636,g
81.7537,22.9181,-26.1529,-66.9286,-11.1344,0.2053,g
49.2676,22.2474,25.538,47.5608,-9.1138,0.0549,g
43.394,14.3798,17.1142,34.0807,11.7271,13.603,g
28.1836,21.694,16.1311,22.3198,17.4113,45.4106,g
50.6455,29.5536,-67.0514,44.6014,-22.4322,19.0501,g
69.0711,29.571,-105.215,-35.5293,-12.5814,5.7152,g
27.1715,11.2034,8.3899,12.9854,-6.8132,1.61,g
41.2491,18.3478,-21.6092,-17.9181,-13.2604,7.7318,g
39.0441,27.4169,31.4041,26.4831,-14.8493,25.577,g
89.5962,21.532,-48.1244,-104.224,-13.1465,7.4382,g
32.9178,18.5352,-10.6214,-25.9902,7.8666,7.387,g
21.8432,10.8657,16.4396,18.7293,-7.7056,5.646,g
29.3911,15.9442,2.1929,-21.295,13.5689,7.845,g
21.4329,9.5412,3.145,-15.0393,10.0636,20.7,g
27.3062,10.5344,26.5772,22.586,-8.2512,22.5743,g
68.9226,18.0087,32.6801,80.313,11.3891,9.7906,g
102.45,27.5832,-166.114,79.8849,23.9538,9.451,g
24.5779,18.5496,-7.833,-16.6159,-8.6485,6.3722,g
28.5512,12.9598,-3.5697,17.4463,6.6037,2.4627,g
43.516,27.127,-20.0589,7.6962,23.3337,7.658,g
66.8274,21.7998,68.8418,36.3902,17.3318,7.5468,g
34.3277,16.6392,39.4106,13.5345,13.3243,16.762,g
35.7062,19.2807,52.2812,19.3887,-12.6915,0.762,g
34.5555,17.7096,49.0681,-12.1401,13.305,8.284,g
51.5423,17.1957,40.8689,46.7289,-12.3993,37.141,g
25.8925,15.612,27.8147,18.0106,10.1931,17.314,g
48.9754,20.5578,13.1907,27.6571,-11.5802,1.66,g
20.8527,10.668,5.6259,-17.1923,7.5715,85.4703,g
52.5166,20.297,-33.5491,11.4628,-15.1208,1.737,g
23.315,0,0,0,-9.5652,22.0884,g
58.0284,18.9179,23.5279,52.4075,10.9606,4.187,g
19.6734,18.7298,-7.2619,-12.5052,-12.226,6.501,g
18.4436,7.4467,-2.4165,6.7794,1.8321,88.0294,g
27.3841,16.5037,36.6823,17.1568,-8.2152,16.37,g
55.7401,24.7534,45.2539,47.6811,14.87,1.7908,g
18.3186,10.3349,-21.8067,-11.3213,-4.3641,50.4492,g
43.7649,28.1242,-4.5542,34.3054,9.9509,17.3602,g
26.5702,14.7651,3.6868,22.1802,9.6575,45.9686,g
34.7943,21.5846,-8.1357,14.9949,-15.5638,42.3246,g
42.6783,12.2273,41.9312,23.9444,6.8694,3.129,g
17.5793,15.5771,-1.1812,-12.0557,-15.5147,62.1191,g
17.6563,10.8055,-22.46,-9.8571,3.9711,72.368,g
19.1333,12.7595,4.386,-12.6953,-9.212,33.7292,g
94.9225,28.2406,-12.1856,55.1122,10.2235,2.3428,g
22.1689,12.4471,-1.451,10.7877,9.1109,45.8014,g
24.5739,10.4502,-7.3166,-18.4169,7.4281,11.283,g
80.3783,36.2917,6.4918,46.6059,-28.4729,0.123,g
44.9886,24.3943,-10.3096,39.0961,15.22,6.065,g
12.736,11.623,15.5365,-8.7997,-9.7077,16.144,g
54.9218,12.7197,-6.127,-49.7117,-5.4493,6.312,g
97.0464,12.2902,-122.373,84.5137,3.9472,30.297,g
27.3576,10.0167,15.5782,19.5226,5.0151,59.4668,g
16.0964,10.9584,4.0339,-4.5897,8.8141,84.2938,g
57.627,27.978,-59.7222,43.8752,-19.7095,3.366,g
23.5264,9.8446,31.3933,-15.0454,-9.7726,11.2824,g
36.1281,11.0465,18.0625,30.0814,-8.6113,10.5725,g
21.7632,12.4786,28.7016,-8.0145,4.391,26.131,g
21.0426,10.2196,-5.7606,16.9883,10.1976,14.5078,g
30.4837,17.4756,-30.0794,-5.7384,11.8032,21.1876,g
29.114,18.1634,8.9725,21.0902,-12.0594,19.0682,g
52.5731,20.4082,31.586,50.7135,14.2752,10.364,g
69.0182,17.9498,-12.7302,50.8668,8.4063,7.312,g
13.7784,9.4179,-14.6666,-4.6403,11.659,42.5529,g
22.3943,19.3554,-1.6894,-20.0166,-14.6051,55.884,g
30.6543,20.541,17.8194,21.1195,-8.0913,42.632,g
26.2348,13.4231,11.3928,14.849,13.3223,14.1872,g
18.0929,7.4076,-3.0435,6.3958,-3.6485,6.1193,g
45.5945,21.2593,-19.4628,-32.9385,6.9607,9.0222,g
58.2616,13.6449,14.6003,64.8371,5.4078,5.4939,g
19.0237,12.7709,13.464,13.4941,8.1203,41.866,g
19.9501,7.3538,-1.7329,8.3658,5.2361,4.317,g
59.4146,21.6014,-3.8691,55.3593,-11.9678,2.236,g
16.7571,11.1616,1.0378,-4.8525,7.3821,71.177,g
38.6516,19.3449,27.6378,33.3437,-16.3988,41.605,g
101.25,24.022,-43.493,114.461,-6.8962,10.965,g
89.9165,35.2407,-15.8605,-53.0078,-12.4408,2.755,g
65.7368,32.8299,83.0276,49.2726,-24.2423,11.6143,g
102.584,37.8894,103.569,85.3717,22.6898,2.2189,g
23.4293,15.0895,10.2046,17.1517,-5.1196,15.311,g
12.6909,11.6845,-15.7631,9.6199,-5.1042,7.208,g
53.1157,25.7168,38.8296,40.4022,-19.4141,2.73,g
78.8116,28.7278,-19.3556,72.7752,-18.0107,2.442,g
62.0635,17.3895,71.2981,52.4938,-11.1993,3.9526,g
53.2086,22.5457,-7.5763,24.0831,-14.1456,10.5073,g
13.3786,10.4786,-14.9499,-1.9838,11.9014,77.826,g
16.1931,11.1654,4.8248,-6.9421,-8.1622,56.5349,g
39.5991,29.3927,-1.9512,17.624,15.9953,1.0378,g
21.434,14.7528,-33.9448,17.357,-6.2743,10.066,g
29.6494,19.0756,-23.3405,-17.8804,14.3759,3.2425,g
35.3685,25.5231,2.0661,24.007,-7.1707,6.862,g
71.8916,32.0685,-39.9444,57.9611,26.3802,4.088,g
38.5541,12.5228,20.0958,35.2245,-5.088,3.055,g
72.6176,17.1847,28.4387,65.415,-15.1871,6.9791,g
43.3106,17.2934,15.6075,38.7788,10.4531,12.2655,g
33.0715,18.5809,-40.8824,-15.001,-11.942,11.083,g
26.8718,10.8443,4.5245,21.7144,11.0975,14.5319,g
17.9289,15.7445,19.2617,17.7937,6.3273,79.598,g
32.4915,9.5923,4.226,-18.3771,-11.3673,8.249,g
42.2472,17.7531,-8.9215,19.1124,-7.6275,0.8358,g
43.1787,22.7382,49.4408,34.1506,-12.3755,15.4188,g
81.6259,33.2622,-31.7561,71.2656,-24.3374,3.1589,g
84.2514,30.6098,69.1656,58.2115,22.4562,11.124,g
31.7847,27.1539,14.9426,-22.2961,-22.7852,10.4772,g
32.3022,14.8135,40.9266,23.3847,12.326,10.836,g
71.4229,38.2364,27.5632,-34.8287,-17.9037,7.078,g
21.4143,6.4432,19.5691,16.5974,-6.3612,81.9378,g
15.1324,12.0507,-1.3385,-2.3146,7.2689,21.428,g
82.0238,33.5661,-110.142,38.7392,-21.3873,10.998,g
18.8093,13.7669,-9.3016,17.572,-6.1703,55.1624,g
28.733,16.4655,19.9484,16.9077,-11.1605,11.8961,g
43.6201,21.6976,18.5453,29.2634,10.5583,5.9851,g
31.1073,14.7015,5.0301,-10.4508,8.9168,22.259,g
39.0712,26.9637,17.4869,31.1031,20.494,41.2088,g
31.1459,19.0017,14.5192,26.1452,16.4486,62.781,g
58.8451,25.102,-72.5716,35.798,-21.1061,0.5904,g
73.3751,18.7552,29.7056,-64.8671,-14.5056,11.261,g
14.9201,11.6836,1.9795,5.2565,-9.1396,29.1403,g
34.9077,21.9432,37.3566,27.3424,-6.7122,19.1787,g
87.7575,39.433,-38.4877,69.0485,14.0213,1.2098,g
25.675,11.1599,22.1985,-17.4557,-9.8782,19.392,g
58.8122,21.2939,-31.7494,33.4102,17.4285,1.4238,g
64.5569,12.6296,41.4269,66.4731,1.7769,1.1676,g
26.3494,10.2292,10.4962,21.1357,3.9297,43.723,g
20.4962,7.2066,-2.7703,10.5577,-5.7447,58.679,g
73.1913,27.9445,4.7674,38.6748,29.0025,0.7768,g
23.1207,14.0498,3.982,14.7351,-6.5502,22.208,g
29.0428,12.1783,-34.4635,-24.0117,9.5604,11.474,g
70.69,20.5861,-88.0805,37.3382,-10.6598,1.638,g
41.3125,23.0867,47.4051,17.0944,-13.9333,2.1898,g
38.3052,9.9404,36.1565,34.3164,6.2768,29.98,g
131.375,53.1102,-122.72,35.9315,-29.4666,4.2249,g
48.5758,14.6584,-1.0564,20.484,10.1976,3.4252,g
19.0142,8.8881,-17.8566,-15.6116,4.954,29.1631,g
24.5426,17.3565,18.7365,17.7184,12.8455,12.869,g
25.6508,15.2966,-21.2081,16.4879,12.4784,64.2235,g
37.9632,24.1878,37.7066,19.804,14.8819,1.7101,g
12.9432,11.2194,14.6779,-7.1385,10.3084,89.7459,g
24.8332,15.6621,5.8766,17.1802,9.8723,4.833,g
38.0775,17.4715,23.4438,30.6531,-11.8013,20.797,g
12.6191,11.8,-16.0483,9.8061,7.5212,81.1099,g
60.6227,24.2893,-48.8816,-36.1043,18.4195,12.113,g
48.6307,22.8507,48.98,42.1381,10.5273,6.54,g
25.6437,10.2737,32.4709,20.2804,6.9712,13.6579,g
101.886,59.174,71.7493,75.7796,-44.7951,3.4479,g
121.718,44.5867,-117.108,101.347,19.4415,1.542,g
17.9263,10.6429,-2.1462,8.1116,6.1012,52.3308,g
21.3241,10.3572,-4.2531,16.4367,8.393,40.3954,g
98.2129,28.3077,-71.694,65.1911,24.174,4.1168,g
46.9391,17.3862,20.9516,34.8408,-4.2699,0.8525,g
17.9549,10.6737,0.89,-6.0434,6.0658,6.7579,g
21.2877,10.0994,5.3474,-16.8421,-10.2674,8.167,g
23.9122,22.0406,22.0462,17.1313,8.2438,10.4948,g
87.8596,25.2067,-154.177,72.4491,15.946,4.4324,g
41.6067,10.5486,-7.2166,-31.2745,-5.2903,8.17,g
38.2553,10.8926,40.9734,34.4629,-10.3535,1.2447,g
19.5513,8.981,-1.6922,12.6414,-9.3105,9.757,g
37.6126,24.7107,37.7055,31.8129,-7.1475,6.2998,g
42.6788,15.0374,56.0428,-23.9302,3.407,1.891,g
93.9291,32.9969,-2.8685,52.7196,11.4425,0.034,g
93.1431,30.2204,-70.4895,87.663,16.6479,0.4777,g
75.4579,23.318,34.7362,71.8543,-15.5098,3.952,g
63.9494,21.9903,-58.7422,61.6217,14.8788,2.881,g
25.622,16.4937,11.0943,16.431,10.7671,0.632,g
58.3208,25.9922,-57.0671,32.3796,14.3932,3.4996,g
23.1882,14.8885,-10.4881,9.837,13.4023,9.004,g
46.9609,24.6372,43.7176,28.8646,-9.4719,5.775,g
20.3262,10.5335,7.1802,-17.3823,-10.1526,30.898,g
19.8544,7.3932,-0.1663,3.7607,-5.1641,2.602,g
33.5948,21.3124,-28.0882,-12.249,-16.3479,29.3634,g
90.6778,28.9011,-32.6637,65.3082,-22.2346,2.94,g
64.949,24.887,44.573,67.3379,-5.5622,0.76,g
30.4034,19.9899,10.5352,-14.8259,11.9969,52.828,g
13.026,10.224,12.2571,6.89,8.8261,51.8466,g
27.0941,19.6335,-8.1922,-14.6973,-10.997,22.48,g
66.9964,25.7797,13.9634,75.1109,11.1968,3.197,g
24.0688,16.5052,9.2041,22.983,-14.9769,33.4211,g
23.4507,17.3464,23.2373,-13.2151,6.3376,3.393,g
104.604,43.6324,4.5666,28.4395,31.7044,4.314,g
85.6655,29.214,-17.9937,72.369,-21.5545,1.8868,g
86.3312,18.5662,52.3208,85.3566,7.453,7.6904,g
12.5018,11.9624,-16.3445,9.7832,-9.1553,23.711,g
23.2866,10.5569,33.0043,-17.3124,8.7295,33.307,g
31.4518,11.8114,-15.7508,-9.0566,-11.3927,14.1671,g
61.0835,21.8459,42.0657,31.3106,-12.4707,12.079,g
20.9599,7.1434,-0.8805,7.5419,-6.136,27.138,g
15.1951,12.0624,-1.3331,1.2266,-6.8433,63.395,g
20.2097,16.0145,19.521,14.0185,-8.0444,66.05,g
21.111,6.3501,-18.4059,-17.361,6.2086,39.389,g
25.8419,18.5717,25.4122,17.9303,5.4656,1.8424,g
33.1261,12.8237,20.462,20.455,-11.036,1.3049,g
86.3172,27.7342,-72.2713,-53.3688,21.552,0.897,g
15.2955,11.9972,-1.0415,1.6615,7.1066,54.997,g
44.5086,20.5797,33.0862,-22.8515,11.0685,11.329,g
12.8462,11.4618,-15.1677,7.1055,-11.115,60.268,g
47.0181,16.2809,38.7534,32.2463,-8.6135,5.59,g
78.7682,28.2616,44.0772,72.1661,-12.829,2.3175,g
20.9751,15.7055,1.5115,-12.9013,5.6286,11.757,g
18.3861,10.3691,-22.1874,-11.0277,1.9842,4.135,g
40.3332,14.9522,46.0558,12.6039,4.996,5.2049,g
33.7304,16.1715,23.1036,30.4307,-13.1286,10.213,g
101.301,21.5306,93.7526,76.9919,-15.8726,2.349,g
81.805,21.9195,-100.882,-38.8638,9.2331,3.38,g
20.5279,7.2627,0.4696,-5.8225,5.8149,63.637,g
112.412,22.4074,-70.2517,39.0389,15.2346,1.949,g
27.699,18.3458,18.7839,26.1077,9.2445,36.5252,g
63.4558,23.6207,69.7127,27.8829,-5.1909,2.8194,g
31.7098,13.2999,39.1792,16.9093,-6.5925,6.187,g
53.6984,15.966,-38.3537,-54.9822,-12.1759,68.073,g
21.5431,16.1505,9.0911,8.7649,-13.45,45.808,g
40.0986,16.2256,22.6936,27.223,9.7016,0.805,g
22.5428,12.7271,14.0574,15.4765,-9.0181,12.1643,g
12.9396,11.0653,14.138,-7.2703,0.4439,72.53,g
59.9876,13.9983,62.5592,38.9739,-4.326,5.453,g
24.5279,16.6189,23.8858,24.4522,-4.0409,34.5922,g
23.6271,10.4282,12.0872,20.3787,8.4867,62.979,g
26.2244,13.1076,10.4659,14.4842,-9.4439,4.845,g
35.1271,10.2434,46.9723,10.7028,-4.7189,1.0485,g
104.511,26.9024,72.1124,86.6275,-21.7557,2.425,g
22.4147,22.2679,-17.5432,-13.6009,13.6712,6.572,g
18.6659,12.8139,14.9275,12.6605,7.719,71.0923,g
25.8842,18.8781,14.2467,-17.4503,-12.7256,23.417,g
30.3031,11.8554,14.9382,-21.9329,-6.1281,0.274,g
29.0658,12.5468,16.9941,24.7784,-11.5755,8.953,g
18.142,10.6907,-0.7682,6.0744,4.7684,42.849,g
17.7811,15.1024,-7.63,15.6498,11.8488,30.4737,g
55.7912,20.7167,60.7298,31.254,14.2229,2.106,g
45.4644,28.662,55.9499,26.4065,24.0769,4.5248,g
20.1638,12.7267,-19.1572,-6.4733,6.7455,11.655,g
36.833,11.2362,-16.4107,-26.9328,11.2503,8.762,g
78.3975,24.4927,-31.0494,66.2589,13.1843,0.2485,g
112.238,33.4058,7.8799,-91.4841,33.5943,0.9466,g
22.33,9.9609,-3.6983,16.3181,-10.0558,2,g
58.4314,23.3716,11.794,27.2121,-12.8659,5.406,g
25.1224,14.8738,15.5051,10.4656,-9.0549,5.0428,g
47.2834,29.8914,15.9951,45.4149,16.4816,18.205,g
24.8552,14.2801,14.5513,16.8101,-11.6876,19.1574,g
12.7464,11.5868,15.4984,-9.2905,-6.5841,69.4336,g
21.1657,7.0827,25.4296,7.0017,-6.2694,89.7028,g
21.6549,9.4121,-4.7014,16.2045,-10.7003,53.7691,g
61.4574,18.204,34.2738,60.2148,-16.7752,5.6897,g
29.549,14.1175,37.1775,19.8095,-8.8034,0.9098,g
85.889,28.6696,25.0748,-37.7939,23.3276,8.2632,g
21.1752,8.9576,-3.2264,14.4882,10.4339,60.3018,g
64.5788,21.3742,55.9987,51.3954,-12.4164,0.209,g
31.3696,13.9325,19.6341,21.9052,-12.0297,1.156,g
41.2574,26.6586,24.8671,32.32,9.4478,15.4434,g
16.3377,11.5525,0.7217,-4.1123,-6.5363,44.277,g
22.7269,10.0862,31.189,-15.109,8.3771,8.681,g
67.1152,35.1811,-33.559,58.7425,7.8771,40.61,g
40.3914,9.2676,17.3203,34.0171,-9.2817,1.0037,g
23.7753,0,0,0,-12.3998,38.308,g
22.7566,11.795,23.1034,16.5853,-9.3735,43.3032,g
32.434,14.59,14.4526,28.4215,5.4962,59.4695,g
25.9214,14.0449,4.897,20.1408,6.2421,9.6072,g
80.9257,38.4425,85.3075,77.3778,29.3542,3.9366,g
36.6414,22.8376,-34.0169,19.0872,13.8846,15.9992,g
29.9867,11.4642,16.6817,24.9784,5.2365,2.593,g
30.7094,15.7963,4.3435,16.9828,-14.1763,3.388,g
103.501,20.0835,93.077,57.4977,13.8904,3.679,g
50.7843,17.0186,46.0079,39.3826,8.6514,4.89,g
103.582,30.2095,-36.0433,50.7284,5.567,2.3493,g
56.0543,21.6876,59.9613,49.8029,15.489,6.696,g
66.0531,47.6012,6.0286,51.2048,25.0804,19.589,g
50.8922,27.031,18.1722,-8.3297,-25.53,11.901,g
57.3144,31.6497,-3.4753,41.3508,-29.3916,29.3674,g
26.6921,22.1137,10.6669,11.5049,-19.1834,2.96,g
28.4384,12.8778,12.6578,14.7329,-8.1179,54.7663,g
23.2215,12.8403,-28.8316,11.9236,9.0575,4.861,g
24.2462,19.1157,2.7627,16.4395,-6.85,25.7863,g
54.4075,27.4901,26.9251,58.4949,-18.4373,65.913,g
24.7122,16.1387,27.2902,21.3231,15.989,33.725,g
40.6665,18.1613,12.6951,34.6532,-12.2557,13.2776,g
23.4599,14.4053,5.8943,18.4407,-11.2762,14.3269,g
24.1505,17.3063,15.5951,20.3891,10.5275,30.271,g
18.6233,12.6685,-14.3172,-14.9123,-3.1822,85.5581,g
85.028,26.4405,-36.4167,56.3023,-17.8439,1.323,g
31.7928,15.0291,-4.5804,23.1162,-9.7153,2.765,g
41.1662,12.2269,-15.7982,-25.8186,10.6364,0.1056,g
20.6376,7.2364,0.4506,-5.8171,-5.9033,46.992,g
54.7437,23.6799,11.2361,54.6158,-11.5118,0.267,g
24.1415,14.376,38.1971,-16.0301,12.6463,13.846,g
42.8336,11.395,18.8068,28.8359,6.8468,9.9089,g
27.0722,23.0282,-9.724,16.309,15.0269,17.847,g
24.3133,10.2983,8.363,16.6826,-6.5193,1.8092,g
57.4269,20.2649,64.8393,48.4879,14.5873,9.716,g
19.0389,9.9673,-22.2049,-11.7216,-2.8585,5.6753,g
25.1407,10.8048,4.0279,17.9199,10.9738,2.4381,g
94.8313,49.7996,15.8057,93.8261,47.0831,26.0542,g
30.3852,18.483,-33.9009,-18.1427,-7.3238,66.1224,g
21.8676,15.3845,25.4564,13.5299,3.9643,17.2981,g
25.0633,14.4022,-8.942,-12.538,13.0439,16.183,g
38.439,15.0891,38.5114,33.4627,11.102,16.4293,g
25.3374,19.6763,-1.3407,20.1489,-8.5206,6.733,g
104.692,21.2871,-37.8435,-108.745,20.0204,10.285,g
53.5519,15.0304,-59.4158,-27.6305,10.7953,3.1493,g
21.7089,14.8872,-24.4015,-7.3236,-10.3151,3.465,g
39.9087,17.1227,27.7499,34.8366,-8.4203,40.603,g
32.4073,12.1866,6.3835,-18.1105,-6.7483,9.6339,g
26.394,12.821,-1.3667,13.9258,8.751,14.961,g
35.8045,19.4481,15.8558,16.5774,-10.198,4.8668,g
41.455,19.2273,27.7404,30.6491,-10.9301,15.3576,g
41.9629,17.1655,-37.8286,-21.24,15.7544,12.001,g
