,cross_val_acc,training_acc,test_acc,train_size,n_estimators,learning_rate,algorithm
334,0.8651716901766306,1.0,0.8710129688047669,7988,120,1.0,SAMME
335,0.8611941060440408,1.0,0.8666316158429723,6657,120,1.0,SAMME
336,0.8542674360239314,1.0,0.8645285664213109,5325,120,1.0,SAMME
337,0.8547725563909774,1.0,0.8666316158429723,3994,120,1.0,SAMME
338,0.8350872490795469,1.0,0.861198738170347,2662,120,1.0,SAMME
339,0.8346906592323504,1.0,0.8487556957588503,1331,120,1.0,SAMME
340,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,120,10.0,SAMME
341,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,120,10.0,SAMME
342,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,120,10.0,SAMME
343,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,120,10.0,SAMME
344,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,120,10.0,SAMME
345,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,120,10.0,SAMME
346,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,120,10.0,SAMME
347,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,120,10.0,SAMME
348,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,120,10.0,SAMME
349,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,120,10.0,SAMME
350,0.8452758071543043,0.9196334685293676,0.8568173852085524,13314,135,0.001,SAMME
351,0.8450994916464889,0.9217993657152396,0.8538380651945321,11982,135,0.001,SAMME
352,0.8419867979626924,0.920101398929678,0.8503329828250964,10651,135,0.001,SAMME
353,0.8371052849826874,0.9231677218585685,0.8492814581142657,9319,135,0.001,SAMME
354,0.8382570945511463,0.9306459689534301,0.8445495969155276,7988,135,0.001,SAMME
355,0.8370065003514329,0.9387111311401533,0.8429723098492815,6657,135,0.001,SAMME
356,0.825345289206686,0.9357746478873239,0.8363126533473537,5325,135,0.001,SAMME
357,0.8184718045112783,0.9499248873309964,0.8354363827549948,3994,135,0.001,SAMME
358,0.8095459098026492,0.9504132231404959,0.8228180862250263,2662,135,0.001,SAMME
359,0.7843654079017769,0.9849737039819685,0.8003855590606379,1331,135,0.001,SAMME
360,0.8630770878957694,0.9414901607330629,0.8729407641079565,13314,135,0.01,SAMME
361,0.862041893564615,0.9458354197963612,0.8734665264633719,11982,135,0.01,SAMME
362,0.8589780057491172,0.9465777861233687,0.8710129688047669,10651,135,0.01,SAMME
363,0.8550269651376823,0.9503165575705548,0.870136698212408,9319,135,0.01,SAMME
364,0.8594122979538961,0.9556835252879319,0.8659305993690851,7988,135,0.01,SAMME
365,0.8505316399139801,0.9669520805167493,0.8640028040658956,6657,135,0.01,SAMME
366,0.8401855638620903,0.9769014084507043,0.8533123028391167,5325,135,0.01,SAMME
367,0.835749373433584,0.9832248372558838,0.8517350157728707,3994,135,0.01,SAMME
368,0.8230748070927788,0.9939894815927873,0.8378899404135998,2662,135,0.01,SAMME
369,0.8046436315507872,1.0,0.810900806168945,1331,135,0.01,SAMME
370,0.8694618812616287,0.9693555655700766,0.8774973711882229,13314,135,0.1,SAMME
371,0.8694707331234571,0.9732098147220831,0.8727655099894848,11982,135,0.1,SAMME
372,0.8660203042845482,0.9753074828654587,0.8717139852786541,10651,135,0.1,SAMME
373,0.8616797288051254,0.9819723146260328,0.8713634770417105,9319,135,0.1,SAMME
374,0.8646709075567516,0.9882323485227842,0.8704872064493515,7988,135,0.1,SAMME
375,0.8569900148195059,0.993089980471684,0.8622502628811777,6657,135,0.1,SAMME
376,0.8510723016218504,0.9992488262910798,0.8576936558009113,5325,135,0.1,SAMME
377,0.850516917293233,1.0,0.8647038205397827,3994,135,0.1,SAMME
378,0.8260745672812424,1.0,0.8519102698913424,2662,135,0.1,SAMME
379,0.8309425248514545,1.0,0.8249211356466877,1331,135,0.1,SAMME
380,0.8744183588978188,1.0,0.8745180511742026,13314,135,1.0,SAMME
381,0.8723903893199815,1.0,0.8757448300035051,11982,135,1.0,SAMME
382,0.8713715799842922,1.0,0.8706624605678234,10651,135,1.0,SAMME
383,0.8654350360187892,1.0,0.8729407641079565,9319,135,1.0,SAMME
384,0.8683004444779032,1.0,0.8713634770417105,7988,135,1.0,SAMME
385,0.8643519992541305,1.0,0.8673326323168594,6657,135,1.0,SAMME
386,0.8578355151149815,1.0,0.8662811076060287,5325,135,1.0,SAMME
387,0.8582750626566416,1.0,0.8650543287767263,3994,135,1.0,SAMME
388,0.8335912482895795,1.0,0.8540133193130038,2662,135,1.0,SAMME
389,0.8324688124806399,1.0,0.8513845075359271,1331,135,1.0,SAMME
390,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,135,10.0,SAMME
391,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,135,10.0,SAMME
392,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,135,10.0,SAMME
393,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,135,10.0,SAMME
394,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,135,10.0,SAMME
395,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,135,10.0,SAMME
396,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,135,10.0,SAMME
397,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,135,10.0,SAMME
398,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,135,10.0,SAMME
399,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,135,10.0,SAMME
400,0.847979919855298,0.9201592308847829,0.8566421310900806,13314,150,0.001,SAMME
401,0.845182685627004,0.9228843264897346,0.8545390816684192,11982,150,0.001,SAMME
402,0.8429250599368308,0.9210402779081777,0.8520855240098142,10651,150,0.001,SAMME
403,0.8383933569695838,0.9250992595772078,0.8515597616543988,9319,150,0.001,SAMME
404,0.8392583461156018,0.9307711567351027,0.8464773922187171,7988,150,0.001,SAMME
405,0.8349045110593609,0.939462220219318,0.8424465474938662,6657,150,0.001,SAMME
406,0.8275982824964003,0.9363380281690141,0.8373641780581844,5325,150,0.001,SAMME
407,0.8217286967418547,0.9511767651477215,0.8382404486505433,3994,150,0.001,SAMME
408,0.8084209115659693,0.9530428249436514,0.8242201191728006,2662,150,0.001,SAMME
409,0.7873729266987695,0.98572501878287,0.7963547143357869,1331,150,0.001,SAMME
410,0.8605984822968091,0.9444194081418056,0.8722397476340694,13314,150,0.01,SAMME
411,0.8601219575021478,0.9459188783174762,0.8720644935155977,11982,150,0.01,SAMME
412,0.8608563372441959,0.951553844709417,0.8696109358569927,10651,150,0.01,SAMME
413,0.8554562648734446,0.9538577100547269,0.868559411146162,9319,150,0.01,SAMME
414,0.8576594803654946,0.9579369053580371,0.8659305993690851,7988,150,0.01,SAMME
415,0.8488782947547628,0.9710079615442392,0.8643533123028391,6657,150,0.01,SAMME
416,0.8414980031931162,0.9802816901408451,0.8552400981423064,5325,150,0.01,SAMME
417,0.8332437343358396,0.9864797195793691,0.8513845075359271,3994,150,0.01,SAMME
418,0.8211951078446585,0.9939894815927873,0.8427970557308097,2662,150,0.01,SAMME
419,0.8053926952211992,1.0,0.8159831756046267,1331,150,0.01,SAMME
420,0.8684100968394765,0.9683791497671624,0.8760953382404486,13314,150,0.1,SAMME
421,0.868301561819045,0.972375229510933,0.8736417805818437,11982,150,0.1,SAMME
422,0.8654559100323708,0.9781241198009577,0.8689099193831055,10651,150,0.1,SAMME
423,0.8646842510234313,0.9852988518081339,0.8718892393971258,9319,150,0.1,SAMME
424,0.861414173732203,0.9902353530295444,0.870136698212408,7988,150,0.1,SAMME
425,0.8587937355792945,0.9983476040258374,0.8654048370136698,6657,150,0.1,SAMME
426,0.8540807009199133,0.9984976525821596,0.8626007711181213,5325,150,0.1,SAMME
427,0.8485144110275689,1.0,0.8620750087627059,3994,150,0.1,SAMME
428,0.829833260449435,1.0,0.8405187521906765,2662,150,0.1,SAMME
429,0.8301962772098787,1.0,0.8224675779880827,1331,150,0.1,SAMME
430,0.8748692605036659,1.0,0.8757448300035051,13314,150,1.0,SAMME
431,0.8749778961599887,1.0,0.8752190676480898,11982,150,1.0,SAMME
432,0.869775159396764,1.0,0.8738170347003155,10651,150,1.0,SAMME
433,0.8655422745629252,1.0,0.8755695758850333,9319,150,1.0,SAMME
434,0.8665482542401058,1.0,0.8687346652646337,7988,150,1.0,SAMME
435,0.8625472628647923,1.0,0.8689099193831055,6657,150,1.0,SAMME
436,0.8527682615888874,1.0,0.865229582895198,5325,150,1.0,SAMME
437,0.854266290726817,1.0,0.8673326323168594,3994,150,1.0,SAMME
438,0.8392268193936999,1.0,0.8608482299334035,2662,150,1.0,SAMME
439,0.83921601757202,1.0,0.8484051875219067,1331,150,1.0,SAMME
440,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,150,10.0,SAMME
441,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,150,10.0,SAMME
442,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,150,10.0,SAMME
443,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,150,10.0,SAMME
444,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,150,10.0,SAMME
445,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,150,10.0,SAMME
446,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,150,10.0,SAMME
447,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,150,10.0,SAMME
448,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,150,10.0,SAMME
449,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,150,10.0,SAMME
