@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R7-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute '-0.711chlorides-0.442sulphates+0.306free sulfur dioxide-0.274volatile acidity+0.274residual sugar-0.149citric acid+0.141alcohol-0.098pH+0.06 total sulfur dioxide+0.022density-0.019fixed acidity' numeric
@attribute '0.643volatile acidity+0.401sulphates+0.337alcohol-0.329chlorides+0.293total sulfur dioxide+0.251fixed acidity+0.177free sulfur dioxide-0.12pH-0.085density+0.054citric acid+0.011residual sugar' numeric
@attribute '0.494free sulfur dioxide-0.481sulphates+0.396chlorides-0.328density-0.289residual sugar+0.276total sulfur dioxide-0.193pH+0.139alcohol+0.132citric acid+0.122volatile acidity-0.104fixed acidity' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
0.513106,0.803923,0.898926,-1.146047,0.567663,-1.219194,'\'(5.4-6]\''
-1.044142,0.952296,0.352865,0.341202,0.448774,0.34578,'\'(4.8-5.4]\''
2.028301,0.427123,1.131434,0.024892,0.386627,-0.205301,'\'(6.6-7.2]\''
2.592708,0.790627,0.176764,0.154988,0.964728,-0.394251,'\'(5.4-6]\''
2.028301,0.427123,1.131434,0.024892,0.386627,-0.205301,'\'(6.6-7.2]\''
0.439831,1.109013,0.113872,0.448788,-1.03189,-0.457228,'\'(4.8-5.4]\''
1.33272,3.00448,0.739987,0.205377,0.217615,0.974172,'\'(5.4-6]\''
2.14783,2.114073,-0.211171,0.328318,0.500752,0.503223,'\'(-inf-3.6]\''
-3.22079,0.026755,-0.710787,0.998973,0.241682,0.248212,'\'(5.4-6]\''
1.200761,0.850221,0.111592,0.054136,2.045684,0.118514,'\'(6.6-7.2]\''
1.549416,1.220514,-0.401616,-0.286231,1.977612,-0.346847,'\'(6.6-7.2]\''
0.553424,-0.045364,-0.708297,-0.056693,0.760004,-0.33786,'\'(5.4-6]\''
0.065155,-0.681917,0.808027,-0.129444,0.138407,0.185691,'\'(5.4-6]\''
-0.350677,0.694334,0.248727,0.364051,1.291014,1.033215,'\'(4.8-5.4]\''
2.592708,0.790627,0.176764,0.154988,0.964728,-0.394251,'\'(5.4-6]\''
0.842181,0.663284,0.817708,0.514878,0.303058,-0.313059,'\'(4.8-5.4]\''
2.105348,0.926804,-0.499145,0.064475,1.936697,1.479839,'\'(6.6-7.2]\''
-1.545791,2.578556,1.558524,-0.829465,1.07247,-1.124458,'\'(4.8-5.4]\''
-0.678477,-0.657694,1.030143,0.461257,-0.986296,-0.051151,'\'(5.4-6]\''
0.113391,-0.217964,1.23531,0.444208,-0.395568,0.324589,'\'(6.6-7.2]\''
0.958067,2.083328,-0.500727,0.721993,2.235796,1.165886,'\'(6.6-7.2]\''
2.105348,0.926804,-0.499145,0.064475,1.936697,1.479839,'\'(6.6-7.2]\''
0.643748,-0.455015,-1.173654,0.731083,-1.153212,-0.084008,'\'(4.8-5.4]\''
-4.67393,1.299535,-0.056688,-0.84496,4.367138,0.20281,'\'(3.6-4.2]\''
-0.81154,0.976381,0.686556,0.257916,-0.334915,0.682819,'\'(6.6-7.2]\''
1.829097,0.776906,0.222245,-0.007219,-0.946276,0.118766,'\'(5.4-6]\''
1.827863,0.54686,0.169251,-0.055033,-1.442918,-0.360394,'\'(6.6-7.2]\''
-2.350572,0.811067,-1.053879,-0.658489,2.754304,0.312975,'\'(4.8-5.4]\''
0.527974,-4.188355,0.383107,0.306477,-0.637389,-0.601722,'\'(6.6-7.2]\''
0.426492,-0.402266,-0.22738,-0.225106,-1.107869,0.697374,'\'(4.8-5.4]\''
0.519402,-0.405925,-0.342322,-0.208126,-1.131874,0.571999,'\'(5.4-6]\''
0.974951,-0.034727,1.110713,0.841878,0.578907,1.557553,'\'(6.6-7.2]\''
-1.859038,1.633502,1.660231,-2.382611,-2.54613,3.821628,'\'(4.8-5.4]\''
0.902487,-2.512928,0.963987,-1.337715,-1.309487,-1.313253,'\'(5.4-6]\''
-0.507165,0.454863,2.592976,-1.231216,-0.292704,-0.550387,'\'(5.4-6]\''
-1.61734,-1.925319,0.933455,2.236857,-0.246304,2.093856,'\'(5.4-6]\''
-1.795137,-0.841988,-0.711025,1.518167,0.284013,1.150869,'\'(5.4-6]\''
-2.070726,-0.687177,0.557495,1.605672,-0.145106,1.831341,'\'(5.4-6]\''
-1.99001,-0.681881,-0.013414,1.664686,-0.181,1.719187,'\'(5.4-6]\''
-0.650164,0.490764,2.750309,-1.438462,-0.17308,-0.429513,'\'(5.4-6]\''
-0.507165,0.454863,2.592976,-1.231216,-0.292704,-0.550387,'\'(5.4-6]\''
-2.376281,2.124736,1.589917,0.761027,1.8804,2.064846,'\'(5.4-6]\''
1.53062,0.214852,0.472162,0.067502,-2.026264,-1.060805,'\'(4.8-5.4]\''
-0.581733,-1.469103,0.529851,-1.003359,0.612271,-0.605918,'\'(6.6-7.2]\''
1.445081,1.555228,0.043506,1.034375,0.773492,0.731295,'\'(7.8-8.4]\''
-3.204449,0.207502,1.098961,-0.224759,0.306424,-1.951366,'\'(6.6-7.2]\''
-1.098132,1.379302,-1.487699,0.64225,-0.354,-0.441657,'\'(4.8-5.4]\''
-3.480899,1.274833,0.813177,-0.113079,1.517438,-0.26241,'\'(5.4-6]\''
-3.204449,0.207502,1.098961,-0.224759,0.306424,-1.951366,'\'(6.6-7.2]\''
0.682835,1.491634,-0.732672,-0.737124,1.601359,0.304572,'\'(4.8-5.4]\''
-2.080531,-0.116387,-1.481865,-4.449704,-1.401794,2.073242,'\'(4.8-5.4]\''
0.682835,1.491634,-0.732672,-0.737124,1.601359,0.304572,'\'(4.8-5.4]\''
-3.480899,1.274833,0.813177,-0.113079,1.517438,-0.26241,'\'(5.4-6]\''
0.378189,-0.396956,-0.359034,-0.946758,-1.566827,0.023827,'\'(5.4-6]\''
-3.204449,0.207502,1.098961,-0.224759,0.306424,-1.951366,'\'(6.6-7.2]\''
-1.098132,1.379302,-1.487699,0.64225,-0.354,-0.441657,'\'(4.8-5.4]\''
0.445275,0.37088,-0.509151,-1.27825,-1.51232,0.28991,'\'(5.4-6]\''
1.147013,-0.635091,0.480276,-0.439448,0.444986,-1.20646,'\'(5.4-6]\''
1.391987,1.178915,2.599195,-0.322969,1.575727,-0.891125,'\'(5.4-6]\''
1.174816,1.433302,0.46441,0.528586,1.206384,0.550284,'\'(6.6-7.2]\''
-2.636881,1.897929,1.033202,0.310569,0.201922,0.418489,'\'(4.8-5.4]\''
0.349626,1.436645,-1.229817,1.777541,1.878852,1.665009,'\'(7.8-8.4]\''
1.174816,1.433302,0.46441,0.528586,1.206384,0.550284,'\'(6.6-7.2]\''
1.391987,1.178915,2.599195,-0.322969,1.575727,-0.891125,'\'(5.4-6]\''
0.994165,0.259745,0.650535,0.449452,-0.56522,1.155034,'\'(6.6-7.2]\''
1.701366,1.908706,1.687227,0.147732,1.29025,0.027945,'\'(6.6-7.2]\''
2.340667,0.667236,0.293722,0.185573,1.176156,0.252463,'\'(6.6-7.2]\''
2.321242,-0.134246,0.379643,0.17532,-1.387734,-0.808039,'\'(5.4-6]\''
0.687114,1.987934,0.354697,0.248045,-1.023357,-0.846699,'\'(5.4-6]\''
-1.978365,0.209124,0.656107,0.699446,0.626527,-0.048396,'\'(5.4-6]\''
1.98995,-1.089727,0.616687,-0.545018,-1.512005,-1.473076,'\'(5.4-6]\''
1.50234,0.302994,-0.0616,-1.504799,2.204192,-2.259057,'\'(3.6-4.2]\''
1.503854,0.312818,-0.217284,-1.558383,2.281336,-2.168809,'\'(3.6-4.2]\''
-1.978365,0.209124,0.656107,0.699446,0.626527,-0.048396,'\'(5.4-6]\''
0.407426,0.120922,-0.620616,-0.288335,0.562754,-0.030828,'\'(5.4-6]\''
1.145694,0.859248,-0.949393,0.149961,1.083789,0.746665,'\'(6.6-7.2]\''
0.631092,-0.203415,0.489911,0.295873,1.30781,0.808014,'\'(5.4-6]\''
0.029679,1.290603,0.12536,1.024205,0.464697,1.170168,'\'(4.8-5.4]\''
-1.341067,2.494518,0.23677,0.994854,0.373522,1.158061,'\'(5.4-6]\''
-0.249575,0.100247,0.390481,1.916788,-0.373618,1.348334,'\'(4.8-5.4]\''
-1.647721,0.043969,0.461435,0.058775,-1.085863,1.122929,'\'(5.4-6]\''
-1.311129,1.374203,0.310048,1.881801,-0.143093,1.178166,'\'(5.4-6]\''
-4.590964,1.096254,0.586157,-0.849364,4.122889,-0.371442,'\'(4.8-5.4]\''
0.631412,1.048968,1.347739,-0.603503,-1.033992,-0.767453,'\'(6.6-7.2]\''
2.102252,0.690123,0.882131,-0.064815,0.284205,0.835314,'\'(7.8-8.4]\''
-1.154892,3.495619,2.441438,-1.058132,0.210433,-0.825138,'\'(4.8-5.4]\''
-0.426662,3.689583,2.153138,-0.388424,-0.235659,0.056168,'\'(5.4-6]\''
0.032994,3.476853,1.866435,-1.210708,0.048253,-1.194989,'\'(5.4-6]\''
-0.467784,-2.861268,-2.378044,0.849293,-0.740537,-0.710652,'\'(5.4-6]\''
1.038861,-0.758313,-0.020308,0.305028,-0.473121,-0.113079,'\'(5.4-6]\''
-0.291291,3.797609,0.979634,-0.25018,0.741517,0.212274,'\'(4.8-5.4]\''
-0.756615,2.36317,0.208944,-0.857972,0.870088,-0.177445,'\'(4.8-5.4]\''
-1.075435,-0.337868,0.018251,0.266594,0.062032,0.480563,'\'(5.4-6]\''
-1.990664,0.742797,0.77801,1.056842,0.108453,0.373345,'\'(5.4-6]\''
0.176292,0.938189,0.07512,1.250408,0.800723,0.906085,'\'(5.4-6]\''
0.733239,-0.538307,1.604173,-0.479254,-0.095399,-0.709276,'\'(4.8-5.4]\''
1.528272,-1.290152,0.913096,-0.421397,-1.591918,-0.900464,'\'(5.4-6]\''
-2.392015,-0.007667,1.003958,0.859709,0.163845,1.534933,'\'(4.8-5.4]\''
1.983411,1.611241,1.779837,-1.279676,0.936908,-1.186403,'\'(5.4-6]\''
2.276948,0.822762,-0.719891,0.141722,1.599667,0.092639,'\'(5.4-6]\''
1.385416,-2.78202,0.225209,-0.690593,-0.286284,-0.323687,'\'(5.4-6]\''
0.452811,-2.094141,1.144845,-2.133135,-0.666002,0.505099,'\'(4.8-5.4]\''
0.601506,-0.341965,1.514233,-0.599608,-0.027309,-0.473642,'\'(5.4-6]\''
1.741135,1.220686,0.940479,-0.394088,1.222322,0.301447,'\'(6.6-7.2]\''
-1.409875,1.225116,1.20782,0.247756,-0.879094,0.719674,'\'(5.4-6]\''
0.154403,0.017603,0.314448,0.175509,0.033969,1.150676,'\'(5.4-6]\''
3.134073,-0.942186,-1.022369,0.023075,-0.377446,0.046314,'\'(5.4-6]\''
-0.130104,3.194385,0.455852,-0.451664,-0.673324,-0.055756,'\'(4.8-5.4]\''
-0.182807,2.984706,0.285456,-0.292554,-0.520077,0.101477,'\'(4.8-5.4]\''
-0.753857,-0.352213,-0.191016,-0.106086,-2.375045,-1.027513,'\'(5.4-6]\''
-4.32984,0.71728,2.077895,0.920135,0.08589,0.107157,'\'(6.6-7.2]\''
0.46836,0.098092,2.793634,0.042955,2.251116,0.554676,'\'(7.8-8.4]\''
1.411644,2.603117,0.895922,0.054849,0.146853,0.794669,'\'(5.4-6]\''
-0.264099,-3.983322,1.745816,-0.649175,0.05811,-0.455784,'\'(5.4-6]\''
-0.148282,0.524552,-0.061903,0.648601,0.318239,0.531836,'\'(7.8-8.4]\''
-1.484856,-1.349611,0.894785,0.255066,-0.05606,0.283253,'\'(4.8-5.4]\''
-1.484856,-1.349611,0.894785,0.255066,-0.05606,0.283253,'\'(4.8-5.4]\''
-0.753901,1.784767,-2.637351,0.510667,2.255701,-0.047692,'\'(5.4-6]\''
0.652708,0.102956,0.634079,0.950452,-1.265319,1.038532,'\'(5.4-6]\''
0.830042,1.27773,-2.628129,0.02051,1.493132,0.445103,'\'(4.8-5.4]\''
-0.753901,1.784767,-2.637351,0.510667,2.255701,-0.047692,'\'(5.4-6]\''
-1.979338,-1.996564,0.055454,0.185664,-0.628959,-0.258255,'\'(5.4-6]\''
1.015901,-0.023463,1.047618,0.78114,0.430627,1.55643,'\'(7.8-8.4]\''
2.042242,-0.191275,0.182471,-0.440959,1.213351,0.58931,'\'(7.8-8.4]\''
0.43516,0.08116,-0.839165,0.582968,1.598205,1.509894,'\'(6.6-7.2]\''
0.109836,1.435189,-0.316496,0.698831,1.044886,0.905414,'\'(6.6-7.2]\''
-0.148282,0.524552,-0.061903,0.648601,0.318239,0.531836,'\'(7.8-8.4]\''
1.213975,3.842602,-1.088803,-0.028419,-0.060899,0.353978,'\'(3.6-4.2]\''
1.649705,0.455342,-0.352913,-1.419875,3.390064,-0.665823,'\'(6.6-7.2]\''
1.934687,-0.429381,-0.326574,0.864672,1.018498,0.960711,'\'(6.6-7.2]\''
-0.264099,-3.983322,1.745816,-0.649175,0.05811,-0.455784,'\'(5.4-6]\''
-1.484856,-1.349611,0.894785,0.255066,-0.05606,0.283253,'\'(4.8-5.4]\''
-0.762977,-0.544163,1.0347,0.550321,-1.171354,0.006436,'\'(4.8-5.4]\''
0.866796,1.916366,0.978712,0.608884,0.13249,1.292691,'\'(4.8-5.4]\''
-3.342528,-0.857948,0.892358,0.218753,-0.04521,-0.993068,'\'(5.4-6]\''
-0.991654,-0.296423,-0.017924,0.392629,-0.194709,0.417388,'\'(5.4-6]\''
1.800149,-0.145198,-0.220124,-0.315313,0.458004,0.604792,'\'(7.8-8.4]\''
1.242523,-0.872797,0.993744,-0.189053,-0.517718,-0.26417,'\'(6.6-7.2]\''
-0.119505,-2.097907,0.735095,1.211619,-1.579115,0.505241,'\'(5.4-6]\''
-0.225991,-2.751578,1.159416,1.135803,-1.067563,0.361511,'\'(6.6-7.2]\''
1.543692,-0.245474,0.541983,0.199148,-0.056623,0.743574,'\'(6.6-7.2]\''
1.043798,0.176631,-1.712023,-0.476955,-1.079131,-0.320766,'\'(3.6-4.2]\''
0.866796,1.916366,0.978712,0.608884,0.13249,1.292691,'\'(4.8-5.4]\''
0.78735,-0.424356,0.372841,0.652364,-1.77187,0.672799,'\'(6.6-7.2]\''
1.749301,0.766268,1.046266,0.184574,-1.201147,-0.112583,'\'(5.4-6]\''
-0.309284,0.850996,-0.920027,-0.735169,-0.995486,-0.620831,'\'(4.8-5.4]\''
-3.342528,-0.857948,0.892358,0.218753,-0.04521,-0.993068,'\'(5.4-6]\''
-4.111097,1.300448,-2.665311,-4.454112,0.871877,2.541898,'\'(4.8-5.4]\''
0.577808,0.960178,-0.079835,-0.492165,-0.525929,0.116281,'\'(5.4-6]\''
-0.45475,1.588957,0.313176,0.990658,0.713968,0.677234,'\'(6.6-7.2]\''
-2.938926,3.890485,2.116095,-0.574554,1.745059,-1.048833,'\'(5.4-6]\''
-2.938926,3.890485,2.116095,-0.574554,1.745059,-1.048833,'\'(5.4-6]\''
2.122775,0.829108,0.167605,0.788639,-0.051958,0.619237,'\'(6.6-7.2]\''
1.693415,-0.537769,-0.170498,0.367102,-0.060882,0.518168,'\'(6.6-7.2]\''
1.243248,0.570734,0.921646,-1.554867,0.638389,-1.094235,'\'(5.4-6]\''
1.107684,0.409299,1.00052,-1.688139,0.771855,-1.006499,'\'(5.4-6]\''
1.064876,-0.590933,0.072736,0.292196,-0.242741,1.090679,'\'(6.6-7.2]\''
1.435905,0.633606,-2.220536,-1.157189,0.426785,0.186016,'\'(5.4-6]\''
0.586237,-0.576312,-0.885227,0.524771,0.576277,0.661586,'\'(6.6-7.2]\''
2.193683,-2.088928,-0.448886,-0.926284,1.002763,-0.918493,'\'(6.6-7.2]\''
0.59521,0.072231,-3.236369,-0.473123,0.427839,0.362814,'\'(5.4-6]\''
1.03345,1.282668,-0.054664,-0.452724,-0.235174,0.869305,'\'(5.4-6]\''
1.358807,0.188371,1.185732,-1.546185,0.300432,-1.326839,'\'(5.4-6]\''
0.615378,-3.005576,0.399803,-1.454849,-0.19566,-1.620679,'\'(4.8-5.4]\''
2.971274,-2.716861,-0.358346,-1.938278,2.862177,-1.804805,'\'(6.6-7.2]\''
3.116087,0.091853,-0.592386,-0.462796,1.319049,-0.181598,'\'(5.4-6]\''
1.470356,0.615288,0.450463,-0.218964,-0.474484,-0.246063,'\'(6.6-7.2]\''
-0.813122,0.997752,1.325943,1.451217,0.111146,2.22706,'\'(5.4-6]\''
0.458089,-1.749444,-0.089208,0.761015,-1.455948,-0.754139,'\'(5.4-6]\''
2.691377,0.45095,1.198609,0.530415,-0.896576,0.169762,'\'(5.4-6]\''
3.116087,0.091853,-0.592386,-0.462796,1.319049,-0.181598,'\'(5.4-6]\''
0.697173,-0.702237,-0.04491,0.193552,-2.337418,-0.814328,'\'(5.4-6]\''
2.971274,-2.716861,-0.358346,-1.938278,2.862177,-1.804805,'\'(6.6-7.2]\''
2.28838,0.941018,0.626534,0.351875,-0.242192,0.446369,'\'(6.6-7.2]\''
1.470356,0.615288,0.450463,-0.218964,-0.474484,-0.246063,'\'(6.6-7.2]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,'\'(6.6-7.2]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,'\'(6.6-7.2]\''
1.293897,0.611698,0.393153,0.595805,-0.509816,-0.348673,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,'\'(6.6-7.2]\''
-2.977769,-1.061884,-1.632022,-0.806465,2.798015,0.970377,'\'(5.4-6]\''
0.58251,-0.073461,-0.704258,-0.430157,0.893954,-0.291077,'\'(7.8-8.4]\''
0.830388,-0.580547,0.837479,-0.860797,0.347729,-0.869976,'\'(7.8-8.4]\''
0.709635,4.03822,-0.411992,-0.00596,0.391601,-0.279466,'\'(4.8-5.4]\''
0.48988,0.278661,-2.350169,-0.875652,-0.81521,0.172851,'\'(3.6-4.2]\''
0.496621,2.609799,-0.427921,0.556506,-0.616072,-0.78747,'\'(7.8-8.4]\''
1.443691,1.270207,0.999353,-0.716686,0.566239,-1.876197,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,'\'(6.6-7.2]\''
0.763143,1.361564,0.415975,0.292147,-0.511181,0.157724,'\'(5.4-6]\''
1.060307,0.050743,-0.033876,0.717013,-0.262114,0.05427,'\'(5.4-6]\''
1.293897,0.611698,0.393153,0.595805,-0.509816,-0.348673,'\'(5.4-6]\''
1.132521,-0.697201,1.315411,-0.980999,1.862472,-1.185313,'\'(7.8-8.4]\''
-0.041762,1.961548,0.151495,0.026837,0.161547,-0.167649,'\'(5.4-6]\''
1.423256,-1.207554,0.762544,1.144073,-0.913593,1.369096,'\'(5.4-6]\''
1.953624,-1.406119,-2.832793,-0.114139,-1.007337,-0.477859,'\'(4.8-5.4]\''
1.044086,-0.856375,0.353273,-0.984931,-0.561404,-1.134135,'\'(5.4-6]\''
-4.470566,0.094788,-0.858099,-0.686218,4.256501,0.291498,'\'(-inf-3.6]\''
0.50545,1.595243,1.450293,-1.493802,0.670906,0.263051,'\'(4.8-5.4]\''
0.779867,2.742506,2.287756,0.030542,-0.807581,0.709502,'\'(6.6-7.2]\''
-1.762183,2.793089,-0.192261,0.671102,0.090335,-0.422239,'\'(3.6-4.2]\''
1.739907,0.588133,0.562009,0.070688,-1.425989,0.171024,'\'(5.4-6]\''
1.18259,-1.420498,-0.040698,-0.412341,-2.172999,-0.24722,'\'(4.8-5.4]\''
-3.172423,3.299591,1.807363,-0.205327,0.982556,0.566093,'\'(3.6-4.2]\''
-0.041762,1.961548,0.151495,0.026837,0.161547,-0.167649,'\'(5.4-6]\''
1.431802,0.733872,0.730507,-0.131648,-0.80386,1.136609,'\'(5.4-6]\''
1.626759,1.633083,0.932494,0.56333,0.094941,1.820552,'\'(5.4-6]\''
0.63818,0.884796,1.528845,-0.392114,0.753455,0.573208,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,-0.677202,0.386354,-1.013221,'\'(6.6-7.2]\''
1.108416,0.154101,0.584606,-0.904909,-1.559634,-0.257638,'\'(4.8-5.4]\''
1.235592,1.43001,-2.116577,-0.314952,-0.296005,0.58462,'\'(3.6-4.2]\''
1.108416,0.154101,0.584606,-0.904909,-1.559634,-0.257638,'\'(4.8-5.4]\''
2.231845,1.133017,0.12173,-0.281045,0.82142,0.087634,'\'(6.6-7.2]\''
2.151427,1.720659,0.378015,0.710421,0.250756,1.364635,'\'(5.4-6]\''
0.63818,0.884796,1.528845,-0.392114,0.753455,0.573208,'\'(4.8-5.4]\''
-0.967462,0.325383,-1.100512,-0.025522,-1.221292,-1.824171,'\'(4.8-5.4]\''
-4.921445,1.573971,0.570111,-1.209847,3.649912,-0.329249,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,-0.677202,0.386354,-1.013221,'\'(6.6-7.2]\''
-1.876803,-0.768764,0.865562,0.969321,-0.50913,1.948861,'\'(4.8-5.4]\''
-2.463021,-1.012783,1.097413,0.380696,-0.026566,1.528401,'\'(4.8-5.4]\''
-3.191088,1.556514,1.291556,0.329297,-0.133767,0.58254,'\'(4.8-5.4]\''
1.119444,0.787551,-1.236933,-0.423077,-0.692224,0.468922,'\'(4.8-5.4]\''
-0.149011,2.2135,0.182951,-0.573758,-0.983497,0.856002,'\'(4.8-5.4]\''
1.217955,0.725091,1.219739,0.64752,-0.354992,0.656902,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,'\'(5.4-6]\''
0.509702,2.245084,2.387912,-0.005717,0.266599,0.712324,'\'(5.4-6]\''
1.927392,-0.197115,0.783038,-0.750599,-0.594142,1.086507,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,'\'(5.4-6]\''
-0.090541,0.504154,0.829463,1.621666,-0.445218,1.599128,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,'\'(5.4-6]\''
0.236906,1.839412,-0.672599,-1.086858,0.242885,0.417432,'\'(4.8-5.4]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,'\'(5.4-6]\''
-0.907858,1.124909,-1.271233,0.601233,2.120949,0.364616,'\'(6.6-7.2]\''
-4.688787,1.295597,0.765838,0.650732,0.532342,-0.568718,'\'(4.8-5.4]\''
-2.613514,0.999747,2.025167,-2.238702,1.254411,-0.573704,'\'(4.8-5.4]\''
1.927392,-0.197115,0.783038,-0.750599,-0.594142,1.086507,'\'(5.4-6]\''
0.509702,2.245084,2.387912,-0.005717,0.266599,0.712324,'\'(5.4-6]\''
0.881261,0.959738,2.433689,0.043056,0.18021,1.455092,'\'(5.4-6]\''
-0.032702,1.37382,1.464327,0.162963,-1.132318,-0.115349,'\'(5.4-6]\''
0.612981,2.411858,2.47798,-0.160385,-0.063206,0.703982,'\'(5.4-6]\''
-0.267804,-1.594292,1.901237,0.416928,-0.9877,0.575012,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,'\'(5.4-6]\''
0.834195,2.500758,1.083262,-0.634124,-0.222569,0.150028,'\'(5.4-6]\''
0.278517,1.497169,-0.575437,1.290403,1.758469,1.563352,'\'(7.8-8.4]\''
0.297982,0.313342,2.613138,-1.16485,-0.395163,-0.147966,'\'(4.8-5.4]\''
-0.090541,0.504154,0.829463,1.621666,-0.445218,1.599128,'\'(5.4-6]\''
1.968383,1.44176,0.743041,0.656275,0.135457,0.689636,'\'(6.6-7.2]\''
1.685701,0.478979,-0.967002,-0.220298,-1.669986,-0.455862,'\'(4.8-5.4]\''
0.236906,1.839412,-0.672599,-1.086858,0.242885,0.417432,'\'(4.8-5.4]\''
-0.907858,1.124909,-1.271233,0.601233,2.120949,0.364616,'\'(6.6-7.2]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,'\'(5.4-6]\''
2.25095,2.756699,-0.002703,-0.238736,-1.497901,0.286571,'\'(4.8-5.4]\''
0.104905,0.524273,1.231792,0.351435,-0.270485,0.055427,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,-0.749754,-1.143875,-0.61384,'\'(3.6-4.2]\''
0.41996,0.078309,1.791803,-0.384674,-1.770527,-0.41149,'\'(5.4-6]\''
-1.030812,0.100539,-3.015437,-0.379833,3.93212,1.103075,'\'(4.8-5.4]\''
1.637017,1.702,-2.676648,-0.245742,0.776258,0.593302,'\'(5.4-6]\''
0.313644,1.513799,-0.516492,1.352017,-0.170404,1.405269,'\'(5.4-6]\''
0.387777,0.945511,1.402028,-0.812358,-0.929876,-0.412641,'\'(5.4-6]\''
0.41996,0.078309,1.791803,-0.384674,-1.770527,-0.41149,'\'(5.4-6]\''
0.772986,-1.108235,0.256713,-0.905896,-0.413727,-0.924543,'\'(5.4-6]\''
-0.659484,-2.537836,3.503756,-1.15416,0.534766,-0.819222,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,-0.749754,-1.143875,-0.61384,'\'(3.6-4.2]\''
-0.256103,0.777725,-1.164424,-0.998005,-0.374608,-1.055719,'\'(-inf-3.6]\''
0.899568,2.163102,0.241517,0.133277,0.065746,0.58694,'\'(5.4-6]\''
1.44999,0.00229,1.873907,-1.182373,-1.189122,-1.987935,'\'(5.4-6]\''
-3.1295,-0.473845,1.260798,0.127652,-0.609466,-0.736647,'\'(5.4-6]\''
-3.306844,-0.244367,2.210516,0.417412,0.746384,0.882173,'\'(5.4-6]\''
-3.869941,2.230588,1.685151,1.414506,-0.2146,-0.019457,'\'(4.8-5.4]\''
1.614005,-1.447467,1.360484,0.034945,-1.318962,-0.199767,'\'(5.4-6]\''
1.578828,1.901969,1.448701,-0.706798,0.186276,-1.118118,'\'(4.8-5.4]\''
-1.963046,0.926193,0.671072,0.188011,0.811655,0.336294,'\'(4.8-5.4]\''
-0.261845,1.389639,0.290393,0.96224,1.489693,0.888887,'\'(7.8-8.4]\''
-0.15778,1.056003,0.308844,0.986502,1.569612,1.137331,'\'(7.8-8.4]\''
-0.509075,0.934075,0.65441,1.370468,1.272358,1.05176,'\'(6.6-7.2]\''
2.203982,-0.13089,-3.309774,-1.014345,0.563805,-0.350599,'\'(4.8-5.4]\''
1.609772,0.792964,1.100443,-0.185316,0.487495,1.078392,'\'(6.6-7.2]\''
1.966393,1.862114,0.675715,-0.078512,0.236773,0.376789,'\'(5.4-6]\''
2.223609,-0.478571,-1.065329,-1.200924,2.460312,0.054576,'\'(5.4-6]\''
-0.076724,2.162357,0.256526,1.372256,-0.532767,0.260088,'\'(6.6-7.2]\''
-0.450208,2.097808,1.012667,0.448944,-0.143651,0.882338,'\'(4.8-5.4]\''
0.856704,0.400393,-1.257351,0.195757,-0.873067,-0.054524,'\'(4.8-5.4]\''
2.07459,-0.028374,-1.185897,0.538002,0.413704,0.666137,'\'(6.6-7.2]\''
