@relation winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R12-precision6-weka.filters.unsupervised.attribute.Remove-R12_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A7-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-0.01152,0.008511,0.0013,0.011454,0.014344,-0.00847,0.011198,'\'(5.4-6]\''
-0.008303,0.018553,-0.002956,0.001447,0.00424,0.00702,0.014524,'\'(5.4-6]\''
-0.005449,0.003879,-0.003014,0.005191,-0.00843,0.012544,0.001338,'\'(6.6-7.2]\''
-0.008303,0.018553,-0.002956,0.001447,0.00424,0.00702,0.014524,'\'(5.4-6]\''
-0.005263,0.00754,0.001343,0.005245,0.004767,0.011937,0.011213,'\'(5.4-6]\''
0.000249,0.001181,-0.008407,0.002382,-0.002174,0.006167,0.003179,'\'(6.6-7.2]\''
-0.004931,-0.002287,0.002517,0.004456,-0.00091,0.012464,0.008322,'\'(6.6-7.2]\''
0.000705,0.002569,-0.007397,-0.001033,-0.007456,0.011335,0.002848,'\'(5.4-6]\''
0.003766,-0.003786,-0.008804,0.011129,-0.012548,-0.005602,-0.011594,'\'(4.8-5.4]\''
-0.013688,-0.00499,0.011096,-0.005904,0.000022,0.01563,0.003452,'\'(5.4-6]\''
0.01336,-0.005437,-0.00869,0.009848,0.000561,0.007902,0.008546,'\'(4.8-5.4]\''
-0.009781,0.016162,-0.039992,-0.001554,0.008752,-0.018534,0.026226,'\'(4.8-5.4]\''
-0.007343,0.016234,-0.040436,-0.002169,0.008094,-0.018123,0.029301,'\'(4.8-5.4]\''
-0.005113,-0.003303,-0.014999,0.011294,-0.024784,-0.001355,-0.010985,'\'(6.6-7.2]\''
0.01336,-0.005437,-0.00869,0.009848,0.000561,0.007902,0.008546,'\'(4.8-5.4]\''
-0.00827,-0.004395,-0.004479,-0.003131,-0.005684,-0.000073,0.003991,'\'(5.4-6]\''
0.006165,0.009214,0.00216,0.006636,-0.010044,0.000438,-0.005241,'\'(7.8-8.4]\''
0.008704,-0.003032,-0.005323,-0.023695,-0.022128,0.013485,-0.004131,'\'(6.6-7.2]\''
0.02087,0.042352,0.038182,0.007166,-0.018803,-0.000718,-0.010799,'\'(5.4-6]\''
-0.015706,0.000362,-0.010722,-0.01673,0.008076,0.003787,-0.002521,'\'(5.4-6]\''
-0.009781,0.016162,-0.039992,-0.001554,0.008752,-0.018534,0.026226,'\'(4.8-5.4]\''
-0.007343,0.016234,-0.040436,-0.002169,0.008094,-0.018123,0.029301,'\'(4.8-5.4]\''
0.007319,-0.000208,-0.014171,-0.028412,0.002854,0.017092,-0.014852,'\'(5.4-6]\''
0.007319,-0.000208,-0.014171,-0.028412,0.002854,0.017092,-0.014852,'\'(5.4-6]\''
-0.01434,-0.000991,0.005288,0.028533,-0.00001,0.005313,0.00303,'\'(4.8-5.4]\''
-0.01434,-0.000991,0.005288,0.028533,-0.00001,0.005313,0.00303,'\'(4.8-5.4]\''
0.013213,0.007383,0.005373,0.022764,0.008727,-0.003792,-0.009277,'\'(4.8-5.4]\''
0.027852,-0.022517,-0.001902,0.027729,-0.023593,0.014592,-0.002109,'\'(5.4-6]\''
0.019604,-0.00684,-0.001945,-0.014212,-0.009954,-0.0112,0.006426,'\'(7.8-8.4]\''
-0.018165,-0.003507,-0.004494,-0.002878,-0.018816,-0.001798,0.005519,'\'(5.4-6]\''
-0.013211,-0.019318,0.001337,0.001757,0.00645,0.024996,-0.02237,'\'(4.8-5.4]\''
-0.017088,-0.018223,0.001471,0.002336,0.007065,0.026138,-0.022898,'\'(4.8-5.4]\''
-0.017088,-0.018223,0.001471,0.002336,0.007065,0.026138,-0.022898,'\'(4.8-5.4]\''
-0.013211,-0.019318,0.001337,0.001757,0.00645,0.024996,-0.02237,'\'(4.8-5.4]\''
0.007404,-0.007449,0.011253,-0.012805,-0.025455,0.003425,0.025154,'\'(6.6-7.2]\''
-0.011256,-0.002711,0.011672,-0.00104,0.0097,-0.010875,0.015461,'\'(5.4-6]\''
-0.012039,-0.000766,0.010851,-0.001613,0.009567,-0.008849,0.013164,'\'(5.4-6]\''
-0.01263,0.013513,0.002662,-0.006108,-0.003843,0.012414,0.009907,'\'(5.4-6]\''
0.032811,0.002285,0.021493,0.007198,0.012056,-0.00297,-0.001974,'\'(4.8-5.4]\''
0.010034,0.0103,-0.003377,-0.009417,0.02188,0.003253,-0.021302,'\'(4.8-5.4]\''
0.019794,0.018591,-0.020051,0.003852,-0.007704,-0.009511,-0.00097,'\'(5.4-6]\''
-0.004758,-0.000919,-0.004087,0.000714,-0.029467,0.005974,0.004286,'\'(4.8-5.4]\''
0.015144,0.02794,-0.019471,0.00561,0.001052,0.011057,0.014339,'\'(4.8-5.4]\''
0.003815,0.007835,0.016979,0.005786,-0.000215,-0.00656,-0.005527,'\'(7.8-8.4]\''
0.022735,0.011027,0.008609,0.04246,-0.007266,-0.005249,0.033216,'\'(3.6-4.2]\''
0.006925,0.00248,-0.010579,0.003816,0.001586,-0.013801,0.011838,'\'(5.4-6]\''
0.006925,0.00248,-0.010579,0.003816,0.001586,-0.013801,0.011838,'\'(5.4-6]\''
0.012637,0.002628,-0.02386,-0.017117,-0.004605,0.014447,-0.006907,'\'(5.4-6]\''
-0.001137,0.003033,0.014131,0.022046,-0.004818,0.007878,-0.008389,'\'(4.8-5.4]\''
-0.001137,0.003033,0.014131,0.022046,-0.004818,0.007878,-0.008389,'\'(4.8-5.4]\''
0.006756,-0.002812,-0.005668,-0.002001,-0.019067,-0.001986,0.000654,'\'(5.4-6]\''
0.001984,0.012652,-0.004892,0.019081,0.011882,-0.010866,-0.004149,'\'(4.8-5.4]\''
-0.008037,0.001525,-0.004094,0.004425,0.004468,-0.00373,-0.014261,'\'(5.4-6]\''
-0.00867,0.003968,-0.010841,0.008529,-0.004636,-0.004558,-0.015727,'\'(5.4-6]\''
-0.010399,0.006251,-0.001066,0.005597,-0.002808,-0.001153,-0.010414,'\'(6.6-7.2]\''
0.014202,0.00897,0.003164,0.007262,-0.007676,0.002278,0.013766,'\'(4.8-5.4]\''
0.027176,0.011607,-0.014294,-0.010027,0.012251,-0.010413,0.002858,'\'(4.8-5.4]\''
0.025044,0.014102,-0.006723,-0.0111,0.008821,-0.010136,0.007664,'\'(4.8-5.4]\''
-0.001127,0.01123,-0.009785,-0.007401,-0.005227,-0.000906,-0.012398,'\'(6.6-7.2]\''
0.002392,0.013477,-0.008961,0.01991,0.005935,-0.010574,-0.008268,'\'(3.6-4.2]\''
0.004984,0.001176,0.018758,0.009118,0.016013,-0.006391,-0.015649,'\'(5.4-6]\''
-0.001193,0.010254,0.000277,0.017348,-0.001861,-0.004351,-0.006048,'\'(4.8-5.4]\''
-0.001769,0.010363,0.000435,0.017045,-0.003916,-0.005647,-0.006194,'\'(4.8-5.4]\''
-0.00403,0.015626,-0.006145,0.012362,0.012142,0.004936,-0.00478,'\'(4.8-5.4]\''
0.003087,-0.018354,-0.017787,-0.017605,-0.020588,0.016388,-0.024593,'\'(3.6-4.2]\''
-0.020942,0.014877,0.022794,0.009273,0.009918,0.012098,-0.001214,'\'(5.4-6]\''
0.024726,0.012676,-0.022424,-0.009622,0.008174,-0.01354,0.006713,'\'(4.8-5.4]\''
0.008562,0.008154,0.007716,0.010998,0.001085,-0.010194,-0.00307,'\'(6.6-7.2]\''
0.008562,0.008154,0.007716,0.010998,0.001085,-0.010194,-0.00307,'\'(6.6-7.2]\''
0.008562,0.008154,0.007716,0.010998,0.001085,-0.010194,-0.00307,'\'(6.6-7.2]\''
0.008562,0.008154,0.007716,0.010998,0.001085,-0.010194,-0.00307,'\'(6.6-7.2]\''
0.005463,0.013733,-0.002986,0.02019,-0.001251,0.001749,-0.01387,'\'(5.4-6]\''
0.017208,-0.001597,0.022646,-0.027177,0.006038,0.014291,-0.005023,'\'(6.6-7.2]\''
-0.011723,-0.012669,0.005361,-0.002637,-0.003502,-0.014329,0.00828,'\'(5.4-6]\''
-0.02001,-0.015094,0.012796,0.002428,-0.005875,0.004898,0.02842,'\'(5.4-6]\''
-0.005432,0.005153,-0.009586,0.014502,-0.0113,-0.002473,0.01866,'\'(4.8-5.4]\''
-0.013046,0.009439,0.002408,-0.001625,0.003512,-0.024704,0.00395,'\'(4.8-5.4]\''
-0.008191,0.012066,0.016709,-0.028572,0.068216,0.011087,0.019502,'\'(3.6-4.2]\''
-0.012824,0.012103,-0.015577,0.008848,-0.009719,0.020006,0.011616,'\'(4.8-5.4]\''
0.006049,-0.010538,0.022764,0.009828,-0.004186,-0.018424,-0.006395,'\'(6.6-7.2]\''
0.024563,0.013648,0.002113,0.038707,-0.00678,-0.006944,0.02929,'\'(3.6-4.2]\''
-0.012824,0.012103,-0.015577,0.008848,-0.009719,0.020006,0.011616,'\'(4.8-5.4]\''
-0.009258,0.001738,0.014879,0.006655,-0.000137,0.004608,-0.004906,'\'(5.4-6]\''
-0.008635,0.005046,-0.00294,0.016,-0.006991,0.014499,0.02001,'\'(4.8-5.4]\''
0.006187,-0.014207,0.00622,-0.017501,-0.010836,-0.027463,-0.004769,'\'(5.4-6]\''
-0.009258,0.001738,0.014879,0.006655,-0.000137,0.004608,-0.004906,'\'(5.4-6]\''
-0.017508,0.016513,-0.009352,0.000847,0.000104,-0.005112,-0.009311,'\'(5.4-6]\''
0.004687,-0.002564,0.010816,-0.011604,0.012327,0.00283,-0.015397,'\'(4.8-5.4]\''
0.01168,-0.002959,0.001232,0.012531,0.004853,-0.004108,0.023761,'\'(5.4-6]\''
0.004202,-0.006232,-0.004646,-0.008018,-0.015746,0.002706,-0.001989,'\'(5.4-6]\''
0.009375,-0.012516,0.030815,0.011279,-0.008189,-0.025673,0.003128,'\'(7.8-8.4]\''
0.008669,-0.004131,-0.010528,-0.000635,-0.016797,0.005773,0.006302,'\'(5.4-6]\''
0.015118,-0.011102,-0.002785,-0.012931,0.020455,0.003384,-0.01687,'\'(4.8-5.4]\''
-0.005903,0.014793,-0.013981,0.007691,0.017381,-0.007098,-0.006429,'\'(5.4-6]\''
0.001979,0.009584,-0.014558,0.019428,0.02305,-0.016767,-0.01627,'\'(5.4-6]\''
-0.001729,-0.001802,-0.001337,-0.000865,-0.01851,-0.0003,-0.007459,'\'(6.6-7.2]\''
-0.001729,-0.001802,-0.001337,-0.000865,-0.01851,-0.0003,-0.007459,'\'(6.6-7.2]\''
-0.001084,-0.001654,-0.002916,-0.000986,-0.017797,-0.000614,-0.009272,'\'(6.6-7.2]\''
-0.01304,0.019523,-0.000899,-0.00848,0.027026,0.007592,0.018096,'\'(4.8-5.4]\''
-0.00678,-0.02085,-0.018701,-0.011673,-0.011186,0.006719,-0.021313,'\'(4.8-5.4]\''
0.003044,0.011935,-0.014655,0.017831,0.00462,-0.010841,-0.015638,'\'(5.4-6]\''
0.02849,0.064965,0.071856,0.016637,-0.012672,-0.008588,-0.022375,'\'(4.8-5.4]\''
-0.002867,-0.01418,0.003157,-0.005166,0.020673,-0.008969,0.026153,'\'(4.8-5.4]\''
0.009342,0.010671,0.001628,0.010102,0.017149,-0.001927,0.002446,'\'(4.8-5.4]\''
-0.001377,-0.001358,-0.001435,0.005078,-0.015986,0.002318,-0.005173,'\'(6.6-7.2]\''
0.08408,0.064067,0.083828,0.034789,-0.047925,-0.022852,0.007169,'\'(3.6-4.2]\''
-0.001859,0.002301,0.005802,0.001646,0.023334,-0.003261,0.007556,'\'(5.4-6]\''
-0.002805,-0.000577,-0.0009,-0.011899,-0.008026,0.006993,-0.00717,'\'(6.6-7.2]\''
-0.00227,-0.001257,-0.007443,-0.000454,-0.011292,0.009376,-0.002937,'\'(3.6-4.2]\''
0.016588,0.00922,-0.021216,-0.00654,0.01104,-0.012918,0.009437,'\'(5.4-6]\''
0.016769,0.011512,-0.020988,-0.008663,0.010108,-0.009359,0.010244,'\'(4.8-5.4]\''
0.020014,0.011191,-0.025271,-0.006755,0.010975,-0.00901,0.008846,'\'(4.8-5.4]\''
0.014405,-0.024114,0.02119,-0.000529,0.003014,-0.004445,-0.007267,'\'(5.4-6]\''
0.008753,0.006603,0.002702,0.011296,0.013019,-0.010559,-0.00079,'\'(4.8-5.4]\''
-0.005865,-0.002548,-0.011483,-0.013606,-0.012317,0.009229,-0.001237,'\'(5.4-6]\''
0.011112,-0.016369,0.0177,-0.009226,0.016808,0.004232,-0.000295,'\'(4.8-5.4]\''
0.011112,-0.016369,0.0177,-0.009226,0.016808,0.004232,-0.000295,'\'(4.8-5.4]\''
0.011447,-0.014446,0.013596,-0.006577,0.019698,0.003957,-0.001918,'\'(4.8-5.4]\''
0.012278,-0.038297,0.015709,-0.005293,-0.010925,0.005194,0.004583,'\'(4.8-5.4]\''
0.030524,-0.011491,-0.007502,-0.014191,-0.021832,-0.036064,-0.00187,'\'(6.6-7.2]\''
0.003886,0.007242,-0.022376,0.006139,-0.000794,0.01803,0.014276,'\'(3.6-4.2]\''
-0.003909,0.003868,-0.020722,-0.007195,0.007259,0.008747,0.002653,'\'(5.4-6]\''
0.002131,0.003262,-0.008253,0.000683,-0.019372,-0.023997,-0.01296,'\'(5.4-6]\''
-0.019762,-0.010476,0.007703,-0.004281,-0.0145,0.018428,0.018601,'\'(4.8-5.4]\''
0.009942,0.009501,-0.011039,-0.012181,0.017644,-0.01513,0.004996,'\'(4.8-5.4]\''
0.003531,-0.020053,0.001477,-0.009993,0.017869,-0.003646,-0.021391,'\'(5.4-6]\''
0.000319,-0.012225,0.013359,0.014736,0.006559,0.005071,-0.012334,'\'(5.4-6]\''
0.011939,0.005948,-0.039601,0.003947,0.003839,0.023484,0.011993,'\'(4.8-5.4]\''
0.004087,0.004608,-0.006351,0.022268,0.017739,-0.002592,-0.014923,'\'(4.8-5.4]\''
-0.009883,-0.025562,0.004166,-0.006732,-0.002645,-0.009819,0.005533,'\'(5.4-6]\''
-0.009883,-0.025562,0.004166,-0.006732,-0.002645,-0.009819,0.005533,'\'(5.4-6]\''
-0.006905,-0.004624,0.001948,0.00073,0.015789,-0.00522,-0.005559,'\'(4.8-5.4]\''
0.006577,-0.00889,-0.021226,0.007495,0.011031,-0.010114,-0.004369,'\'(5.4-6]\''
0.011148,-0.00143,-0.006366,-0.00266,-0.004096,0.008916,-0.007258,'\'(6.6-7.2]\''
0.012732,-0.006473,-0.008934,0.003242,-0.001037,-0.011834,0.022514,'\'(5.4-6]\''
0.011197,-0.00494,-0.003876,0.0102,0.009759,-0.003333,-0.012167,'\'(4.8-5.4]\''
0.011148,-0.00143,-0.006366,-0.00266,-0.004096,0.008916,-0.007258,'\'(6.6-7.2]\''
-0.008403,-0.01971,0.006931,0.006532,-0.01083,0.02581,-0.000754,'\'(6.6-7.2]\''
0.001612,-0.002843,-0.005802,-0.004991,0.031352,0.014008,-0.015307,'\'(4.8-5.4]\''
0.000741,-0.022754,-0.032264,0.02019,-0.007015,-0.007717,-0.030894,'\'(4.8-5.4]\''
-0.006182,-0.013929,-0.008061,0.005144,-0.010174,-0.005891,0.001097,'\'(5.4-6]\''
-0.003182,-0.013939,-0.013575,-0.004936,-0.000229,-0.002658,0.000376,'\'(7.8-8.4]\''
-0.0212,-0.008591,0.000671,-0.006897,-0.00981,0.005244,0.018734,'\'(6.6-7.2]\''
0.003296,0.005809,-0.021887,-0.005129,0.012706,0.006753,0.01115,'\'(4.8-5.4]\''
0.011507,-0.002192,0.006176,-0.012314,-0.008493,0.003973,-0.002563,'\'(6.6-7.2]\''
0.008069,0.012676,-0.003102,-0.006096,-0.011378,0.013054,-0.00063,'\'(4.8-5.4]\''
-0.009274,-0.000323,-0.006384,0.010203,0.006032,-0.005318,-0.018549,'\'(4.8-5.4]\''
0.028598,0.057102,0.028202,0.00182,-0.03824,-0.020049,-0.005312,'\'(4.8-5.4]\''
0.009571,0.000811,0.006556,0.014967,-0.016203,-0.008325,-0.008796,'\'(5.4-6]\''
-0.003573,-0.00892,0.004999,-0.004891,0.033101,-0.001957,-0.023273,'\'(5.4-6]\''
-0.022803,-0.019259,0.006729,0.004075,-0.013899,0.017272,0.020524,'\'(6.6-7.2]\''
0.006453,0.011791,-0.002479,0.003952,0.010957,-0.009391,-0.005418,'\'(5.4-6]\''
0.015213,-0.001281,-0.009574,0.010581,-0.001672,-0.001279,0.014234,'\'(4.8-5.4]\''
-0.001485,0.003991,-0.026677,0.004375,-0.003006,0.003137,-0.007591,'\'(5.4-6]\''
0.006453,0.011791,-0.002479,0.003952,0.010957,-0.009391,-0.005418,'\'(5.4-6]\''
0.015213,-0.001281,-0.009574,0.010581,-0.001672,-0.001279,0.014234,'\'(4.8-5.4]\''
-0.022434,0.000451,-0.002974,-0.007048,0.005929,-0.001924,0.007328,'\'(6.6-7.2]\''
-0.001485,0.003991,-0.026677,0.004375,-0.003006,0.003137,-0.007591,'\'(5.4-6]\''
0.000042,-0.022816,-0.009681,0.011055,-0.021969,0.008427,-0.000297,'\'(-inf-3.6]\''
0.000772,0.007703,-0.008077,-0.004497,-0.020944,0.020355,-0.008251,'\'(5.4-6]\''
-0.004279,-0.006273,-0.009207,-0.006519,-0.009769,0.010991,-0.000812,'\'(5.4-6]\''
0.002335,0.004913,-0.015208,0.020783,0.010499,0.000042,-0.013865,'\'(4.8-5.4]\''
-0.001972,-0.003933,-0.008833,0.013085,0.000458,-0.005184,0.016516,'\'(4.8-5.4]\''
-0.019158,-0.106969,0.020913,-0.043305,-0.029632,0.044071,-0.087988,'\'(5.4-6]\''
-0.008125,-0.007622,-0.007477,0.002237,0.00007,-0.037527,-0.004527,'\'(5.4-6]\''
-0.019227,-0.011692,0.00377,-0.010016,0.022515,-0.017695,0.001305,'\'(5.4-6]\''
-0.004511,0.000392,0.008568,0.004539,-0.0005,0.000623,-0.008609,'\'(5.4-6]\''
-0.019742,-0.012775,0.003429,-0.009321,0.018245,-0.016291,0.002744,'\'(5.4-6]\''
-0.019227,-0.011692,0.00377,-0.010016,0.022515,-0.017695,0.001305,'\'(5.4-6]\''
0.002628,-0.017247,0.011714,-0.010748,0.030642,0.013246,-0.021339,'\'(5.4-6]\''
0.004937,-0.008626,0.010953,0.000968,0.038103,0.018321,-0.021126,'\'(5.4-6]\''
-0.008125,-0.007622,-0.007477,0.002237,0.00007,-0.037527,-0.004527,'\'(5.4-6]\''
0.012831,0.020576,-0.003491,-0.004895,-0.019041,0.010387,-0.016769,'\'(4.8-5.4]\''
-0.006839,-0.017039,0.00359,-0.009533,-0.008398,-0.000633,-0.002176,'\'(6.6-7.2]\''
0.002773,0.006436,-0.005866,0.025196,0.009886,-0.004234,-0.021525,'\'(4.8-5.4]\''
0.034458,-0.003167,0.029549,-0.001316,0.003275,0.017737,-0.00544,'\'(5.4-6]\''
0.023857,0.002119,0.021393,-0.033264,-0.010613,0.034857,0.003319,'\'(6.6-7.2]\''
0.023467,0.001298,0.0198,-0.0341,-0.011022,0.035402,0.003134,'\'(6.6-7.2]\''
-0.004511,0.000392,0.008568,0.004539,-0.0005,0.000623,-0.008609,'\'(5.4-6]\''
-0.003323,-0.000605,0.009021,0.005712,-0.002057,0.001534,-0.00602,'\'(5.4-6]\''
0.010481,-0.00269,0.010186,0.001097,0.017376,-0.015813,-0.019144,'\'(4.8-5.4]\''
0.042939,0.015917,-0.012734,0.022685,0.008601,-0.009961,-0.000651,'\'(5.4-6]\''
0.018437,0.001181,-0.017487,-0.006982,0.005411,0.007623,-0.001855,'\'(5.4-6]\''
-0.006531,-0.007559,-0.009698,-0.014981,0.009813,-0.002601,-0.006291,'\'(5.4-6]\''
0.019939,-0.024629,0.012744,0.001309,0.040683,0.006514,-0.021414,'\'(4.8-5.4]\''
0.001223,-0.001928,-0.012524,-0.009619,-0.024993,0.020783,-0.00147,'\'(5.4-6]\''
-0.018108,0.010416,0.010615,0.017708,-0.005645,0.020248,-0.010287,'\'(6.6-7.2]\''
-0.018108,0.010416,0.010615,0.017708,-0.005645,0.020248,-0.010287,'\'(6.6-7.2]\''
-0.017317,0.012475,0.007623,0.010674,-0.016431,0.011541,-0.002791,'\'(6.6-7.2]\''
-0.010989,0.025674,0.036947,-0.009339,-0.00265,0.022097,-0.02641,'\'(6.6-7.2]\''
-0.006962,0.022938,0.039445,-0.010262,-0.001098,0.024252,-0.025475,'\'(6.6-7.2]\''
0.008139,-0.003148,-0.002814,0.029267,0.014054,-0.002541,-0.018788,'\'(4.8-5.4]\''
-0.012222,-0.023899,0.022901,0.018117,-0.012719,0.008891,0.019518,'\'(8.4-inf)\''
0.016993,0.004217,0.023165,-0.000019,-0.022809,-0.00961,-0.032525,'\'(5.4-6]\''
-0.015277,-0.009696,0.005705,-0.013329,-0.017709,0.007592,0.005812,'\'(5.4-6]\''
0.004149,0.013282,0.004689,0.013091,0.01353,-0.009625,0.007647,'\'(4.8-5.4]\''
0.031552,-0.004105,0.025801,0.002234,-0.000773,0.010448,-0.006422,'\'(6.6-7.2]\''
0.016967,-0.012894,0.023048,0.014104,-0.007793,0.024218,-0.002851,'\'(7.8-8.4]\''
0.00467,0.019377,-0.025295,0.019831,-0.011821,0.001402,0.018155,'\'(3.6-4.2]\''
0.007564,0.005422,0.006015,0.004029,0.009983,-0.009786,0.019417,'\'(5.4-6]\''
0.031552,-0.004105,0.025801,0.002234,-0.000773,0.010448,-0.006422,'\'(6.6-7.2]\''
0.016967,-0.012894,0.023048,0.014104,-0.007793,0.024218,-0.002851,'\'(7.8-8.4]\''
0.004149,0.013282,0.004689,0.013091,0.01353,-0.009625,0.007647,'\'(4.8-5.4]\''
-0.012965,-0.005617,-0.005984,0.035625,0.007561,0.012212,0.006145,'\'(5.4-6]\''
-0.011626,-0.005656,-0.002494,0.035175,0.005952,0.015484,0.011783,'\'(5.4-6]\''
-0.011626,-0.005656,-0.002494,0.035175,0.005952,0.015484,0.011783,'\'(5.4-6]\''
0.006709,0.009463,-0.017191,0.020507,-0.00311,0.006679,0.001215,'\'(6.6-7.2]\''
-0.012965,-0.005617,-0.005984,0.035625,0.007561,0.012212,0.006145,'\'(5.4-6]\''
-0.011626,-0.005656,-0.002494,0.035175,0.005952,0.015484,0.011783,'\'(5.4-6]\''
0.016099,-0.000466,-0.012346,-0.00924,-0.011858,0.015954,-0.009303,'\'(6.6-7.2]\''
0.024047,0.00829,-0.027081,0.002143,0.018271,-0.000072,0.017897,'\'(4.8-5.4]\''
0.016099,-0.000466,-0.012346,-0.00924,-0.011858,0.015954,-0.009303,'\'(6.6-7.2]\''
-0.004176,0.007064,-0.00977,-0.011117,0.01083,0.008748,0.019756,'\'(4.8-5.4]\''
-0.003575,0.006444,-0.009411,0.009081,0.012813,0.00798,0.009374,'\'(4.8-5.4]\''
0.013894,-0.001997,-0.004341,0.003758,0.017091,-0.006635,0.025176,'\'(5.4-6]\''
0.027931,-0.004854,0.009022,0.00248,0.000788,0.011404,-0.00483,'\'(5.4-6]\''
-0.009334,0.017078,-0.020816,0.01444,0.000009,0.013632,-0.019236,'\'(5.4-6]\''
0.000053,0.00975,-0.008225,-0.009398,-0.025473,0.009417,-0.007131,'\'(7.8-8.4]\''
-0.012781,-0.018644,0.005629,0.002222,0.009917,0.019563,-0.004572,'\'(5.4-6]\''
-0.002924,-0.005703,-0.007641,-0.009026,0.02463,0.001968,-0.022784,'\'(4.8-5.4]\''
0.013712,-0.009314,-0.008596,0.000634,0.029759,-0.004859,-0.001242,'\'(4.8-5.4]\''
-0.004235,-0.005919,-0.002566,0.026312,0.010421,-0.001249,-0.01635,'\'(6.6-7.2]\''
-0.00348,-0.005931,-0.00676,0.007952,-0.005281,0.016397,0.010714,'\'(5.4-6]\''
-0.012781,-0.018644,0.005629,0.002222,0.009917,0.019563,-0.004572,'\'(5.4-6]\''
0.001989,0.00501,-0.002548,0.011535,0.025888,-0.013276,-0.005005,'\'(4.8-5.4]\''
0.001732,0.006333,-0.006471,0.01114,0.025941,-0.015123,-0.009978,'\'(5.4-6]\''
0.00421,0.010068,-0.015749,0.011426,0.04213,-0.017059,0.000413,'\'(5.4-6]\''
0.004487,0.005433,-0.005978,0.011103,0.027114,-0.013084,-0.009441,'\'(5.4-6]\''
-0.002924,-0.005703,-0.007641,-0.009026,0.02463,0.001968,-0.022784,'\'(4.8-5.4]\''
0.01894,0.028564,-0.025047,0.003529,-0.003882,0.01162,0.020665,'\'(5.4-6]\''
-0.000735,0.005699,-0.021869,0.015657,-0.016606,0.008712,0.004909,'\'(6.6-7.2]\''
0.007456,-0.005356,0.001381,0.031778,0.008532,-0.003159,-0.017098,'\'(5.4-6]\''
0.017852,0.003942,0.024739,0.008991,0.003958,-0.036324,0.018586,'\'(5.4-6]\''
0.000041,0.017655,-0.036467,-0.003675,0.01337,0.011346,0.004486,'\'(4.8-5.4]\''
-0.009988,-0.021087,0.003875,0.010176,-0.02436,-0.001323,0.00119,'\'(4.8-5.4]\''
0.025111,-0.006128,-0.025713,0.012317,0.010841,0.018685,0.021018,'\'(4.8-5.4]\''
0.000041,0.017655,-0.036467,-0.003675,0.01337,0.011346,0.004486,'\'(4.8-5.4]\''
0.025111,-0.006128,-0.025713,0.012317,0.010841,0.018685,0.021018,'\'(4.8-5.4]\''
0.010487,-0.007501,0.002973,-0.012957,-0.021923,0.004315,0.016737,'\'(8.4-inf)\''
0.037219,-0.000078,-0.012665,0.00601,0.012409,-0.010736,0.034625,'\'(5.4-6]\''
-0.011317,0.022431,0.005329,0.010487,-0.006447,0.017796,0.007135,'\'(4.8-5.4]\''
-0.011427,0.018184,0.005548,0.010466,-0.005725,0.01346,0.005423,'\'(5.4-6]\''
-0.009988,-0.021087,0.003875,0.010176,-0.02436,-0.001323,0.00119,'\'(4.8-5.4]\''
-0.001743,-0.004846,-0.0021,0.004706,-0.000485,0.002054,-0.006587,'\'(5.4-6]\''
0.005893,-0.005769,-0.000443,0.008288,-0.01407,-0.002171,-0.00686,'\'(5.4-6]\''
-0.013615,-0.012688,0.006323,-0.004586,-0.013462,-0.019149,0.005198,'\'(8.4-inf)\''
-0.005334,-0.003272,0.000242,0.015631,-0.010424,-0.004975,-0.015391,'\'(6.6-7.2]\''
-0.016534,-0.004311,-0.012476,0.004151,-0.005021,0.00392,-0.012732,'\'(6.6-7.2]\''
0.012551,-0.020071,0.003721,0.034255,-0.013481,0.02263,-0.013782,'\'(5.4-6]\''
-0.000522,-0.013369,-0.001728,-0.012319,0.000572,-0.017855,-0.009598,'\'(3.6-4.2]\''
0.002251,-0.014397,0.014793,0.000605,-0.013002,-0.009387,0.004596,'\'(7.8-8.4]\''
-0.008107,-0.006571,-0.004329,-0.006631,-0.00597,-0.002378,-0.002722,'\'(5.4-6]\''
0.012551,-0.020071,0.003721,0.034255,-0.013481,0.02263,-0.013782,'\'(5.4-6]\''
0.006165,-0.020823,0.00346,-0.001237,0.001853,-0.012831,0.010295,'\'(7.8-8.4]\''
-0.022406,-0.008007,0.00295,-0.003066,-0.006896,-0.024777,0.005868,'\'(7.8-8.4]\''
-0.022406,-0.008007,0.00295,-0.003066,-0.006896,-0.024777,0.005868,'\'(7.8-8.4]\''
-0.022406,-0.008007,0.00295,-0.003066,-0.006896,-0.024777,0.005868,'\'(7.8-8.4]\''
-0.009402,-0.012882,-0.002638,0.006715,-0.014672,-0.021064,0.009759,'\'(6.6-7.2]\''
-0.010435,-0.011147,0.001401,0.006666,-0.016915,-0.021489,0.011589,'\'(6.6-7.2]\''
