@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P75.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R9-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
4.178919,263.907385,-7.980078,-246.436189,41.569219,263.098518,-9.699485,315.969369,'\'(5.4-6]\''
5.544468,286.56261,-10.927335,-263.981864,90.066642,285.823024,-12.643971,391.720611,'\'(6.6-7.2]\''
4.717414,261.311041,-10.40339,-243.353138,100.458947,260.552403,-12.124356,371.143847,'\'(4.8-5.4]\''
5.431538,180.820908,-9.360176,-161.305892,50.229473,179.734912,-11.085125,241.984818,'\'(5.4-6]\''
5.273402,273.137484,-10.921273,-254.576828,48.497423,271.983938,-12.643971,331.254717,'\'(5.4-6]\''
13.795438,386.777338,-9.362081,-367.974194,152.420471,386.108766,-11.085125,550.948041,'\'(5.4-6]\''
13.77933,367.530789,-10.226894,-350.930814,112.583302,366.7964,-11.951151,490.534109,'\'(5.4-6]\''
14.159689,425.072981,-9.015151,-407.620837,110.851252,424.387089,-10.738715,546.375427,'\'(5.4-6]\''
14.540913,409.347692,-9.361388,-392.240226,109.119201,408.694709,-11.085125,528.916355,'\'(5.4-6]\''
5.498568,271.464323,-10.921273,-252.810136,53.693575,270.269208,-12.643971,334.75346,'\'(5.4-6]\''
5.273402,273.137484,-10.921273,-254.576828,48.497423,271.983938,-12.643971,331.254717,'\'(5.4-6]\''
5.030568,387.111623,-14.905336,-368.996104,134.233938,386.24733,-16.627688,532.380457,'\'(5.4-6]\''
4.405991,127.108281,-10.749454,-108.616906,25.980762,126.370427,-12.470766,163.817365,'\'(4.8-5.4]\''
15.131715,302.067929,-10.225508,-281.077205,62.353829,300.891866,-11.951151,377.500474,'\'(6.6-7.2]\''
9.579973,201.555288,-11.273919,-178.903528,62.353829,200.79665,-12.990381,279.88209,'\'(7.8-8.4]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,281.856628,-13.856406,369.983373,'\'(6.6-7.2]\''
20.41499,251.718944,-11.437424,-234.259872,36.373067,251.043444,-13.163586,299.073213,'\'(4.8-5.4]\''
26.603088,330.14274,-12.818388,-311.803786,95.262794,329.055012,-14.549227,435.922547,'\'(5.4-6]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,281.856628,-13.856406,369.983373,'\'(6.6-7.2]\''
4.440632,219.116552,-12.308299,-198.631587,39.837169,218.325004,-14.029612,272.261066,'\'(4.8-5.4]\''
11.442794,281.421883,-10.398367,-263.479569,55.425626,280.297782,-12.124356,347.432071,'\'(4.8-5.4]\''
4.440632,219.116552,-12.308299,-198.631587,39.837169,218.325004,-14.029612,272.261066,'\'(4.8-5.4]\''
26.603088,330.14274,-12.818388,-311.803786,95.262794,329.055012,-14.549227,435.922547,'\'(5.4-6]\''
4.787042,229.209212,-9.017403,-211.899096,34.641016,228.301617,-10.738715,274.010438,'\'(5.4-6]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,281.856628,-13.856406,369.983373,'\'(6.6-7.2]\''
20.41499,251.718944,-11.437424,-234.259872,36.373067,251.043444,-13.163586,299.073213,'\'(4.8-5.4]\''
10.832592,231.130056,-10.402351,-211.01575,17.320508,230.345437,-12.124356,261.037377,'\'(5.4-6]\''
5.530092,265.56669,-9.711955,-245.743369,24.248711,264.449517,-11.431535,302.208225,'\'(5.4-6]\''
5.37109,243.242287,-11.793534,-219.485478,50.229473,241.846254,-13.509996,309.413556,'\'(5.4-6]\''
5.423224,291.62193,-11.620156,-269.195337,45.033321,290.742049,-13.336791,352.264493,'\'(6.6-7.2]\''
21.542728,255.960736,-11.089109,-238.797845,88.334591,255.148404,-12.817176,353.321044,'\'(4.8-5.4]\''
17.584992,262.208244,-12.137,-239.109614,86.60254,261.730198,-13.856406,365.601284,'\'(7.8-8.4]\''
5.423224,291.62193,-11.620156,-269.195337,45.033321,290.742049,-13.336791,352.264493,'\'(6.6-7.2]\''
5.37109,243.242287,-11.793534,-219.485478,50.229473,241.846254,-13.509996,309.413556,'\'(5.4-6]\''
5.336795,255.200366,-9.714727,-234.103987,69.282032,254.351661,-11.431535,338.615933,'\'(6.6-7.2]\''
5.180044,191.273835,-12.660079,-167.142903,60.621778,190.179179,-14.376022,268.62376,'\'(6.6-7.2]\''
4.711525,189.415344,-10.755689,-165.739942,50.229473,188.481769,-12.470766,256.291558,'\'(6.6-7.2]\''
5.009091,135.678468,-9.713341,-114.938892,25.980762,134.857476,-11.431535,174.902491,'\'(5.4-6]\''
4.891311,170.369714,-12.827568,-152.212625,27.712813,169.585095,-14.549227,209.093173,'\'(5.4-6]\''
18.215286,331.441778,-11.264219,-313.050863,93.530744,330.406012,-12.990381,436.286278,'\'(5.4-6]\''
4.144798,137.415715,-9.018789,-118.056583,24.248711,136.416322,-10.738715,173.153119,'\'(5.4-6]\''
9.548796,177.102195,-10.231224,-155.070509,17.320508,175.543349,-11.951151,209.560827,'\'(3.6-4.2]\''
9.375591,177.103927,-10.231224,-155.087829,17.320508,175.56067,-11.951151,209.595468,'\'(3.6-4.2]\''
18.215286,331.441778,-11.264219,-313.050863,93.530744,330.406012,-12.990381,436.286278,'\'(5.4-6]\''
10.953836,227.548175,-11.268376,-207.2572,51.961524,226.70813,-12.990381,292.647304,'\'(5.4-6]\''
14.155185,212.04632,-10.92491,-188.8455,50.229473,211.327519,-12.643971,278.565731,'\'(6.6-7.2]\''
11.401224,283.069063,-10.92491,-260.032788,77.942286,282.185718,-12.643971,376.617128,'\'(5.4-6]\''
10.431796,288.078154,-11.790416,-266.909029,77.942286,287.312588,-13.509996,380.652806,'\'(4.8-5.4]\''
12.60067,276.1322,-13.865067,-257.122942,90.066642,275.44804,-15.588457,378.479082,'\'(5.4-6]\''
15.751097,305.589188,-10.229665,-284.627909,88.334591,305.066109,-11.951151,407.690119,'\'(4.8-5.4]\''
13.537363,368.03828,-11.0924,-349.995507,67.549981,367.350656,-12.817176,445.985762,'\'(5.4-6]\''
16.376887,283.008442,-12.47908,-263.964543,103.923048,282.428205,-14.202817,399.151109,'\'(5.4-6]\''
33.012888,396.203158,-12.124356,-377.500474,105.655099,394.838302,-13.856406,512.583116,'\'(4.8-5.4]\''
5.620158,198.319817,-11.960157,-178.072144,29.444864,197.38451,-13.683201,239.906357,'\'(6.6-7.2]\''
5.525242,182.639562,-10.063215,-158.84638,58.889727,181.70945,-11.777945,257.919686,'\'(7.8-8.4]\''
5.344762,247.057995,-15.076117,-228.422861,39.837169,245.899253,-16.800893,297.323842,'\'(4.8-5.4]\''
5.67212,226.424074,-14.211823,-206.373854,38.105118,225.564977,-15.934867,276.314065,'\'(5.4-6]\''
5.447127,163.850274,-14.55806,-143.916102,24.248711,162.708853,-16.281278,199.965266,'\'(5.4-6]\''
25.248105,246.160793,-7.27981,-228.128412,64.08588,245.414279,-9.006664,321.8237,'\'(5.4-6]\''
8.595649,201.366495,-9.192513,-181.518925,64.08588,200.432919,-10.91192,278.340565,'\'(5.4-6]\''
4.908286,278.132719,-14.906376,-258.196814,27.712813,277.318655,-16.627688,318.368259,'\'(4.8-5.4]\''
4.702345,322.968586,-14.21165,-304.702378,24.248711,322.057527,-15.934867,358.257389,'\'(4.8-5.4]\''
13.155445,293.478689,-9.361215,-275.811771,79.674337,292.612663,-11.085125,383.579972,'\'(5.4-6]\''
19.151286,281.291979,-12.302757,-262.474979,109.119201,280.419026,-14.029612,402.008992,'\'(5.4-6]\''
5.634708,329.58502,-11.962929,-309.015185,69.282032,328.864487,-13.683201,412.946893,'\'(5.4-6]\''
4.733175,307.22944,-10.404949,-286.792973,36.373067,306.088019,-12.124356,356.161608,'\'(4.8-5.4]\''
4.162465,166.890024,-9.364852,-147.553408,43.30127,165.930467,-11.085125,221.546619,'\'(5.4-6]\''
14.073779,406.283694,-9.360869,-389.330381,102.190998,405.490415,-11.085125,517.917832,'\'(4.8-5.4]\''
5.042693,198.257464,-11.446431,-174.001824,10.392305,196.899536,-13.163586,225.080002,'\'(5.4-6]\''
10.324755,198.143148,-10.927509,-173.84594,29.444864,197.349869,-12.643971,244.911984,'\'(5.4-6]\''
3.796655,263.855424,-7.115265,-244.808061,48.497423,262.82139,-8.833459,323.668334,'\'(5.4-6]\''
5.113707,279.471594,-9.019828,-258.664468,69.282032,278.16736,-10.738715,361.582927,'\'(4.8-5.4]\''
4.577291,315.913943,-10.231744,-295.453227,36.373067,314.765593,-11.951151,364.960426,'\'(5.4-6]\''
6.531737,198.354458,-11.620156,-174.382875,48.497423,197.38451,-13.336791,263.133159,'\'(6.6-7.2]\''
14.749798,292.304358,-9.533554,-274.42613,57.157677,291.608074,-11.25833,359.054132,'\'(5.4-6]\''
4.889233,289.905468,-10.058365,-270.303849,76.210236,289.061959,-11.777945,378.695589,'\'(5.4-6]\''
4.365114,140.91619,-7.291587,-119.372942,22.51666,140.209513,-9.006664,177.881618,'\'(5.4-6]\''
6.103747,180.968132,-12.827568,-162.882058,34.641016,180.081322,-14.549227,226.621528,'\'(4.8-5.4]\''
6.242311,187.858231,-12.654363,-169.827582,41.569219,186.992205,-14.376022,240.512575,'\'(4.8-5.4]\''
17.523504,191.180304,-10.050744,-174.590721,41.569219,190.387025,-11.777945,241.70769,'\'(5.4-6]\''
32.28612,364.925785,-11.950458,-346.739251,119.511506,363.955836,-13.683201,494.171416,'\'(6.6-7.2]\''
5.509654,312.503535,-11.793534,-288.646267,107.38715,311.145607,-13.509996,435.991829,'\'(7.8-8.4]\''
4.662334,186.2786,-13.870609,-163.263109,45.033321,185.606565,-15.588457,246.695997,'\'(5.4-6]\''
6.1228,327.854701,-8.149299,-308.616813,103.923048,326.526218,-9.87269,442.816109,'\'(5.4-6]\''
14.469726,279.556464,-11.788165,-258.820352,65.817931,278.84286,-13.509996,358.932889,'\'(7.8-8.4]\''
13.32917,435.347506,-9.880311,-416.523578,69.282032,434.363702,-11.60474,515.960615,'\'(4.8-5.4]\''
13.32917,435.347506,-9.880311,-416.523578,69.282032,434.363702,-11.60474,515.960615,'\'(4.8-5.4]\''
23.23702,201.442705,-12.824277,-181.536245,64.08588,200.710048,-14.549227,279.53568,'\'(5.4-6]\''
3.658438,210.201686,-10.752225,-191.686063,86.60254,209.560827,-12.470766,308.114518,'\'(5.4-6]\''
5.582573,261.988273,-11.443486,-242.954767,22.51666,261.366467,-13.163586,297.739534,'\'(4.8-5.4]\''
23.23702,201.442705,-12.824277,-181.536245,64.08588,200.710048,-14.549227,279.53568,'\'(5.4-6]\''
23.743645,314.140323,-9.702256,-295.713034,90.066642,313.224068,-11.431535,414.89545,'\'(5.4-6]\''
5.647871,286.500256,-10.927855,-263.964543,88.334591,285.736422,-12.643971,390.00588,'\'(7.8-8.4]\''
4.262577,196.437078,-10.927509,-172.893312,62.353829,195.531216,-12.643971,274.876463,'\'(7.8-8.4]\''
13.133795,283.067331,-10.404776,-260.587044,79.674337,282.393564,-12.124356,378.366499,'\'(6.6-7.2]\''
13.325706,281.352601,-12.481851,-259.391929,60.621778,280.696154,-14.202817,356.975671,'\'(6.6-7.2]\''
14.469726,279.556464,-11.788165,-258.820352,65.817931,278.84286,-13.509996,358.932889,'\'(7.8-8.4]\''
3.953233,106.403345,-14.21598,-87.156797,25.980762,105.845625,-15.934867,145.128537,'\'(3.6-4.2]\''
9.148173,212.044588,-12.138732,-187.979474,38.105118,210.825224,-13.856406,266.874388,'\'(6.6-7.2]\''
9.042344,225.784947,-9.542561,-202.49406,69.282032,225.062682,-11.25833,311.405415,'\'(6.6-7.2]\''
6.1228,327.854701,-8.149299,-308.616813,103.923048,326.526218,-9.87269,442.816109,'\'(5.4-6]\''
13.32917,435.347506,-9.880311,-416.523578,69.282032,434.363702,-11.60474,515.960615,'\'(4.8-5.4]\''
5.361563,310.625992,-11.78574,-293.738496,74.478185,309.846569,-13.509996,394.387969,'\'(4.8-5.4]\''
4.331339,248.462688,-11.447643,-227.210425,65.817931,247.665945,-13.163586,328.518077,'\'(4.8-5.4]\''
29.115774,331.618448,-10.91192,-314.384542,95.262794,330.509935,-12.643971,436.130393,'\'(5.4-6]\''
13.675061,290.012855,-9.18801,-272.38231,74.478185,289.183203,-10.91192,374.885077,'\'(5.4-6]\''
6.427814,179.038628,-10.06131,-156.81988,60.621778,178.158746,-11.777945,254.732712,'\'(7.8-8.4]\''
4.697668,229.254245,-9.539789,-208.98925,53.693575,228.249655,-11.25833,295.539829,'\'(6.6-7.2]\''
12.046587,274.190571,-9.015151,-254.836635,96.994845,273.473502,-10.738715,382.956434,'\'(5.4-6]\''
12.080708,328.77442,-8.669261,-309.119108,96.994845,327.96382,-10.392305,437.585316,'\'(6.6-7.2]\''
4.712217,199.826702,-9.369356,-178.782284,72.746134,198.926035,-11.085125,286.411922,'\'(6.6-7.2]\''
4.423658,166.64234,-10.229492,-149.164216,25.980762,165.895826,-11.951151,203.689175,'\'(3.6-4.2]\''
4.331339,248.462688,-11.447643,-227.210425,65.817931,247.665945,-13.163586,328.518077,'\'(4.8-5.4]\''
4.282842,243.051762,-9.885334,-224.421823,60.621778,242.400511,-11.60474,315.060042,'\'(6.6-7.2]\''
3.986142,165.319053,-10.4072,-144.920691,38.105118,164.510186,-12.124356,216.14262,'\'(5.4-6]\''
8.722261,199.701994,-11.43881,-182.991168,32.908965,198.822112,-13.163586,242.521754,'\'(4.8-5.4]\''
29.115774,331.618448,-10.91192,-314.384542,95.262794,330.509935,-12.643971,436.130393,'\'(5.4-6]\''
27.051862,321.534448,-11.087896,-303.472622,72.746134,320.394758,-12.817176,405.369171,'\'(4.8-5.4]\''
5.688228,201.68346,-11.441754,-182.211745,39.837169,200.900573,-13.163586,253.6242,'\'(5.4-6]\''
18.36736,281.375118,-12.65367,-259.149442,71.014083,280.644192,-14.376022,367.471899,'\'(6.6-7.2]\''
16.901352,314.547355,-16.804357,-295.868919,64.08588,313.29335,-18.532944,389.451624,'\'(5.4-6]\''
16.901352,314.547355,-16.804357,-295.868919,64.08588,313.29335,-18.532944,389.451624,'\'(5.4-6]\''
6.980511,210.222471,-10.236074,-187.442538,41.569219,209.508866,-11.951151,267.584529,'\'(6.6-7.2]\''
5.215378,225.776287,-9.022079,-205.057495,51.961524,225.01072,-10.738715,291.365587,'\'(6.6-7.2]\''
5.37438,232.886355,-10.231397,-211.154314,10.392305,231.609834,-11.951151,257.244186,'\'(5.4-6]\''
5.374554,236.355653,-10.231224,-214.583775,17.320508,235.039295,-11.951151,267.636491,'\'(5.4-6]\''
5.008745,229.231728,-10.233303,-208.746763,79.674337,228.492143,-11.951151,322.213412,'\'(6.6-7.2]\''
3.62345,218.678343,-10.232956,-199.497612,8.660254,217.857351,-11.951151,240.33937,'\'(5.4-6]\''
16.996961,263.902189,-10.230878,-241.880895,62.353829,263.219761,-11.951151,341.214009,'\'(6.6-7.2]\''
12.110499,170.328144,-8.154495,-147.380203,41.569219,169.204043,-9.87269,227.227745,'\'(6.6-7.2]\''
7.368144,159.703745,-9.709877,-142.980794,48.497423,159.019585,-11.431535,219.173709,'\'(5.4-6]\''
4.940329,177.718805,-10.578847,-157.911072,43.30127,177.067554,-12.297561,233.16868,'\'(5.4-6]\''
5.184028,231.136984,-10.058019,-209.404943,8.660254,229.843142,-11.777945,253.572238,'\'(5.4-6]\''
4.478391,239.598052,-9.014285,-221.460016,45.033321,238.416794,-10.738715,294.55256,'\'(4.8-5.4]\''
9.735338,201.21061,-7.983542,-175.629952,29.444864,199.584215,-9.699485,249.016945,'\'(6.6-7.2]\''
7.136049,147.854785,-9.716805,-123.131492,25.980762,146.912549,-11.431535,191.460896,'\'(5.4-6]\''
4.298604,248.26177,-10.926123,-227.279707,20.78461,247.354176,-12.643971,282.809256,'\'(6.6-7.2]\''
3.9709,312.526052,-12.310378,-293.85974,126.439709,311.873068,-14.029612,450.558377,'\'(5.4-6]\''
14.9909,213.551472,-8.495709,-194.821075,57.157677,212.765121,-10.2191,281.977871,'\'(5.4-6]\''
4.953665,141.160409,-9.023985,-118.437634,39.837169,140.382718,-10.738715,195.894946,'\'(5.4-6]\''
7.136049,147.854785,-9.716805,-123.131492,25.980762,146.912549,-11.431535,191.460896,'\'(5.4-6]\''
10.209747,175.529493,-8.149992,-158.101598,32.908965,174.729285,-9.87269,218.454908,'\'(5.4-6]\''
9.735338,201.21061,-7.983542,-175.629952,29.444864,199.584215,-9.699485,249.016945,'\'(6.6-7.2]\''
5.057242,170.380106,-10.236767,-147.640011,46.765372,169.515813,-11.951151,232.787629,'\'(6.6-7.2]\''
4.298604,248.26177,-10.926123,-227.279707,20.78461,247.354176,-12.643971,282.809256,'\'(6.6-7.2]\''
25.04303,347.120302,-10.914345,-330.198166,60.621778,346.236956,-12.643971,417.61477,'\'(6.6-7.2]\''
25.04303,347.120302,-10.914345,-330.198166,60.621778,346.236956,-12.643971,417.61477,'\'(6.6-7.2]\''
12.181167,144.409736,-10.404776,-123.044889,55.425626,143.552371,-12.124356,213.925595,'\'(5.4-6]\''
25.04303,347.120302,-10.914345,-330.198166,60.621778,346.236956,-12.643971,417.61477,'\'(6.6-7.2]\''
24.383638,385.43673,-9.183507,-367.50654,98.726896,384.445997,-10.91192,495.020121,'\'(5.4-6]\''
11.577028,211.888703,-11.095517,-191.218409,53.693575,210.946468,-12.817176,279.20659,'\'(7.8-8.4]\''
6.068586,222.315649,-10.576422,-201.714637,50.229473,221.130927,-12.297561,285.476614,'\'(7.8-8.4]\''
13.984232,127.345572,-13.867145,-105.68974,19.052559,126.612914,-15.588457,161.098046,'\'(4.8-5.4]\''
14.088848,203.185148,-9.189915,-184.376808,15.588457,202.459419,-10.91192,231.12486,'\'(3.6-4.2]\''
14.123835,156.567001,-12.480465,-137.03986,20.78461,155.849932,-14.202817,190.023294,'\'(7.8-8.4]\''
8.440284,135.642095,-10.577634,-114.003584,27.712813,134.233938,-12.297561,177.846977,'\'(5.4-6]\''
25.04303,347.120302,-10.914345,-330.198166,60.621778,346.236956,-12.643971,417.61477,'\'(6.6-7.2]\''
4.387631,205.040175,-11.962929,-185.312116,50.229473,204.260752,-13.683201,267.878978,'\'(5.4-6]\''
12.493975,168.62727,-10.576941,-147.224319,67.549981,167.870364,-12.297561,250.367944,'\'(5.4-6]\''
12.181167,144.409736,-10.404776,-123.044889,55.425626,143.552371,-12.124356,213.925595,'\'(5.4-6]\''
9.392046,269.100074,-10.23209,-245.79533,45.033321,267.671132,-11.951151,329.695871,'\'(7.8-8.4]\''
14.868617,215.695751,-12.30726,-195.358011,38.105118,214.912864,-14.029612,266.649222,'\'(5.4-6]\''
4.660776,225.750306,-8.329606,-204.936252,95.262794,225.028041,-10.045895,334.597575,'\'(5.4-6]\''
3.140555,109.21966,-8.498827,-92.38759,38.105118,108.530304,-10.2191,158.231502,'\'(4.8-5.4]\''
4.422619,222.230779,-9.710916,-203.342765,27.712813,221.113606,-11.431535,261.314505,'\'(5.4-6]\''
29.271832,635.501566,-13.163413,-614.65287,61.487804,634.311647,-14.895637,711.024177,'\'(-inf-3.6]\''
4.731963,229.988634,-10.232956,-210.01116,31.176915,228.959796,-11.951151,272.659438,'\'(4.8-5.4]\''
5.7705,179.752233,-11.446085,-159.002264,46.765372,178.99013,-13.163586,238.797845,'\'(6.6-7.2]\''
23.015491,238.212412,-14.206281,-219.20835,50.229473,237.550768,-15.934867,300.129764,'\'(3.6-4.2]\''
10.360955,156.814684,-9.020694,-135.151925,29.444864,156.092419,-10.738715,200.069189,'\'(5.4-6]\''
4.040009,182.369362,-7.460809,-165.289609,43.30127,181.466963,-9.179869,235.463647,'\'(4.8-5.4]\''
20.330293,391.090144,-15.246031,-371.646142,62.353829,390.248367,-16.974098,464.518706,'\'(3.6-4.2]\''
14.868617,215.695751,-12.30726,-195.358011,38.105118,214.912864,-14.029612,266.649222,'\'(5.4-6]\''
4.124013,222.641275,-10.061483,-201.350906,45.033321,221.94499,-11.777945,281.23309,'\'(5.4-6]\''
4.295486,243.41376,-10.756036,-219.901171,58.889727,242.746921,-12.470766,318.472182,'\'(5.4-6]\''
4.471636,271.121377,-11.099501,-249.675124,60.621778,270.096003,-12.817176,345.405572,'\'(4.8-5.4]\''
4.472675,141.201978,-12.484103,-121.104992,48.497423,139.967026,-14.202817,201.922483,'\'(6.6-7.2]\''
5.166361,151.62546,-8.84593,-133.263989,31.176915,150.740382,-10.56551,193.158306,'\'(4.8-5.4]\''
3.866457,206.612877,-10.405642,-188.083397,13.856406,205.992803,-12.124356,232.943513,'\'(3.6-4.2]\''
5.166361,151.62546,-8.84593,-133.263989,31.176915,150.740382,-10.56551,193.158306,'\'(4.8-5.4]\''
7.586729,163.713442,-9.543254,-141.006256,27.712813,162.812776,-11.25833,206.737584,'\'(6.6-7.2]\''
4.640684,172.375428,-10.584043,-149.770433,55.425626,171.750158,-12.297561,243.214574,'\'(5.4-6]\''
4.471636,271.121377,-11.099501,-249.675124,60.621778,270.096003,-12.817176,345.405572,'\'(4.8-5.4]\''
26.739747,163.320267,-10.222217,-145.319063,32.908965,162.362443,-11.951151,207.2572,'\'(4.8-5.4]\''
33.931741,422.258398,-12.989515,-403.741043,88.334591,420.957628,-14.722432,520.948921,'\'(4.8-5.4]\''
4.472675,141.201978,-12.484103,-121.104992,48.497423,139.967026,-14.202817,201.922483,'\'(6.6-7.2]\''
14.869829,364.665977,-9.188356,-346.68729,116.047404,363.990477,-10.91192,491.036404,'\'(4.8-5.4]\''
15.736721,392.382254,-8.84108,-375.214166,116.047404,391.478124,-10.56551,517.865871,'\'(4.8-5.4]\''
26.566195,281.960551,-10.742179,-264.588081,96.994845,281.111846,-12.470766,388.031342,'\'(4.8-5.4]\''
4.560143,203.164364,-10.751186,-183.857193,29.444864,202.459419,-12.470766,245.344997,'\'(4.8-5.4]\''
4.648478,203.604304,-12.135094,-185.77977,46.765372,202.909752,-13.856406,260.79489,'\'(4.8-5.4]\''
11.745729,217.424338,-10.4072,-194.682511,58.889727,216.662236,-12.124356,291.227023,'\'(5.4-6]\''
25.089622,274.56989,-11.78574,-253.485636,64.08588,273.906515,-13.509996,352.628224,'\'(5.4-6]\''
10.708231,226.524533,-12.657134,-203.308124,57.157677,225.720861,-14.376022,298.172547,'\'(5.4-6]\''
4.643801,160.306498,-9.195285,-137.490193,60.621778,159.469918,-10.91192,235.714794,'\'(5.4-6]\''
4.644841,260.751589,-11.099501,-239.594588,31.176915,259.842262,-12.817176,305.066109,'\'(5.4-6]\''
4.644841,260.751589,-11.099501,-239.594588,31.176915,259.842262,-12.817176,305.066109,'\'(5.4-6]\''
14.000513,298.823798,-10.230878,-277.526501,84.87049,298.29379,-11.951151,397.48834,'\'(5.4-6]\''
25.089622,274.56989,-11.78574,-253.485636,64.08588,273.906515,-13.509996,352.628224,'\'(5.4-6]\''
4.473714,239.954855,-10.751013,-222.187478,19.052559,239.144255,-12.470766,269.66299,'\'(4.8-5.4]\''
25.089622,274.56989,-11.78574,-253.485636,64.08588,273.906515,-13.509996,352.628224,'\'(5.4-6]\''
26.822192,271.107521,-11.43881,-249.103547,64.08588,270.390452,-13.163586,350.186032,'\'(6.6-7.2]\''
36.87744,401.045972,-12.641892,-383.233562,86.60254,400.017134,-14.376022,497.826043,'\'(4.8-5.4]\''
22.407195,261.20885,-10.224642,-242.469793,76.210236,259.686378,-11.951151,347.345469,'\'(4.8-5.4]\''
4.643801,160.306498,-9.195285,-137.490193,60.621778,159.469918,-10.91192,235.714794,'\'(5.4-6]\''
10.708231,226.524533,-12.657134,-203.308124,57.157677,225.720861,-14.376022,298.172547,'\'(5.4-6]\''
7.674717,250.773244,-10.581098,-227.574156,72.746134,249.986893,-12.297561,337.940433,'\'(5.4-6]\''
10.365631,231.294601,-11.960504,-211.275558,46.765372,230.484001,-13.683201,290.066549,'\'(5.4-6]\''
9.236681,223.070824,-13.002852,-199.532253,50.229473,222.291401,-14.722432,288.022729,'\'(5.4-6]\''
11.924477,284.988176,-9.362427,-264.588081,93.530744,284.142935,-11.085125,390.378271,'\'(5.4-6]\''
4.644841,260.751589,-11.099501,-239.594588,31.176915,259.842262,-12.817176,305.066109,'\'(5.4-6]\''
4.645014,238.228,-12.658174,-217.441658,19.052559,237.342922,-14.376022,270.425093,'\'(5.4-6]\''
18.329601,262.44207,-12.137173,-239.074973,79.674337,261.920723,-13.856406,358.499876,'\'(7.8-8.4]\''
4.387458,283.682209,-10.404256,-263.739376,32.908965,282.688012,-12.124356,327.25368,'\'(4.8-5.4]\''
14.000513,298.823798,-10.230878,-277.526501,84.87049,298.29379,-11.951151,397.48834,'\'(5.4-6]\''
7.760107,167.177544,-10.582311,-144.297153,51.961524,166.450083,-12.297561,234.55432,'\'(6.6-7.2]\''
4.906554,104.418415,-9.53875,-86.273451,25.980762,103.663241,-11.25833,141.768359,'\'(4.8-5.4]\''
4.473714,239.954855,-10.751013,-222.187478,19.052559,239.144255,-12.470766,269.66299,'\'(4.8-5.4]\''
26.822192,271.107521,-11.43881,-249.103547,64.08588,270.390452,-13.163586,350.186032,'\'(6.6-7.2]\''
25.089622,274.56989,-11.78574,-253.485636,64.08588,273.906515,-13.509996,352.628224,'\'(5.4-6]\''
4.903609,84.07721,-11.793361,-62.908085,10.392305,83.502169,-13.509996,108.183893,'\'(4.8-5.4]\''
12.789117,222.617026,-10.403044,-202.16497,67.549981,221.719824,-12.124356,302.745161,'\'(5.4-6]\''
8.37308,147.738738,-10.229146,-129.938452,22.51666,146.808626,-11.951151,181.449643,'\'(3.6-4.2]\''
4.822895,257.278827,-10.748241,-237.914499,31.176915,256.430122,-12.470766,299.333021,'\'(5.4-6]\''
17.643016,319.594551,-10.572092,-299.540867,69.282032,318.922515,-12.297561,402.407364,'\'(4.8-5.4]\''
4.212348,180.618258,-11.445392,-160.924841,17.320508,180.046681,-13.163586,211.760532,'\'(5.4-6]\''
10.102533,275.887981,-11.963795,-254.99252,67.549981,275.326796,-13.683201,358.066863,'\'(5.4-6]\''
6.035851,215.72,-11.613747,-195.392652,34.641016,214.7743,-13.336791,262.474979,'\'(5.4-6]\''
4.822895,257.278827,-10.748241,-237.914499,31.176915,256.430122,-12.470766,299.333021,'\'(5.4-6]\''
5.082183,215.273131,-9.70953,-196.241356,45.033321,214.150762,-11.431535,271.897336,'\'(5.4-6]\''
6.729364,324.82188,-9.881003,-304.477211,98.726896,323.339245,-11.60474,434.64083,'\'(5.4-6]\''
8.37308,147.738738,-10.229146,-129.938452,22.51666,146.808626,-11.951151,181.449643,'\'(3.6-4.2]\''
10.107902,232.602299,-11.265605,-215.46712,13.856406,231.644475,-12.990381,256.828494,'\'(-inf-3.6]\''
5.164629,219.145996,-11.099328,-199.203163,34.641016,218.411607,-12.817176,266.562619,'\'(5.4-6]\''
4.127823,89.240454,-9.018442,-70.840878,29.444864,87.970861,-10.738715,128.604772,'\'(5.4-6]\''
36.616247,294.091835,-9.871997,-274.963066,76.210236,293.218881,-11.60474,380.254434,'\'(5.4-6]\''
26.045194,389.337309,-9.531129,-370.589591,117.779455,388.325791,-11.25833,517.15573,'\'(5.4-6]\''
33.930529,325.239304,-11.951497,-307.075288,90.066642,324.465078,-13.683201,425.166512,'\'(4.8-5.4]\''
4.471809,203.550611,-7.981637,-184.030398,48.497423,202.719227,-9.699485,263.159139,'\'(5.4-6]\''
