@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-1.226042,0.568162,0.083634,'\'(4.8-5.4]\''
-1.581025,2.041093,1.825983,'\'(5.4-6]\''
1.798607,2.345918,-0.114432,'\'(4.8-5.4]\''
-0.492949,2.676027,1.586699,'\'(3.6-4.2]\''
1.845913,2.151439,-0.078423,'\'(4.8-5.4]\''
-0.090324,2.675194,0.22408,'\'(4.8-5.4]\''
1.108547,-0.361064,0.687415,'\'(5.4-6]\''
-2.319762,-1.333263,-2.104552,'\'(4.8-5.4]\''
1.108547,-0.361064,0.687415,'\'(5.4-6]\''
-0.529513,-2.411533,-0.431912,'\'(3.6-4.2]\''
0.868082,1.046443,1.360507,'\'(6.6-7.2]\''
-1.634347,-1.183088,0.479106,'\'(4.8-5.4]\''
-1.346893,-1.614026,0.619961,'\'(4.8-5.4]\''
-1.176695,-1.486748,0.564739,'\'(4.8-5.4]\''
-0.508366,-0.438782,1.716836,'\'(5.4-6]\''
-2.254326,1.104595,-0.01568,'\'(4.8-5.4]\''
-1.474616,-0.019296,0.732712,'\'(5.4-6]\''
0.878727,0.990319,0.810225,'\'(6.6-7.2]\''
1.658339,3.484408,-0.314002,'\'(6.6-7.2]\''
0.832648,-0.691373,1.402071,'\'(5.4-6]\''
0.495031,1.247917,0.049231,'\'(6.6-7.2]\''
-2.254326,1.104595,-0.01568,'\'(4.8-5.4]\''
-0.296966,2.214312,-0.695601,'\'(6.6-7.2]\''
-0.833358,1.213277,-0.745406,'\'(4.8-5.4]\''
-1.87033,-0.396721,-1.681009,'\'(5.4-6]\''
2.314532,-0.732184,-0.78586,'\'(6.6-7.2]\''
-1.370816,-0.832499,0.582397,'\'(5.4-6]\''
-0.176301,0.583497,1.588572,'\'(4.8-5.4]\''
-2.81178,-1.985488,-0.200277,'\'(4.8-5.4]\''
-0.846207,-1.429393,-0.311813,'\'(5.4-6]\''
-0.256035,-0.568488,0.231172,'\'(6.6-7.2]\''
-0.566959,-1.177974,-0.475991,'\'(5.4-6]\''
-0.566959,-1.177974,-0.475991,'\'(5.4-6]\''
-3.192967,0.772879,-0.240124,'\'(5.4-6]\''
0.57412,-0.992771,-0.80836,'\'(6.6-7.2]\''
-2.793023,1.297239,1.076105,'\'(4.8-5.4]\''
1.823672,-1.870312,0.851584,'\'(7.8-8.4]\''
1.189059,0.341371,0.324005,'\'(7.8-8.4]\''
-3.192967,0.772879,-0.240124,'\'(5.4-6]\''
0.908361,0.713839,0.117119,'\'(6.6-7.2]\''
-4.392935,1.439212,1.360349,'\'(5.4-6]\''
-2.556048,0.600644,-0.236976,'\'(5.4-6]\''
0.583237,-0.266719,0.713636,'\'(5.4-6]\''
-0.093064,1.875693,-0.074686,'\'(6.6-7.2]\''
-1.971559,0.440552,-0.447485,'\'(4.8-5.4]\''
2.57063,-1.968809,0.077576,'\'(7.8-8.4]\''
-0.374912,-0.90386,-0.740053,'\'(5.4-6]\''
0.57412,-0.992771,-0.80836,'\'(6.6-7.2]\''
-0.247048,-0.534174,-1.32129,'\'(5.4-6]\''
3.540011,-1.845127,0.891145,'\'(6.6-7.2]\''
-0.566959,-1.177974,-0.475991,'\'(5.4-6]\''
1.711985,-0.226184,1.306393,'\'(5.4-6]\''
1.011645,-1.610925,2.12083,'\'(4.8-5.4]\''
0.602211,1.904461,-0.493896,'\'(4.8-5.4]\''
-2.793023,1.297239,1.076105,'\'(4.8-5.4]\''
1.026132,-1.971784,0.608229,'\'(6.6-7.2]\''
1.823672,-1.870312,0.851584,'\'(7.8-8.4]\''
2.757074,-0.452151,-0.464254,'\'(6.6-7.2]\''
3.374149,-0.029215,-0.215355,'\'(6.6-7.2]\''
-0.81824,2.67516,0.442964,'\'(3.6-4.2]\''
2.757074,-0.452151,-0.464254,'\'(6.6-7.2]\''
1.889854,1.857521,1.28165,'\'(5.4-6]\''
-1.845106,-1.972033,0.332026,'\'(5.4-6]\''
1.019028,0.812705,0.718205,'\'(4.8-5.4]\''
2.352943,0.3743,-3.36754,'\'(3.6-4.2]\''
0.869832,1.006432,0.588438,'\'(7.8-8.4]\''
2.414252,-0.916365,-1.891705,'\'(4.8-5.4]\''
-1.878966,-0.410534,-0.206263,'\'(4.8-5.4]\''
2.432883,-0.985992,-1.906088,'\'(4.8-5.4]\''
-1.038956,-0.871353,-3.308806,'\'(4.8-5.4]\''
-1.000968,-1.182214,0.398823,'\'(5.4-6]\''
0.883356,-0.453645,-0.980638,'\'(5.4-6]\''
1.83184,-0.209721,0.52729,'\'(6.6-7.2]\''
0.145142,3.903359,-0.115811,'\'(4.8-5.4]\''
0.160412,3.319721,0.745613,'\'(4.8-5.4]\''
-2.016231,-0.449428,-1.74793,'\'(5.4-6]\''
1.386928,-0.276637,1.100821,'\'(6.6-7.2]\''
1.778402,0.272355,-0.005869,'\'(6.6-7.2]\''
1.268037,-0.705052,0.39447,'\'(4.8-5.4]\''
1.132653,1.641243,-0.398886,'\'(6.6-7.2]\''
-0.138998,-0.133332,0.191091,'\'(5.4-6]\''
0.121048,0.20165,0.230891,'\'(5.4-6]\''
-2.060908,-0.268808,-1.290956,'\'(4.8-5.4]\''
-0.112969,2.716464,0.459145,'\'(4.8-5.4]\''
0.281659,0.566263,-1.160098,'\'(4.8-5.4]\''
-1.585493,-1.095703,-0.28575,'\'(5.4-6]\''
0.647284,-1.749071,1.269629,'\'(7.8-8.4]\''
-0.084446,-1.904288,0.483837,'\'(7.8-8.4]\''
-1.22358,1.945571,1.103118,'\'(4.8-5.4]\''
0.396224,3.43204,-0.122341,'\'(4.8-5.4]\''
1.297521,2.246062,0.396547,'\'(5.4-6]\''
-1.612832,1.981501,0.748696,'\'(4.8-5.4]\''
-1.22358,1.945571,1.103118,'\'(4.8-5.4]\''
0.764751,0.196902,0.096059,'\'(4.8-5.4]\''
0.761335,0.223875,0.10305,'\'(4.8-5.4]\''
-2.200304,-1.30769,-0.649182,'\'(4.8-5.4]\''
0.424809,2.57282,-0.101803,'\'(4.8-5.4]\''
-0.548956,1.509611,-0.284256,'\'(4.8-5.4]\''
0.719189,0.479722,0.792432,'\'(5.4-6]\''
-1.622259,-0.875576,-0.336987,'\'(4.8-5.4]\''
-2.1563,-1.151238,-0.776305,'\'(4.8-5.4]\''
-2.200304,-1.30769,-0.649182,'\'(4.8-5.4]\''
1.561215,-1.388835,-3.911264,'\'(3.6-4.2]\''
2.340431,-2.444642,-2.177454,'\'(5.4-6]\''
-1.006814,-0.563007,0.734096,'\'(3.6-4.2]\''
0.278839,-0.339793,0.232988,'\'(3.6-4.2]\''
-2.343895,1.002818,-1.688733,'\'(5.4-6]\''
-2.343895,1.002818,-1.688733,'\'(5.4-6]\''
-2.498468,-1.989932,-0.631829,'\'(5.4-6]\''
-2.343895,1.002818,-1.688733,'\'(5.4-6]\''
-0.616936,-0.809926,2.547299,'\'(5.4-6]\''
-2.343895,1.002818,-1.688733,'\'(5.4-6]\''
-0.393084,0.007744,0.682905,'\'(6.6-7.2]\''
-2.498468,-1.989932,-0.631829,'\'(5.4-6]\''
1.014358,2.810907,0.307192,'\'(5.4-6]\''
0.626351,-1.671997,0.011603,'\'(4.8-5.4]\''
1.645307,0.058807,-2.286299,'\'(4.8-5.4]\''
0.749262,0.685273,1.224842,'\'(5.4-6]\''
1.910692,1.199744,0.246092,'\'(4.8-5.4]\''
-0.616936,-0.809926,2.547299,'\'(5.4-6]\''
-0.272818,0.500492,0.405875,'\'(5.4-6]\''
-0.158987,2.004684,-2.293744,'\'(4.8-5.4]\''
1.89075,1.750889,1.674168,'\'(5.4-6]\''
1.365625,-0.289096,0.950515,'\'(4.8-5.4]\''
-2.156859,-1.542837,0.055672,'\'(5.4-6]\''
-1.935153,0.115567,0.222554,'\'(4.8-5.4]\''
-1.708971,-1.330611,-0.45724,'\'(6.6-7.2]\''
0.174898,-1.311622,0.39767,'\'(5.4-6]\''
-1.390533,2.992323,-0.717416,'\'(4.8-5.4]\''
0.113276,0.34365,-0.502493,'\'(4.8-5.4]\''
-0.158987,2.004684,-2.293744,'\'(4.8-5.4]\''
-0.425973,1.533623,-1.253197,'\'(5.4-6]\''
1.365625,-0.289096,0.950515,'\'(4.8-5.4]\''
1.166889,-0.379739,0.160636,'\'(5.4-6]\''
1.35818,0.715863,-0.619124,'\'(6.6-7.2]\''
-3.584943,-0.279215,0.591114,'\'(4.8-5.4]\''
-0.40442,0.965448,-0.283237,'\'(4.8-5.4]\''
1.53167,0.064901,0.675276,'\'(7.8-8.4]\''
0.222953,0.441393,0.044879,'\'(5.4-6]\''
0.772641,2.319413,-0.183504,'\'(4.8-5.4]\''
1.89075,1.750889,1.674168,'\'(5.4-6]\''
0.235179,-0.501475,0.849352,'\'(6.6-7.2]\''
-1.883973,1.393604,-1.326476,'\'(5.4-6]\''
-2.21651,-0.152734,-0.060772,'\'(6.6-7.2]\''
-1.112668,-2.090133,-0.49695,'\'(5.4-6]\''
-2.725202,1.372943,0.396705,'\'(5.4-6]\''
0.235179,-0.501475,0.849352,'\'(6.6-7.2]\''
-2.21651,-0.152734,-0.060772,'\'(6.6-7.2]\''
-1.883973,1.393604,-1.326476,'\'(5.4-6]\''
0.805683,1.858939,-0.164145,'\'(6.6-7.2]\''
1.529793,0.007014,0.961687,'\'(5.4-6]\''
1.811816,0.423026,0.840322,'\'(6.6-7.2]\''
-1.419249,0.024608,-0.633662,'\'(4.8-5.4]\''
2.505727,-2.151307,-1.469487,'\'(5.4-6]\''
2.505727,-2.151307,-1.469487,'\'(5.4-6]\''
-0.74486,1.443421,-0.353532,'\'(4.8-5.4]\''
-3.178321,0.99357,-0.260296,'\'(5.4-6]\''
-1.419249,0.024608,-0.633662,'\'(4.8-5.4]\''
1.330679,-1.212065,1.438148,'\'(5.4-6]\''
1.743894,1.292971,1.400478,'\'(5.4-6]\''
1.303212,4.025825,-0.718175,'\'(5.4-6]\''
-1.131286,0.271504,-0.510281,'\'(4.8-5.4]\''
0.666332,0.343308,0.455239,'\'(5.4-6]\''
2.505727,-2.151307,-1.469487,'\'(5.4-6]\''
1.054782,4.981391,0.398556,'\'(5.4-6]\''
-1.044142,0.952296,0.352865,'\'(4.8-5.4]\''
1.985454,2.484498,-0.906569,'\'(7.8-8.4]\''
-5.400676,1.500983,-3.559955,'\'(4.8-5.4]\''
0.530639,1.749102,-0.165129,'\'(7.8-8.4]\''
1.985454,2.484498,-0.906569,'\'(7.8-8.4]\''
0.802755,-0.841879,0.394978,'\'(5.4-6]\''
1.477602,-2.310338,0.240065,'\'(6.6-7.2]\''
0.513106,0.803923,0.898926,'\'(5.4-6]\''
-1.044142,0.952296,0.352865,'\'(4.8-5.4]\''
2.028301,0.427123,1.131434,'\'(6.6-7.2]\''
2.592708,0.790627,0.176764,'\'(5.4-6]\''
2.028301,0.427123,1.131434,'\'(6.6-7.2]\''
0.439831,1.109013,0.113872,'\'(4.8-5.4]\''
1.33272,3.00448,0.739987,'\'(5.4-6]\''
2.14783,2.114073,-0.211171,'\'(-inf-3.6]\''
-3.22079,0.026755,-0.710787,'\'(5.4-6]\''
1.200761,0.850221,0.111592,'\'(6.6-7.2]\''
1.549416,1.220514,-0.401616,'\'(6.6-7.2]\''
0.553424,-0.045364,-0.708297,'\'(5.4-6]\''
0.065155,-0.681917,0.808027,'\'(5.4-6]\''
-0.350677,0.694334,0.248727,'\'(4.8-5.4]\''
2.592708,0.790627,0.176764,'\'(5.4-6]\''
0.842181,0.663284,0.817708,'\'(4.8-5.4]\''
2.105348,0.926804,-0.499145,'\'(6.6-7.2]\''
-1.545791,2.578556,1.558524,'\'(4.8-5.4]\''
-0.678477,-0.657694,1.030143,'\'(5.4-6]\''
0.113391,-0.217964,1.23531,'\'(6.6-7.2]\''
0.958067,2.083328,-0.500727,'\'(6.6-7.2]\''
2.105348,0.926804,-0.499145,'\'(6.6-7.2]\''
0.643748,-0.455015,-1.173654,'\'(4.8-5.4]\''
-4.67393,1.299535,-0.056688,'\'(3.6-4.2]\''
-0.81154,0.976381,0.686556,'\'(6.6-7.2]\''
1.829097,0.776906,0.222245,'\'(5.4-6]\''
1.827863,0.54686,0.169251,'\'(6.6-7.2]\''
-2.350572,0.811067,-1.053879,'\'(4.8-5.4]\''
0.527974,-4.188355,0.383107,'\'(6.6-7.2]\''
0.426492,-0.402266,-0.22738,'\'(4.8-5.4]\''
0.519402,-0.405925,-0.342322,'\'(5.4-6]\''
0.974951,-0.034727,1.110713,'\'(6.6-7.2]\''
-1.859038,1.633502,1.660231,'\'(4.8-5.4]\''
0.902487,-2.512928,0.963987,'\'(5.4-6]\''
-0.507165,0.454863,2.592976,'\'(5.4-6]\''
-1.61734,-1.925319,0.933455,'\'(5.4-6]\''
-1.795137,-0.841988,-0.711025,'\'(5.4-6]\''
-2.070726,-0.687177,0.557495,'\'(5.4-6]\''
-1.99001,-0.681881,-0.013414,'\'(5.4-6]\''
-0.650164,0.490764,2.750309,'\'(5.4-6]\''
-0.507165,0.454863,2.592976,'\'(5.4-6]\''
-2.376281,2.124736,1.589917,'\'(5.4-6]\''
1.53062,0.214852,0.472162,'\'(4.8-5.4]\''
-0.581733,-1.469103,0.529851,'\'(6.6-7.2]\''
1.445081,1.555228,0.043506,'\'(7.8-8.4]\''
-3.204449,0.207502,1.098961,'\'(6.6-7.2]\''
-1.098132,1.379302,-1.487699,'\'(4.8-5.4]\''
-3.480899,1.274833,0.813177,'\'(5.4-6]\''
-3.204449,0.207502,1.098961,'\'(6.6-7.2]\''
0.682835,1.491634,-0.732672,'\'(4.8-5.4]\''
-2.080531,-0.116387,-1.481865,'\'(4.8-5.4]\''
0.682835,1.491634,-0.732672,'\'(4.8-5.4]\''
-3.480899,1.274833,0.813177,'\'(5.4-6]\''
0.378189,-0.396956,-0.359034,'\'(5.4-6]\''
-3.204449,0.207502,1.098961,'\'(6.6-7.2]\''
-1.098132,1.379302,-1.487699,'\'(4.8-5.4]\''
0.445275,0.37088,-0.509151,'\'(5.4-6]\''
1.147013,-0.635091,0.480276,'\'(5.4-6]\''
1.391987,1.178915,2.599195,'\'(5.4-6]\''
1.174816,1.433302,0.46441,'\'(6.6-7.2]\''
-2.636881,1.897929,1.033202,'\'(4.8-5.4]\''
0.349626,1.436645,-1.229817,'\'(7.8-8.4]\''
1.174816,1.433302,0.46441,'\'(6.6-7.2]\''
1.391987,1.178915,2.599195,'\'(5.4-6]\''
0.994165,0.259745,0.650535,'\'(6.6-7.2]\''
1.701366,1.908706,1.687227,'\'(6.6-7.2]\''
2.340667,0.667236,0.293722,'\'(6.6-7.2]\''
2.321242,-0.134246,0.379643,'\'(5.4-6]\''
0.687114,1.987934,0.354697,'\'(5.4-6]\''
-1.978365,0.209124,0.656107,'\'(5.4-6]\''
1.98995,-1.089727,0.616687,'\'(5.4-6]\''
1.50234,0.302994,-0.0616,'\'(3.6-4.2]\''
1.503854,0.312818,-0.217284,'\'(3.6-4.2]\''
-1.978365,0.209124,0.656107,'\'(5.4-6]\''
0.407426,0.120922,-0.620616,'\'(5.4-6]\''
1.145694,0.859248,-0.949393,'\'(6.6-7.2]\''
0.631092,-0.203415,0.489911,'\'(5.4-6]\''
0.029679,1.290603,0.12536,'\'(4.8-5.4]\''
-1.341067,2.494518,0.23677,'\'(5.4-6]\''
-0.249575,0.100247,0.390481,'\'(4.8-5.4]\''
-1.647721,0.043969,0.461435,'\'(5.4-6]\''
-1.311129,1.374203,0.310048,'\'(5.4-6]\''
-4.590964,1.096254,0.586157,'\'(4.8-5.4]\''
0.631412,1.048968,1.347739,'\'(6.6-7.2]\''
2.102252,0.690123,0.882131,'\'(7.8-8.4]\''
-1.154892,3.495619,2.441438,'\'(4.8-5.4]\''
-0.426662,3.689583,2.153138,'\'(5.4-6]\''
0.032994,3.476853,1.866435,'\'(5.4-6]\''
-0.467784,-2.861268,-2.378044,'\'(5.4-6]\''
1.038861,-0.758313,-0.020308,'\'(5.4-6]\''
-0.291291,3.797609,0.979634,'\'(4.8-5.4]\''
-0.756615,2.36317,0.208944,'\'(4.8-5.4]\''
-1.075435,-0.337868,0.018251,'\'(5.4-6]\''
-1.990664,0.742797,0.77801,'\'(5.4-6]\''
0.176292,0.938189,0.07512,'\'(5.4-6]\''
0.733239,-0.538307,1.604173,'\'(4.8-5.4]\''
1.528272,-1.290152,0.913096,'\'(5.4-6]\''
-2.392015,-0.007667,1.003958,'\'(4.8-5.4]\''
1.983411,1.611241,1.779837,'\'(5.4-6]\''
2.276948,0.822762,-0.719891,'\'(5.4-6]\''
1.385416,-2.78202,0.225209,'\'(5.4-6]\''
0.452811,-2.094141,1.144845,'\'(4.8-5.4]\''
0.601506,-0.341965,1.514233,'\'(5.4-6]\''
1.741135,1.220686,0.940479,'\'(6.6-7.2]\''
-1.409875,1.225116,1.20782,'\'(5.4-6]\''
0.154403,0.017603,0.314448,'\'(5.4-6]\''
3.134073,-0.942186,-1.022369,'\'(5.4-6]\''
-0.130104,3.194385,0.455852,'\'(4.8-5.4]\''
-0.182807,2.984706,0.285456,'\'(4.8-5.4]\''
-0.753857,-0.352213,-0.191016,'\'(5.4-6]\''
-4.32984,0.71728,2.077895,'\'(6.6-7.2]\''
0.46836,0.098092,2.793634,'\'(7.8-8.4]\''
1.411644,2.603117,0.895922,'\'(5.4-6]\''
-0.264099,-3.983322,1.745816,'\'(5.4-6]\''
-0.148282,0.524552,-0.061903,'\'(7.8-8.4]\''
-1.484856,-1.349611,0.894785,'\'(4.8-5.4]\''
-1.484856,-1.349611,0.894785,'\'(4.8-5.4]\''
-0.753901,1.784767,-2.637351,'\'(5.4-6]\''
0.652708,0.102956,0.634079,'\'(5.4-6]\''
0.830042,1.27773,-2.628129,'\'(4.8-5.4]\''
-0.753901,1.784767,-2.637351,'\'(5.4-6]\''
-1.979338,-1.996564,0.055454,'\'(5.4-6]\''
1.015901,-0.023463,1.047618,'\'(7.8-8.4]\''
2.042242,-0.191275,0.182471,'\'(7.8-8.4]\''
0.43516,0.08116,-0.839165,'\'(6.6-7.2]\''
0.109836,1.435189,-0.316496,'\'(6.6-7.2]\''
-0.148282,0.524552,-0.061903,'\'(7.8-8.4]\''
1.213975,3.842602,-1.088803,'\'(3.6-4.2]\''
1.649705,0.455342,-0.352913,'\'(6.6-7.2]\''
1.934687,-0.429381,-0.326574,'\'(6.6-7.2]\''
-0.264099,-3.983322,1.745816,'\'(5.4-6]\''
-1.484856,-1.349611,0.894785,'\'(4.8-5.4]\''
-0.762977,-0.544163,1.0347,'\'(4.8-5.4]\''
0.866796,1.916366,0.978712,'\'(4.8-5.4]\''
-3.342528,-0.857948,0.892358,'\'(5.4-6]\''
-0.991654,-0.296423,-0.017924,'\'(5.4-6]\''
1.800149,-0.145198,-0.220124,'\'(7.8-8.4]\''
1.242523,-0.872797,0.993744,'\'(6.6-7.2]\''
-0.119505,-2.097907,0.735095,'\'(5.4-6]\''
-0.225991,-2.751578,1.159416,'\'(6.6-7.2]\''
1.543692,-0.245474,0.541983,'\'(6.6-7.2]\''
1.043798,0.176631,-1.712023,'\'(3.6-4.2]\''
0.866796,1.916366,0.978712,'\'(4.8-5.4]\''
0.78735,-0.424356,0.372841,'\'(6.6-7.2]\''
1.749301,0.766268,1.046266,'\'(5.4-6]\''
-0.309284,0.850996,-0.920027,'\'(4.8-5.4]\''
-3.342528,-0.857948,0.892358,'\'(5.4-6]\''
-4.111097,1.300448,-2.665311,'\'(4.8-5.4]\''
0.577808,0.960178,-0.079835,'\'(5.4-6]\''
-0.45475,1.588957,0.313176,'\'(6.6-7.2]\''
-2.938926,3.890485,2.116095,'\'(5.4-6]\''
-2.938926,3.890485,2.116095,'\'(5.4-6]\''
2.122775,0.829108,0.167605,'\'(6.6-7.2]\''
1.693415,-0.537769,-0.170498,'\'(6.6-7.2]\''
1.243248,0.570734,0.921646,'\'(5.4-6]\''
1.107684,0.409299,1.00052,'\'(5.4-6]\''
1.064876,-0.590933,0.072736,'\'(6.6-7.2]\''
1.435905,0.633606,-2.220536,'\'(5.4-6]\''
0.586237,-0.576312,-0.885227,'\'(6.6-7.2]\''
2.193683,-2.088928,-0.448886,'\'(6.6-7.2]\''
0.59521,0.072231,-3.236369,'\'(5.4-6]\''
1.03345,1.282668,-0.054664,'\'(5.4-6]\''
1.358807,0.188371,1.185732,'\'(5.4-6]\''
0.615378,-3.005576,0.399803,'\'(4.8-5.4]\''
2.971274,-2.716861,-0.358346,'\'(6.6-7.2]\''
3.116087,0.091853,-0.592386,'\'(5.4-6]\''
1.470356,0.615288,0.450463,'\'(6.6-7.2]\''
-0.813122,0.997752,1.325943,'\'(5.4-6]\''
0.458089,-1.749444,-0.089208,'\'(5.4-6]\''
2.691377,0.45095,1.198609,'\'(5.4-6]\''
3.116087,0.091853,-0.592386,'\'(5.4-6]\''
0.697173,-0.702237,-0.04491,'\'(5.4-6]\''
2.971274,-2.716861,-0.358346,'\'(6.6-7.2]\''
2.28838,0.941018,0.626534,'\'(6.6-7.2]\''
1.470356,0.615288,0.450463,'\'(6.6-7.2]\''
-2.773688,0.612338,-0.364898,'\'(6.6-7.2]\''
-2.773688,0.612338,-0.364898,'\'(6.6-7.2]\''
1.293897,0.611698,0.393153,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,'\'(6.6-7.2]\''
-2.977769,-1.061884,-1.632022,'\'(5.4-6]\''
0.58251,-0.073461,-0.704258,'\'(7.8-8.4]\''
0.830388,-0.580547,0.837479,'\'(7.8-8.4]\''
0.709635,4.03822,-0.411992,'\'(4.8-5.4]\''
0.48988,0.278661,-2.350169,'\'(3.6-4.2]\''
0.496621,2.609799,-0.427921,'\'(7.8-8.4]\''
1.443691,1.270207,0.999353,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,'\'(6.6-7.2]\''
0.763143,1.361564,0.415975,'\'(5.4-6]\''
1.060307,0.050743,-0.033876,'\'(5.4-6]\''
1.293897,0.611698,0.393153,'\'(5.4-6]\''
1.132521,-0.697201,1.315411,'\'(7.8-8.4]\''
-0.041762,1.961548,0.151495,'\'(5.4-6]\''
1.423256,-1.207554,0.762544,'\'(5.4-6]\''
1.953624,-1.406119,-2.832793,'\'(4.8-5.4]\''
1.044086,-0.856375,0.353273,'\'(5.4-6]\''
-4.470566,0.094788,-0.858099,'\'(-inf-3.6]\''
0.50545,1.595243,1.450293,'\'(4.8-5.4]\''
0.779867,2.742506,2.287756,'\'(6.6-7.2]\''
-1.762183,2.793089,-0.192261,'\'(3.6-4.2]\''
1.739907,0.588133,0.562009,'\'(5.4-6]\''
1.18259,-1.420498,-0.040698,'\'(4.8-5.4]\''
-3.172423,3.299591,1.807363,'\'(3.6-4.2]\''
-0.041762,1.961548,0.151495,'\'(5.4-6]\''
1.431802,0.733872,0.730507,'\'(5.4-6]\''
1.626759,1.633083,0.932494,'\'(5.4-6]\''
0.63818,0.884796,1.528845,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,'\'(6.6-7.2]\''
1.108416,0.154101,0.584606,'\'(4.8-5.4]\''
1.235592,1.43001,-2.116577,'\'(3.6-4.2]\''
1.108416,0.154101,0.584606,'\'(4.8-5.4]\''
2.231845,1.133017,0.12173,'\'(6.6-7.2]\''
2.151427,1.720659,0.378015,'\'(5.4-6]\''
0.63818,0.884796,1.528845,'\'(4.8-5.4]\''
-0.967462,0.325383,-1.100512,'\'(4.8-5.4]\''
-4.921445,1.573971,0.570111,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,'\'(6.6-7.2]\''
-1.876803,-0.768764,0.865562,'\'(4.8-5.4]\''
-2.463021,-1.012783,1.097413,'\'(4.8-5.4]\''
-3.191088,1.556514,1.291556,'\'(4.8-5.4]\''
1.119444,0.787551,-1.236933,'\'(4.8-5.4]\''
-0.149011,2.2135,0.182951,'\'(4.8-5.4]\''
1.217955,0.725091,1.219739,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,'\'(5.4-6]\''
0.509702,2.245084,2.387912,'\'(5.4-6]\''
1.927392,-0.197115,0.783038,'\'(5.4-6]\''
0.945965,1.028955,1.466125,'\'(5.4-6]\''
0.945965,1.028955,1.466125,'\'(5.4-6]\''
-0.090541,0.504154,0.829463,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,'\'(5.4-6]\''
0.236906,1.839412,-0.672599,'\'(4.8-5.4]\''
-0.98068,1.344908,-0.805948,'\'(5.4-6]\''
-0.907858,1.124909,-1.271233,'\'(6.6-7.2]\''
-4.688787,1.295597,0.765838,'\'(4.8-5.4]\''
-2.613514,0.999747,2.025167,'\'(4.8-5.4]\''
1.927392,-0.197115,0.783038,'\'(5.4-6]\''
0.509702,2.245084,2.387912,'\'(5.4-6]\''
0.881261,0.959738,2.433689,'\'(5.4-6]\''
-0.032702,1.37382,1.464327,'\'(5.4-6]\''
0.612981,2.411858,2.47798,'\'(5.4-6]\''
-0.267804,-1.594292,1.901237,'\'(5.4-6]\''
0.945965,1.028955,1.466125,'\'(5.4-6]\''
0.834195,2.500758,1.083262,'\'(5.4-6]\''
0.278517,1.497169,-0.575437,'\'(7.8-8.4]\''
0.297982,0.313342,2.613138,'\'(4.8-5.4]\''
-0.090541,0.504154,0.829463,'\'(5.4-6]\''
1.968383,1.44176,0.743041,'\'(6.6-7.2]\''
1.685701,0.478979,-0.967002,'\'(4.8-5.4]\''
0.236906,1.839412,-0.672599,'\'(4.8-5.4]\''
-0.907858,1.124909,-1.271233,'\'(6.6-7.2]\''
-0.98068,1.344908,-0.805948,'\'(5.4-6]\''
2.25095,2.756699,-0.002703,'\'(4.8-5.4]\''
0.104905,0.524273,1.231792,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,'\'(3.6-4.2]\''
0.41996,0.078309,1.791803,'\'(5.4-6]\''
-1.030812,0.100539,-3.015437,'\'(4.8-5.4]\''
1.637017,1.702,-2.676648,'\'(5.4-6]\''
0.313644,1.513799,-0.516492,'\'(5.4-6]\''
0.387777,0.945511,1.402028,'\'(5.4-6]\''
0.41996,0.078309,1.791803,'\'(5.4-6]\''
0.772986,-1.108235,0.256713,'\'(5.4-6]\''
-0.659484,-2.537836,3.503756,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,'\'(3.6-4.2]\''
-0.256103,0.777725,-1.164424,'\'(-inf-3.6]\''
0.899568,2.163102,0.241517,'\'(5.4-6]\''
1.44999,0.00229,1.873907,'\'(5.4-6]\''
-3.1295,-0.473845,1.260798,'\'(5.4-6]\''
-3.306844,-0.244367,2.210516,'\'(5.4-6]\''
-3.869941,2.230588,1.685151,'\'(4.8-5.4]\''
1.614005,-1.447467,1.360484,'\'(5.4-6]\''
1.578828,1.901969,1.448701,'\'(4.8-5.4]\''
-1.963046,0.926193,0.671072,'\'(4.8-5.4]\''
