@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R3-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
23.100188,286.280286,'\'(4.8-5.4]\''
9.753178,250.258825,'\'(5.4-6]\''
18.213034,260.619953,'\'(6.6-7.2]\''
4.663374,221.974435,'\'(4.8-5.4]\''
17.436382,319.274122,'\'(5.4-6]\''
4.525502,234.287585,'\'(6.6-7.2]\''
9.516753,286.422314,'\'(4.8-5.4]\''
20.224638,172.2334,'\'(5.4-6]\''
23.788679,64.763112,'\'(5.4-6]\''
6.396117,265.952937,'\'(4.8-5.4]\''
6.413611,267.705773,'\'(5.4-6]\''
11.197362,310.57403,'\'(5.4-6]\''
21.577196,337.249345,'\'(4.8-5.4]\''
6.895641,185.897549,'\'(6.6-7.2]\''
30.897535,314.51791,'\'(4.8-5.4]\''
6.980165,262.183995,'\'(6.6-7.2]\''
5.578936,239.65521,'\'(6.6-7.2]\''
5.357753,321.030421,'\'(5.4-6]\''
5.340432,324.477202,'\'(5.4-6]\''
7.135876,265.632508,'\'(6.6-7.2]\''
6.895641,185.897549,'\'(6.6-7.2]\''
12.559447,232.604031,'\'(6.6-7.2]\''
21.577196,337.249345,'\'(4.8-5.4]\''
9.377323,192.711437,'\'(4.8-5.4]\''
13.189047,291.462582,'\'(5.4-6]\''
20.638078,140.749913,'\'(5.4-6]\''
5.010823,232.694098,'\'(6.6-7.2]\''
20.638078,140.749913,'\'(5.4-6]\''
15.928459,272.536463,'\'(5.4-6]\''
5.095693,236.050812,'\'(6.6-7.2]\''
5.824194,210.108155,'\'(6.6-7.2]\''
12.340862,236.199769,'\'(5.4-6]\''
27.709868,257.311736,'\'(4.8-5.4]\''
4.437514,206.818991,'\'(5.4-6]\''
19.791798,263.917778,'\'(4.8-5.4]\''
3.742096,227.071861,'\'(4.8-5.4]\''
3.551397,227.05454,'\'(4.8-5.4]\''
3.936259,243.233627,'\'(6.6-7.2]\''
19.791798,263.917778,'\'(4.8-5.4]\''
10.847488,220.670201,'\'(5.4-6]\''
21.970891,199.750491,'\'(7.8-8.4]\''
4.833981,96.017969,'\'(6.6-7.2]\''
4.752228,278.046116,'\'(5.4-6]\''
4.834847,184.368148,'\'(5.4-6]\''
3.742096,227.071861,'\'(4.8-5.4]\''
3.551397,227.05454,'\'(4.8-5.4]\''
5.165668,233.03358,'\'(5.4-6]\''
5.165668,233.03358,'\'(5.4-6]\''
15.218664,274.251193,'\'(4.8-5.4]\''
15.218664,274.251193,'\'(4.8-5.4]\''
32.907753,279.369403,'\'(4.8-5.4]\''
12.204896,163.524649,'\'(5.4-6]\''
7.743653,206.663106,'\'(7.8-8.4]\''
9.858833,165.293073,'\'(5.4-6]\''
21.958594,231.621958,'\'(4.8-5.4]\''
21.785389,231.618494,'\'(4.8-5.4]\''
21.785389,231.618494,'\'(4.8-5.4]\''
21.958594,231.621958,'\'(4.8-5.4]\''
6.445307,175.572794,'\'(6.6-7.2]\''
5.47813,338.305896,'\'(5.4-6]\''
5.304925,329.645642,'\'(5.4-6]\''
4.664413,234.445201,'\'(5.4-6]\''
31.539433,385.370912,'\'(4.8-5.4]\''
17.886023,297.06923,'\'(4.8-5.4]\''
13.36052,244.501488,'\'(5.4-6]\''
4.211135,111.518091,'\'(4.8-5.4]\''
4.249413,221.920742,'\'(4.8-5.4]\''
25.262307,225.73645,'\'(7.8-8.4]\''
19.950281,306.947116,'\'(3.6-4.2]\''
12.87901,395.406415,'\'(5.4-6]\''
12.87901,395.406415,'\'(5.4-6]\''
4.367539,172.106961,'\'(5.4-6]\''
33.722856,250.22938,'\'(4.8-5.4]\''
33.722856,250.22938,'\'(4.8-5.4]\''
10.606386,227.539515,'\'(5.4-6]\''
23.897451,324.317853,'\'(4.8-5.4]\''
9.999649,260.349753,'\'(5.4-6]\''
9.947861,242.966891,'\'(5.4-6]\''
10.345713,230.911818,'\'(6.6-7.2]\''
22.772311,256.868331,'\'(4.8-5.4]\''
10.62388,343.268221,'\'(4.8-5.4]\''
12.009521,341.536171,'\'(4.8-5.4]\''
4.297218,220.554154,'\'(6.6-7.2]\''
24.504882,327.884146,'\'(3.6-4.2]\''
26.374111,310.688346,'\'(5.4-6]\''
22.13024,282.895858,'\'(4.8-5.4]\''
21.974182,288.111063,'\'(4.8-5.4]\''
15.668305,288.053906,'\'(4.8-5.4]\''
4.872259,262.892404,'\'(3.6-4.2]\''
23.447291,253.554918,'\'(5.4-6]\''
12.149297,329.368514,'\'(4.8-5.4]\''
27.260055,328.062547,'\'(6.6-7.2]\''
27.260055,328.062547,'\'(6.6-7.2]\''
27.260055,328.062547,'\'(6.6-7.2]\''
27.260055,328.062547,'\'(6.6-7.2]\''
23.481759,232.63694,'\'(5.4-6]\''
6.688661,239.747009,'\'(6.6-7.2]\''
11.504281,203.308124,'\'(5.4-6]\''
10.81354,165.199542,'\'(5.4-6]\''
7.627259,236.009243,'\'(4.8-5.4]\''
7.519699,326.148631,'\'(4.8-5.4]\''
4.42054,406.50886,'\'(3.6-4.2]\''
5.461849,149.491573,'\'(4.8-5.4]\''
26.561346,231.00708,'\'(6.6-7.2]\''
16.276428,325.96157,'\'(3.6-4.2]\''
5.461849,149.491573,'\'(4.8-5.4]\''
15.200131,315.981493,'\'(5.4-6]\''
4.528274,225.644651,'\'(4.8-5.4]\''
5.301461,338.45312,'\'(5.4-6]\''
15.200131,315.981493,'\'(5.4-6]\''
4.403739,300.159209,'\'(5.4-6]\''
22.683977,366.410152,'\'(4.8-5.4]\''
18.112402,345.228903,'\'(5.4-6]\''
5.284833,175.626488,'\'(5.4-6]\''
27.427025,260.464068,'\'(7.8-8.4]\''
5.876502,225.752038,'\'(5.4-6]\''
21.125477,357.749898,'\'(4.8-5.4]\''
14.10842,348.67222,'\'(5.4-6]\''
22.946382,388.51112,'\'(5.4-6]\''
10.601883,163.528113,'\'(6.6-7.2]\''
10.601883,163.528113,'\'(6.6-7.2]\''
10.601883,163.528113,'\'(6.6-7.2]\''
4.385553,275.713044,'\'(4.8-5.4]\''
5.166881,297.476262,'\'(4.8-5.4]\''
21.732041,286.311463,'\'(5.4-6]\''
10.071529,302.346789,'\'(4.8-5.4]\''
5.200136,317.5923,'\'(4.8-5.4]\''
25.041298,348.68088,'\'(4.8-5.4]\''
11.853809,198.134488,'\'(6.6-7.2]\''
24.765555,335.307716,'\'(3.6-4.2]\''
20.77976,385.111105,'\'(5.4-6]\''
5.823501,217.21476,'\'(6.6-7.2]\''
5.600586,236.222285,'\'(3.6-4.2]\''
13.084605,343.287274,'\'(5.4-6]\''
12.911053,331.161186,'\'(4.8-5.4]\''
12.876759,320.73424,'\'(4.8-5.4]\''
33.04701,390.787035,'\'(5.4-6]\''
27.674188,343.512441,'\'(4.8-5.4]\''
4.037757,163.439778,'\'(5.4-6]\''
28.246631,354.289261,'\'(4.8-5.4]\''
28.246631,354.289261,'\'(4.8-5.4]\''
27.155612,354.242495,'\'(4.8-5.4]\''
25.630888,342.499191,'\'(4.8-5.4]\''
6.251664,234.259872,'\'(6.6-7.2]\''
4.109637,145.876783,'\'(3.6-4.2]\''
4.107905,191.076381,'\'(5.4-6]\''
8.401139,199.700262,'\'(5.4-6]\''
13.08218,71.866252,'\'(4.8-5.4]\''
12.997482,378.021821,'\'(4.8-5.4]\''
10.122625,288.379531,'\'(5.4-6]\''
26.567148,226.01531,'\'(5.4-6]\''
3.816487,170.18092,'\'(4.8-5.4]\''
23.102094,298.408105,'\'(4.8-5.4]\''
5.233565,222.507907,'\'(5.4-6]\''
5.233565,222.507907,'\'(5.4-6]\''
15.388838,369.671604,'\'(4.8-5.4]\''
6.84723,324.409652,'\'(5.4-6]\''
5.132586,260.341093,'\'(6.6-7.2]\''
18.198485,383.403303,'\'(5.4-6]\''
34.918491,272.714864,'\'(4.8-5.4]\''
5.132586,260.341093,'\'(6.6-7.2]\''
5.704856,220.909224,'\'(6.6-7.2]\''
18.077154,309.158945,'\'(4.8-5.4]\''
5.08279,316.075024,'\'(4.8-5.4]\''
5.077853,222.346826,'\'(5.4-6]\''
4.503938,154.724099,'\'(7.8-8.4]\''
5.527667,212.051516,'\'(6.6-7.2]\''
4.160819,235.993655,'\'(4.8-5.4]\''
7.104093,198.056546,'\'(6.6-7.2]\''
16.169387,175.624756,'\'(4.8-5.4]\''
11.439416,272.543391,'\'(4.8-5.4]\''
3.572182,326.413635,'\'(4.8-5.4]\''
26.200646,241.399385,'\'(5.4-6]\''
19.877968,416.599788,'\'(5.4-6]\''
12.892347,85.688018,'\'(6.6-7.2]\''
27.189734,317.57498,'\'(5.4-6]\''
19.134138,331.323999,'\'(4.8-5.4]\''
11.768939,224.019987,'\'(5.4-6]\''
27.189734,317.57498,'\'(5.4-6]\''
19.134138,331.323999,'\'(4.8-5.4]\''
8.837183,246.524523,'\'(6.6-7.2]\''
11.768939,224.019987,'\'(5.4-6]\''
10.377582,33.639891,'\'(-inf-3.6]\''
4.834414,99.300205,'\'(5.4-6]\''
5.825233,236.25173,'\'(5.4-6]\''
23.811715,263.763625,'\'(4.8-5.4]\''
15.182032,277.666797,'\'(4.8-5.4]\''
8.230099,198.635051,'\'(5.4-6]\''
17.035239,438.854909,'\'(5.4-6]\''
15.575987,307.307382,'\'(5.4-6]\''
16.412567,305.583992,'\'(5.4-6]\''
15.177615,303.879654,'\'(5.4-6]\''
15.575987,307.307382,'\'(5.4-6]\''
19.912349,290.180864,'\'(5.4-6]\''
26.705972,277.921408,'\'(5.4-6]\''
17.035239,438.854909,'\'(5.4-6]\''
6.344849,240.027601,'\'(4.8-5.4]\''
5.595737,186.146964,'\'(6.6-7.2]\''
21.438545,303.69086,'\'(4.8-5.4]\''
28.698956,309.034237,'\'(5.4-6]\''
4.491554,236.340065,'\'(6.6-7.2]\''
4.491554,232.869035,'\'(6.6-7.2]\''
16.412567,305.583992,'\'(5.4-6]\''
16.412654,300.389572,'\'(5.4-6]\''
36.010289,428.763981,'\'(4.8-5.4]\''
34.01488,221.839335,'\'(5.4-6]\''
10.868705,291.542256,'\'(5.4-6]\''
5.216937,234.640923,'\'(5.4-6]\''
26.030645,413.454384,'\'(4.8-5.4]\''
5.112581,80.346373,'\'(5.4-6]\''
17.556413,196.385117,'\'(6.6-7.2]\''
17.556413,196.385117,'\'(6.6-7.2]\''
11.265605,208.460975,'\'(6.6-7.2]\''
4.611932,243.699549,'\'(6.6-7.2]\''
4.663893,250.688374,'\'(6.6-7.2]\''
31.176655,298.499904,'\'(4.8-5.4]\''
20.866016,215.614345,'\'(8.4-inf)\''
6.359744,181.163854,'\'(5.4-6]\''
5.095953,170.587952,'\'(5.4-6]\''
25.787898,341.633165,'\'(4.8-5.4]\''
28.352286,309.037701,'\'(6.6-7.2]\''
26.917109,252.001268,'\'(7.8-8.4]\''
4.14194,95.335541,'\'(3.6-4.2]\''
18.562648,369.404868,'\'(5.4-6]\''
28.352286,309.037701,'\'(6.6-7.2]\''
26.917109,252.001268,'\'(7.8-8.4]\''
25.787898,341.633165,'\'(4.8-5.4]\''
20.556239,206.64925,'\'(5.4-6]\''
21.26638,203.204201,'\'(5.4-6]\''
21.26638,203.204201,'\'(5.4-6]\''
14.124701,201.259108,'\'(6.6-7.2]\''
20.556239,206.64925,'\'(5.4-6]\''
21.26638,203.204201,'\'(5.4-6]\''
5.702344,159.925447,'\'(6.6-7.2]\''
10.348051,249.633555,'\'(4.8-5.4]\''
5.702344,159.925447,'\'(6.6-7.2]\''
4.613058,300.197314,'\'(4.8-5.4]\''
14.81986,272.468913,'\'(4.8-5.4]\''
17.367447,372.882826,'\'(5.4-6]\''
23.951318,265.655025,'\'(5.4-6]\''
10.451974,196.208448,'\'(5.4-6]\''
4.678009,130.5031,'\'(7.8-8.4]\''
22.131626,279.927123,'\'(5.4-6]\''
14.350561,385.447123,'\'(4.8-5.4]\''
22.426161,381.733606,'\'(4.8-5.4]\''
22.010815,286.392869,'\'(6.6-7.2]\''
13.74391,194.634013,'\'(5.4-6]\''
22.131626,279.927123,'\'(5.4-6]\''
25.041125,355.600423,'\'(4.8-5.4]\''
24.867833,353.868372,'\'(5.4-6]\''
22.806952,426.458622,'\'(5.4-6]\''
25.387968,357.332474,'\'(5.4-6]\''
14.350561,385.447123,'\'(4.8-5.4]\''
4.404952,208.041819,'\'(5.4-6]\''
4.111975,277.708366,'\'(6.6-7.2]\''
30.865145,288.152633,'\'(5.4-6]\''
29.164012,397.180035,'\'(5.4-6]\''
6.865676,216.870082,'\'(4.8-5.4]\''
11.282406,134.157727,'\'(4.8-5.4]\''
17.522725,230.802698,'\'(4.8-5.4]\''
6.865676,216.870082,'\'(4.8-5.4]\''
17.522725,230.802698,'\'(4.8-5.4]\''
4.9877,147.762986,'\'(8.4-inf)\''
19.740356,367.664157,'\'(5.4-6]\''
11.439243,180.588813,'\'(4.8-5.4]\''
12.859611,203.129723,'\'(5.4-6]\''
11.282406,134.157727,'\'(4.8-5.4]\''
14.836401,289.96609,'\'(5.4-6]\''
16.412221,269.205729,'\'(5.4-6]\''
5.803323,241.432294,'\'(8.4-inf)\''
20.881431,156.584321,'\'(6.6-7.2]\''
4.42106,156.582589,'\'(6.6-7.2]\''
5.207064,191.166448,'\'(5.4-6]\''
11.939892,279.617086,'\'(3.6-4.2]\''
6.981983,187.726595,'\'(7.8-8.4]\''
4.556073,142.677685,'\'(5.4-6]\''
5.207064,191.166448,'\'(5.4-6]\''
9.754131,187.719667,'\'(7.8-8.4]\''
5.977048,307.255421,'\'(7.8-8.4]\''
5.977048,307.255421,'\'(7.8-8.4]\''
5.977048,307.255421,'\'(7.8-8.4]\''
12.71741,218.903509,'\'(6.6-7.2]\''
13.237025,218.906973,'\'(6.6-7.2]\''
25.495355,293.347053,'\'(6.6-7.2]\''
25.495355,293.347053,'\'(6.6-7.2]\''
5.27089,175.605703,'\'(6.6-7.2]\''
4.991251,204.94318,'\'(7.8-8.4]\''
4.991251,204.94318,'\'(7.8-8.4]\''
29.043807,265.705254,'\'(4.8-5.4]\''
4.264482,126.952396,'\'(4.8-5.4]\''
25.495355,293.347053,'\'(6.6-7.2]\''
5.249673,182.332989,'\'(5.4-6]\''
5.27089,175.605703,'\'(6.6-7.2]\''
26.134135,288.441885,'\'(4.8-5.4]\''
4.595824,203.335837,'\'(6.6-7.2]\''
21.958594,262.611811,'\'(4.8-5.4]\''
4.595824,203.335837,'\'(6.6-7.2]\''
5.966742,201.589929,'\'(6.6-7.2]\''
26.134135,288.441885,'\'(4.8-5.4]\''
26.290106,293.620717,'\'(4.8-5.4]\''
20.069706,258.816888,'\'(6.6-7.2]\''
10.556157,288.334498,'\'(4.8-5.4]\''
5.269851,179.059412,'\'(7.8-8.4]\''
27.053941,316.031722,'\'(6.6-7.2]\''
12.979816,282.372779,'\'(5.4-6]\''
5.230793,192.879446,'\'(5.4-6]\''
12.979469,282.372779,'\'(4.8-5.4]\''
6.094394,203.257894,'\'(5.4-6]\''
4.595824,203.335837,'\'(6.6-7.2]\''
24.352634,248.552755,'\'(7.8-8.4]\''
27.400005,300.441533,'\'(6.6-7.2]\''
4.299989,168.575309,'\'(5.4-6]\''
19.651156,276.660475,'\'(4.8-5.4]\''
21.958594,262.611811,'\'(4.8-5.4]\''
9.009262,216.922043,'\'(5.4-6]\''
4.96042,58.035826,'\'(-inf-3.6]\''
4.474234,111.403776,'\'(4.8-5.4]\''
6.084694,244.837506,'\'(6.6-7.2]\''
9.577895,206.73412,'\'(8.4-inf)\''
5.078546,180.928295,'\'(5.4-6]\''
5.080451,191.679135,'\'(5.4-6]\''
6.152071,192.945264,'\'(7.8-8.4]\''
6.084694,244.837506,'\'(6.6-7.2]\''
5.776909,210.409532,'\'(5.4-6]\''
12.856667,217.289238,'\'(5.4-6]\''
12.856667,217.289238,'\'(5.4-6]\''
23.361208,409.326907,'\'(5.4-6]\''
6.686755,182.374558,'\'(6.6-7.2]\''
5.026065,300.251007,'\'(5.4-6]\''
5.736292,156.515039,'\'(6.6-7.2]\''
5.026065,300.251007,'\'(5.4-6]\''
5.736292,156.515039,'\'(6.6-7.2]\''
12.806784,287.600108,'\'(5.4-6]\''
4.106346,197.819255,'\'(6.6-7.2]\''
3.971246,198.035761,'\'(4.8-5.4]\''
4.641203,222.268884,'\'(6.6-7.2]\''
4.106346,197.819255,'\'(6.6-7.2]\''
4.298604,116.797382,'\'(5.4-6]\''
17.277553,419.722676,'\'(5.4-6]\''
4.940329,151.214964,'\'(5.4-6]\''
4.644494,116.617249,'\'(5.4-6]\''
16.931143,419.722676,'\'(5.4-6]\''
16.064252,251.895613,'\'(6.6-7.2]\''
25.094472,196.30371,'\'(5.4-6]\''
24.504189,397.328991,'\'(4.8-5.4]\''
15.579797,357.403488,'\'(5.4-6]\''
6.364247,275.978047,'\'(7.8-8.4]\''
5.220401,175.745999,'\'(3.6-4.2]\''
4.75344,125.570219,'\'(3.6-4.2]\''
6.028922,215.512154,'\'(7.8-8.4]\''
18.997047,276.130468,'\'(3.6-4.2]\''
24.783049,376.476831,'\'(4.8-5.4]\''
12.114396,249.831008,'\'(4.8-5.4]\''
11.750666,248.085101,'\'(4.8-5.4]\''
12.097162,251.547471,'\'(4.8-5.4]\''
3.19113,52.113945,'\'(4.8-5.4]\''
4.251492,152.957407,'\'(3.6-4.2]\''
3.19113,52.113945,'\'(4.8-5.4]\''
10.539529,238.039207,'\'(6.6-7.2]\''
5.043559,215.392642,'\'(5.4-6]\''
4.728499,185.972027,'\'(5.4-6]\''
4.31679,186.091539,'\'(6.6-7.2]\''
10.24612,250.068299,'\'(6.6-7.2]\''
21.16185,266.139999,'\'(5.4-6]\''
21.16185,266.139999,'\'(5.4-6]\''
24.537444,372.934788,'\'(5.4-6]\''
5.894862,264.058074,'\'(7.8-8.4]\''
7.142285,173.684859,'\'(4.8-5.4]\''
6.74322,138.810016,'\'(4.8-5.4]\''
7.315143,300.315093,'\'(6.6-7.2]\''
23.119414,310.738575,'\'(4.8-5.4]\''
28.713592,200.266643,'\'(4.8-5.4]\''
12.839519,146.422379,'\'(6.6-7.2]\''
24.296169,399.173625,'\'(4.8-5.4]\''
23.862204,390.27608,'\'(5.4-6]\''
15.112057,355.706078,'\'(4.8-5.4]\''
24.989076,404.38017,'\'(4.8-5.4]\''
14.09032,399.204802,'\'(4.8-5.4]\''
4.697322,116.684799,'\'(4.8-5.4]\''
28.713592,200.266643,'\'(4.8-5.4]\''
14.870695,423.198902,'\'(5.4-6]\''
28.731605,336.596362,'\'(6.6-7.2]\''
15.198486,341.757873,'\'(4.8-5.4]\''
22.875368,368.0556,'\'(5.4-6]\''
4.819691,152.817111,'\'(6.6-7.2]\''
8.401139,234.502359,'\'(6.6-7.2]\''
16.153972,227.558567,'\'(6.6-7.2]\''
10.885247,182.468088,'\'(6.6-7.2]\''
34.98682,356.883873,'\'(4.8-5.4]\''
5.098292,255.285236,'\'(4.8-5.4]\''
7.700698,99.243047,'\'(3.6-4.2]\''
13.48263,146.226657,'\'(4.8-5.4]\''
5.462195,232.61962,'\'(4.8-5.4]\''
19.115779,248.332785,'\'(5.4-6]\''
4.716028,172.093104,'\'(5.4-6]\''
4.612105,203.363549,'\'(4.8-5.4]\''
19.115779,248.332785,'\'(5.4-6]\''
5.462195,232.61962,'\'(4.8-5.4]\''
5.289337,230.885837,'\'(4.8-5.4]\''
3.832336,137.457284,'\'(6.6-7.2]\''
4.178746,135.721769,'\'(6.6-7.2]\''
28.991586,302.05234,'\'(5.4-6]\''
28.991586,302.05234,'\'(5.4-6]\''
11.001987,175.624756,'\'(6.6-7.2]\''
28.991586,302.05234,'\'(5.4-6]\''
9.07993,194.46254,'\'(5.4-6]\''
23.741567,263.694343,'\'(5.4-6]\''
8.006924,175.742535,'\'(4.8-5.4]\''
5.322246,326.18154,'\'(5.4-6]\''
32.648118,265.677541,'\'(5.4-6]\''
5.578936,161.700799,'\'(6.6-7.2]\''
4.642935,117.968248,'\'(6.6-7.2]\''
4.329088,176.715948,'\'(6.6-7.2]\''
4.98796,190.88932,'\'(6.6-7.2]\''
32.648118,265.677541,'\'(5.4-6]\''
5.578936,161.700799,'\'(6.6-7.2]\''
5.494931,198.191646,'\'(5.4-6]\''
9.605261,192.784183,'\'(4.8-5.4]\''
10.729362,227.51873,'\'(5.4-6]\''
15.461325,328.015782,'\'(4.8-5.4]\''
13.899881,269.103538,'\'(6.6-7.2]\''
5.720444,95.020307,'\'(4.8-5.4]\''
5.547239,96.755822,'\'(5.4-6]\''
13.899881,269.103538,'\'(6.6-7.2]\''
5.021908,125.118154,'\'(5.4-6]\''
9.579453,134.001843,'\'(5.4-6]\''
5.061918,258.721625,'\'(4.8-5.4]\''
5.374207,211.760532,'\'(5.4-6]\''
11.421316,279.473326,'\'(5.4-6]\''
11.248111,282.935696,'\'(5.4-6]\''
5.061918,258.721625,'\'(4.8-5.4]\''
17.811544,203.387798,'\'(6.6-7.2]\''
8.267425,248.410727,'\'(5.4-6]\''
4.73612,120.353282,'\'(3.6-4.2]\''
28.522027,376.407549,'\'(4.8-5.4]\''
4.285094,107.778594,'\'(3.6-4.2]\''
5.46566,324.586321,'\'(5.4-6]\''
5.079585,267.404396,'\'(5.4-6]\''
4.559451,50.898045,'\'(4.8-5.4]\''
19.167913,263.846764,'\'(5.4-6]\''
32.475433,319.313959,'\'(5.4-6]\''
6.397503,286.907288,'\'(6.6-7.2]\''
5.462195,146.202409,'\'(6.6-7.2]\''
14.211823,374.911058,'\'(4.8-5.4]\''
14.76608,383.605953,'\'(5.4-6]\''
4.646746,236.343529,'\'(6.6-7.2]\''
7.882736,265.519925,'\'(5.4-6]\''
7.920668,158.177808,'\'(5.4-6]\''
7.882736,265.519925,'\'(5.4-6]\''
6.500733,137.026003,'\'(4.8-5.4]\''
4.439246,345.421161,'\'(6.6-7.2]\''
4.647092,253.650181,'\'(5.4-6]\''
4.907246,189.630119,'\'(5.4-6]\''
5.3749,300.438069,'\'(6.6-7.2]\''
5.498049,170.67109,'\'(5.4-6]\''
22.632361,364.627872,'\'(4.8-5.4]\''
24.022505,281.170736,'\'(4.8-5.4]\''
6.950027,196.165146,'\'(4.8-5.4]\''
21.939541,236.495949,'\'(4.8-5.4]\''
4.907246,189.630119,'\'(5.4-6]\''
4.869834,272.73738,'\'(5.4-6]\''
4.771107,327.892806,'\'(5.4-6]\''
5.044598,217.304826,'\'(6.6-7.2]\''
5.044598,217.304826,'\'(6.6-7.2]\''
14.486007,326.212717,'\'(7.8-8.4]\''
20.743387,302.138943,'\'(5.4-6]\''
7.85104,321.863537,'\'(5.4-6]\''
5.287951,213.906543,'\'(5.4-6]\''
5.25331,243.321962,'\'(5.4-6]\''
16.221695,104.286779,'\'(3.6-4.2]\''
4.926126,222.398788,'\'(6.6-7.2]\''
21.541862,425.201153,'\'(3.6-4.2]\''
6.070492,288.324106,'\'(5.4-6]\''
15.390137,402.419488,'\'(5.4-6]\''
14.128685,406.01869,'\'(5.4-6]\''
14.128685,406.01869,'\'(5.4-6]\''
20.885588,394.394897,'\'(-inf-3.6]\''
5.497876,257.070981,'\'(5.4-6]\''
4.959901,130.648592,'\'(4.8-5.4]\''
12.532427,133.859815,'\'(4.8-5.4]\''
11.492677,180.781071,'\'(6.6-7.2]\''
4.731616,177.318701,'\'(4.8-5.4]\''
5.880312,239.624033,'\'(3.6-4.2]\''
3.96986,130.490976,'\'(4.8-5.4]\''
11.284657,180.762018,'\'(3.6-4.2]\''
36.253555,421.802869,'\'(4.8-5.4]\''
5.131027,163.538505,'\'(6.6-7.2]\''
5.877195,160.128097,'\'(4.8-5.4]\''
4.14601,185.582316,'\'(4.8-5.4]\''
5.563001,106.605995,'\'(4.8-5.4]\''
4.284054,130.627808,'\'(4.8-5.4]\''
10.480639,201.602054,'\'(5.4-6]\''
15.304747,263.943758,'\'(4.8-5.4]\''
5.02849,214.682501,'\'(5.4-6]\''
4.695243,149.744453,'\'(4.8-5.4]\''
6.488609,207.153277,'\'(3.6-4.2]\''
5.563001,106.605995,'\'(4.8-5.4]\''
6.242484,193.052651,'\'(4.8-5.4]\''
4.387458,192.95046,'\'(5.4-6]\''
19.46496,341.790782,'\'(4.8-5.4]\''
4.387458,192.95046,'\'(5.4-6]\''
3.974017,288.000212,'\'(3.6-4.2]\''
5.805834,210.295217,'\'(6.6-7.2]\''
15.201517,321.035617,'\'(4.8-5.4]\''
9.102966,374.71014,'\'(4.8-5.4]\''
9.276171,350.451036,'\'(4.8-5.4]\''
5.654973,276.161645,'\'(5.4-6]\''
28.024928,218.990112,'\'(4.8-5.4]\''
12.13163,298.879223,'\'(5.4-6]\''
6.810943,217.159334,'\'(6.6-7.2]\''
13.4783,151.492092,'\'(6.6-7.2]\''
4.941714,255.288701,'\'(5.4-6]\''
5.043732,288.143972,'\'(6.6-7.2]\''
28.024928,218.990112,'\'(4.8-5.4]\''
18.057149,205.015926,'\'(6.6-7.2]\''
16.099585,333.156509,'\'(4.8-5.4]\''
23.29158,323.025744,'\'(5.4-6]\''
7.587075,215.160547,'\'(6.6-7.2]\''
15.635915,312.423861,'\'(5.4-6]\''
4.73612,229.456895,'\'(4.8-5.4]\''
30.554069,341.891241,'\'(4.8-5.4]\''
12.964747,393.757502,'\'(5.4-6]\''
10.436645,205.055763,'\'(6.6-7.2]\''
12.202298,268.966706,'\'(5.4-6]\''
12.202298,268.966706,'\'(5.4-6]\''
31.730305,329.813651,'\'(5.4-6]\''
10.919195,246.375567,'\'(6.6-7.2]\''
20.5901,278.394258,'\'(4.8-5.4]\''
9.07941,222.528692,'\'(7.8-8.4]\''
4.524117,213.660591,'\'(7.8-8.4]\''
31.730305,329.813651,'\'(5.4-6]\''
9.220399,220.600919,'\'(6.6-7.2]\''
32.355748,370.016282,'\'(5.4-6]\''
27.449888,308.9944,'\'(5.4-6]\''
4.490861,271.012258,'\'(5.4-6]\''
13.864201,229.23346,'\'(6.6-7.2]\''
16.811805,317.580176,'\'(4.8-5.4]\''
4.539012,168.637663,'\'(7.8-8.4]\''
17.41681,241.274677,'\'(5.4-6]\''
10.919195,246.375567,'\'(6.6-7.2]\''
20.51822,208.34666,'\'(5.4-6]\''
6.580754,208.253129,'\'(6.6-7.2]\''
12.202298,268.966706,'\'(5.4-6]\''
7.29332,186.105395,'\'(5.4-6]\''
5.181257,257.093498,'\'(4.8-5.4]\''
14.001552,203.387798,'\'(4.8-5.4]\''
20.5901,278.394258,'\'(4.8-5.4]\''
10.985013,331.649625,'\'(6.6-7.2]\''
9.07941,222.528692,'\'(7.8-8.4]\''
5.439159,150.998457,'\'(6.6-7.2]\''
5.125658,132.145084,'\'(6.6-7.2]\''
6.573479,262.326023,'\'(3.6-4.2]\''
5.439159,150.998457,'\'(6.6-7.2]\''
4.609334,166.987018,'\'(5.4-6]\''
23.102613,307.253689,'\'(5.4-6]\''
5.185241,177.443409,'\'(4.8-5.4]\''
4.439593,45.409176,'\'(3.6-4.2]\''
6.188271,167.016463,'\'(7.8-8.4]\''
4.368579,111.1457,'\'(4.8-5.4]\''
16.692813,374.775958,'\'(4.8-5.4]\''
4.368579,111.1457,'\'(4.8-5.4]\''
24.348131,239.372886,'\'(4.8-5.4]\''
23.760273,184.239976,'\'(5.4-6]\''
5.010996,203.250966,'\'(5.4-6]\''
4.903609,154.897304,'\'(6.6-7.2]\''
