@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P50.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R6-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
13.899881,269.103538,-11.613227,-248.86106,55.425626,'\'(6.6-7.2]\''
5.021908,125.118154,-7.119768,-102.2776,25.980762,'\'(5.4-6]\''
9.579453,134.001843,-8.156747,-111.977085,36.373067,'\'(5.4-6]\''
5.061918,258.721625,-10.23209,-238.468755,109.119201,'\'(4.8-5.4]\''
5.374207,211.760532,-8.672725,-192.222999,50.229473,'\'(5.4-6]\''
11.421316,279.473326,-11.095344,-260.188672,76.210236,'\'(5.4-6]\''
11.248111,282.935696,-11.095344,-263.704735,77.942286,'\'(5.4-6]\''
5.061918,258.721625,-10.23209,-238.468755,109.119201,'\'(4.8-5.4]\''
17.811544,203.387798,-11.615999,-181.207155,13.856406,'\'(6.6-7.2]\''
8.267425,248.410727,-13.175364,-229.340847,71.014083,'\'(5.4-6]\''
4.73612,120.353282,-12.480465,-100.770716,12.124356,'\'(3.6-4.2]\''
28.522027,376.407549,-9.531129,-358.032222,129.903811,'\'(4.8-5.4]\''
4.285094,107.778594,-10.402697,-89.079373,15.588457,'\'(3.6-4.2]\''
5.46566,324.586321,-13.171207,-306.48639,41.569219,'\'(5.4-6]\''
5.079585,267.404396,-11.790589,-247.769868,46.765372,'\'(5.4-6]\''
4.559451,50.898045,-8.673418,-31.124953,10.392305,'\'(4.8-5.4]\''
19.167913,263.846764,-8.839348,-246.003176,57.157677,'\'(5.4-6]\''
32.475433,319.313959,-12.124875,-301.896456,74.478185,'\'(5.4-6]\''
6.397503,286.907288,-11.44262,-267.359363,81.406388,'\'(6.6-7.2]\''
5.462195,146.202409,-12.135441,-127.738747,27.712813,'\'(6.6-7.2]\''
14.211823,374.911058,-9.361388,-357.044953,105.655099,'\'(4.8-5.4]\''
14.76608,383.605953,-9.361388,-365.722528,103.923048,'\'(5.4-6]\''
4.646746,236.343529,-10.231571,-216.714197,31.176915,'\'(6.6-7.2]\''
7.882736,265.519925,-8.329259,-244.478971,69.282032,'\'(5.4-6]\''
7.920668,158.177808,-9.711609,-137.801962,31.176915,'\'(5.4-6]\''
7.882736,265.519925,-8.329259,-244.478971,69.282032,'\'(5.4-6]\''
6.500733,137.026003,-7.113186,-119.979159,51.961524,'\'(4.8-5.4]\''
4.439246,345.421161,-9.711609,-325.885359,77.942286,'\'(6.6-7.2]\''
4.647092,253.650181,-12.656095,-234.017385,55.425626,'\'(5.4-6]\''
4.907246,189.630119,-11.443313,-169.654377,43.30127,'\'(5.4-6]\''
5.3749,300.438069,-11.616518,-279.102667,103.923048,'\'(6.6-7.2]\''
5.498049,170.67109,-12.653844,-151.190715,53.693575,'\'(5.4-6]\''
22.632361,364.627872,-9.012207,-346.410162,107.38715,'\'(4.8-5.4]\''
24.022505,281.170736,-8.834498,-264.432197,109.119201,'\'(4.8-5.4]\''
6.950027,196.165146,-11.444353,-177.552528,32.908965,'\'(4.8-5.4]\''
21.939541,236.495949,-10.051437,-218.099838,76.210236,'\'(4.8-5.4]\''
4.907246,189.630119,-11.443313,-169.654377,43.30127,'\'(5.4-6]\''
4.869834,272.73738,-10.580059,-253.208508,81.406388,'\'(5.4-6]\''
4.771107,327.892806,-12.653324,-309.829248,96.994845,'\'(5.4-6]\''
5.044598,217.304826,-13.176577,-195.912267,60.621778,'\'(6.6-7.2]\''
5.044598,217.304826,-13.176577,-195.912267,60.621778,'\'(6.6-7.2]\''
14.486007,326.212717,-10.057153,-305.758929,93.530744,'\'(7.8-8.4]\''
20.743387,302.138943,-11.438117,-282.532128,83.138439,'\'(5.4-6]\''
7.85104,321.863537,-10.058365,-298.432354,39.837169,'\'(5.4-6]\''
5.287951,213.906543,-9.018789,-195.358011,65.817931,'\'(5.4-6]\''
5.25331,243.321962,-9.711609,-223.936849,81.406388,'\'(5.4-6]\''
16.221695,104.286779,-12.131977,-86.948951,22.51666,'\'(3.6-4.2]\''
4.926126,222.398788,-10.402524,-202.667265,88.334591,'\'(6.6-7.2]\''
21.541862,425.201153,-9.184719,-407.257106,86.60254,'\'(3.6-4.2]\''
6.070492,288.324106,-10.574517,-268.260029,41.569219,'\'(5.4-6]\''
15.390137,402.419488,-9.014458,-383.441408,77.942286,'\'(5.4-6]\''
14.128685,406.01869,-10.57036,-386.524458,77.076261,'\'(5.4-6]\''
14.128685,406.01869,-10.57036,-386.524458,77.076261,'\'(5.4-6]\''
20.885588,394.394897,-11.954095,-376.132153,57.157677,'\'(-inf-3.6]\''
5.497876,257.070981,-13.520042,-237.516127,67.549981,'\'(5.4-6]\''
4.959901,130.648592,-11.269415,-109.846662,31.176915,'\'(4.8-5.4]\''
12.532427,133.859815,-10.573131,-115.597071,19.052559,'\'(4.8-5.4]\''
11.492677,180.781071,-10.573651,-163.124545,57.157677,'\'(6.6-7.2]\''
4.731616,177.318701,-11.272533,-156.334906,22.51666,'\'(4.8-5.4]\''
5.880312,239.624033,-12.479426,-219.087107,29.444864,'\'(3.6-4.2]\''
3.96986,130.490976,-11.618597,-110.400918,32.908965,'\'(4.8-5.4]\''
11.284657,180.762018,-10.920234,-160.820917,31.176915,'\'(3.6-4.2]\''
36.253555,421.802869,-11.256598,-404.953479,95.262794,'\'(4.8-5.4]\''
5.131027,163.538505,-10.751879,-143.102038,39.837169,'\'(6.6-7.2]\''
5.877195,160.128097,-10.923698,-140.382718,41.569219,'\'(4.8-5.4]\''
4.14601,185.582316,-9.537191,-167.229505,39.837169,'\'(4.8-5.4]\''
5.563001,106.605995,-10.406508,-86.896989,8.660254,'\'(4.8-5.4]\''
4.284054,130.627808,-12.655402,-113.224161,25.980762,'\'(4.8-5.4]\''
10.480639,201.602054,-8.849048,-178.020182,62.353829,'\'(5.4-6]\''
15.304747,263.943758,-10.918502,-246.747958,50.229473,'\'(4.8-5.4]\''
5.02849,214.682501,-10.230878,-196.431882,90.066642,'\'(5.4-6]\''
4.695243,149.744453,-11.44747,-128.708696,31.176915,'\'(4.8-5.4]\''
6.488609,207.153277,-14.555809,-187.078808,29.444864,'\'(3.6-4.2]\''
5.563001,106.605995,-10.406508,-86.896989,8.660254,'\'(4.8-5.4]\''
6.242484,193.052651,-13.173805,-174.175029,50.229473,'\'(4.8-5.4]\''
4.387458,192.95046,-11.270281,-172.910632,45.033321,'\'(5.4-6]\''
19.46496,341.790782,-10.742006,-324.811488,60.621778,'\'(4.8-5.4]\''
4.387458,192.95046,-11.270281,-172.910632,45.033321,'\'(5.4-6]\''
3.974017,288.000212,-7.457518,-271.516285,83.138439,'\'(3.6-4.2]\''
5.805834,210.295217,-12.138212,-188.239282,51.961524,'\'(6.6-7.2]\''
15.201517,321.035617,-10.398194,-303.195494,77.942286,'\'(4.8-5.4]\''
9.102966,374.71014,-9.880311,-356.490697,61.487804,'\'(4.8-5.4]\''
9.276171,350.451036,-9.880311,-332.259306,62.353829,'\'(4.8-5.4]\''
5.654973,276.161645,-12.306394,-255.304289,83.138439,'\'(5.4-6]\''
28.024928,218.990112,-12.643624,-200.571484,55.425626,'\'(4.8-5.4]\''
12.13163,298.879223,-9.36312,-281.371654,107.38715,'\'(5.4-6]\''
6.810943,217.159334,-11.271667,-196.431882,57.157677,'\'(6.6-7.2]\''
13.4783,151.492092,-13.524372,-128.17176,15.588457,'\'(6.6-7.2]\''
4.941714,255.288701,-10.231051,-234.588961,65.817931,'\'(5.4-6]\''
5.043732,288.143972,-12.138212,-266.995632,55.425626,'\'(6.6-7.2]\''
28.024928,218.990112,-12.643624,-200.571484,55.425626,'\'(4.8-5.4]\''
18.057149,205.015926,-12.478906,-184.809821,48.497423,'\'(6.6-7.2]\''
16.099585,333.156509,-11.613227,-312.860337,43.30127,'\'(4.8-5.4]\''
23.29158,323.025744,-9.011168,-305.187352,46.765372,'\'(5.4-6]\''
7.587075,215.160547,-9.369702,-191.841947,48.497423,'\'(6.6-7.2]\''
15.635915,312.423861,-11.262834,-293.253522,72.746134,'\'(5.4-6]\''
4.73612,229.456895,-11.787645,-210.184365,74.478185,'\'(4.8-5.4]\''
30.554069,341.891241,-9.525587,-323.51245,96.994845,'\'(4.8-5.4]\''
12.964747,393.757502,-9.188183,-374.763833,50.229473,'\'(5.4-6]\''
10.436645,205.055763,-10.053516,-188.118038,53.693575,'\'(6.6-7.2]\''
12.202298,268.966706,-9.18853,-251.528418,90.066642,'\'(5.4-6]\''
12.202298,268.966706,-9.18853,-251.528418,90.066642,'\'(5.4-6]\''
31.730305,329.813651,-11.085991,-312.427325,74.478185,'\'(5.4-6]\''
10.919195,246.375567,-9.189915,-227.885925,50.229473,'\'(6.6-7.2]\''
20.5901,278.394258,-10.915904,-261.453069,100.458947,'\'(4.8-5.4]\''
9.07941,222.528692,-7.28847,-201.454829,36.373067,'\'(7.8-8.4]\''
4.524117,213.660591,-10.406161,-192.915819,67.549981,'\'(7.8-8.4]\''
31.730305,329.813651,-11.085991,-312.427325,74.478185,'\'(5.4-6]\''
9.220399,220.600919,-10.403736,-200.935214,29.444864,'\'(6.6-7.2]\''
32.355748,370.016282,-12.642932,-351.935404,107.38715,'\'(5.4-6]\''
27.449888,308.9944,-10.741833,-292.075728,60.621778,'\'(5.4-6]\''
4.490861,271.012258,-10.577981,-251.095406,41.569219,'\'(5.4-6]\''
13.864201,229.23346,-12.826702,-209.716712,50.229473,'\'(6.6-7.2]\''
16.811805,317.580176,-11.091534,-301.168994,90.066642,'\'(4.8-5.4]\''
4.539012,168.637663,-7.4641,-148.29819,43.30127,'\'(7.8-8.4]\''
17.41681,241.274677,-9.5339,-222.447285,76.210236,'\'(5.4-6]\''
10.919195,246.375567,-9.189915,-227.885925,50.229473,'\'(6.6-7.2]\''
20.51822,208.34666,-9.532861,-189.763486,55.425626,'\'(5.4-6]\''
6.580754,208.253129,-8.332204,-182.229065,20.78461,'\'(6.6-7.2]\''
12.202298,268.966706,-9.18853,-251.528418,90.066642,'\'(5.4-6]\''
7.29332,186.105395,-9.195804,-164.146455,77.942286,'\'(5.4-6]\''
5.181257,257.093498,-9.194765,-235.680153,102.190998,'\'(4.8-5.4]\''
14.001552,203.387798,-11.961889,-183.38954,10.392305,'\'(4.8-5.4]\''
20.5901,278.394258,-10.915904,-261.453069,100.458947,'\'(4.8-5.4]\''
10.985013,331.649625,-7.807739,-310.054415,43.30127,'\'(6.6-7.2]\''
9.07941,222.528692,-7.28847,-201.454829,36.373067,'\'(7.8-8.4]\''
5.439159,150.998457,-10.755516,-127.84267,46.765372,'\'(6.6-7.2]\''
5.125658,132.145084,-8.851992,-108.928675,22.51666,'\'(6.6-7.2]\''
6.573479,262.326023,-14.21113,-244.634856,31.176915,'\'(3.6-4.2]\''
5.439159,150.998457,-10.755516,-127.84267,46.765372,'\'(6.6-7.2]\''
4.609334,166.987018,-12.139598,-144.262512,25.980762,'\'(5.4-6]\''
23.102613,307.253689,-9.529224,-288.663588,95.262794,'\'(5.4-6]\''
5.185241,177.443409,-11.096037,-157.374136,38.105118,'\'(4.8-5.4]\''
4.439593,45.409176,-9.538057,-27.158557,8.660254,'\'(3.6-4.2]\''
6.188271,167.016463,-10.404776,-147.588049,57.157677,'\'(7.8-8.4]\''
4.368579,111.1457,-8.500559,-91.764052,19.052559,'\'(4.8-5.4]\''
16.692813,374.775958,-12.301718,-356.213569,57.157677,'\'(4.8-5.4]\''
4.368579,111.1457,-8.327354,-91.764052,19.052559,'\'(4.8-5.4]\''
24.348131,239.372886,-9.357578,-222.862977,45.033321,'\'(4.8-5.4]\''
23.760273,184.239976,-9.876154,-166.883095,58.889727,'\'(5.4-6]\''
5.010996,203.250966,-8.672205,-184.324847,51.961524,'\'(5.4-6]\''
4.903609,154.897304,-9.7149,-133.714322,69.282032,'\'(6.6-7.2]\''
5.273055,215.626469,-15.251747,-195.271408,19.052559,'\'(4.8-5.4]\''
5.012035,234.59589,-14.906549,-214.0988,32.908965,'\'(4.8-5.4]\''
25.023631,316.094076,-9.184373,-298.501636,57.157677,'\'(5.4-6]\''
5.592792,288.088547,-9.545332,-264.743966,126.439709,'\'(6.6-7.2]\''
12.352986,172.048071,-9.366931,-150.134164,41.569219,'\'(6.6-7.2]\''
4.4389,173.754141,-8.15311,-155.953855,36.373067,'\'(4.8-5.4]\''
11.400012,203.205933,-11.965353,-181.657489,57.157677,'\'(6.6-7.2]\''
4.284401,275.964191,-10.230185,-258.889634,62.353829,'\'(5.4-6]\''
9.239452,222.372807,-10.228799,-204.000944,41.569219,'\'(5.4-6]\''
27.121837,281.203645,-10.047973,-263.895261,48.497423,'\'(4.8-5.4]\''
6.432837,198.273052,-13.347184,-179.388502,46.765372,'\'(4.8-5.4]\''
10.453446,220.632096,-11.093266,-201.229663,32.908965,'\'(4.8-5.4]\''
24.575376,279.532216,-9.875114,-261.591633,51.961524,'\'(5.4-6]\''
11.451281,309.07927,-8.67515,-286.307998,121.243557,'\'(7.8-8.4]\''
16.910705,295.14319,-8.844891,-273.490823,121.243557,'\'(7.8-8.4]\''
8.064429,231.25996,-14.209745,-212.903685,67.549981,'\'(4.8-5.4]\''
14.520994,158.524218,-13.867318,-137.109142,45.033321,'\'(4.8-5.4]\''
4.021995,99.430109,-13.004064,-79.570414,29.444864,'\'(5.4-6]\''
15.221262,253.818189,-14.379486,-234.155949,51.961524,'\'(4.8-5.4]\''
8.064429,231.25996,-14.209745,-212.903685,67.549981,'\'(4.8-5.4]\''
5.011343,227.501409,-10.75032,-207.932699,46.765372,'\'(4.8-5.4]\''
4.872779,229.266369,-10.75032,-209.682071,46.765372,'\'(4.8-5.4]\''
15.0271,386.630113,-10.052996,-370.121937,122.975607,'\'(4.8-5.4]\''
4.180478,262.147622,-14.040697,-242.469793,25.980762,'\'(4.8-5.4]\''
4.529832,326.250822,-13.691342,-308.322364,20.78461,'\'(4.8-5.4]\''
12.23486,192.9418,-10.403044,-172.702786,50.229473,'\'(5.4-6]\''
14.592874,381.515367,-9.881003,-363.990477,105.655099,'\'(4.8-5.4]\''
15.182984,379.686322,-10.226201,-363.211054,119.511506,'\'(4.8-5.4]\''
15.0271,386.630113,-10.052996,-370.121937,122.975607,'\'(4.8-5.4]\''
3.972805,136.90476,-8.844371,-119.892557,41.569219,'\'(3.6-4.2]\''
4.091104,176.851048,-7.461675,-157.703226,45.033321,'\'(5.4-6]\''
10.559794,296.764389,-11.956866,-279.830128,64.08588,'\'(3.6-4.2]\''
5.983196,298.595167,-11.441235,-278.894821,45.033321,'\'(3.6-4.2]\''
31.419055,234.422684,-11.778292,-217.580222,39.837169,'\'(5.4-6]\''
31.419055,234.422684,-11.778292,-217.580222,39.837169,'\'(5.4-6]\''
9.291067,329.039424,-8.150685,-311.284171,127.305734,'\'(5.4-6]\''
31.419055,234.422684,-11.778292,-217.580222,39.837169,'\'(5.4-6]\''
4.563088,265.687934,-11.267857,-246.990445,86.60254,'\'(5.4-6]\''
31.419055,234.422684,-11.778292,-217.580222,39.837169,'\'(5.4-6]\''
15.250015,262.324291,-9.708838,-242.833523,50.229473,'\'(6.6-7.2]\''
9.291067,329.039424,-8.150685,-311.284171,127.305734,'\'(5.4-6]\''
4.127131,127.387141,-12.483237,-107.768201,25.980762,'\'(5.4-6]\''
13.188874,224.040772,-8.669607,-204.711085,58.889727,'\'(4.8-5.4]\''
3.572701,142.56337,-8.846103,-125.019427,22.51666,'\'(4.8-5.4]\''
4.890965,196.542733,-11.095864,-176.288131,38.105118,'\'(5.4-6]\''
4.108078,128.894025,-10.752918,-108.478342,36.373067,'\'(4.8-5.4]\''
4.563088,265.687934,-11.267857,-246.990445,86.60254,'\'(5.4-6]\''
10.265172,200.038012,-11.610629,-181.172514,34.641016,'\'(5.4-6]\''
11.856581,205.21338,-12.478733,-187.16541,25.980762,'\'(4.8-5.4]\''
5.769981,206.938502,-11.446604,-182.73136,17.320508,'\'(5.4-6]\''
5.755778,175.586651,-11.097076,-154.239124,53.693575,'\'(4.8-5.4]\''
24.177004,371.17156,-10.74114,-352.472339,84.87049,'\'(5.4-6]\''
17.331766,300.427677,-9.359137,-283.121025,98.726896,'\'(4.8-5.4]\''
21.561261,343.619828,-9.182641,-325.798757,50.229473,'\'(6.6-7.2]\''
5.690133,327.932643,-10.054209,-308.755377,32.908965,'\'(5.4-6]\''
7.266992,290.007659,-15.249668,-272.642118,60.621778,'\'(4.8-5.4]\''
9.950459,189.302761,-10.747548,-171.888722,53.693575,'\'(4.8-5.4]\''
11.856581,205.21338,-12.478733,-187.16541,25.980762,'\'(4.8-5.4]\''
18.266208,217.336003,-11.265258,-198.389099,34.641016,'\'(5.4-6]\''
5.755778,175.586651,-11.097076,-154.239124,53.693575,'\'(4.8-5.4]\''
6.048321,232.657725,-9.366931,-212.921006,57.157677,'\'(5.4-6]\''
9.372473,239.634425,-11.966393,-216.090659,69.282032,'\'(6.6-7.2]\''
23.274952,390.932528,-9.53009,-373.412834,112.583302,'\'(4.8-5.4]\''
4.440632,319.421346,-11.269069,-301.844494,38.105118,'\'(4.8-5.4]\''
6.185846,180.836497,-9.71438,-160.2147,69.282032,'\'(7.8-8.4]\''
4.664759,248.266967,-10.577288,-229.964386,77.942286,'\'(5.4-6]\''
5.307696,96.194638,-11.441235,-77.855684,8.660254,'\'(4.8-5.4]\''
5.769981,206.938502,-11.446604,-182.73136,17.320508,'\'(5.4-6]\''
11.180042,234.318761,-10.228106,-214.046839,62.353829,'\'(6.6-7.2]\''
27.310977,186.011864,-10.568974,-168.667108,50.229473,'\'(5.4-6]\''
27.972274,225.066146,-10.912266,-207.828776,77.076261,'\'(6.6-7.2]\''
16.482888,374.547327,-9.0129,-356.456056,62.353829,'\'(5.4-6]\''
27.105209,245.064405,-11.952536,-227.487553,91.798693,'\'(5.4-6]\''
11.180042,234.318761,-10.228106,-214.046839,62.353829,'\'(6.6-7.2]\''
27.972274,225.066146,-10.912266,-207.828776,77.076261,'\'(6.6-7.2]\''
27.310977,186.011864,-10.568974,-168.667108,50.229473,'\'(5.4-6]\''
14.313495,161.756225,-11.095691,-141.716397,24.248711,'\'(6.6-7.2]\''
4.957129,161.768349,-10.059751,-141.595154,64.08588,'\'(5.4-6]\''
4.957476,130.593167,-10.405815,-110.400918,45.033321,'\'(6.6-7.2]\''
15.892432,333.291609,-9.360869,-316.324439,60.621778,'\'(4.8-5.4]\''
4.592879,168.370927,-6.942579,-148.713882,17.320508,'\'(5.4-6]\''
4.592879,168.370927,-6.942579,-148.713882,17.320508,'\'(5.4-6]\''
4.876416,347.045824,-13.691169,-329.332141,19.052559,'\'(4.8-5.4]\''
29.459759,297.041517,-10.39473,-280.332423,105.655099,'\'(5.4-6]\''
15.892432,333.291609,-9.360869,-316.324439,60.621778,'\'(4.8-5.4]\''
5.354981,232.841322,-9.194245,-211.327519,83.138439,'\'(5.4-6]\''
5.110762,217.355056,-12.140464,-194.041652,51.961524,'\'(5.4-6]\''
4.160732,102.973885,-14.216327,-83.571451,24.248711,'\'(5.4-6]\''
14.005016,326.411903,-10.919195,-308.305044,48.497423,'\'(4.8-5.4]\''
5.114746,269.160695,-11.44366,-247.995035,55.425626,'\'(5.4-6]\''
4.592879,168.370927,-6.942579,-148.713882,17.320508,'\'(5.4-6]\''
4.577117,103.027578,-15.081659,-82.670785,19.052559,'\'(5.4-6]\''
14.749971,293.52199,-12.131457,-273.612066,71.014083,'\'(4.8-5.4]\''
4.071359,161.763153,-12.487047,-140.261474,29.444864,'\'(7.8-8.4]\''
23.346832,382.230704,-12.125568,-364.284926,41.569219,'\'(4.8-5.4]\''
14.77959,219.047269,-10.750839,-198.423741,43.30127,'\'(7.8-8.4]\''
4.071359,161.763153,-12.487047,-140.261474,29.444864,'\'(7.8-8.4]\''
4.28163,377.368838,-9.366931,-356.906389,26.846788,'\'(5.4-6]\''
12.664756,220.583599,-8.500905,-197.315228,86.60254,'\'(6.6-7.2]\''
4.475619,199.927161,-11.441928,-180.704861,36.373067,'\'(5.4-6]\''
14.749971,293.52199,-12.131457,-273.612066,71.014083,'\'(4.8-5.4]\''
6.375333,177.40184,-10.75465,-154.42965,50.229473,'\'(6.6-7.2]\''
8.244908,151.369116,-10.062869,-127.773388,32.908965,'\'(5.4-6]\''
6.375333,177.40184,-10.75465,-154.42965,50.229473,'\'(6.6-7.2]\''
13.638688,191.251318,-10.228972,-171.611594,34.641016,'\'(4.8-5.4]\''
4.714816,189.792931,-14.56291,-166.657929,43.30127,'\'(5.4-6]\''
4.435955,167.061497,-12.659386,-144.245191,31.176915,'\'(-inf-3.6]\''
24.765902,412.822186,-10.914345,-396.449109,79.674337,'\'(5.4-6]\''
10.153282,198.146612,-11.965007,-175.041055,69.282032,'\'(6.6-7.2]\''
12.49155,161.778742,-11.965007,-138.321577,46.765372,'\'(6.6-7.2]\''
11.248458,227.482357,-11.614613,-207.083995,50.229473,'\'(5.4-6]\''
4.509741,269.079289,-11.615652,-250.108137,81.406388,'\'(5.4-6]\''
5.201349,338.349197,-11.79007,-318.73199,79.674337,'\'(4.8-5.4]\''
8.244908,151.369116,-10.062869,-127.773388,32.908965,'\'(5.4-6]\''
8.630463,201.634963,-10.924391,-181.155194,60.621778,'\'(4.8-5.4]\''
7.031433,222.414376,-10.583523,-197.575036,60.621778,'\'(6.6-7.2]\''
6.370483,284.960463,-16.111537,-266.23353,48.497423,'\'(4.8-5.4]\''
5.326749,308.861032,-11.959118,-291.625394,76.210236,'\'(5.4-6]\''
6.08608,324.683316,-11.095864,-304.823622,57.157677,'\'(6.6-7.2]\''
13.876845,245.003783,-12.311764,-220.507388,62.353829,'\'(6.6-7.2]\''
7.031433,222.414376,-10.583523,-197.575036,60.621778,'\'(6.6-7.2]\''
10.936862,227.343793,-9.362774,-208.850686,39.837169,'\'(4.8-5.4]\''
33.376446,404.887661,-12.124529,-386.108766,107.38715,'\'(3.6-4.2]\''
11.423395,290.040568,-12.132496,-270.199926,71.014083,'\'(6.6-7.2]\''
4.212348,139.232636,-10.752571,-118.29907,43.30127,'\'(5.4-6]\''
4.161252,127.054587,-10.751705,-107.04074,34.641016,'\'(6.6-7.2]\''
21.023806,338.600344,-12.820467,-318.853233,79.674337,'\'(4.8-5.4]\''
11.04217,277.585391,-7.456132,-258.05825,83.138439,'\'(6.6-7.2]\''
4.196239,260.464068,-8.153283,-242.972087,48.497423,'\'(4.8-5.4]\''
4.178919,263.907385,-7.980078,-246.436189,41.569219,'\'(5.4-6]\''
5.544468,286.56261,-10.927335,-263.981864,90.066642,'\'(6.6-7.2]\''
4.717414,261.311041,-10.40339,-243.353138,100.458947,'\'(4.8-5.4]\''
5.431538,180.820908,-9.360176,-161.305892,50.229473,'\'(5.4-6]\''
5.273402,273.137484,-10.921273,-254.576828,48.497423,'\'(5.4-6]\''
13.795438,386.777338,-9.362081,-367.974194,152.420471,'\'(5.4-6]\''
13.77933,367.530789,-10.226894,-350.930814,112.583302,'\'(5.4-6]\''
14.159689,425.072981,-9.015151,-407.620837,110.851252,'\'(5.4-6]\''
14.540913,409.347692,-9.361388,-392.240226,109.119201,'\'(5.4-6]\''
5.498568,271.464323,-10.921273,-252.810136,53.693575,'\'(5.4-6]\''
5.273402,273.137484,-10.921273,-254.576828,48.497423,'\'(5.4-6]\''
5.030568,387.111623,-14.905336,-368.996104,134.233938,'\'(5.4-6]\''
4.405991,127.108281,-10.749454,-108.616906,25.980762,'\'(4.8-5.4]\''
15.131715,302.067929,-10.225508,-281.077205,62.353829,'\'(6.6-7.2]\''
9.579973,201.555288,-11.273919,-178.903528,62.353829,'\'(7.8-8.4]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,'\'(6.6-7.2]\''
20.41499,251.718944,-11.437424,-234.259872,36.373067,'\'(4.8-5.4]\''
26.603088,330.14274,-12.818388,-311.803786,95.262794,'\'(5.4-6]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,'\'(6.6-7.2]\''
4.440632,219.116552,-12.308299,-198.631587,39.837169,'\'(4.8-5.4]\''
11.442794,281.421883,-10.398367,-263.479569,55.425626,'\'(4.8-5.4]\''
4.440632,219.116552,-12.308299,-198.631587,39.837169,'\'(4.8-5.4]\''
26.603088,330.14274,-12.818388,-311.803786,95.262794,'\'(5.4-6]\''
4.787042,229.209212,-9.017403,-211.899096,34.641016,'\'(5.4-6]\''
27.747974,283.127953,-12.123836,-266.23353,77.942286,'\'(6.6-7.2]\''
20.41499,251.718944,-11.437424,-234.259872,36.373067,'\'(4.8-5.4]\''
10.832592,231.130056,-10.402351,-211.01575,17.320508,'\'(5.4-6]\''
5.530092,265.56669,-9.711955,-245.743369,24.248711,'\'(5.4-6]\''
5.37109,243.242287,-11.793534,-219.485478,50.229473,'\'(5.4-6]\''
5.423224,291.62193,-11.620156,-269.195337,45.033321,'\'(6.6-7.2]\''
21.542728,255.960736,-11.089109,-238.797845,88.334591,'\'(4.8-5.4]\''
17.584992,262.208244,-12.137,-239.109614,86.60254,'\'(7.8-8.4]\''
5.423224,291.62193,-11.620156,-269.195337,45.033321,'\'(6.6-7.2]\''
5.37109,243.242287,-11.793534,-219.485478,50.229473,'\'(5.4-6]\''
5.336795,255.200366,-9.714727,-234.103987,69.282032,'\'(6.6-7.2]\''
5.180044,191.273835,-12.660079,-167.142903,60.621778,'\'(6.6-7.2]\''
4.711525,189.415344,-10.755689,-165.739942,50.229473,'\'(6.6-7.2]\''
5.009091,135.678468,-9.713341,-114.938892,25.980762,'\'(5.4-6]\''
4.891311,170.369714,-12.827568,-152.212625,27.712813,'\'(5.4-6]\''
18.215286,331.441778,-11.264219,-313.050863,93.530744,'\'(5.4-6]\''
4.144798,137.415715,-9.018789,-118.056583,24.248711,'\'(5.4-6]\''
9.548796,177.102195,-10.231224,-155.070509,17.320508,'\'(3.6-4.2]\''
9.375591,177.103927,-10.231224,-155.087829,17.320508,'\'(3.6-4.2]\''
18.215286,331.441778,-11.264219,-313.050863,93.530744,'\'(5.4-6]\''
10.953836,227.548175,-11.268376,-207.2572,51.961524,'\'(5.4-6]\''
14.155185,212.04632,-10.92491,-188.8455,50.229473,'\'(6.6-7.2]\''
11.401224,283.069063,-10.92491,-260.032788,77.942286,'\'(5.4-6]\''
10.431796,288.078154,-11.790416,-266.909029,77.942286,'\'(4.8-5.4]\''
12.60067,276.1322,-13.865067,-257.122942,90.066642,'\'(5.4-6]\''
15.751097,305.589188,-10.229665,-284.627909,88.334591,'\'(4.8-5.4]\''
13.537363,368.03828,-11.0924,-349.995507,67.549981,'\'(5.4-6]\''
16.376887,283.008442,-12.47908,-263.964543,103.923048,'\'(5.4-6]\''
33.012888,396.203158,-12.124356,-377.500474,105.655099,'\'(4.8-5.4]\''
5.620158,198.319817,-11.960157,-178.072144,29.444864,'\'(6.6-7.2]\''
5.525242,182.639562,-10.063215,-158.84638,58.889727,'\'(7.8-8.4]\''
5.344762,247.057995,-15.076117,-228.422861,39.837169,'\'(4.8-5.4]\''
5.67212,226.424074,-14.211823,-206.373854,38.105118,'\'(5.4-6]\''
5.447127,163.850274,-14.55806,-143.916102,24.248711,'\'(5.4-6]\''
25.248105,246.160793,-7.27981,-228.128412,64.08588,'\'(5.4-6]\''
8.595649,201.366495,-9.192513,-181.518925,64.08588,'\'(5.4-6]\''
4.908286,278.132719,-14.906376,-258.196814,27.712813,'\'(4.8-5.4]\''
