@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R10-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute '-0.711chlorides-0.442sulphates+0.306free sulfur dioxide-0.274volatile acidity+0.274residual sugar-0.149citric acid+0.141alcohol-0.098pH+0.06 total sulfur dioxide+0.022density-0.019fixed acidity' numeric
@attribute '0.643volatile acidity+0.401sulphates+0.337alcohol-0.329chlorides+0.293total sulfur dioxide+0.251fixed acidity+0.177free sulfur dioxide-0.12pH-0.085density+0.054citric acid+0.011residual sugar' numeric
@attribute '0.494free sulfur dioxide-0.481sulphates+0.396chlorides-0.328density-0.289residual sugar+0.276total sulfur dioxide-0.193pH+0.139alcohol+0.132citric acid+0.122volatile acidity-0.104fixed acidity' numeric
@attribute '0.705citric acid+0.427pH-0.309sulphates+0.269volatile acidity+0.213residual sugar-0.198fixed acidity-0.167free sulfur dioxide+0.129alcohol+0.11 density-0.079chlorides-0.068total sulfur dioxide' numeric
@attribute '-0.588fixed acidity-0.534pH+0.388residual sugar+0.27 sulphates-0.247total sulfur dioxide+0.196alcohol+0.152citric acid+0.1  chlorides+0.082free sulfur dioxide-0.069density-0.028volatile acidity' numeric
@attribute '0.621alcohol+0.409residual sugar+0.394chlorides+0.331fixed acidity+0.261pH-0.202citric acid-0.155total sulfur dioxide-0.146volatile acidity+0.144free sulfur dioxide+0.088density-0.012sulphates' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,-0.19782,-0.006302,-0.371358,'\'(6.6-7.2]\''
1.293897,0.611698,0.393153,0.595805,-0.509816,-0.348673,0.065157,0.240416,0.551434,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,-0.19782,-0.006302,-0.371358,'\'(6.6-7.2]\''
-2.977769,-1.061884,-1.632022,-0.806465,2.798015,0.970377,1.801224,0.434716,-1.069138,'\'(5.4-6]\''
0.58251,-0.073461,-0.704258,-0.430157,0.893954,-0.291077,0.322212,-0.756662,0.509311,'\'(7.8-8.4]\''
0.830388,-0.580547,0.837479,-0.860797,0.347729,-0.869976,-0.286515,-0.607003,0.209417,'\'(7.8-8.4]\''
0.709635,4.03822,-0.411992,-0.00596,0.391601,-0.279466,0.379863,-0.117432,0.603217,'\'(4.8-5.4]\''
0.48988,0.278661,-2.350169,-0.875652,-0.81521,0.172851,0.351765,0.129952,-0.113066,'\'(3.6-4.2]\''
0.496621,2.609799,-0.427921,0.556506,-0.616072,-0.78747,-0.150193,-0.383237,0.073948,'\'(7.8-8.4]\''
1.443691,1.270207,0.999353,-0.716686,0.566239,-1.876197,-1.911367,1.607867,-0.179394,'\'(5.4-6]\''
-2.773688,0.612338,-0.364898,0.40231,-0.221892,-0.343144,-0.19782,-0.006302,-0.371358,'\'(6.6-7.2]\''
0.763143,1.361564,0.415975,0.292147,-0.511181,0.157724,-0.464998,-1.020821,-0.045397,'\'(5.4-6]\''
1.060307,0.050743,-0.033876,0.717013,-0.262114,0.05427,0.530046,-0.459054,0.879575,'\'(5.4-6]\''
1.293897,0.611698,0.393153,0.595805,-0.509816,-0.348673,0.065157,0.240416,0.551434,'\'(5.4-6]\''
1.132521,-0.697201,1.315411,-0.980999,1.862472,-1.185313,-0.475177,0.40306,0.407484,'\'(7.8-8.4]\''
-0.041762,1.961548,0.151495,0.026837,0.161547,-0.167649,0.967577,-0.600571,0.219104,'\'(5.4-6]\''
1.423256,-1.207554,0.762544,1.144073,-0.913593,1.369096,-0.046739,0.021276,-0.070668,'\'(5.4-6]\''
1.953624,-1.406119,-2.832793,-0.114139,-1.007337,-0.477859,-0.518607,-0.946176,-0.803683,'\'(4.8-5.4]\''
1.044086,-0.856375,0.353273,-0.984931,-0.561404,-1.134135,-0.395451,-0.741492,-0.448549,'\'(5.4-6]\''
-4.470566,0.094788,-0.858099,-0.686218,4.256501,0.291498,-0.136431,-1.05426,0.529161,'\'(-inf-3.6]\''
0.50545,1.595243,1.450293,-1.493802,0.670906,0.263051,2.071698,0.337249,-1.678875,'\'(4.8-5.4]\''
0.779867,2.742506,2.287756,0.030542,-0.807581,0.709502,1.627931,0.109421,-0.740067,'\'(6.6-7.2]\''
-1.762183,2.793089,-0.192261,0.671102,0.090335,-0.422239,0.926339,-1.265879,0.745874,'\'(3.6-4.2]\''
1.739907,0.588133,0.562009,0.070688,-1.425989,0.171024,1.562625,0.383458,0.155208,'\'(5.4-6]\''
1.18259,-1.420498,-0.040698,-0.412341,-2.172999,-0.24722,-0.351985,0.058297,-1.114988,'\'(4.8-5.4]\''
-3.172423,3.299591,1.807363,-0.205327,0.982556,0.566093,1.449458,-1.567532,0.315602,'\'(3.6-4.2]\''
-0.041762,1.961548,0.151495,0.026837,0.161547,-0.167649,0.967577,-0.600571,0.219104,'\'(5.4-6]\''
1.431802,0.733872,0.730507,-0.131648,-0.80386,1.136609,1.154133,-0.464316,-0.089788,'\'(5.4-6]\''
1.626759,1.633083,0.932494,0.56333,0.094941,1.820552,0.552782,0.114422,0.25465,'\'(5.4-6]\''
0.63818,0.884796,1.528845,-0.392114,0.753455,0.573208,0.140551,-0.175221,-0.345838,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,-0.677202,0.386354,-1.013221,-0.804667,0.258796,-0.554725,'\'(6.6-7.2]\''
1.108416,0.154101,0.584606,-0.904909,-1.559634,-0.257638,1.212799,0.021005,-1.032587,'\'(4.8-5.4]\''
1.235592,1.43001,-2.116577,-0.314952,-0.296005,0.58462,-0.373758,-0.458853,-1.070393,'\'(3.6-4.2]\''
1.108416,0.154101,0.584606,-0.904909,-1.559634,-0.257638,1.212799,0.021005,-1.032587,'\'(4.8-5.4]\''
2.231845,1.133017,0.12173,-0.281045,0.82142,0.087634,1.155584,0.899335,-0.550176,'\'(6.6-7.2]\''
2.151427,1.720659,0.378015,0.710421,0.250756,1.364635,0.912985,0.186719,-0.227031,'\'(5.4-6]\''
0.63818,0.884796,1.528845,-0.392114,0.753455,0.573208,0.140551,-0.175221,-0.345838,'\'(4.8-5.4]\''
-0.967462,0.325383,-1.100512,-0.025522,-1.221292,-1.824171,-0.17765,0.520832,0.656274,'\'(4.8-5.4]\''
-4.921445,1.573971,0.570111,-1.209847,3.649912,-0.329249,1.8458,0.492102,-0.508104,'\'(4.8-5.4]\''
0.838562,2.243829,2.043074,-0.677202,0.386354,-1.013221,-0.804667,0.258796,-0.554725,'\'(6.6-7.2]\''
-1.876803,-0.768764,0.865562,0.969321,-0.50913,1.948861,0.955397,-0.283174,-0.6591,'\'(4.8-5.4]\''
-2.463021,-1.012783,1.097413,0.380696,-0.026566,1.528401,0.449956,0.253429,-1.17081,'\'(4.8-5.4]\''
-3.191088,1.556514,1.291556,0.329297,-0.133767,0.58254,1.936302,0.885094,-0.786271,'\'(4.8-5.4]\''
1.119444,0.787551,-1.236933,-0.423077,-0.692224,0.468922,-0.330478,-0.867787,-0.109028,'\'(4.8-5.4]\''
-0.149011,2.2135,0.182951,-0.573758,-0.983497,0.856002,0.380297,-0.981943,-0.648697,'\'(4.8-5.4]\''
1.217955,0.725091,1.219739,0.64752,-0.354992,0.656902,1.089993,0.017092,0.656844,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,1.746188,-0.234201,0.506807,'\'(5.4-6]\''
0.509702,2.245084,2.387912,-0.005717,0.266599,0.712324,2.258778,-0.671998,0.741259,'\'(5.4-6]\''
1.927392,-0.197115,0.783038,-0.750599,-0.594142,1.086507,1.612783,0.02762,0.695953,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,0.522022,-0.688508,0.03525,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,0.522022,-0.688508,0.03525,'\'(5.4-6]\''
-0.090541,0.504154,0.829463,1.621666,-0.445218,1.599128,1.218631,-0.355741,0.235843,'\'(5.4-6]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,1.746188,-0.234201,0.506807,'\'(5.4-6]\''
0.236906,1.839412,-0.672599,-1.086858,0.242885,0.417432,0.677162,-0.290914,-1.839555,'\'(4.8-5.4]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,1.746188,-0.234201,0.506807,'\'(5.4-6]\''
-0.907858,1.124909,-1.271233,0.601233,2.120949,0.364616,2.057426,0.116396,0.662195,'\'(6.6-7.2]\''
-4.688787,1.295597,0.765838,0.650732,0.532342,-0.568718,0.058255,0.248254,0.620933,'\'(4.8-5.4]\''
-2.613514,0.999747,2.025167,-2.238702,1.254411,-0.573704,1.099779,2.061322,-0.8521,'\'(4.8-5.4]\''
1.927392,-0.197115,0.783038,-0.750599,-0.594142,1.086507,1.612783,0.02762,0.695953,'\'(5.4-6]\''
0.509702,2.245084,2.387912,-0.005717,0.266599,0.712324,2.258778,-0.671998,0.741259,'\'(5.4-6]\''
0.881261,0.959738,2.433689,0.043056,0.18021,1.455092,2.554752,-0.216612,0.190235,'\'(5.4-6]\''
-0.032702,1.37382,1.464327,0.162963,-1.132318,-0.115349,0.581563,-0.976589,0.386354,'\'(5.4-6]\''
0.612981,2.411858,2.47798,-0.160385,-0.063206,0.703982,2.291332,-0.979,1.042604,'\'(5.4-6]\''
-0.267804,-1.594292,1.901237,0.416928,-0.9877,0.575012,1.622791,-0.974466,0.589371,'\'(5.4-6]\''
0.945965,1.028955,1.466125,-0.645164,-0.621438,0.35833,0.522022,-0.688508,0.03525,'\'(5.4-6]\''
0.834195,2.500758,1.083262,-0.634124,-0.222569,0.150028,0.023793,-0.757571,-0.130896,'\'(5.4-6]\''
0.278517,1.497169,-0.575437,1.290403,1.758469,1.563352,1.805131,-0.570594,0.986043,'\'(7.8-8.4]\''
0.297982,0.313342,2.613138,-1.16485,-0.395163,-0.147966,2.608335,-1.120676,-0.937532,'\'(4.8-5.4]\''
-0.090541,0.504154,0.829463,1.621666,-0.445218,1.599128,1.218631,-0.355741,0.235843,'\'(5.4-6]\''
1.968383,1.44176,0.743041,0.656275,0.135457,0.689636,0.964584,0.26185,0.129495,'\'(6.6-7.2]\''
1.685701,0.478979,-0.967002,-0.220298,-1.669986,-0.455862,-0.291145,-0.19577,-0.579022,'\'(4.8-5.4]\''
0.236906,1.839412,-0.672599,-1.086858,0.242885,0.417432,0.677162,-0.290914,-1.839555,'\'(4.8-5.4]\''
-0.907858,1.124909,-1.271233,0.601233,2.120949,0.364616,2.057426,0.116396,0.662195,'\'(6.6-7.2]\''
-0.98068,1.344908,-0.805948,0.879658,1.399328,0.385519,1.746188,-0.234201,0.506807,'\'(5.4-6]\''
2.25095,2.756699,-0.002703,-0.238736,-1.497901,0.286571,1.145419,-0.569506,0.311203,'\'(4.8-5.4]\''
0.104905,0.524273,1.231792,0.351435,-0.270485,0.055427,0.762788,0.072208,-0.024471,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,-0.749754,-1.143875,-0.61384,-1.123625,0.411219,-0.650864,'\'(3.6-4.2]\''
0.41996,0.078309,1.791803,-0.384674,-1.770527,-0.41149,1.11126,-1.638221,-0.023346,'\'(5.4-6]\''
-1.030812,0.100539,-3.015437,-0.379833,3.93212,1.103075,2.961971,-0.724076,-1.026105,'\'(4.8-5.4]\''
1.637017,1.702,-2.676648,-0.245742,0.776258,0.593302,0.105863,-0.941248,-0.632538,'\'(5.4-6]\''
0.313644,1.513799,-0.516492,1.352017,-0.170404,1.405269,-1.027004,-0.687117,0.567687,'\'(5.4-6]\''
0.387777,0.945511,1.402028,-0.812358,-0.929876,-0.412641,0.766074,-1.092879,0.339195,'\'(5.4-6]\''
0.41996,0.078309,1.791803,-0.384674,-1.770527,-0.41149,1.11126,-1.638221,-0.023346,'\'(5.4-6]\''
0.772986,-1.108235,0.256713,-0.905896,-0.413727,-0.924543,-0.476118,-0.694453,-0.167285,'\'(5.4-6]\''
-0.659484,-2.537836,3.503756,-1.15416,0.534766,-0.819222,0.55756,-0.959059,0.230672,'\'(5.4-6]\''
0.580623,1.226678,-0.97626,-0.749754,-1.143875,-0.61384,-1.123625,0.411219,-0.650864,'\'(3.6-4.2]\''
-0.256103,0.777725,-1.164424,-0.998005,-0.374608,-1.055719,-0.662242,-0.861361,-0.626495,'\'(-inf-3.6]\''
0.899568,2.163102,0.241517,0.133277,0.065746,0.58694,0.399979,-0.049741,-1.112607,'\'(5.4-6]\''
1.44999,0.00229,1.873907,-1.182373,-1.189122,-1.987935,0.454709,0.574806,-1.256036,'\'(5.4-6]\''
-3.1295,-0.473845,1.260798,0.127652,-0.609466,-0.736647,3.886713,0.030656,0.849778,'\'(5.4-6]\''
-3.306844,-0.244367,2.210516,0.417412,0.746384,0.882173,2.091097,0.856044,-0.737413,'\'(5.4-6]\''
-3.869941,2.230588,1.685151,1.414506,-0.2146,-0.019457,1.816636,0.634531,-0.144512,'\'(4.8-5.4]\''
1.614005,-1.447467,1.360484,0.034945,-1.318962,-0.199767,1.921172,-0.647011,-0.855114,'\'(5.4-6]\''
1.578828,1.901969,1.448701,-0.706798,0.186276,-1.118118,-0.013913,0.326703,-0.656786,'\'(4.8-5.4]\''
-1.963046,0.926193,0.671072,0.188011,0.811655,0.336294,0.55326,-0.599135,0.049854,'\'(4.8-5.4]\''
-0.261845,1.389639,0.290393,0.96224,1.489693,0.888887,1.161554,-0.463415,0.758327,'\'(7.8-8.4]\''
-0.15778,1.056003,0.308844,0.986502,1.569612,1.137331,1.225272,-0.312242,0.654804,'\'(7.8-8.4]\''
-0.509075,0.934075,0.65441,1.370468,1.272358,1.05176,1.079252,-0.212975,0.663264,'\'(6.6-7.2]\''
2.203982,-0.13089,-3.309774,-1.014345,0.563805,-0.350599,1.663841,-1.4295,-0.59237,'\'(4.8-5.4]\''
1.609772,0.792964,1.100443,-0.185316,0.487495,1.078392,0.589727,0.42959,-0.095637,'\'(6.6-7.2]\''
1.966393,1.862114,0.675715,-0.078512,0.236773,0.376789,0.936919,-0.207544,0.596094,'\'(5.4-6]\''
2.223609,-0.478571,-1.065329,-1.200924,2.460312,0.054576,0.037562,0.011806,0.315706,'\'(5.4-6]\''
-0.076724,2.162357,0.256526,1.372256,-0.532767,0.260088,0.77347,0.359849,-0.105431,'\'(6.6-7.2]\''
-0.450208,2.097808,1.012667,0.448944,-0.143651,0.882338,0.029525,-1.215416,-0.628254,'\'(4.8-5.4]\''
0.856704,0.400393,-1.257351,0.195757,-0.873067,-0.054524,-0.377288,-0.679341,-1.468868,'\'(4.8-5.4]\''
2.07459,-0.028374,-1.185897,0.538002,0.413704,0.666137,0.505036,-0.482184,0.82497,'\'(6.6-7.2]\''
-0.046822,1.553717,1.638536,0.516999,-0.628143,0.04793,3.127534,0.694789,0.979396,'\'(7.8-8.4]\''
-0.605293,2.668241,1.622242,-0.013017,0.0913,0.065345,-0.592172,-1.341228,-0.221175,'\'(6.6-7.2]\''
-1.671912,0.992443,1.666288,0.299223,0.759156,0.699607,-0.029946,-0.378544,0.593084,'\'(5.4-6]\''
-1.909962,0.859788,2.815444,-0.541798,1.075518,0.0912,1.584183,0.037699,-0.263355,'\'(5.4-6]\''
-2.349112,-1.326047,0.799922,0.193853,-1.008115,-0.367713,2.103458,-0.801987,1.156373,'\'(5.4-6]\''
0.416116,1.687263,1.054014,-0.76609,-0.432411,0.028224,0.351278,-0.900358,-0.270402,'\'(4.8-5.4]\''
0.05578,1.543665,1.062323,-1.184283,-0.886651,-0.333501,0.464071,-1.273412,-0.18503,'\'(4.8-5.4]\''
0.139151,3.588309,2.058151,-0.736818,0.61502,-0.134465,1.397392,-0.352988,-0.263622,'\'(5.4-6]\''
-0.161864,2.016282,0.102742,1.224162,-0.383369,0.486717,0.83043,0.452213,-0.092711,'\'(6.6-7.2]\''
-0.631235,1.542048,0.377621,1.891984,-0.049101,1.319359,0.811283,0.281952,0.090111,'\'(5.4-6]\''
-0.076724,2.162357,0.256526,1.372256,-0.532767,0.260088,0.77347,0.359849,-0.105431,'\'(6.6-7.2]\''
0.369647,0.501481,2.737932,-1.013293,0.534779,-0.883949,-0.645999,0.372163,-0.603694,'\'(5.4-6]\''
-1.316259,1.970102,0.639371,1.482072,0.094931,0.989798,0.409911,-0.320908,0.344817,'\'(5.4-6]\''
-1.387255,1.92594,0.535691,1.374531,0.255548,1.067797,0.446289,-0.404406,0.271427,'\'(5.4-6]\''
0.713379,2.921882,0.257303,0.874448,-0.036687,0.0249,0.836718,-0.203125,0.872594,'\'(5.4-6]\''
-0.450208,2.097808,1.012667,0.448944,-0.143651,0.882338,0.029525,-1.215416,-0.628254,'\'(4.8-5.4]\''
-0.499403,2.039986,1.077581,0.583768,-0.088577,0.938447,0.004454,-1.196014,-0.620182,'\'(5.4-6]\''
0.856704,0.400393,-1.257351,0.195757,-0.873067,-0.054524,-0.377288,-0.679341,-1.468868,'\'(4.8-5.4]\''
0.788772,0.222908,1.713646,-0.986155,0.287554,-0.613084,0.479254,-0.245287,-0.598684,'\'(4.8-5.4]\''
-1.702957,0.449254,0.855478,-0.080706,0.166086,-0.696025,1.169814,-1.404697,0.321404,'\'(5.4-6]\''
-2.875797,-0.152293,-0.018605,1.048805,-1.244843,-0.851054,1.754348,0.208077,0.015884,'\'(5.4-6]\''
-2.800502,1.694549,1.170358,0.47817,-0.050112,0.086159,2.083511,0.676549,-1.208254,'\'(4.8-5.4]\''
-0.647381,5.577386,2.328798,-0.46447,2.844057,-0.424477,-1.288738,-5.087593,2.125111,'\'(5.4-6]\''
-1.460688,1.091503,1.198487,0.114163,1.351809,0.533496,0.030232,0.007243,0.162662,'\'(5.4-6]\''
0.619506,0.842765,1.350797,-0.314719,0.821076,0.409787,0.305555,-0.34655,-0.538285,'\'(5.4-6]\''
-2.875797,-0.152293,-0.018605,1.048805,-1.244843,-0.851054,1.754348,0.208077,0.015884,'\'(5.4-6]\''
-2.800502,1.694549,1.170358,0.47817,-0.050112,0.086159,2.083511,0.676549,-1.208254,'\'(4.8-5.4]\''
-0.460182,1.977691,-0.126312,0.856357,0.447239,0.709329,1.157953,-0.874729,0.18826,'\'(6.6-7.2]\''
-1.347782,0.646395,0.869525,1.287828,0.192945,2.142801,0.747462,-0.600368,0.420577,'\'(6.6-7.2]\''
0.580417,0.707824,1.093152,0.049424,0.324538,-0.647836,0.868824,-0.139323,-0.189566,'\'(5.4-6]\''
-3.192169,-0.147316,2.648478,-0.42625,-0.067965,-1.553238,2.395659,0.266078,-0.078972,'\'(5.4-6]\''
0.514391,2.845062,1.108604,0.40542,-0.575911,-0.16688,-0.023916,-1.01813,-0.583255,'\'(5.4-6]\''
1.532633,4.491822,0.438188,0.521823,-1.608805,-0.711765,-0.104488,-0.641087,-0.647766,'\'(4.8-5.4]\''
-0.070011,1.68492,0.669106,-0.087474,0.194881,0.588789,0.414303,-1.238857,-0.741429,'\'(5.4-6]\''
1.15989,0.29048,0.97562,0.160292,-1.430878,0.16474,0.879656,0.190244,-1.421432,'\'(5.4-6]\''
0.580417,0.707824,1.093152,0.049424,0.324538,-0.647836,0.868824,-0.139323,-0.189566,'\'(5.4-6]\''
-3.192169,-0.147316,2.648478,-0.42625,-0.067965,-1.553238,2.395659,0.266078,-0.078972,'\'(5.4-6]\''
1.013734,0.585568,-2.521241,-0.012022,0.51673,0.368609,0.231128,-1.094658,-1.502633,'\'(3.6-4.2]\''
1.05979,0.77882,1.828456,-0.404514,-0.466805,-0.552448,0.316252,-0.187665,-0.408228,'\'(5.4-6]\''
0.928481,0.693056,2.492646,-0.943439,-0.065129,-1.200551,-0.250194,0.223654,-0.367102,'\'(5.4-6]\''
1.532633,4.491822,0.438188,0.521823,-1.608805,-0.711765,-0.104488,-0.641087,-0.647766,'\'(4.8-5.4]\''
-0.562472,1.288514,1.63917,0.125453,-0.682475,-0.026705,0.262059,-0.686203,0.336749,'\'(5.4-6]\''
-0.397437,0.516221,0.457954,0.216571,0.114593,0.313567,0.81872,0.016056,-1.145789,'\'(5.4-6]\''
-0.451697,0.520859,0.40899,0.22206,0.210699,0.374881,0.808345,0.049421,-1.168307,'\'(5.4-6]\''
2.598112,-0.580836,0.159108,-0.047042,1.532548,-0.429968,-0.154236,-0.412814,0.791116,'\'(5.4-6]\''
0.514391,2.845062,1.108604,0.40542,-0.575911,-0.16688,-0.023916,-1.01813,-0.583255,'\'(5.4-6]\''
-0.706635,1.158876,1.375573,-0.079759,-0.232075,0.148985,0.354388,-0.687208,0.295063,'\'(5.4-6]\''
-1.699503,2.344708,2.305261,-2.609171,-2.506884,3.263557,3.074064,0.723364,-1.075988,'\'(5.4-6]\''
1.269319,0.223976,1.749584,0.491217,0.430172,1.082469,0.971958,-0.706384,0.729551,'\'(6.6-7.2]\''
-0.438553,-0.652677,0.989697,-1.339156,0.44165,-0.942942,1.474865,-0.345301,0.58728,'\'(6.6-7.2]\''
-0.960232,0.417804,0.320616,-1.253476,1.700718,-0.421314,1.225453,-0.599026,0.736387,'\'(6.6-7.2]\''
0.684274,-0.70815,1.758489,-0.371541,0.245992,-0.348447,1.132565,-1.021903,-0.369156,'\'(6.6-7.2]\''
-2.028408,0.770818,1.27695,0.308256,0.616419,-0.43498,0.079708,0.103311,-0.439494,'\'(5.4-6]\''
-0.706635,1.158876,1.375573,-0.079759,-0.232075,0.148985,0.354388,-0.687208,0.295063,'\'(5.4-6]\''
-0.31665,-0.077117,-0.638249,-1.53616,0.187276,-1.272319,1.676138,0.238302,-1.4262,'\'(3.6-4.2]\''
1.369703,3.798776,-0.521024,-0.151991,0.124476,0.180599,0.503483,-0.788114,-0.539215,'\'(3.6-4.2]\''
1.127804,1.367633,2.494582,-0.369661,1.617537,0.764594,2.38467,-0.532781,0.214951,'\'(5.4-6]\''
-0.13465,2.793125,0.335012,-1.299027,-0.143394,-0.586521,0.438872,-1.65586,0.162257,'\'(4.8-5.4]\''
2.086553,0.753304,0.234072,0.507624,0.551802,0.965655,1.766252,-0.838062,-0.077711,'\'(6.6-7.2]\''
1.127804,1.367633,2.494582,-0.369661,1.617537,0.764594,2.38467,-0.532781,0.214951,'\'(5.4-6]\''
-0.13465,2.793125,0.335012,-1.299027,-0.143394,-0.586521,0.438872,-1.65586,0.162257,'\'(4.8-5.4]\''
-0.068018,2.004978,1.3779,-0.325587,-0.194579,-0.373403,0.02494,-0.903893,-0.03013,'\'(5.4-6]\''
-3.003232,1.469141,0.14317,1.004547,-0.866311,-0.812421,0.842052,0.413052,0.339281,'\'(4.8-5.4]\''
0.379206,0.924631,0.911478,-0.811677,-1.287575,-0.349188,0.992794,-1.181637,-0.161474,'\'(4.8-5.4]\''
-1.86421,-1.188905,1.255552,-0.78074,0.454811,-0.351964,1.401702,-1.399209,0.422439,'\'(5.4-6]\''
-0.704727,0.892233,1.517875,-0.320451,0.208723,0.515855,2.498602,0.104151,-1.347562,'\'(4.8-5.4]\''
-0.7316,0.81525,1.486339,-0.377143,0.119213,0.678576,2.512088,0.124181,-1.359783,'\'(4.8-5.4]\''
-1.86421,-1.188905,1.255552,-0.78074,0.454811,-0.351964,1.401702,-1.399209,0.422439,'\'(5.4-6]\''
-1.018417,-1.292892,1.461963,-0.534485,-0.53858,0.290467,1.52078,-1.087581,0.766622,'\'(5.4-6]\''
0.502366,1.867547,0.201499,-0.075259,-0.565435,0.347387,0.920056,-0.896045,-0.352631,'\'(4.8-5.4]\''
-0.529382,3.504202,0.259638,0.643437,-0.800981,0.135495,0.051427,0.108599,0.275954,'\'(3.6-4.2]\''
-1.020951,-1.735053,4.342629,-1.453905,0.482625,-0.137549,2.139133,-0.776792,0.092045,'\'(5.4-6]\''
1.238884,0.205517,0.25466,-0.908851,-1.304837,-0.19954,1.466214,-0.082946,-0.881245,'\'(5.4-6]\''
0.521039,0.168002,-1.166283,-2.32343,2.340119,-0.270895,1.936453,-0.652894,-0.837693,'\'(3.6-4.2]\''
-2.003904,-1.506223,3.213809,-0.562683,-0.036837,-0.957776,2.899726,0.10795,0.345684,'\'(4.8-5.4]\''
-3.196658,0.133926,0.431858,-0.418443,0.343748,-0.134392,0.827856,-0.327852,0.206015,'\'(3.6-4.2]\''
-2.360072,3.02234,-0.438881,-0.201551,0.20771,-2.071564,1.142585,-1.544111,1.124555,'\'(4.8-5.4]\''
0.231794,3.607741,-0.143914,0.759494,0.41834,0.485078,0.492631,-0.336955,0.740125,'\'(5.4-6]\''
0.136391,2.489994,0.578537,1.178277,0.253532,0.969264,0.56061,-0.180382,0.984266,'\'(6.6-7.2]\''
-2.003904,-1.506223,3.213809,-0.562683,-0.036837,-0.957776,2.899726,0.10795,0.345684,'\'(4.8-5.4]\''
-2.169602,0.173679,1.788643,0.207787,-0.126386,1.260261,2.353139,0.121362,-1.402774,'\'(5.4-6]\''
-3.011744,1.868094,0.794186,0.546754,0.067356,0.302165,2.225611,0.600535,-1.164627,'\'(4.8-5.4]\''
-0.677892,2.448056,0.777667,-0.404642,0.83024,0.209505,0.031969,-1.906739,-0.339463,'\'(4.8-5.4]\''
-2.169602,0.173679,1.788643,0.207787,-0.126386,1.260261,2.353139,0.121362,-1.402774,'\'(5.4-6]\''
-3.011744,1.868094,0.794186,0.546754,0.067356,0.302165,2.225611,0.600535,-1.164627,'\'(4.8-5.4]\''
0.930101,0.922854,2.047635,-0.595941,0.17368,0.237688,2.750963,-0.405254,-0.604877,'\'(5.4-6]\''
0.712343,1.726575,4.392563,-0.930977,1.814471,-0.579131,0.483986,0.680575,-0.357339,'\'(5.4-6]\''
-0.488301,-0.647376,1.728092,0.735791,-1.059554,0.461385,1.005403,-0.208505,-0.018844,'\'(5.4-6]\''
0.861786,1.887884,1.816626,-0.505104,-0.711061,0.905831,2.099455,0.388426,-1.054607,'\'(5.4-6]\''
0.320892,2.62537,1.190608,-0.691228,-0.556885,-2.033119,0.219221,-0.206928,0.588245,'\'(5.4-6]\''
-0.540083,1.590167,0.098948,-0.006302,-0.260769,0.953071,0.223189,0.378138,-1.356294,'\'(5.4-6]\''
-1.807766,-0.683479,0.716628,0.356221,-0.125384,0.987312,0.977441,-0.29265,-0.96645,'\'(5.4-6]\''
1.754113,-0.934502,-2.963478,1.090338,1.624505,1.881376,-0.969081,-0.463415,0.324954,'\'(4.8-5.4]\''
-1.807766,-0.683479,0.716628,0.356221,-0.125384,0.987312,0.977441,-0.29265,-0.96645,'\'(5.4-6]\''
-0.660887,1.082201,0.853036,-4.746431,-3.025278,2.847445,2.290572,0.622919,0.863817,'\'(5.4-6]\''
0.456361,1.196031,-0.260597,-4.775361,-1.531059,2.433573,0.408571,1.165322,1.66661,'\'(5.4-6]\''
-0.540083,1.590167,0.098948,-0.006302,-0.260769,0.953071,0.223189,0.378138,-1.356294,'\'(5.4-6]\''
